Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.06203989956718513,0.03394333301870349,0.0,0.001033998326119752,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2022.1906666666666,Off,0.0,0.0,36.00358687091194,51.666666666666686,46.10666666666668,0.0,51.459748081383815,0.0,0.0,0.0,36.00358687091194,51.48241712081234,51.49375164052661,51.459748081383815,12.43753247303448,20.53681982986718,-0.074291281243962,2.8,-507.7256091519912,-642.5138115753933,-0.0,-0.0,124.87146937432837,0.0,1.0,0.02779643255510941,0.0,0,0.5172479956422846,65.99961422222222,9.916733049073745,0.18330562003433973,9.412298225213586,0.0026955097859299973,22.13495460325718,1.2162740639214593
2025-01-01 00:01:00,0.06203989956718513,0.03394333301870349,0.0,0.001033998326119752,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2022.1906666666666,Off,0.0,0.0,36.03617214155085,51.666666666666686,46.10666666666668,0.0,51.45440187665219,0.0,0.0,0.0,36.03617214155085,51.4773643190295,51.48884554021815,51.45440187665219,12.43753247303448,20.50375146276811,-0.10735964834303147,2.8,-507.9130507458772,-640.7766475767404,-0.0,-0.0,124.87146937432837,0.0,1.0,0.02777305920747275,0.0,0,0.516813054316899,65.99961422222222,7.992127456534856,0.18422696596013757,9.421458450328984,0.002695663120428462,22.14668001555238,1.2199642098504861
2025-01-01 00:02:00,0.06203989956718513,0.03394333301870349,0.0,0.001033998326119752,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2022.1906666666666,Off,0.0,0.0,36.06798654472583,51.666666666666686,46.10666666666668,0.0,51.44905089427971,0.0,0.0,0.0,36.06798654472583,51.47230694417691,51.483934969125514,51.44905089427971,12.43753247303448,20.471341073817023,-0.1397700372941202,2.8,-508.1325694419198,-639.075856681637,-0.0,-0.0,124.87146937432837,0.0,1.0,0.027750144549454243,0.0,0,0.5163866484855967,65.99961422222222,6.071817865388756,0.18460623478502206,9.407087706606616,0.002695816072100208,22.15796575677004,1.2200987587904228
2025-01-01 00:03:00,0.06203989956718513,0.03394333301870349,0.0,0.001033998326119752,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2022.1906666666666,Off,0.0,0.0,36.09906005065885,51.666666666666686,46.10666666666668,0.0,51.44369524888733,0.0,0.0,0.0,36.09906005065885,51.46724510443937,51.4790200322154,51.44369524888733,12.43753247303448,20.439563012113545,-0.17154809899759726,2.8,-508.43406286633444,-637.4099866998309,-0.0,-0.0,124.87146937432837,0.0,1.0,0.027727670823332478,0.0,0,0.515968447705045,65.99961422222222,4.104454459168082,0.1849791594408823,9.392313221729008,0.0026959690848390363,22.168791165902455,1.220230709278346
2025-01-01 00:04:00,0.06203989956718513,0.03394333301870349,0.0,0.001033998326119752,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2022.1906666666666,Off,0.0,0.0,36.12942350703191,51.666666666666686,46.10666666666668,0.0,51.43833505064005,0.0,0.0,0.0,36.12942350703191,51.46217890379562,51.4741008303734,51.43833505064005,12.43753247303448,20.40839086837159,-0.20272024273955225,2.8,-507.81916198997965,-635.7775533122035,-0.0,-0.0,124.87146937432837,0.0,1.0,0.027705619707797714,0.0,0,0.5155581110444172,65.99961422222222,3.086921947895485,0.1853459951217254,9.378601931152108,0.002696122155778949,22.179175703610923,1.2203601694066488
2025-01-01 00:05:00,0.06203989956718513,0.03394333301870349,0.0,0.001033998326119752,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2022.1906666666666,Off,0.0,0.0,36.15906484162684,51.666666666666686,46.10666666666668,0.0,51.43297040511654,0.0,0.0,0.0,36.15906484162684,51.45710844189513,51.469177460284435,51.43297040511654,12.43753247303448,20.377835118424333,-0.23327599268680999,2.8,-506.22682331168335,-634.1790083712038,-0.0,-0.0,124.87146937432837,0.0,1.0,0.027683998957601087,0.0,0,0.5151557828074639,65.99961422222222,3.0807156851922226,0.18570657731212847,9.36448057115936,0.0026962752821760427,22.189110605935255,1.2204870940237622
2025-01-01 00:06:00,0.06203989956718513,0.03394333301870349,0.0,0.001033998326119752,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2022.1906666666666,Off,0.0,0.0,36.18796978875266,51.666666666666686,46.10666666666668,0.0,51.42760141968848,0.0,0.0,0.0,36.18796978875266,51.452033820081674,51.46425002027828,51.42760141968848,12.43753247303448,20.347908125121506,-0.2632029859896363,2.8,-504.16184465348454,-632.6149019591188,-0.0,-0.0,124.87146937432837,0.0,1.0,0.02766281766412575,0.0,0,0.5147616321705608,65.99961422222222,3.58158793130589,0.186060719431589,9.351433302493994,0.0026964284612327944,22.1985856486895,1.22061143012501
2025-01-01 00:07:00,0.06203989956718513,0.03394333301870349,0.0,0.001033998326119752,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2022.1906666666666,Off,0.0,0.0,36.21614561686601,51.666666666666686,46.10666666666668,0.0,51.422228203846515,0.0,0.0,0.0,36.21614561686601,51.44695514170105,51.45931861062832,51.422228203846515,12.43753247303448,20.318603744742177,-0.2925073663689659,2.8,-502.23065300234737,-631.0848177184511,-0.0,-0.0,124.87146937432837,0.0,1.0,0.027642071817347156,0.0,0,0.5143755845134431,65.99961422222222,3.982695341775372,0.1864084475669565,9.337981625886925,0.002696581690088961,22.2076047998348,1.2207332016772885
2025-01-01 00:08:00,2.0842305662338516,0.03394333301870349,0.0,0.034737176103897524,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,2.0221906666666665,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,On,2022.1906666666666,21.111111111111143,1.0000000000000002,0.0,2.0221906666666665,0.0,1,2022.1906666666666,2022.1906666666666,Off,0.0,0.0,36.24362452495045,51.666666666666686,46.10666666666668,0.0,51.4168508659996,0.0,0.0,0.0,36.24362452495045,51.441872509079005,51.45438333061871,51.4168508659996,12.43753247303448,20.28989440494254,-0.32121670616860243,2.8,1521.8393638730226,-629.5872251658869,-0.0,-0.0,124.87146937432837,0.0,1.0,0.027621742220000457,0.0,0,0.5139972826051337,65.99961422222222,4.364452997914562,0.186750036458223,9.324848816378823,0.0026967349659098687,22.216188506285533,1.2208525218535806
2025-01-01 00:09:00,2.0842305662338516,0.03394333301870349,0.0,0.034737176103897524,0.0005657222169783915,0.0,0.014907414353707033,0.0,0.0471324852134781,2.0221906666666665,0.0,0.0,0.03394333301870349,0.0,1,0,0,Off,0.004654961622807018,0.0,On,0.010252452730900016,0,On,0.001874707855206771,0,On,0.04525777735827133,0.03394333301870349,On,0,0,Off,On,2022.1906666666666,21.111111111111143,1.0000000000000002,0.0,2.0221906666666665,0.0,1,2022.1906666666666,2022.1906666666666,Off,0.0,0.0,36.185528045555245,51.666666666666686,46.10666666666668,0.0,51.41146950976954,0.0,0.0,0.0,36.185528045555245,51.436786020022424,51.44944427514887,51.41146950976954,12.43753247303448,20.334732880703267,-0.27637823040787524,2.8,1518.1588848310153,-631.9267948825227,-0.0,-0.0,124.87146937432837,0.0,1.0,0.027653490973666022,0.0,0,0.5145880770952214,65.99961422222222,3.023543672542978,0.18624384907432082,9.345904702719075,0.0026968882859888833,22.16827006858548,1.220665887545263
