Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.3764638329005183,0.03394333301870349,0.0,1.3764638329005183,0.03394333301870349,0.0,0.014907414353707033,0.0,0.0471324852134781,1.3144239333333332,0.0,0.0,0.03394333301870349,0.0,1.0,0.0,0.0,0.004654961622807018,0.0,0.010252452730900015,0.0,0.001874707855206771,0.0,0.04525777735827133,0.03394333301870349,0.0,0.0,1314.4239333333333,21.111111111111143,0.6500000000000001,0.0,1.3144239333333332,0.0,0.65,1314.4239333333333,2022.1906666666666,0.0,0.0,35.46338771261889,51.66666666666668,46.10666666666668,0.0,51.30344986765842,0.0,0.0,0.0,35.46338771261889,51.33466035294114,51.35026559558251,51.30344986765842,12.43753247303448,20.85310963969888,-0.04808136954674177,2.8,769.3828647828293,-659.304681382652,0.0,0.0,124.87146937432837,0.0,1.0,0.028019371047008763,0.0,0.0,0.5213965311731602,65.99961422222222,-10.6078565421804,0.18061387617140062,9.58434270089751,0.0026999429985732955,21.497685443635767,1.2184535425562752
2025-01-01 01:00:00,1.3761147107788079,0.03394333301870349,0.0,1.3761147107788079,0.03394333301870349,0.0,0.014558292231996506,0.0,0.0471324852134781,1.3144239333333332,0.0,0.0,0.03394333301870349,0.0,1.0,0.0,0.0,0.00430583950109649,0.0,0.010252452730900015,0.0,0.001874707855206771,0.0,0.04525777735827133,0.03394333301870349,0.0,0.0,1314.4239333333333,21.111111111111143,0.6500000000000001,0.0,1.3144239333333332,0.0,0.65,1314.4239333333333,2022.1906666666666,0.0,0.0,35.13780193918647,51.66666666666668,46.10666666666668,0.0,50.989063674163624,0.0,0.0,0.0,35.13780193918647,51.03730763079734,51.0614296091142,50.989063674163624,12.43753247303448,20.835093404464793,-0.04946282068726126,2.5,797.197388362582,-629.7550101179472,0.0,0.0,124.52234725261783,0.0,1.0,0.026372540337258353,0.0,0.0,0.49075159563721554,65.99961422222222,-11.993882105421921,0.18142840484463074,9.58679998301762,0.002709014642518962,23.788262534641774,1.218580792194122
2025-01-01 02:00:00,0.061690777445474604,0.03394333301870349,0.0,0.06169077744547461,0.03394333301870349,0.0,0.014558292231996506,0.0,0.0471324852134781,0.0,0.0,0.0,0.03394333301870349,0.0,1.0,0.0,0.0,0.00430583950109649,0.0,0.010252452730900015,0.0,0.001874707855206771,0.0,0.04525777735827133,0.03394333301870349,0.0,0.0,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,2022.1906666666666,0.0,0.0,35.75422528017999,51.66666666666668,46.10666666666668,0.0,50.70251927040376,0.0,0.0,0.0,35.75422528017999,50.74085904827663,50.760028937213065,50.70251927040376,12.43753247303448,20.009124135928264,0.0,1.6500000000000001,-455.999953797347,-584.2300497400979,0.0,0.0,124.52234725261783,0.0,1.0,0.02431712143313961,0.0,0.0,0.45250347490255466,65.99961422222222,3.707748690133133,0.19174328836136773,9.222286419071326,0.002720078887148768,30.24974559554848,1.222007190657203
2025-01-01 03:00:00,0.3647866293643342,0.03394333301870349,0.0,0.3647866293643342,0.03394333301870349,0.0,0.014325544150856157,0.0,0.0471324852134781,0.3033286,0.0,0.0,0.03394333301870349,0.0,1.0,0.0,0.0,0.00407309141995614,0.0,0.010252452730900015,0.0,0.001874707855206771,0.0,0.04525777735827133,0.03394333301870349,0.0,0.0,303.3286,19.444444444444457,0.15000000000000002,0.0,0.3033286,0.0,0.15,303.3286,2022.1906666666666,0.0,0.0,36.612531111893176,51.66666666666668,46.10666666666668,0.0,50.41947730445017,0.0,0.0,0.0,36.612531111893176,50.43550552899132,50.4435196412619,50.41947730445017,12.43753247303448,18.966719423078604,-0.07488465971508311,1.6500000000000001,-120.81832832908202,-552.125296046129,0.0,0.0,124.28959917147749,0.0,1.0,0.02438180550468806,0.0,0.0,0.4537071439810267,65.99961422222222,3.6887685455694483,0.20543424060925158,8.755037899463973,0.0027323293901938234,20.51491813636687,1.2263567439390717
2025-01-01 04:00:00,0.9377406515865564,0.03394333301870349,0.0,0.9377406515865564,0.03394333301870349,0.0,0.014325544150856157,0.0,0.0471324852134781,0.8762826222222221,0.0,0.0,0.03394333301870349,0.0,1.0,0.0,0.0,0.00407309141995614,0.0,0.010252452730900015,0.0,0.001874707855206771,0.0,0.04525777735827133,0.03394333301870349,0.0,0.0,876.2826222222222,19.444444444444457,0.43333333333333346,0.0,0.8762826222222221,0.0,0.43333333333333335,876.2826222222222,2022.1906666666666,0.0,0.0,36.07005810850611,51.66666666666668,46.10666666666668,0.0,50.09584601120642,0.0,0.0,0.0,36.07005810850611,50.12961098914387,50.146493478112596,50.09584601120642,12.43753247303448,19.12655423825828,-0.05052356331222103,0.55,375.05433448724074,-613.9573606588278,0.0,0.0,124.28959917147749,0.0,1.0,0.025172071449173317,0.0,0.0,0.46841275323498177,65.99961422222222,-11.560526247631117,0.20381464310336694,8.833221933785698,0.0027390118359083334,30.765643199474585,1.225106125792584
2025-01-01 05:00:00,1.8333288931795562,0.03943949548258607,0.0,1.8333288931795564,0.03943949548258607,0.0,0.04007903731267929,0.758301961925926,0.05755573838539563,0.9773921555555555,0.0,0.0,0.03943949548258607,0.0,1.0,0.0,0.0,0.004538587582236842,0.0,0.03554044973044245,0.0,0.004969744408614176,0.0,0.052585993976781445,0.03943949548258607,0.0,0.0,977.3921555555555,19.444444444444457,0.48333333333333345,0.0,0.9773921555555555,0.0,0.48333333333333334,977.3921555555555,2022.1906666666666,758.301961925926,0.21666666666666667,35.4887100582896,51.66666666666668,46.10666666666668,0.0,50.13352168396875,0.2197439455844164,575.1324721459264,758.301961925926,35.4887100582896,49.61315145278207,50.15144239241835,49.33504562873914,12.43753247303448,19.138422242826078,-0.04987462001504532,-0.25000000000000006,464.2218842681534,-642.53996426424,0.0,0.0,143.45346678636687,0.0,0.75,0.025158399803019753,0.0,0.0,0.4681583453516665,49.499710666666665,-14.083773809528932,0.20463025402943372,8.851213576168572,0.00275342822176552,21.871011693313914,1.2244314929036018
2025-01-01 06:00:00,2.2659522789994684,0.045796320749878855,0.0,2.2659522789994684,0.045796320749878855,0.0,0.0847173397881705,1.1666184029629632,0.07092755847055714,0.9436889777777776,0.0,0.0,0.045796320749878855,0.0,1.0,0.0,0.0,0.00512045778508772,0.0,0.07959688200308279,0.0,0.00986579747071865,0.0,0.06106176099983849,0.045796320749878855,0.0,0.0,943.6889777777777,19.444444444444457,0.4666666666666668,0.0,0.9436889777777776,0.0,0.4666666666666667,943.6889777777777,2022.1906666666666,1166.618402962963,0.3333333333333333,35.372521154458255,51.66666666666668,46.10666666666668,0.0,51.37396646600954,0.5052045473920572,1370.089368122979,1166.618402962963,35.372521154458255,49.48796435838232,51.37396646600954,48.54496330456872,12.43753247303448,19.1268554430264,-0.053406714705396575,0.3,524.004102608958,-620.6791033253722,0.0,0.0,217.37018921096117,0.0,1.0,0.02509086574411423,0.0,0.0,0.46690164248027416,65.99961422222222,-16.37596105440864,0.20528180096045368,8.853635014960155,0.002760234481039424,17.8081817933236,1.2244749183721213
2025-01-01 07:00:00,2.205666026739181,0.04753274570412747,0.0,2.205666026739181,0.04753274570412747,0.0,0.0937264402403038,0.9916256425185186,0.07551543286924778,1.044798511111111,0.0,0.0,0.04753274570412747,0.0,1.0,0.0,0.0,0.004771335663377193,0.0,0.08895510457692662,0.0,0.012138438597077804,0.0,0.06337699427216999,0.04753274570412747,0.0,0.0,1044.798511111111,19.444444444444457,0.5166666666666668,0.0,1.044798511111111,0.0,0.5166666666666667,1044.798511111111,2022.1906666666666,991.6256425185186,0.2833333333333333,36.210015258660356,51.66666666666668,46.10666666666668,0.0,51.34552702318489,0.2458683542724949,665.7539693171254,991.6256425185186,36.210015258660356,50.21291098694655,51.34596165032935,49.64616834168292,12.43753247303448,19.145995558324906,-0.046380024555850656,-0.55,585.5966041787061,-669.1881723385072,0.0,0.0,226.3996234833886,1.6624431622534963,0.9332499999999999,0.025776196137575764,0.0,0.0,0.4796545657796188,61.59413997288889,-16.413358077286425,0.20571636179653416,8.873041748015186,0.002769419491627573,27.653087606031217,1.2243879137189935
2025-01-01 08:00:00,1.2743069332020531,0.03394333301870349,0.0,1.2743069332020533,0.03394333301870349,0.0,0.013860047988575454,0.0,0.0471324852134781,1.2133144,0.0,0.0,0.03394333301870349,0.0,1.0,0.0,0.0,0.0036075952576754386,0.0,0.010252452730900015,0.0,0.001874707855206771,0.0,0.04525777735827133,0.03394333301870349,0.0,0.0,1213.3144,19.444444444444457,0.6000000000000001,0.0,1.2133144,0.0,0.6,1213.3144,2022.1906666666666,0.0,0.0,37.58039302084754,51.66666666666668,46.10666666666668,0.0,51.478507341467775,0.0,0.0,0.0,37.58039302084754,51.491079763036744,51.49736597382123,51.478507341467775,12.43753247303448,19.190522584129194,-0.04393899646646429,-1.4,545.8013089158309,-726.4602179695293,0.0,0.0,57.82448878697456,105.41685639543589,0.0,0.026691062265161013,0.0,0.0,0.49667878893618017,0.0,1.122638098385778,0.20565819874579974,8.90379551882395,0.002775016467862924,3.3505966901330226,1.2247729641925609
2025-01-01 09:00:00,1.0713896222919659,0.03394333301870349,0.0,1.0713896222919659,0.03394333301870349,0.0,0.013161803745154403,0.0,0.0471324852134781,1.0110953333333332,0.0,0.0,0.03394333301870349,0.0,1.0,0.0,0.0,0.002909351014254386,0.0,0.010252452730900015,0.0,0.001874707855206771,0.0,0.04525777735827133,0.03394333301870349,0.0,0.0,1011.0953333333333,19.444444444444457,0.5000000000000001,0.0,1.0110953333333332,0.0,0.5,1011.0953333333333,2022.1906666666666,0.0,0.0,37.21312951557414,51.66666666666668,46.10666666666668,0.0,51.14517816835272,0.0,0.0,0.0,37.21312951557414,51.17606845553213,51.19151359912185,51.14517816835272,12.43753247303448,19.19063165996967,-0.04396276069776264,-0.85,411.71302520145485,-695.5525570494646,0.0,0.0,57.12624454355351,319.2987305518437,0.0,0.026259786808340624,0.0,0.0,0.4886534293808565,0.0,39.044004374032646,0.2062681463293285,8.915847459122352,0.0027819100040297456,30.08689238018702,1.2253814813206465
