occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.8,0.617,0.0477,0.253,0.0789,0.0,0.0,0.0,0.0,0.203,0,0,0,0
0.8,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.597,0.0276,0.337,0.11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.597,0.0276,0.337,0.11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.656,0.0508,0.253,0.208,0.0,0.0,0.0,0.0,0.191,0,0,0,0
1.0,0.656,0.0508,0.253,0.208,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
1.0,0.656,0.0508,0.253,0.208,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.656,0.0508,0.253,0.208,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.664,0.06,0.253,0.22,0.0,0.0,0.0,0.0,0.222,0,0,0,0
0.8,0.664,0.06,0.253,0.22,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.8,0.664,0.06,0.253,0.22,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.8,0.664,0.06,0.253,0.22,0.0,0.0,0.0,0.0,0.403,0,0,0,0
0.8,0.715,0.096,0.168,0.313,0.0,0.0,0.0,0.0,0.561,0,0,0,0
0.8,0.715,0.096,0.168,0.313,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.664,0.0693,0.253,0.225,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.6,0.664,0.0693,0.253,0.225,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.664,0.0765,0.253,0.22,0.0,0.0,0.0,0.0,0.338,0,0,0,0
0.6,0.664,0.0765,0.253,0.22,0.0,0.0,0.0,0.0,0.135,0,0,0,0
0.6,0.664,0.0765,0.253,0.22,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.6,0.664,0.0765,0.253,0.22,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.6,0.664,0.0837,0.253,0.212,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.6,0.664,0.0837,0.253,0.212,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.664,0.0837,0.253,0.212,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.6,0.664,0.0837,0.253,0.212,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.664,0.0879,0.253,0.207,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.6,0.664,0.0879,0.253,0.207,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.6,0.664,0.0879,0.253,0.207,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.6,0.664,0.0879,0.253,0.207,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.8,0.715,0.139,0.168,0.284,0.0,0.0,0.0,0.133,0.0676,0,0,0,0
0.8,0.715,0.139,0.168,0.284,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.715,0.139,0.168,0.284,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.715,0.139,0.168,0.284,0.0,0.0,0.0,0.0,0.135,0,0,0,0
0.8,0.715,0.147,0.168,0.288,0.235,1.0,0.0,0.0,0.0676,0,0,0,0
0.8,0.715,0.147,0.168,0.288,0.0476,1.0,0.0,0.0,0.0,0,0,0,0
0.6,0.664,0.103,0.253,0.209,0.21,0.867,0.133,0.0,0.135,0,0,0,0
0.6,0.664,0.103,0.253,0.209,0.137,0.0,1.0,0.0,0.0676,0,0,0,0
0.6,0.68,0.115,0.253,0.228,0.387,0.0,1.0,0.0,0.135,0,0,0,0
0.6,0.68,0.115,0.253,0.228,0.227,0.0,1.0,0.0,0.0676,0,0,0,0
0.6,0.68,0.115,0.253,0.228,0.162,0.0,1.0,0.0,0.0,0,0,0,0
0.6,0.68,0.115,0.253,0.228,0.557,0.0,1.0,0.0,0.0,0,0,0,0
0.4,0.703,0.14,0.253,0.276,0.232,0.0,1.0,0.0,0.0,0,0,0,0
0.4,0.703,0.14,0.253,0.276,0.12,0.0,0.4,0.0,0.0676,0,0,0,0
0.6,0.774,0.203,0.168,0.389,0.451,0.0,0.0,0.0,0.135,0,0,0,0
0.8,0.844,0.265,0.0842,0.503,0.331,0.0,0.0,0.0,0.131,0,0,0,0
0.8,0.891,0.325,0.0842,0.663,0.0896,0.0,0.0,0.0,0.0676,0,0,0,0
0.6,0.809,0.248,0.168,0.51,0.112,0.0,0.0,0.0,0.0676,0,0,0,0
0.6,0.809,0.248,0.168,0.51,0.275,0.0,0.0,0.0,0.0676,0,0,0,0
0.6,0.809,0.248,0.168,0.51,0.227,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.907,0.436,0.0842,0.799,0.0392,0.0,0.0,1.0,0.0,0,0,0,0
0.8,0.907,0.436,0.0842,0.799,0.0476,0.0,0.0,1.0,0.0,0,0,0,0
0.8,0.907,0.436,0.0842,0.799,0.258,0.0,0.0,0.0667,0.0676,0,0,0,0
0.8,0.907,0.436,0.0842,0.799,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.8,0.891,0.609,0.0842,0.792,0.0,0.0,0.0,0.0,0.135,0,0,0,0
0.8,0.891,0.609,0.0842,0.792,0.0,0.0,0.0,0.0,0.154,0,0,0,0
0.8,0.891,0.609,0.0842,0.792,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.8,0.891,0.609,0.0842,0.792,0.0,0.0,0.0,0.0,0.0678,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.86,0.752,0.0842,0.649,0.0,0.0,0.0,0.0,0.123,0,0,0,0
0.8,0.86,0.752,0.0842,0.649,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.798,0.712,0.0842,0.491,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.798,0.712,0.0842,0.491,0.0,0.0,0.0,0.0,0.095,0,0,0,0
0.8,0.739,0.538,0.168,0.381,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
0.8,0.739,0.538,0.168,0.381,0.0,0.0,0.0,0.0,0.0676,0,0,0,0
1.0,0.692,0.328,0.168,0.333,0.0,0.0,0.0,0.0,0.17,0,0,0,0
1.0,0.692,0.328,0.168,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.605,0.12,0.337,0.144,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.605,0.12,0.337,0.144,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.593,0.0591,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.593,0.0591,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.593,0.0591,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.593,0.0591,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.617,0.0477,0.253,0.0789,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.617,0.0477,0.253,0.0789,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.617,0.0477,0.253,0.0789,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
