Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,33.13922560791184,51.666666666666686,46.10666666666668,0.0,50.94055917722958,0.6782247667017434,1820.560557810727,0.0,33.13922560791184,49.736994277116324,50.94055917722958,49.135211827059706,12.43753247303448,21.164973515766363,0.0,2.8,1493.870546739173,-1126.441646075305,-0.0,-0.0,496.28459048756963,0.0,4.0,0.047065290134604656,0.0,0,0.8758112012461101,263.9984568888889,-15.655139553433456,0.24464406977167577,10.843711183825317,0.003745565058032228,0.3206071595221327,1.2129102170961625
2025-01-01 00:01:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,32.80278453592223,51.666666666666686,46.10666666666668,0.0,50.897015383747934,0.6789926521994232,1820.5605578107272,0.0,32.80278453592223,49.4768430426267,50.897015383747934,48.76675687206608,12.43753247303448,21.200389417092495,0.0,2.8,1489.0578986031678,-1129.6087502692171,-0.0,-0.0,496.28459048756963,0.0,4.0,0.0471067759599526,0.0,0,0.876583187362179,263.9984568888889,-17.300683495526705,0.2448260471399831,10.884039045475891,0.0037455672851195686,0.1369468416641051,1.216306921021346
2025-01-01 00:02:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,32.46769545159691,51.666666666666686,46.10666666666668,0.0,50.85347319619399,0.679762250050036,1820.560557810727,0.0,32.46769545159691,49.21673902482284,50.85347319619399,48.398371939137284,12.43753247303448,21.234689160381834,0.0,2.8,1484.3931787861122,-1132.6794033173417,-0.0,-0.0,496.28459048756963,0.0,4.0,0.047146942343949776,0.0,0,0.8773306207449898,263.9984568888889,-18.89475026445775,0.24431133661659288,10.898976954735168,0.0037455682337597805,-0.04069178823450459,1.216165204345394
2025-01-01 00:03:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,32.13390066207012,51.666666666666686,46.10666666666668,0.0,50.80993242381117,0.6805335693691776,1820.5605578107272,0.0,32.13390066207012,48.95668203396464,50.80993242381117,48.030056839041386,12.43753247303448,21.26792214266742,0.0,2.8,1479.8548785450416,-1135.6577099500034,-0.0,-0.0,496.28459048756963,0.0,4.0,0.04718584825974694,0.0,0,0.8780545987923458,263.9984568888889,-20.454743872866395,0.24381371783232206,10.913359854675562,0.0037455679518521123,-0.2125760178570819,1.2160279275938883
2025-01-01 00:04:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,31.801346090690004,51.666666666666686,46.10666666666668,0.0,50.76639288441812,0.681306619176394,1820.5605578107272,0.0,31.801346090690004,48.696671888408645,50.76639288441812,47.66181139040392,12.43753247303448,21.300134660959053,0.0,2.8,1475.7884088310464,-1138.547525293662,-0.0,-0.0,496.28459048756963,0.0,4.0,0.04722354895159537,0.0,0,0.8787561495130818,263.9984568888889,-21.631398243203304,0.24333239010074373,10.927211827733705,0.003745566478985541,-0.3789554631340697,1.2158948965647798
2025-01-01 00:05:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,31.46996576378092,51.666666666666686,46.10666666666668,0.0,50.7228544038711,0.6820814084034287,1820.5605578107272,0.0,31.46996576378092,48.436708414100636,50.7228544038711,47.29363541921541,12.43753247303448,21.331383245319014,0.0,2.8,1472.212458121195,-1141.3536499175586,-0.0,-0.0,496.28459048756963,0.0,4.0,0.04726011154322022,0.0,0,0.8794365219744019,263.9984568888889,-22.401224329158094,0.24286641020843502,10.941209453164351,0.0037455638530453877,-0.5401320257143074,1.2157658750697757
2025-01-01 00:06:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,31.13969584691631,51.666666666666686,46.10666666666668,0.0,50.67931681783215,0.6828579458614139,1820.560557810727,0.0,31.13969584691631,48.17679144624524,50.67931681783215,46.92552876045178,12.43753247303448,21.36172259628029,0.0,2.8,1468.904405781726,-1144.0807480776666,-0.0,-0.0,496.28459048756963,0.0,4.0,0.04729560091856382,0.0,0,0.8800969235646665,263.9984568888889,-22.982178508518913,0.24241487267861847,10.95408736515828,0.0037455601098485398,-0.6963974398201107,1.2156406347549658
2025-01-01 00:07:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,30.810484568638003,51.666666666666686,46.10666666666668,0.0,50.63577997145105,0.6836362402449537,1820.5605578107268,0.0,30.810484568638003,47.9169208290057,50.63577997145105,46.55749125778303,12.43753247303448,21.39119705548181,0.0,2.8,1465.8589864930038,-1146.7325776938821,-0.0,-0.0,496.28459048756963,0.0,4.0,0.04733006975641313,0.0,0,0.8807383345534445,263.9984568888889,-23.37576818102559,0.2419770353664559,10.967164042842942,0.003745555283211466,-0.8479892408705543,1.2155189902772645
2025-01-01 00:08:00,2.3932617787262163,0.15364385421237411,0.0,0.03988769631210361,0.0025607309035395685,0.0,0.020412053327956096,0.0,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Off,0.0,0.0,30.482282685183918,51.666666666666686,46.10666666666668,0.0,50.5922437175722,0.6844163001627274,1820.5605578107275,0.0,30.482282685183918,47.65709641381097,50.5922437175722,46.189522761930355,12.43753247303448,21.419848799130673,0.0,2.8,1462.6321880700648,-1149.312722965379,-0.0,-0.0,496.28459048756963,0.0,4.0,0.0473635681283829,0.0,0,0.8813616866949215,263.9984568888889,-24.02242133246795,0.24155219614364745,10.979163977486342,0.0037455494053238118,-0.9951332315833885,1.2154007654423897
2025-01-01 00:09:00,5.893116987615105,0.15364385421237411,0.0,0.09821861646025175,0.0025607309035395685,0.0,0.020412053327956096,3.499855208888889,0.22316698351791814,2.139682741880342,0.010000000000000002,0.0,0.0,0.15072718754570744,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01575709170514908,0,On,0.022197400123641464,0,On,0.16132718924562095,0.12099539193421567,On,0,0,Off,On,2139.682741880342,21.444444444444485,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1,2033.9135111111111,2033.9135111111111,Off,0.0,22.444444444444485,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,450.7433688888889,Lower On,3499.855208888889,1.0,30.432364297143067,51.666666666666686,46.10666666666668,0.0,50.54870791635887,0.6851981341430347,1820.560557810727,3499.855208888889,30.432364297143067,47.39731805900094,50.54870791635887,45.821623130321974,12.43753247303448,21.447702284439377,0.0,2.8,1459.792248033088,-1151.8231899807627,-0.0,-0.0,496.28459048756963,0.0,4.0,0.04739612532771719,0.0,0,0.8819675250904061,263.9984568888889,-24.351894354060803,0.24113992190965616,10.991399072654911,0.0037455425068279027,-1.1379631929060783,1.2152858573478305
