Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,2.1397190604865624,0.145554616096837,0.0,2.1397190604865624,0.14555461609683704,0.0,0.015978499007876127,0.6999710417777778,0.20128263263538126,1.2124868870655272,0.010000000000000002,0.0,0.0,0.14263794943017033,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004654961622807018,0.0,0.01132353738506911,0.0,0.011098700061820732,0.0,0.1505415384249048,0.11290615381867858,0.0,0.0,1212.486887065527,21.44444444444449,0.5666666666666667,0.0,1.1525509896296298,0.05993589743589744,0.5666666666666667,1152.5509896296296,2033.9135111111111,0.0,22.44444444444449,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,699.9710417777777,0.2,34.35338891717666,51.66666666666668,46.10666666666668,0.0,51.252598029477845,0.17091295199612794,455.1401394526818,699.9710417777777,34.35338891717666,50.64835210967617,51.25804834808151,50.340778831171676,12.43753247303448,21.156140243308183,-0.04639403697817782,2.8,539.3782373485905,-1125.7776421425688,0.0,0.0,470.7216808424029,0.0,4.0,0.04705449439034194,0.0,0.0,0.8756103093845273,263.9984568888889,-18.052688416770742,0.2455210121788089,10.8641656451362,0.003745483829089318,0.1539704221907456,1.216432055170211
2025-01-01 01:00:00,1.3664851247689258,0.14608598903081618,0.0,1.3664851247689258,0.14608598903081615,0.0,0.014900436648855155,0.0,0.2004205591172216,1.1411641290028491,0.010000000000000002,0.0,0.0,0.1431693223641495,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.00430583950109649,0.0,0.010594597147758667,0.0,0.009528129298355534,0.0,0.15224109552392673,0.11418082164294502,0.0,0.0,1141.164129002849,21.44444444444449,0.5333333333333333,0.0,1.0847538725925927,0.05641025641025641,0.5333333333333333,1084.7538725925926,2033.9135111111111,0.0,22.44444444444449,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,0.0,0.0,35.15444220320831,51.66666666666668,46.10666666666668,0.0,51.3441364833951,0.0,0.0,0.0,35.15444220320831,51.364070156376684,51.37403699286748,51.3441364833951,12.43753247303448,21.14838983689896,-0.048812751454918354,2.5,578.8366927274295,-1077.6130873943473,0.0,0.0,534.662190190513,0.0,5.0,0.04430533904096358,0.0,0.0,0.8244528419161402,329.99807111111113,-19.376539071585036,0.24642071792747472,10.873761395949067,0.0037572338453050022,63.87309688784977,1.216514521723004
2025-01-01 02:00:00,1.3929827627807632,0.14137161361108344,0.0,1.3929827627807632,0.1413716136110834,0.0,0.014151525446138942,0.0,0.1920057293004362,1.176825508034188,0.010000000000000002,0.0,0.0,0.13845494694441676,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00430583950109649,0.0,0.009845685945042454,0.0,0.007399133374547155,0.0,0.1469463214846661,0.11020974111349954,0.0,0.0,1176.825508034188,21.44444444444449,0.55,0.0,1.1186524311111112,0.058173076923076925,0.55,1118.6524311111111,2033.9135111111111,0.0,22.44444444444449,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,0.0,0.0,34.79551736420942,51.66666666666668,46.10666666666668,0.0,51.0324425479028,0.0,0.0,0.0,34.79551736420942,51.06940230339539,51.0878821811417,51.0324425479028,12.43753247303448,21.16171347224742,-0.042909176162348454,1.6500000000000001,608.1911499431013,-1074.653561556965,0.0,0.0,525.8690833537596,0.0,5.0,0.04208180101923433,0.0,0.0,0.7830762881913547,329.99807111111113,-19.849879887881215,0.24819984054520192,10.912134690634106,0.003787683638550128,77.90756042354259,1.2164370918900669
2025-01-01 03:00:00,1.4274203338772453,0.14062831872079612,0.0,1.4274203338772453,0.14062831872079612,0.0,0.013918777364998596,0.0,0.19101466944671977,1.2124868870655272,0.010000000000000002,0.0,0.0,0.13771165205412944,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.00407309141995614,0.0,0.009845685945042454,0.0,0.007399133374547155,0.0,0.1469463214846661,0.11020974111349954,0.0,0.0,1212.486887065527,21.44444444444449,0.5666666666666667,0.0,1.1525509896296298,0.05993589743589744,0.5666666666666667,1152.5509896296296,2033.9135111111111,0.0,22.44444444444449,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,0.0,0.0,34.45393125284108,51.66666666666668,46.10666666666668,0.0,50.72412997759248,0.0,0.0,0.0,34.45393125284108,50.777714193674385,50.80450630171534,50.72412997759248,12.43753247303448,21.16312615104778,-0.04727738116873195,1.6500000000000001,606.4615278716223,-1110.7326306082748,0.0,0.0,524.6452754189029,0.0,5.0,0.04351588551587352,0.0,0.0,0.809762350512397,329.99807111111113,-19.93800400453286,0.250151487171358,10.945031343161343,0.003817936610830858,51.9487540715494,1.2164092061374112
2025-01-01 04:00:00,1.4264292740235291,0.13988502383050883,0.0,1.4264292740235291,0.13988502383050883,0.0,0.013918777364998596,0.0,0.19002360959300338,1.2124868870655272,0.010000000000000002,0.0,0.0,0.13696835716384215,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.00407309141995614,0.0,0.009845685945042454,0.0,0.007399133374547155,0.0,0.1469463214846661,0.11020974111349954,0.0,0.0,1212.486887065527,21.44444444444449,0.5666666666666667,0.0,1.1525509896296298,0.05993589743589744,0.5666666666666667,1152.5509896296296,2033.9135111111111,0.0,22.44444444444449,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,0.0,0.0,34.16554165524848,51.66666666666668,46.10666666666668,0.0,50.46543484116792,0.0,0.0,0.0,34.16554165524848,50.48877160886024,50.500439992706404,50.46543484116792,12.43753247303448,21.12294653867205,-0.05238100521535127,0.55,513.141485218547,-1204.1035718847386,0.0,0.0,523.6542155651865,0.0,5.0,0.044550923930414016,0.0,0.0,0.8290227913719355,329.99807111111113,-18.896045527427866,0.25176766748216184,10.941945565980777,0.003835155653137375,65.18133073337093,1.2159915856256065
2025-01-01 05:00:00,1.5338789072798271,0.13988502383050883,0.0,1.533878907279827,0.13988502383050883,0.0,0.014384273527279296,0.0,0.19002360959300338,1.3194710241595442,0.010000000000000002,0.0,0.0,0.13696835716384215,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.004538587582236842,0.0,0.009845685945042454,0.0,0.007399133374547155,0.0,0.1469463214846661,0.11020974111349954,0.0,0.0,1319.4710241595442,21.44444444444449,0.6166666666666667,0.0,1.2542466651851853,0.06522435897435898,0.6166666666666667,1254.2466651851853,2033.9135111111111,0.0,22.44444444444449,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,0.0,0.0,33.774585020029996,51.66666666666668,46.10666666666668,0.0,50.182946926019845,0.0,0.0,0.0,33.774585020029996,50.202954176456544,50.212957801674904,50.182946926019845,12.43753247303448,21.173252986497747,-0.04830938714257395,-0.25000000000000006,566.0424182066107,-1258.5958769930128,0.0,0.0,524.1197117274672,0.0,5.0,0.044605385648268964,0.0,0.0,0.8300362384876347,329.99807111111113,-18.952440687387814,0.25319185153623447,10.997343817419077,0.0038707172583744764,67.88077560658118,1.2151479169160226
2025-01-01 06:00:00,1.7655926894434042,0.1494118260410718,0.0,1.765592689443404,0.1494118260410718,0.0,0.028950812255517554,0.2333236805925926,0.20950855146708894,1.2838096451282053,0.010000000000000002,0.0,0.0,0.14649515937440513,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00512045778508772,0.0,0.023830354470429835,0.0,0.01418167230121538,0.0,0.15766660472465063,0.11824995354348794,0.0,0.0,1283.809645128205,21.44444444444449,0.6,0.0,1.2203481066666668,0.06346153846153846,0.6,1220.3481066666668,2033.9135111111111,0.0,22.44444444444449,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,233.3236805925926,0.06666666666666667,33.01366626574909,51.66666666666668,46.10666666666668,0.0,49.820363252058165,0.16565394841329614,428.2353036229666,233.3236805925926,33.01366626574909,49.54859802133619,49.859994968342384,49.37308368969099,12.43753247303448,21.168114062813896,-0.04554900079706906,0.3,601.933336179455,-1219.8612919164545,0.0,0.0,557.420772502992,0.0,5.0,0.044487966958491186,0.0,0.0,0.8278512609075772,329.99807111111113,-19.435789535287537,0.2544114697834392,11.013955951867874,0.003888380205326136,37.078245230268834,1.2151561168422225
2025-01-01 07:00:00,3.132964036307109,0.16168406664236254,0.0,3.132964036307109,0.1616840666423625,0.0,0.046910072669542675,0.6999710417777778,0.23640017997944698,2.139682741880342,0.010000000000000002,0.0,0.0,0.15876739997569586,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004771335663377193,0.0,0.04213873700616547,0.0,0.024710313345185777,0.0,0.17204747248560548,0.12903560436420408,0.0,0.0,2139.682741880342,22.000000000000032,0.9999999999999999,0.0,2.0339135111111113,0.10576923076923077,1.0,2033.9135111111111,2033.9135111111111,0.0,23.000000000000032,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,699.9710417777777,0.2,33.349502186406475,51.66666666666668,46.10666666666668,0.0,51.2385422853326,0.24130725133753425,649.3033713571261,699.9710417777777,33.349502186406475,50.48057307684896,51.2385422853326,50.101588472607155,12.43753247303448,21.84245483528065,-0.004252936628767283,-0.55,1325.4040247145556,-1370.9503328658793,0.0,0.0,584.7650971305527,0.22125794148090092,4.75,0.04641822470655891,0.0,0.0,0.8637703289132123,313.49816755555554,-28.093481430459786,0.24516139452449898,11.322184262955522,0.003905553051686261,38.91610444064478,1.2123651522770225
2025-01-01 08:00:00,3.7929091147230585,0.16610428794880303,0.0,3.7929091147230585,0.16610428794880305,0.0,0.05218696860720033,1.9832512850370372,0.24969294176258147,1.4977779193162395,0.010000000000000002,0.0,0.0,0.16318762128213635,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0036075952576754386,0.0,0.04857937334952489,0.0,0.03210944671973294,0.0,0.17695004104047646,0.1327125307803573,0.0,0.0,1497.7779193162391,22.000000000000032,0.7,0.0,1.423739457777778,0.07403846153846154,0.7,1423.7394577777777,2033.9135111111111,0.0,23.000000000000032,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,1983.2512850370372,0.5666666666666667,31.455224760911616,51.66666666666668,46.10666666666668,0.0,50.848901088169974,0.9345335392163611,2464.48296200191,1983.2512850370372,31.455224760911616,48.73905697369972,50.84934072642086,47.683695278213705,12.43753247303448,21.73220281174887,-0.045419777787176825,-1.4,576.977584693313,-1458.19696303958,0.0,0.0,553.4918643858374,7.0019700670932234,4.0,0.04768877949655608,0.0,0.0,0.8874133599812023,263.9984568888889,-16.095235969183634,0.2477754912990944,11.29225642061334,0.003918271867114092,37.12677208637789,1.21338018892185
2025-01-01 09:00:00,3.2491458061496488,0.16610428794880303,0.0,3.2491458061496488,0.16610428794880305,0.0,0.05198799849892342,1.3999420835555556,0.253776425747591,1.5334392983475784,0.010000000000000002,0.0,0.0,0.16318762128213635,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002909351014254386,0.0,0.04907864748466903,0.0,0.03619293070474245,0.0,0.17695004104047646,0.1327125307803573,0.0,0.0,1533.4392983475782,22.000000000000032,0.7166666666666667,0.0,1.4576380162962965,0.07580128205128206,0.7166666666666667,1457.6380162962962,2033.9135111111111,0.0,23.000000000000032,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,450.7433688888889,1399.9420835555554,0.4,31.909454912795766,51.66666666666668,46.10666666666668,0.0,50.7005486103978,0.3385019305437063,909.3834510443729,1399.9420835555554,31.909454912795766,49.27936000818648,50.7005486103978,48.56876570708082,12.43753247303448,21.928420088610263,-0.0061592163439176065,-0.85,603.2342836164613,-1421.076971002785,0.0,0.0,507.87666759590326,19.466508711855838,3.25,0.047243235125405715,0.0,0.0,0.8791224783189484,214.4987462222222,-17.004711324235455,0.24609361988835995,11.400830555052014,0.0039373332402971835,47.18595827361826,1.2131665708015111
