Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.39972615310566795,0.13814691619344008,0.0,0.006662102551761132,0.0023024486032240015,0.0,0.07560850859892995,0.0,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Off,0.0,0.0,25.000605885740242,51.666666666666686,46.10666666666668,0.0,50.535377451842514,0.9386759974389207,2493.174850256123,0.0,25.000605885740242,49.44771195488628,50.535377451842514,48.90387920640817,12.43753247303448,13.808655323283457,0.0,2.8,9.236100170605994,-252.28658745680815,-700.8290153347816,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04884950279376198,0.0,0.0,0.9090125993003031,44.021742686222225,63.55216556262076,0.28562388130463,6.2507607176064095,0.0027431389095957733,-23.39948206739185,1.2447556004010494
2025-01-01 00:01:00,0.39972615310566795,0.13814691619344008,0.0,0.006662102551761132,0.0023024486032240015,0.0,0.07560850859892995,0.0,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Off,0.0,0.0,24.76196215577056,51.666666666666686,46.10666666666668,0.0,50.47898276859241,0.9400675410088625,2493.174850256123,0.0,24.76196215577056,49.09430712664131,50.47898276859241,48.40196930566577,12.43753247303448,13.80289479019206,0.0,2.8,9.236100170605994,-258.4380604175389,-700.3558044219062,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04884207657582424,0.0,0.0,0.9088744090366467,44.021742686222225,56.9274816890145,0.28654904872631504,6.268510519702701,0.002742980524306178,-23.36573833775671,1.2484168733090009
2025-01-01 00:02:00,0.39972615310566795,0.13814691619344008,0.0,0.006662102551761132,0.0023024486032240015,0.0,0.07560850859892995,0.0,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Off,0.0,0.0,24.523745842087465,51.666666666666686,46.10666666666668,0.0,50.422576863424574,0.9414634946379945,2493.174850256123,0.0,24.523745842087465,48.74093579004452,50.422576863424574,47.90011525335449,12.43753247303448,13.79655950100713,0.0,2.8,9.236100170605994,-264.52836757291897,-699.8355083404546,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04883390945145718,0.0,0.0,0.9087224316668655,44.021742686222225,50.31687845218275,0.28665068774658947,6.265155162488954,0.002742822831251381,-23.331197291873053,1.248444555036302
2025-01-01 00:03:00,0.39972615310566795,0.13814691619344008,0.0,0.006662102551761132,0.0023024486032240015,0.0,0.07560850859892995,0.0,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Off,0.0,0.0,24.285929349716753,51.666666666666686,46.10666666666668,0.0,50.36615967984061,0.9428638806452441,2493.174850256123,0.0,24.285929349716753,48.38759788511159,50.36615967984061,47.39831698774709,12.43753247303448,13.789688580433635,0.0,2.8,9.236100170605994,-270.56984685733966,-699.2713758318887,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04882505187068947,0.0,0.0,0.9085576059868344,44.021742686222225,43.7112666591963,0.2867623789142762,6.261496016653831,0.002742665374802038,-23.295851361885283,1.24847456833553
2025-01-01 00:04:00,0.39972615310566795,0.13814691619344008,0.0,0.006662102551761132,0.0023024486032240015,0.0,0.07560850859892995,0.0,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Off,0.0,0.0,24.04848881651651,51.666666666666686,46.10666666666668,0.0,50.30973116544305,0.9442687213965311,2493.1748502561236,0.0,24.04848881651651,48.034293355730966,50.30973116544305,46.89657445087493,12.43753247303448,13.782315856557778,0.0,2.8,9.236100170605994,-274.19606857813363,-698.6662203816286,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04881554745566232,0.0,0.0,0.9083807437361553,44.021742686222225,39.47988948814221,0.28688350515104644,6.257552235674837,0.0027425081606731027,-23.259756118871223,1.2485067663443592
2025-01-01 00:05:00,0.39972615310566795,0.13814691619344008,0.0,0.006662102551761132,0.0023024486032240015,0.0,0.07560850859892995,0.0,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Off,0.0,0.0,23.811343636512902,51.666666666666686,46.10666666666668,0.0,50.25329127138052,0.9456780393183628,2493.174850256123,0.0,23.811343636512902,47.68102214913992,50.25329127138052,46.39488758801963,12.43753247303448,13.774555736370676,0.0,2.8,9.236100170605994,-275.0427749547686,-698.0294655959581,-0.0,-0.0,384.99026231535277,0.0,0.667,0.048805543704399254,0.0,0.0,0.9081945896216133,44.021742686222225,37.99642832583676,0.28701194535390173,6.253388694280402,0.0027423511941842785,-23.223094725994287,1.248540651558515
2025-01-01 00:06:00,2.899622730883446,0.13814691619344008,0.0,0.0483270455147241,0.0023024486032240015,0.0,0.07560850859892995,2.499896577777778,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Lower On,2499.896577777778,1.0,23.694297815232403,51.666666666666686,46.10666666666668,0.0,50.19683996078166,0.9470918566862105,2493.174850256123,2499.896577777778,23.694297815232403,47.327784223888116,50.19683996078166,45.893256355441345,12.43753247303448,13.766528888109939,0.0,2.8,9.236100170605994,-275.56729976139076,-697.3710384701631,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04879519618314748,0.0,0.0,0.9080020384869762,44.021742686222225,36.81347639341956,0.28714545779264505,6.249073831368608,0.002742194479355084,-23.186059765188823,1.2485756991364947
2025-01-01 00:07:00,2.899622730883446,0.13814691619344008,0.0,0.0483270455147241,0.0023024486032240015,0.0,0.07560850859892995,2.499896577777778,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Lower On,2499.896577777778,1.0,23.697317978744195,51.666666666666686,46.10666666666668,0.0,50.140386967938454,0.9485099501044315,2493.174850256123,2499.896577777778,23.697317978744195,47.32540226584192,50.140386967938454,45.91790991479366,12.43753247303448,13.75826128972339,0.0,2.8,9.236100170605994,-275.4950462581042,-696.6930905535015,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04878453838896595,0.0,0.0,0.9078037136599527,44.021742686222225,36.207781980044544,0.2872835653645304,6.245152449460291,0.002742038018838372,-23.148693297460483,1.2486117962167393
2025-01-01 00:08:00,2.899622730883446,0.13814691619344008,0.0,0.0483270455147241,0.0023024486032240015,0.0,0.07560850859892995,2.499896577777778,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Lower On,2499.896577777778,1.0,23.700483322219497,51.666666666666686,46.10666666666668,0.0,50.08394202653046,0.9499320933896356,2493.174850256123,2499.896577777778,23.700483322219497,47.323019883941086,50.08394202653046,45.9425588126464,12.43753247303448,13.749787363690004,0.0,2.8,9.236100170605994,-275.51235060845505,-695.998463225126,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04877361470407617,0.0,0.0,0.9076004410240466,44.021742686222225,35.49585030131813,0.28742563228279033,6.24058366325162,0.00274188181498812,-23.111050639013683,1.2486487931651211
2025-01-01 00:09:00,2.899622730883446,0.13814691619344008,0.0,0.0483270455147241,0.0023024486032240015,0.0,0.07560850859892995,2.499896577777778,0.274117644506738,0.0,0.05,0.0,0.0,0.0,0.12356358286010674,0,0.01458333333333334,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004654961622807018,0.0,On,0.07095354697612294,0,On,0.10936620069326226,0,On,0.12510904966482,0.09383178724861498,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,5553.404484444444,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,3001.9273911111113,Lower On,2499.896577777778,1.0,23.70378766340764,51.666666666666686,46.10666666666668,0.0,50.02750511364694,0.9513583044516241,2493.174850256123,2499.896577777778,23.70378766340764,47.32063705781081,50.02750511364694,45.96720302989275,12.43753247303448,13.741115868162815,0.0,2.8,9.236100170605994,-275.51041940622935,-695.2878917629271,-0.0,-0.0,384.99026231535277,0.0,0.667,0.04876243642634168,0.0,0.0,0.9073924308147712,44.021742686222225,34.787210041344906,0.2875715015203191,6.235902741117947,0.0027417258697655126,-23.0731463346429,1.2486866520200732
