occupants,plug_loads_other,plug_loads_tv,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.667,0.667,0.16,0.182,0.0,0.495,0,0,0,0
1.0,0.707,0.141,0.165,0.0,0.191,0,0,0,0
1.0,0.701,0.0954,0.123,0.0,0.0,0,0,0,0
1.0,0.701,0.0954,0.123,0.0,0.0,0,0,0,0
1.0,0.701,0.0954,0.123,0.0,0.0,0,0,0,0
1.0,0.608,0.0424,0.074,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.68,0.0551,0.252,0.667,0.0,0,0,0,0
1.0,0.74,0.0747,0.353,0.333,0.0791,0,0,0,0
1.0,0.74,0.0747,0.353,0.0,0.0,0,0,0,0
1.0,0.74,0.0747,0.353,0.0,0.0,0,0,0,0
1.0,0.779,0.0936,0.416,0.0,0.0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.237,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0,0,0,0
1.0,0.811,0.119,0.466,0.0,0.0791,0,0,0,0
1.0,0.818,0.126,0.475,0.0,0.305,0,0,0,0
1.0,0.818,0.126,0.475,0.0,0.0,0,0,0,0
1.0,0.818,0.126,0.475,0.0,0.0715,0,0,0,0
1.0,0.818,0.142,0.484,0.0,0.38,0,0,0,0
1.0,0.818,0.149,0.489,0.0,0.0,0,0,0,0
1.0,0.818,0.149,0.489,0.0,0.34,0,0,0,0
