Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.46048225237504226,0.10967289464179027,0.2077133333333334,0.46048225237504226,0.10967289464179027,0.2077133333333334,0.028405948433844443,0.13974408171897554,0.24233222222222225,0.05,0.0,0.2077133333333334,0.0,0.09508956130845694,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.00284234283625731,0.0,0.012781802798793566,0.0,0.012781802798793566,0.0,0.012957999974366259,0.0,0.09347456878620657,0.0701059265896549,0.0,0.0,4224.993581973993,19.444444444444457,0.4266666666666667,887.3208316556374,6.08747773925926,0.24233222222222225,0.5333333333333333,4869.982191407408,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,0.0,0.0,48.59903846667636,51.66666666666668,46.10666666666668,0.0,52.2275976677729,0.15238277102749506,420.9473961041053,0.0,75.93599760418182,51.27150118080927,52.23614508780676,50.784905517293595,12.43753247303448,19.156447181231425,-0.06580001709484028,1.3607668087839773,2.8,9.236100170605994,1705.1741167965529,593.3451642672745,-1886.2436247346463,0.0,0.0,293.60603878223,0.0,2.0,0.08847304161248479,0.0,0.0,2.28986675939997,131.99922844444444,-82.1831628302251,0.21245446078151284,8.98827100305081,0.0028595886901077007,-37.35721717676822,1.2254084471786135,0.0,0.0,47.17472647644042
2025-01-01 01:00:00,0.43574658440087377,0.10810616879198294,0.23166349655306745,0.43574658440087377,0.10810616879198294,0.23166349655306748,0.019747176508561125,0.1312400676145348,0.2347593402777778,0.05,0.030441204886400744,0.20122229166666672,0.0,0.09352283545864962,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.002629167123538011,0.0,0.008559004692511557,0.0,0.008559004692511557,0.0,0.006542953669668613,0.0,0.09221838881042355,0.06916379160781765,0.0,0.0,4092.962532537306,19.444444444444457,0.41333333333333333,859.5920556663988,5.8972440599074085,0.2347593402777778,0.5166666666666667,4717.795247925927,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,703.3706666666666,0.0,46.098022272584366,51.66666666666668,46.10666666666668,0.0,51.95160072850491,0.2424702093124577,671.2260503342501,703.3706666666666,72.02815980091307,49.563082695917565,51.95160072850491,48.368823679623894,12.43753247303448,19.173284406371934,-0.05982929525134821,2.595683881636392,2.5,9.236100170605994,1694.0971207135005,-1253.2991658148596,-1767.3381288343896,0.0,0.0,269.9312239285885,0.0,1.9,0.08138025113652803,0.0,0.0,2.1062905553239233,125.39926702222222,-82.86600041054281,0.21089930614918914,8.975755395141126,0.0028414138038826958,-22.851892191895857,1.2254106781571077,0.0,0.0,43.98662414540929
2025-01-01 02:00:00,0.4032285397057585,0.10060953452708232,0.18824020833333338,0.4032285397057585,0.10060953452708232,0.18824020833333338,0.01578455079745289,0.11783041251941664,0.21961357638888893,0.05,0.0,0.18824020833333338,0.0,0.08602620119374899,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.002629167123538011,0.0,0.00657769183695744,0.0,0.00657769183695744,0.0,0.003128810927751307,0.0,0.08305566428118276,0.06229174821088705,0.0,0.0,3828.9004336639314,19.444444444444457,0.3866666666666667,804.1345036879214,5.516776701203705,0.21961357638888893,0.48333333333333334,4413.421360962963,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,0.0,0.0,44.10249181925654,51.66666666666668,46.10666666666668,0.0,51.48803111794137,0.0,0.0,0.0,68.91014346758836,48.19452564414865,51.48803111794137,46.54777290725229,12.43753247303448,19.14897537952047,-0.06067732992995687,1.7456051969304025,1.6500000000000001,9.236100170605994,1462.530876579935,-1611.1321350229596,-1715.4506779135927,0.0,0.0,193.80068103940897,0.0,1.0,0.07487678026871301,0.0,0.0,1.9379671712792839,65.99961422222222,-78.93947347702583,0.20985562759506327,8.943526052020635,0.0028230637700268233,-39.03725301790411,1.2255259646780512,0.0,0.0,50.07426022436309
2025-01-01 03:00:00,0.41739939862887443,0.09998494365911226,0.22405319533146725,0.41739939862887443,0.09998494365911226,0.22405319533146728,0.015642433655640026,0.11699762469545658,0.2347593402777778,0.05,0.022830903664800558,0.20122229166666672,0.0,0.08540161032577892,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.002487049981725146,0.0,0.00657769183695744,0.0,0.00657769183695744,0.0,0.003128810927751307,0.0,0.08305566428118276,0.06229174821088705,0.0,0.0,4092.962532537306,19.444444444444457,0.41333333333333333,859.5920556663988,5.8972440599074085,0.2347593402777778,0.5166666666666667,4717.795247925927,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,527.528,0.0,46.851598324322744,51.66666666666668,46.10666666666668,0.0,51.39362142501534,0.0,0.0,527.528,73.20562238175428,50.02207628712392,51.40178828334574,49.328136859847824,12.43753247303448,19.13565947922802,-0.06527834745985484,1.653141920719957,1.6500000000000001,9.236100170605994,1594.9711899774425,-814.6986597954859,-1794.980927233697,0.0,0.0,192.82577607363604,0.0,1.0,0.07851631072002914,0.0,0.0,2.0321658068003297,65.99961422222222,-77.24368489234094,0.20836667737998488,8.911649714598294,0.002800566879576556,-66.66807309928659,1.2255985330726804,0.0,0.0,48.48604981806831
2025-01-01 04:00:00,0.4241394927493588,0.09936035279114222,0.2077133333333334,0.4241394927493588,0.09936035279114222,0.2077133333333334,0.015642433655640026,0.11616483687149651,0.24233222222222225,0.05,0.0,0.2077133333333334,0.0,0.08477701945780888,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.002487049981725146,0.0,0.00657769183695744,0.0,0.00657769183695744,0.0,0.003128810927751307,0.0,0.08305566428118276,0.06229174821088705,0.0,0.0,4224.993581973993,19.444444444444457,0.4266666666666667,887.3208316556374,6.08747773925926,0.24233222222222225,0.5333333333333333,4869.982191407408,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,0.0,0.0,48.55667154495243,51.66666666666668,46.10666666666668,0.0,51.20398372052951,0.0,0.0,0.0,75.86979928898818,51.242001123651235,51.261009825212106,51.20398372052951,12.43753247303448,19.152144957914484,-0.06824236520392452,0.6901095245364691,0.55,9.236100170605994,1588.6437682850594,-2635.866403340371,-1963.7864271305343,0.0,0.0,248.09266033856485,0.0,1.85,0.08044500719054078,0.0,0.0,2.0820844922699764,122.09928631111111,-75.6573305021655,0.20565647488080072,8.878240944754628,0.002768062416385195,20.051234543565315,1.2249785255182992,0.0,0.0,58.26866427725824
2025-01-01 05:00:00,0.45471525481076236,0.09936035279114222,0.23367750000000007,0.45471525481076236,0.09936035279114222,0.23367750000000007,0.015926667939265757,0.11616483687149651,0.27262375000000005,0.05,0.0,0.23367750000000007,0.0,0.08477701945780888,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.002771284265350877,0.0,0.00657769183695744,0.0,0.00657769183695744,0.0,0.003128810927751307,0.0,0.08305566428118276,0.06229174821088705,0.0,0.0,4753.117779720743,19.444444444444457,0.48000000000000004,998.2359356125921,6.848412456666668,0.27262375000000005,0.6,5478.729965333334,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,0.0,0.0,47.6439616916337,51.66666666666668,46.10666666666668,0.0,50.614823586191754,0.0,0.0,0.0,74.44369014317766,50.64235583728921,50.65612196283794,50.614823586191754,12.43753247303448,19.15598165423719,-0.049401446888224204,-0.26545969762263716,-0.25000000000000006,9.236100170605994,1948.9450309991985,-1162.3594467693379,-2036.9984567655104,0.0,0.0,258.27683675552396,0.0,2.0,0.07974707191696062,0.0,0.0,2.064020472382608,131.99922844444444,-74.82757276740902,0.20826949266646183,8.91913411665791,0.0028056620652483336,33.89413313560288,1.224319507050185,0.0,0.0,60.51053271910844
2025-01-01 06:00:00,0.7972973369829626,0.1542657152808878,0.23815453821973415,0.7972973369829625,0.1542657152808878,0.23815453821973412,0.04065811289546373,0.46430700186527646,0.24233222222222225,0.05,0.030441204886400744,0.2077133333333334,0.0,0.13968238194755447,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.33513381435191253,0.04775398219111913,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0031265771198830407,0.0,0.018765767887790344,0.0,0.018765767887790344,0.0,0.006601987838116751,0.0,0.09092526236476456,0.0681939467735734,0.0,0.0,4224.993581973993,19.444444444444457,0.4266666666666667,887.3208316556374,6.08747773925926,0.24233222222222225,0.5333333333333333,4869.982191407408,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,703.3706666666666,0.0,46.33963824852324,51.66666666666668,46.10666666666668,0.0,50.34012271136814,0.3411250399519083,905.3325141524203,703.3706666666666,72.40568476331755,49.77188230020926,50.36656197490935,49.4613228310886,12.43753247303448,19.152195991874486,-0.06598293215933489,0.39787430998974405,0.3,9.236100170605994,1711.8447991423955,-1791.2922545451297,-1980.3285017898738,0.0,0.0,389.4059433710901,0.0,1.9,0.07993404910767304,0.0,0.0,2.0688598318753413,125.39926702222222,-77.22750801801548,0.20888187633793626,8.92586808673684,0.0028131486617323656,75.72930218477028,1.224330148299871,0.0,0.0,57.30715330283513
2025-01-01 07:00:00,0.8190651590619011,0.15762084579975824,0.26747648355120135,0.819065159061901,0.15762084579975824,0.26747648355120135,0.048697071870692055,0.4704629830245423,0.24990510416666672,0.05,0.053272108551201305,0.21420437500000006,0.0,0.1430375124664249,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.33513381435191253,0.04775398219111913,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0029134014071637428,0.0,0.022891835231764156,0.0,0.022891835231764156,0.0,0.00828446163888868,0.0,0.09373319407533837,0.07029989555650375,0.0,0.0,4357.024631410681,19.444444444444457,0.44000000000000006,915.0496076448761,6.277711418611111,0.24990510416666672,0.55,5022.169134888889,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,1230.8986666666667,0.0,47.152353020455415,51.66666666666668,46.10666666666668,0.0,51.95485778123999,0.27781731917796837,766.8363347107727,1230.8986666666667,73.6755515944616,50.22539023251661,51.95485778123999,49.360656458154935,12.43753247303448,19.146721550023344,-0.06414694774164781,-0.4440371112290856,-0.55,9.236100170605994,1599.6790127171982,-2127.8379739580605,-2130.035314531758,0.0,0.0,320.90481050806636,1.4471139442390744,0.65,0.08198512551456968,0.0,0.0,2.1219459652278467,42.89974924444444,-76.81018838765429,0.21347053607443336,8.993256808566676,0.002874299867291089,40.143577862434725,1.2243078055028056,0.0,0.0,63.360668917471024
2025-01-01 08:00:00,0.47345648925220013,0.10248330713099246,0.26949048699813394,0.47345648925220013,0.10248330713099246,0.26949048699813394,0.015358199372014296,0.12032877599129685,0.28776951388888894,0.05,0.022830903664800558,0.2466595833333334,0.0,0.08789997379765913,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.002202815698099415,0.0,0.00657769183695744,0.0,0.00657769183695744,0.0,0.003128810927751307,0.0,0.08305566428118276,0.06229174821088705,0.0,0.0,5017.179878594117,19.444444444444457,0.5066666666666667,1053.6934875910695,7.228879815370371,0.28776951388888894,0.6333333333333333,5783.103852296296,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,527.528,0.0,48.17254262342301,51.66666666666668,46.10666666666668,0.0,51.42422519568331,0.16763375375948028,455.2941475888805,527.528,75.26959784909846,50.91274984723085,51.43808826646564,50.643149102222296,12.43753247303448,19.097883974216245,-0.08191723045914105,-1.291811158228144,-1.4,9.236100170605994,1784.0566213716168,-2116.1502881078636,-2298.8799462021834,0.0,0.0,129.87307886362836,81.2561275203966,0.0,0.08482228249283712,0.0,0.0,2.195377502533754,0.0,-60.680414165121725,0.213343715805358,8.960785399854682,0.0028623906222533958,-14.200306889375764,1.225096493527673,0.0,0.0,68.36633737440987
2025-01-01 09:00:00,0.4503114919934281,0.10248330713099246,0.22718645833333337,0.45031149199342807,0.10248330713099246,0.2271864583333334,0.014931847946575698,0.12032877599129685,0.2650508680555556,0.05,0.0,0.22718645833333337,0.0,0.08789997379765913,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0017764642726608186,0.0,0.00657769183695744,0.0,0.00657769183695744,0.0,0.003128810927751307,0.0,0.08305566428118276,0.06229174821088705,0.0,0.0,4621.086730284054,19.444444444444457,0.4666666666666667,970.5071596233535,6.6581787773148156,0.2650508680555556,0.5833333333333334,5326.543021851853,9131.21660888889,0.0,25.5555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5328.325871111111,0.0,0.0,48.15226970052297,51.66666666666668,46.10666666666668,0.0,50.902904886990946,0.0,0.0,0.0,75.23792140706715,50.94664557796569,50.96851592345307,50.902904886990946,12.43753247303448,19.123865525842294,-0.07820614782838214,-0.8748715735274839,-0.85,9.236100170605994,1592.3442220979364,-1248.5286021480822,-2204.3936702943706,0.0,0.0,129.44672743818978,244.96908226285132,0.0,0.08355443297625366,0.0,0.0,2.1625629139197224,0.0,-29.57821927312652,0.21428902939913727,8.994987167508318,0.002878312778064962,68.9183837781658,1.2255906878389147,0.0,0.0,63.117569022518616
