occupants,plug_loads_other,plug_loads_tv,lighting_interior,lighting_garage,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.75,0.628,0.121,0.35,0.35,0.0,0.0667,0.0667,0.0,0,0,0,0
0.75,0.628,0.153,0.353,0.353,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.158,0.354,0.354,0.0,0.0,0.0,0.15,0,0,0,0
0.75,0.628,0.158,0.354,0.354,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.158,0.354,0.354,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.184,0.345,0.345,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.188,0.344,0.344,0.0,0.0,0.0,0.17,0,0,0,0
0.75,0.628,0.188,0.344,0.344,0.0,0.0,0.0,0.0,0,0,0,0
0.533,0.609,0.139,0.259,0.259,0.0,0.0,0.0,0.386,0,0,0,0
0.5,0.606,0.141,0.238,0.238,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.143,0.237,0.237,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.143,0.237,0.237,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.143,0.237,0.237,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.152,0.231,0.231,0.0,0.0,0.0,0.0,0,0,0,0
0.283,0.587,0.0945,0.152,0.152,0.0,0.0,0.0,0.15,0,0,0,0
0.25,0.584,0.0855,0.14,0.14,0.0,0.0,0.0,0.15,0,0,0,0
0.467,0.603,0.144,0.218,0.218,0.0,0.0,0.0,0.0,0,0,0,0
0.717,0.625,0.245,0.306,0.306,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.259,0.318,0.318,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.259,0.318,0.318,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.259,0.318,0.318,0.0,0.0,0.0,0.0748,0,0,0,0
0.533,0.609,0.21,0.241,0.241,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.203,0.229,0.229,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.203,0.229,0.229,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.203,0.229,0.229,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.619,0.22,0.233,0.233,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.622,0.223,0.234,0.234,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.622,0.223,0.234,0.234,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.622,0.223,0.234,0.234,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.642,0.232,0.248,0.248,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.645,0.233,0.251,0.251,0.0,0.0,0.0,0.224,0,0,0,0
0.717,0.681,0.327,0.338,0.338,0.0,0.0,0.867,0.0748,0,0,0,0
0.75,0.686,0.341,0.351,0.351,0.0,0.0,0.0667,0.0,0,0,0,0
0.75,0.717,0.351,0.41,0.41,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.721,0.353,0.42,0.42,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.721,0.353,0.42,0.42,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.721,0.353,0.42,0.42,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.781,0.521,0.666,0.666,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.79,0.547,0.704,0.704,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.79,0.547,0.704,0.704,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.79,0.547,0.704,0.704,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.777,0.696,0.85,0.85,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.774,0.719,0.872,0.872,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.774,0.719,0.872,0.872,0.0,0.0,0.0,0.12,0,0,0,0
1.0,0.774,0.719,0.872,0.872,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.748,0.828,0.924,0.924,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.744,0.845,0.932,0.932,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.744,0.845,0.932,0.932,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.744,0.845,0.932,0.932,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.69,0.789,0.846,0.846,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.682,0.78,0.832,0.832,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.682,0.78,0.832,0.832,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.682,0.78,0.832,0.832,0.293,0.867,0.0,0.0,0,0,0,0
1.0,0.603,0.325,0.355,0.355,0.506,1.0,0.0,0.0,0,0,0,0
1.0,0.591,0.255,0.281,0.281,0.175,1.0,0.0,0.0,0,0,0,0
0.783,0.565,0.0497,0.0803,0.0803,0.0,1.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0667,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0407,0.072,0.072,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0376,0.0678,0.0678,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.561,0.0246,0.0547,0.0547,0.0,0.0,0.0,0.331,0,0,0,0
1.0,0.561,0.0209,0.0502,0.0502,0.0,0.0,0.0,0.0509,0,0,0,0
1.0,0.561,0.0201,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0201,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.783,0.561,0.0184,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0208,0.0701,0.0701,0.0,0.0,0.867,0.0,0,0,0,0
1.0,0.573,0.0333,0.179,0.179,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.575,0.0352,0.195,0.195,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.575,0.0352,0.195,0.195,0.0,0.0,1.0,0.15,0,0,0,0
1.0,0.575,0.0352,0.195,0.195,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.595,0.0531,0.234,0.234,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.598,0.0559,0.24,0.24,0.0,0.0,0.0,0.116,0,0,0,0
1.0,0.614,0.0723,0.323,0.323,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.617,0.0748,0.336,0.336,0.0,0.0,0.867,0.269,0,0,0,0
1.0,0.646,0.144,0.435,0.435,0.0,0.0,0.0667,0.123,0,0,0,0
1.0,0.651,0.155,0.45,0.45,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.155,0.45,0.45,0.0,0.0,0.0,0.15,0,0,0,0
1.0,0.651,0.155,0.45,0.45,0.0,0.0,0.0,0.101,0,0,0,0
1.0,0.651,0.198,0.454,0.454,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.651,0.205,0.455,0.455,0.0,0.0,0.0,0.223,0,0,0,0
0.783,0.631,0.164,0.367,0.367,0.0,0.0,0.0,0.0743,0,0,0,0
0.533,0.609,0.118,0.266,0.266,0.0,0.0,0.0,0.374,0,0,0,0
0.5,0.606,0.128,0.247,0.247,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.131,0.246,0.246,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.131,0.246,0.246,0.0,0.0,0.0,0.0748,0,0,0,0
0.283,0.587,0.0821,0.161,0.161,0.0,0.0,0.0,0.15,0,0,0,0
0.0333,0.565,0.0257,0.0624,0.0624,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.217,0.581,0.0723,0.131,0.131,0.0,0.0,0.867,0.0,0,0,0,0
0.25,0.584,0.0806,0.143,0.143,0.0,0.0,0.0667,0.0,0,0,0,0
0.467,0.603,0.143,0.219,0.219,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.153,0.23,0.23,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.153,0.23,0.23,0.0,0.0,0.0,0.15,0,0,0,0
0.717,0.625,0.211,0.309,0.309,0.0,0.0,0.0,0.0748,0,0,0,0
0.533,0.609,0.184,0.241,0.241,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.179,0.229,0.229,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.179,0.229,0.229,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.179,0.229,0.229,0.0,0.0,0.0,0.0748,0,0,0,0
0.717,0.625,0.28,0.307,0.307,0.0,0.0,0.0,0.15,0,0,0,0
0.75,0.628,0.295,0.319,0.319,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.648,0.375,0.397,0.397,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.388,0.409,0.409,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.677,0.422,0.417,0.417,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.682,0.427,0.418,0.418,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.682,0.427,0.418,0.418,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.682,0.427,0.418,0.418,0.0,0.0,0.0,0.374,0,0,0,0
1.0,0.722,0.446,0.447,0.447,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.728,0.449,0.452,0.452,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.728,0.449,0.452,0.452,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.728,0.449,0.452,0.452,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.768,0.462,0.531,0.531,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.774,0.464,0.543,0.543,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.774,0.464,0.543,0.543,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.774,0.464,0.543,0.543,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.788,0.536,0.682,0.682,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.79,0.547,0.704,0.704,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.79,0.547,0.704,0.704,0.0,0.0,0.0,0.446,0,0,0,0
0.783,0.74,0.432,0.562,0.562,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.769,0.678,0.828,0.828,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.774,0.719,0.872,0.872,0.0,0.0,0.0,0.229,0,0,0,0
1.0,0.774,0.719,0.872,0.872,0.0,0.0,0.0,0.17,0,0,0,0
1.0,0.774,0.719,0.872,0.872,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.748,0.828,0.924,0.924,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.744,0.845,0.932,0.932,0.0,0.0,0.0,0.28,0,0,0,0
1.0,0.744,0.845,0.932,0.932,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.744,0.845,0.932,0.932,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.664,0.624,0.676,0.676,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.626,0.424,0.467,0.467,0.0,0.0,0.0,0.0,0,0,0,0
0.783,0.596,0.234,0.271,0.271,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.592,0.209,0.245,0.245,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.578,0.146,0.176,0.176,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.576,0.137,0.165,0.165,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.576,0.137,0.165,0.165,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.576,0.137,0.165,0.165,0.449,0.867,0.0,0.0,0,0,0,0
1.0,0.566,0.0786,0.108,0.108,0.385,1.0,0.0,0.0,0,0,0,0
1.0,0.564,0.0697,0.0991,0.0991,0.0,0.0667,0.0,0.0,0,0,0,0
1.0,0.564,0.0697,0.0991,0.0991,0.532,0.0,0.0,0.0,0,0,0,0
1.0,0.564,0.0697,0.0991,0.0991,0.497,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0181,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0371,0.072,0.072,0.258,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0321,0.0678,0.0678,0.166,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0321,0.0678,0.0678,0.166,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0321,0.0678,0.0678,0.21,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0231,0.0572,0.0572,0.201,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0217,0.0555,0.0555,0.328,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0217,0.0555,0.0555,0.0446,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0217,0.0555,0.0555,0.0,0.0,0.0,0.239,0,0,0,0
1.0,0.561,0.0166,0.0502,0.0502,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0176,0.0503,0.0503,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0179,0.0505,0.0505,0.0,0.0,0.0,0.15,0,0,0,0
1.0,0.561,0.0179,0.0505,0.0505,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.561,0.0179,0.0505,0.0505,0.0,0.0,0.0,0.0748,0,0,0,0
0.783,0.561,0.0161,0.0495,0.0495,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.577,0.0313,0.132,0.132,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.58,0.0337,0.145,0.145,0.0,0.0,0.0,0.0748,0,0,0,0
0.533,0.58,0.0337,0.145,0.145,0.0,0.0,0.0,0.135,0,0,0,0
0.5,0.58,0.0337,0.145,0.145,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.583,0.0379,0.149,0.149,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.584,0.0386,0.15,0.15,0.0,0.0,0.0,0.185,0,0,0,0
0.5,0.603,0.0583,0.236,0.236,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.0613,0.25,0.25,0.0,0.0,0.0,0.374,0,0,0,0
0.5,0.606,0.0698,0.252,0.252,0.0,0.0,0.0,0.415,0,0,0,0
0.5,0.606,0.0711,0.252,0.252,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.0711,0.252,0.252,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.0711,0.252,0.252,0.0,0.0,0.0,0.111,0,0,0,0
0.5,0.606,0.0777,0.247,0.247,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.0787,0.246,0.246,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.0787,0.246,0.246,0.0,0.0,0.0,0.194,0,0,0,0
0.5,0.606,0.0787,0.246,0.246,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.0853,0.238,0.238,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.606,0.0864,0.237,0.237,0.0,0.0,0.0,0.0,0,0,0,0
0.283,0.587,0.0558,0.156,0.156,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.584,0.0511,0.143,0.143,0.0,0.0,0.0,0.0,0,0,0,0
0.467,0.603,0.0854,0.219,0.219,0.0,0.0,0.0,0.224,0,0,0,0
0.5,0.606,0.0907,0.23,0.23,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.0907,0.23,0.23,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.0907,0.23,0.23,0.0,0.0,0.0,0.15,0,0,0,0
0.283,0.587,0.063,0.151,0.151,0.0,0.0,0.0,0.0,0,0,0,0
0.467,0.603,0.0959,0.217,0.217,0.58,0.867,0.0,0.0,0,0,0,0
0.717,0.625,0.139,0.306,0.306,0.424,0.0667,0.0,0.0,0,0,0,0
0.75,0.628,0.144,0.318,0.318,0.175,0.0,0.0,0.0748,0,0,0,0
0.75,0.628,0.152,0.319,0.319,0.347,0.0,0.0,0.224,0,0,0,0
0.75,0.628,0.153,0.319,0.319,0.239,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.153,0.319,0.319,0.303,0.0,0.0,0.0,0,0,0,0
0.75,0.628,0.153,0.319,0.319,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.648,0.168,0.325,0.325,0.277,0.0,0.0,0.0748,0,0,0,0
0.75,0.652,0.171,0.326,0.326,0.268,0.0,0.0,0.0,0,0,0,0
0.967,0.678,0.215,0.406,0.406,0.35,0.0,0.0,0.0,0,0,0,0
1.0,0.682,0.222,0.418,0.418,0.131,0.0,0.0,0.0,0,0,0,0
0.783,0.686,0.213,0.36,0.36,0.484,0.0,0.0,0.525,0,0,0,0
0.533,0.65,0.155,0.264,0.264,0.0,0.0,0.0,0.128,0,0,0,0
0.5,0.645,0.146,0.251,0.251,0.258,0.0,0.0,0.15,0,0,0,0
0.717,0.681,0.203,0.338,0.338,0.0,0.0,0.0,0.0748,0,0,0,0
0.75,0.717,0.253,0.41,0.41,0.0,0.0,0.0,0.209,0,0,0,0
0.75,0.721,0.259,0.42,0.42,0.0,0.0,0.0,0.0748,0,0,0,0
0.75,0.721,0.259,0.42,0.42,0.0,0.0,0.867,0.0,0,0,0,0
0.75,0.721,0.259,0.42,0.42,0.0,0.0,0.0667,0.0878,0,0,0,0
0.533,0.682,0.24,0.382,0.382,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.676,0.237,0.376,0.376,0.0,0.0,0.0,0.186,0,0,0,0
0.5,0.676,0.237,0.376,0.376,0.0,0.0,0.0,0.0,0,0,0,0
0.717,0.725,0.332,0.518,0.518,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.723,0.466,0.65,0.65,0.0,0.0,0.0,0.285,0,0,0,0
0.967,0.767,0.62,0.845,0.845,0.0,0.0,0.0,0.226,0,0,0,0
1.0,0.774,0.64,0.872,0.872,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.774,0.64,0.872,0.872,0.0,0.0,0.0,0.172,0,0,0,0
1.0,0.708,0.603,0.733,0.733,0.0,0.0,0.0,0.172,0,0,0,0
1.0,0.698,0.597,0.711,0.711,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.698,0.597,0.711,0.711,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.659,0.429,0.52,0.52,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.626,0.385,0.448,0.448,0.0,0.0,0.0,0.293,0,0,0,0
1.0,0.596,0.224,0.271,0.271,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.592,0.199,0.245,0.245,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0403,0.0754,0.0754,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.567,0.0261,0.113,0.113,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.568,0.0277,0.122,0.122,0.0,0.0,0.867,0.299,0,0,0,0
1.0,0.568,0.0277,0.122,0.122,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.594,0.0483,0.225,0.225,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.598,0.0515,0.24,0.24,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.598,0.0515,0.24,0.24,0.0,0.0,1.0,0.299,0,0,0,0
1.0,0.598,0.0515,0.24,0.24,0.0,0.0,0.0,0.224,0,0,0,0
1.0,0.644,0.0994,0.422,0.422,0.0,0.0,0.0,0.152,0,0,0,0
1.0,0.651,0.107,0.45,0.45,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.651,0.107,0.45,0.45,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.107,0.45,0.45,0.0,0.0,0.0,0.0773,0,0,0,0
1.0,0.651,0.124,0.454,0.454,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.126,0.455,0.455,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.126,0.455,0.455,0.0,0.0,0.0,0.187,0,0,0,0
1.0,0.651,0.126,0.455,0.455,0.0,0.0,0.0,0.374,0,0,0,0
1.0,0.651,0.14,0.444,0.444,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.651,0.142,0.442,0.442,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.142,0.442,0.442,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.142,0.442,0.442,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.651,0.155,0.427,0.427,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.157,0.424,0.424,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.651,0.157,0.424,0.424,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.157,0.424,0.424,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.164,0.413,0.413,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.166,0.412,0.412,0.0,0.0,0.0,0.0,0,0,0,0
0.783,0.631,0.133,0.333,0.333,0.0,0.0,0.0,0.0748,0,0,0,0
