Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.100289444045515,51.666666666666686,46.10666666666668,0.0,51.53070718958841,0.0,0.0,0.0,42.100289444045515,51.02521370583594,51.53070718958841,50.77246696395971,12.43753247303448,14.860012567423825,-0.19554298813177518,5.095630532698382,-0.9919093705630924,2.8,9.236100170605994,31.26675476579618,-1474.9946968145366,2714.5509188421,-625.6302713048527,-0.0,-0.0,643.7734301353357,0.0,4.0,0.039806348577914735,0.0,0,0.3725480388944683,263.9984568888889,13.123595935313222,0.3018223031852893,7.213795048827079,0.0031046760185770997,115.1774127307898,1.2399412635801783,0.5197026716429393,-1554.8002210975733,79.8055242830367,0.5436834545663999,2686.715726611392,27.835192230708152
2025-01-01 00:01:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.11530112306478,51.666666666666686,46.10666666666668,0.0,51.52682143615831,0.0,0.0,0.0,42.11530112306478,51.02166865208909,51.52682143615831,50.769092260054485,12.43753247303448,14.843552902441802,0.0,5.11379845430307,-0.777151023788974,2.8,9.236100170605994,29.208043175262787,-1487.9956799349736,2561.735217783946,-624.3487532257927,-0.0,-0.0,643.7734301353357,0.0,4.0,0.03977910176016319,0.0,0,0.37229303563790017,263.9984568888889,9.783366265719847,0.303063617255521,7.227782134814064,0.0031050696403178697,115.19252732164469,1.243634070663681,0.5197893220839276,-1567.3663989817,79.3707190467264,0.5436834545663999,2534.551059338924,27.18415844502209
2025-01-01 00:02:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.13010873520875,51.666666666666686,46.10666666666668,0.0,51.52293437894701,0.0,0.0,0.0,42.13010873520875,51.018122334284215,51.52293437894701,50.765716311952815,12.43753247303448,14.827267360829909,0.0,5.130893462600721,-0.5747167028570801,2.8,9.236100170605994,27.085599843860052,-1500.5767466017285,2417.7464518827546,-623.0818268740232,-0.0,-0.0,643.7734301353357,0.0,4.0,0.03975213580426084,0.0,0,0.37204066097036015,263.9984568888889,6.393996582547619,0.30342021750545267,7.2205088130783235,0.0031054621447519975,115.2071816909334,1.243704105671565,0.5198708421627478,-1579.194183426488,78.61743682475957,0.5436834545663999,2391.1184451852655,26.62800669748912
2025-01-01 00:03:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.144714716797495,51.666666666666686,46.10666666666668,0.0,51.519046036411076,0.0,0.0,0.0,42.144714716797495,51.01457476960475,51.519046036411076,50.76233913620158,12.43753247303448,14.811153865831864,0.0,5.147007526832305,-0.38387586954061254,2.8,9.236100170605994,24.903129180111193,-1512.3885590217542,2282.0034499187745,-621.829298258351,-0.0,-0.0,643.7734301353357,0.0,4.0,0.039725447500934846,0.0,0,0.3717908848562296,263.9984568888889,2.9589973031264822,0.3037739050735245,7.213328209762159,0.0031058546770137176,115.22123753820041,1.2437734054694622,0.5199476727624407,-1590.346556964176,77.95799794242174,0.5436834545663999,2255.9002693155094,26.10318060326525
2025-01-01 00:04:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.1591232642016,51.666666666666686,46.10666666666668,0.0,51.5151564267866,0.0,0.0,0.0,42.1591232642016,51.01102597502899,51.5151564267866,50.75896074915019,12.43753247303448,14.795208827820474,0.0,5.162228020053093,-0.20394464923963984,2.8,9.236100170605994,24.170244689473748,-1523.406205113694,2154.024016669713,-620.5908567735635,-0.0,-0.0,643.7734301353357,0.0,4.0,0.03969903112829301,0.0,0,0.3715436537442586,263.9984568888889,0.9876713277015288,0.3041247377722091,7.205721676755755,0.0031062472352927813,115.23470771551433,1.2438419853172578,0.520020232460723,-1600.8834308176777,77.47722570398356,0.5436834545663999,2128.4119798949173,25.612036774796003
2025-01-01 00:05:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.17330816871841,51.666666666666686,46.10666666666668,0.0,51.51126556793004,0.0,0.0,0.0,42.17330816871841,51.00747596718188,51.51126556793004,50.755581166807815,12.43753247303448,14.779454789052,0.0,5.176630039537179,-0.03427954499355322,2.8,9.236100170605994,24.942526905250077,-1533.8192879153855,2033.3496093844992,-619.3682202527592,-0.0,-0.0,643.7734301353357,0.0,4.0,0.03967292426625194,0.0,0,0.37129931934528576,263.9984568888889,0.5373170226736335,0.3044722605612352,7.198735599835389,0.0031066398178182563,115.24750169905542,1.2439097475894791,0.5200888809795461,-1610.856311657321,77.0370237419354,0.5436834545663999,2008.1976342215055,25.151975162993736
2025-01-01 00:06:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.18724410985563,51.666666666666686,46.10666666666668,0.0,51.507373480067294,0.0,0.0,0.0,42.18724410985563,51.003924764895274,51.507373480067294,50.752200407309275,12.43753247303448,14.763913530551825,0.0,5.190272465836792,0.12572467368492155,2.8,9.236100170605994,26.148804815706114,-1543.5237323469153,1919.54932853566,-618.1630423692969,-0.0,-0.0,643.7734301353357,0.0,4.0,0.03964716326962945,0.0,0,0.37105822190443677,263.9984568888889,0.5384170496673555,0.3048160312107102,7.191349153252775,0.0031070324225419784,115.25953173851015,1.2439765979103004,0.5201539004733827,-1620.3055521326205,76.7818197857053,0.5436834545663999,1894.828402882575,24.72092565308501
2025-01-01 00:07:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.20092957795383,51.666666666666686,46.10666666666668,0.0,51.50348018571335,0.0,0.0,0.0,42.20092957795383,51.00037238913312,51.50348018571335,50.74881849084301,12.43753247303448,14.748586370836978,0.0,5.203211443780001,0.27663726166885777,2.8,9.236100170605994,27.475643095290593,-1552.745940138351,1812.2178771867887,-616.9753870301823,-0.0,-0.0,643.7734301353357,0.0,4.0,0.03962175059609525,0.0,0,0.3708203844230687,263.9984568888889,0.6775999901372494,0.3051560084034498,7.184594911487494,0.0031074250471470324,115.27079096143156,1.2440425302880869,0.5202155598395679,-1629.269671410604,76.52373127225283,0.5436834545663999,1787.900946591641,24.316930595147667
2025-01-01 00:08:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.21436975927486,51.666666666666686,46.10666666666668,0.0,51.49958570751944,0.0,0.0,0.0,42.21436975927486,50.99681886098649,51.49958570751944,50.74543543772001,12.43753247303448,14.733468873617776,0.0,5.215490119863718,0.4189936339719694,2.8,9.236100170605994,28.71319939418862,-1561.4760597473592,1710.9740663850066,-615.8048729201511,-0.0,-0.0,643.7734301353357,0.0,4.0,0.03959667915688848,0.0,0,0.3705857405573933,263.9984568888889,0.7446421790040016,0.3054922643050656,7.177439663659431,0.0031078176892954017,115.28129531617856,1.244107563602596,0.5202740658476819,-1637.7782354968394,76.30217574948034,0.5436834545663999,1687.0359029228046,23.93816346220207
2025-01-01 00:09:00,0.4466604745044012,0.2252312138514797,0.0,0.0074443412417400205,0.0037538535641913283,0.0,0.09531395855652137,0.0,0.3013465159478798,0.0,0.05,0.0,0.0,0.21064788051814637,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0034798228813651168,0.0,On,0.06770792953480538,0,On,0.020482675257017934,0,On,0.24122144654220617,0.1809160849066546,On,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,4983.7574486656795,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8064.144693333334,Off,0.0,0.0,42.22757407009159,51.666666666666686,46.10666666666668,0.0,51.495690067667624,0.0,0.0,0.0,42.22757407009159,50.99326420110974,51.495690067667624,50.7420512678308,12.43753247303448,14.718552966605383,0.0,5.227148633867452,0.5532973773077428,2.8,9.236100170605994,29.92659340768614,-1569.747822713607,1615.459379664269,-614.6508390518234,-0.0,-0.0,643.7734301353357,0.0,4.0,0.03957193582004632,0.0,0,0.3703541674052312,263.9984568888889,0.8040023241738403,0.30582494343537514,7.170908745765306,0.0031082103466978438,115.2910752400068,1.2441717324603445,0.5203296107901763,-1645.8587691461978,76.1109464325906,0.5436834545663999,1591.876461042626,23.582918621642804
