Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.6764117984155327,0.12034694222333282,0.44618940426507714,0.6764117984155327,0.12034694222333282,0.4461894042650772,0.0229838435665205,0.16804045484901212,0.4753875000000001,0.010000000000000002,0.03871440426507711,0.40747500000000003,0.0,0.11743027555666616,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004021034356725146,0.0,0.018962809209795355,0.0,0.011466754106790525,0.0,0.12326218778381887,0.09244664083786412,7306.529489888765,16.666666666666686,0.31999999999999995,2722.390090111236,11.941915100000001,0.4753875000000001,0.4,9553.53208,23883.8302,0.0,18.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,879.2133333333333,0.0,85.82457539926762,51.66666666666668,46.10666666666668,0.0,49.66798693297676,0.0,0.0,879.2133333333333,134.10089906135565,48.24990969592311,49.66913807175083,47.53971993862221,12.43753247303448,16.356654378945898,-0.06900511207147607,8.67261787150993,2.8,9.236100170605994,6301.147230209684,-1338.690734175544,-1074.1359401641396,0.0,0.0,446.3944021595542,0.0,4.0,0.06078149991905626,0.0,0.0,0.5688547029523828,263.9984568888889,-377.64072167449575,0.2593149488708702,7.745984052023246,0.0029259277783130924,97.2850629356971,1.2372095458550443,0.5364916432644766,-4106.354205196224,45.273380909443894
2025-01-01 01:00:00,0.6161134933094216,0.11404817339996985,0.37351875000000007,0.6161134933094216,0.11404817339996985,0.37351875000000007,0.01724863903818944,0.15309297927123197,0.4357718750000001,0.010000000000000002,0.0,0.37351875000000007,0.0,0.11113150673330319,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0037194567799707597,0.0,0.013529182258218682,0.0,0.004917636960161008,0.0,0.11569661717662832,0.08677246288247122,6697.652032398034,16.666666666666686,0.2933333333333332,2495.524249268633,10.946755508333336,0.4357718750000001,0.36666666666666664,8757.404406666667,23883.8302,0.0,18.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,0.0,0.0,94.37655177537941,51.66666666666668,46.10666666666668,0.0,51.56920062314526,0.0,0.0,0.0,147.46336214903033,51.60557222966795,51.6237580329293,51.56920062314526,12.43753247303448,16.43306261988553,-0.04797319990368741,9.000659769318075,2.5,9.236100170605994,5737.082178952161,-1000.2616716869467,-1024.986537801785,0.0,0.0,426.2413119959463,0.0,4.0,0.05647485121205453,0.0,0.0,0.5285487319874635,263.9984568888889,-361.82462764003543,0.2598346950479754,7.806873432673712,0.002946028666683537,103.93930098899902,1.2369282878218149,0.42623820492360304,-3536.0950185608717,40.30909760529213
2025-01-01 02:00:00,0.6350885179854615,0.11342358253199981,0.3904968750000001,0.6350885179854614,0.11342358253199981,0.3904968750000001,0.01724863903818944,0.1522601914472719,0.4555796875000001,0.010000000000000002,0.0,0.3904968750000001,0.0,0.11050691586533315,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0037194567799707597,0.0,0.013529182258218682,0.0,0.004917636960161008,0.0,0.11569661717662832,0.08677246288247122,7002.090761143399,16.666666666666686,0.3066666666666666,2608.9571696899347,11.44433530416667,0.4555796875000001,0.38333333333333336,9155.468243333333,23883.8302,0.0,18.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,0.0,0.0,92.34550976696065,51.66666666666668,46.10666666666668,0.0,50.700876602240996,0.0,0.0,0.0,144.289859010876,50.73277976538155,50.74873134695183,50.700876602240996,12.43753247303448,16.317330749816925,-0.07172285671072824,9.598810011525918,1.6500000000000001,9.236100170605994,6084.032002979235,-513.0986501299511,-1008.7320364907529,0.0,0.0,425.40852417198624,0.0,4.0,0.052510530937614285,0.0,0.0,0.4914466164567839,263.9984568888889,-334.7352458453978,0.2637810176942294,7.778681704044491,0.0029690498265020813,118.3682552540615,1.2374053176652315,0.30438930164011535,-3156.248120908368,34.19230108848246
2025-01-01 03:00:00,0.6160819552330163,0.11395698716513034,0.37351875000000007,0.6160819552330163,0.11395698716513034,0.37351875000000007,0.01712991500143768,0.15318016523157857,0.4357718750000001,0.010000000000000002,0.0,0.37351875000000007,0.0,0.11104032049846367,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.003518405062134503,0.0,0.013611509939303178,0.0,0.005126404566960297,0.0,0.11724061117809578,0.08793045838357182,6697.652032398034,16.666666666666686,0.2933333333333332,2495.524249268633,10.946755508333336,0.4357718750000001,0.36666666666666664,8757.404406666667,23883.8302,0.0,18.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,0.0,0.0,89.61954481227689,51.66666666666668,46.10666666666668,0.0,49.83442914656578,0.06256377865529784,161.45606235583463,0.0,140.03053876918264,49.76802253590569,49.86271129489301,49.706537082248424,12.43753247303448,16.36401162476518,-0.05922935210959377,9.49469415480962,1.6500000000000001,9.236100170605994,5719.310474842551,-1160.107520647834,-1057.6084639146438,0.0,0.0,411.7797780532162,0.0,3.783,0.05496613519527063,0.0,0.0,0.5144286427710072,249.67654060266665,-332.5128716940556,0.2650375442246372,7.82851463226441,0.002992193628355258,79.01179226816448,1.2371885385734764,0.36690904997220297,-3695.891715814345,40.2599458978781
2025-01-01 04:00:00,0.7757655518791343,0.11742398040104905,0.39525502926507716,0.7757655518791343,0.11742398040104905,0.39525502926507716,0.018858796304212073,0.3309426930749222,0.4159640625,0.010000000000000002,0.03871440426507711,0.35654062500000006,0.0,0.11450731373438239,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.1720883000278704,0.0,0.003518405062134503,0.0,0.015340391242077572,0.0,0.006177974734541896,0.0,0.12269605664994747,0.09202204248746057,6393.213303652668,16.666666666666686,0.27999999999999997,2382.0913288473316,10.449175712500002,0.4159640625,0.35,8359.34057,23883.8302,0.0,18.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,879.2133333333333,0.0,89.71047620787681,51.66666666666668,46.10666666666668,0.0,50.61845248893657,0.1881504923364736,493.5544802705083,879.2133333333333,140.17261907480753,49.76367836818944,50.61993975283984,49.33480404391261,12.43753247303448,16.37906440141077,-0.056663299496672884,9.181107347187181,0.55,9.236100170605994,5375.478992560681,-1108.5071327491355,-1181.340618709756,0.0,0.0,491.026884072501,0.0,3.0,0.05677062533390962,0.0,0.0,0.5313168851336172,197.99884266666666,-327.4205764547325,0.2654945941401105,7.843325624991491,0.0030016631125287527,74.50220659980401,1.2365367604654283,0.3342866805441803,-3535.8998363479463,45.30137475147917
2025-01-01 05:00:00,0.9387014180769049,0.11232880019620645,0.35654062500000006,0.9387014180769049,0.11232880019620645,0.35654062500000006,0.017682952519098436,0.4950544030578065,0.4159640625,0.010000000000000002,0.0,0.35654062500000006,0.0,0.10941213352953978,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.3441766000557408,0.0,0.0039205084978070175,0.0,0.013762444021291419,0.0,0.004994958296012596,0.0,0.11590248304349066,0.08692686228261796,6393.213303652668,16.666666666666686,0.27999999999999997,2382.0913288473316,10.449175712500002,0.4159640625,0.35,8359.34057,23883.8302,0.0,18.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,0.0,0.0,89.16856143022008,51.66666666666668,46.10666666666668,0.0,50.46986590822557,0.0,0.0,0.0,139.3258772347189,49.548432180719395,50.46986590822557,49.08771531696631,12.43753247303448,16.34961453776998,-0.06388026845986756,9.37818461042167,-0.25000000000000006,9.236100170605994,5367.84091328643,-1265.8864995308015,-1238.453250416959,0.0,0.0,542.4319494620308,0.0,2.033,0.05665450462079973,0.0,0.0,0.5302301101469731,134.17721571377777,-329.3510894113106,0.2676257325316515,7.849046485535222,0.003021708325794315,45.21626587911302,1.2360269084393762,0.2982278945099389,-3690.3286469771633,42.35081859903067
2025-01-01 06:00:00,0.6159843864978883,0.11342358253199981,0.37351875000000007,0.6159843864978883,0.11342358253199981,0.37351875000000007,0.017952320050616342,0.1522601914472719,0.4357718750000001,0.010000000000000002,0.0,0.37351875000000007,0.0,0.11050691586533315,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.00442313779239766,0.0,0.013529182258218682,0.0,0.004917636960161008,0.0,0.11569661717662832,0.08677246288247122,6697.652032398034,16.666666666666686,0.2933333333333332,2495.524249268633,10.946755508333336,0.4357718750000001,0.36666666666666664,8757.404406666667,23883.8302,0.0,19.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,0.0,0.0,86.91133602183588,51.66666666666668,46.10666666666668,0.0,49.56477827663018,0.0,0.0,0.0,135.79896253411854,48.725500171210996,49.56477827663018,48.3058611185014,12.43753247303448,16.365065376030227,-0.05994381700450191,9.002229061125982,0.3,9.236100170605994,5457.386635302487,-1429.746607610325,-1193.4216175337963,0.0,0.0,294.1129767399687,0.0,2.0,0.05652234792624411,0.0,0.0,0.5289932542397525,131.99922844444444,-340.9567563017197,0.26722643100747856,7.8545603821361505,0.0030201127437127846,-20.305425535524876,1.2359622173761025,0.3480573392725111,-3973.594758042811,48.32390116385281
2025-01-01 07:00:00,0.6680024585290413,0.11679575601995767,0.4539322851180926,0.6680024585290413,0.11679575601995767,0.45393228511809264,0.0240105558376392,0.158604402691402,0.4753875000000001,0.010000000000000002,0.04645728511809253,0.40747500000000003,0.0,0.11387908935329101,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004121560215643275,0.0,0.019888995621995923,0.0,0.006765616887013966,0.0,0.11852727284598534,0.08889545463448896,7306.529489888765,16.666666666666686,0.31999999999999995,2722.390090111236,11.941915100000001,0.4753875000000001,0.4,9553.53208,23883.8302,0.0,19.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,1055.056,0.0,85.16853025715328,51.66666666666668,46.10666666666668,0.0,48.85177140836747,0.10869817808902683,276.9806586966473,1055.056,133.075828526802,48.09856983535504,48.85177140836747,47.72196904884883,12.43753247303448,16.42207009342229,-0.05460686131959648,8.870412741426271,-0.55,9.236100170605994,5962.193899448828,-1621.0156479084778,-1307.1147019664352,0.0,0.0,306.31727787426667,2.987671502116148,2.0,0.05837191142584625,0.0,0.0,0.5463033386660812,131.99922844444444,-343.5381663477684,0.2661042555656356,7.879565416454588,0.00301825659304015,9.896719623382129,1.2357205287214919,0.35288758491080435,-4392.663574905718,49.257836886004135
2025-01-01 08:00:00,1.185026142632336,0.1251789167453017,0.37351875000000007,1.1850261426323363,0.1251789167453017,0.37351875000000007,0.04613251499311064,0.6931217526392256,0.4357718750000001,0.010000000000000002,0.0,0.37351875000000007,0.0,0.12226225007863503,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.5162649000836113,0.0,0.0031163016264619883,0.0,0.043016213366648653,0.0,0.013840519117434284,0.0,0.12887203265581731,0.09665402449186296,6697.652032398034,16.666666666666686,0.2933333333333332,2495.524249268633,10.946755508333336,0.4357718750000001,0.36666666666666664,8757.404406666667,23883.8302,0.0,19.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,0.0,0.0,93.72302036049632,51.66666666666668,46.10666666666668,0.0,51.73114572563427,0.1305953466213926,354.5074058795783,0.0,146.4422193132755,51.298700644108116,51.73114572563427,51.082478103345046,12.43753247303448,16.368651659795297,-0.060897215796289546,8.17254376176269,-1.4,9.236100170605994,5678.38182562669,-2171.2762819527575,-1422.7445421326734,0.0,0.0,703.3563654812402,191.6493291469122,1.7830000000000001,0.06054973401727622,0.0,0.0,0.5666856034173738,117.67731215822222,-299.8820301199112,0.26816743248253716,7.871646417270375,0.0030300650524726002,91.29775618285177,1.2365199398704292,0.3733614311497661,-4725.209711961258,58.409180739867914
2025-01-01 09:00:00,0.8149689958664063,0.1251789167453017,0.3904968750000001,0.8149689958664063,0.1251789167453017,0.3904968750000001,0.04594099824502435,0.3034483101213818,0.4555796875000001,0.010000000000000002,0.0,0.3904968750000001,0.0,0.12226225007863503,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.12488265604344732,0.0,0.0025131464729532165,0.0,0.043427851772071126,0.0,0.015549320639754383,0.0,0.12887203265581731,0.09665402449186296,7002.090761143399,16.666666666666686,0.3066666666666666,2608.9571696899347,11.44433530416667,0.4555796875000001,0.38333333333333336,9155.468243333333,23883.8302,0.0,19.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2204.1878266666668,0.0,0.0,87.10867931863457,51.66666666666668,46.10666666666668,0.0,50.54347492440796,0.0,0.0,0.0,136.1073114353665,48.77415949095728,50.54347492440796,47.88950177423195,12.43753247303448,16.372061786102208,-0.06464116962158425,8.120205837431193,-0.85,9.236100170605994,5796.889945483939,-1712.5118532046858,-1352.9677922202563,0.0,0.0,371.400736610556,492.5279625535744,1.0,0.05944093411697218,0.0,0.0,0.5563083333802563,65.99961422222222,-223.6337600497599,0.2695555351164911,7.894654496722341,0.003044891872254212,79.63871242760368,1.237115104360337,0.3693098288563883,-4376.630202067198,55.16117917257783
