occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.613,0.0485,0.0768,0.0,0.0,0.0,0.136,0,0,0,0
1.0,0.612,0.0453,0.074,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0453,0.074,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.569,0.0188,0.051,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.689,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.566,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.609,0.0271,0.0808,0.0,0.0,0.0,0.4,0,0,0,0
0.667,0.68,0.0568,0.241,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.685,0.0589,0.252,0.0,0.0,0.0,0.419,0,0,0,0
0.356,0.629,0.0393,0.157,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.625,0.0379,0.151,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.644,0.0474,0.18,0.0,0.0,0.0,0.151,0,0,0,0
0.333,0.645,0.048,0.182,0.0,0.0,0.0,0.0681,0,0,0,0
0.333,0.645,0.048,0.182,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.645,0.048,0.182,0.0,0.0,0.0,0.0681,0,0,0,0
0.644,0.651,0.0558,0.191,0.0,0.0,0.0,0.0,0,0,0,0
0.978,0.732,0.093,0.324,0.0,0.0,0.0,0.409,0,0,0,0
1.0,0.738,0.0956,0.333,0.0,0.0,0.0,0.0922,0,0,0,0
1.0,0.738,0.0956,0.333,0.0,0.0,0.0,0.409,0,0,0,0
