Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.566003655628293,0.28629145315782245,0.1390616216216216,0.566003655628293,0.28629145315782245,0.1390616216216216,0.01987220544981989,0.007382,0.3980582001784731,0.14069125000000002,0.0,0.1390616216216216,0.0,0.0,0.28629145315782245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.0,0.0,0.005264967105263157,0.0,0.014607238344556734,0.0,0.016336262634709775,0.0,0.335579289389208,0.25168446704190595,0.0,0.0,3910.523566444444,20.5555555555556,0.37000000000000005,0.0,4.075494396156156,0.14069125000000002,0.4,3769.8323164444446,9424.580791111111,0.0,0.0,3.143889411916234e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.143889411916234e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,20.227898489765852,-0.05974399120466962,2.8,9.236100170605994,3439.088707344765,-900.7852825190083,0.0,0.0,526.439083815493,0.0,2.0,0.0396548096202106,0.0,0.0,0.5131745712856822,131.99922844444444,-97.08866039616403,0.20361427244785002,9.55823944340097,0.002929624585207072,37.130284023060284,1.2208809585720806
2025-01-01 01:00:00,0.5585930814748677,0.2854262785049245,0.1332673873873874,0.5585930814748677,0.2854262785049245,0.1332673873873874,0.019477332916925154,0.007382,0.39690463397460923,0.13482911458333335,0.0,0.1332673873873874,0.0,0.0,0.2854262785049245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04498908195069148,0.0337418114630186,0.0,0.0,0.00487009457236842,0.0,0.014607238344556734,0.0,0.016336262634709775,0.0,0.335579289389208,0.25168446704190595,0.0,0.0,3747.585084509259,20.5555555555556,0.35458333333333336,0.0,3.9056821296496493,0.13482911458333335,0.38333333333333336,3612.7559699259264,9424.580791111111,0.0,0.0,3.1405861415676225e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.1405861415676225e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,20.260914491053608,-0.054156635167400144,2.5,9.236100170605994,3311.565016912658,-862.9299730676488,0.0,0.0,524.8906450787342,0.0,2.0,0.0372695622993348,0.0,0.0,0.4823069846543519,131.99922844444444,-97.98073960768696,0.2039653316581658,9.585870503684086,0.002940545073857223,41.908992036409444,1.2207949374602522
2025-01-01 02:00:00,0.6160608694376706,0.28456110385202665,0.19120972972972972,0.6160608694376706,0.28456110385202665,0.19120972972972972,0.019477332916925154,0.007382,0.39575106777074537,0.19345046875000002,0.0,0.19120972972972972,0.0,0.0,0.28456110385202665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438355157468276,0.03287663681012069,0.0,0.0,0.00487009457236842,0.0,0.014607238344556734,0.0,0.016336262634709775,0.0,0.335579289389208,0.25168446704190595,0.0,0.0,5376.969903861112,22.222222222222285,0.5087500000000001,0.0,5.603804794714715,0.19345046875000002,0.55,5183.519435111111,9424.580791111111,0.0,0.0,2.983498752742422e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.983498752742422e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.831801447726587,-0.10405204006646993,1.6500000000000001,9.236100170605994,4791.062412593127,-979.7910795485783,0.0,0.0,523.7370788748703,0.0,2.0,0.03707224112659356,0.0,0.0,0.47975344299832373,131.99922844444444,-129.8534905942748,0.18604609139370698,10.303924069824017,0.0029536937727912284,48.50812089176055,1.214285100251425
2025-01-01 03:00:00,0.5970576486285436,0.2836959291991287,0.17382702702702701,0.5970576486285435,0.2836959291991287,0.17382702702702701,0.019214084561661997,0.007382,0.3945975015668815,0.17586406250000003,0.0,0.17382702702702701,0.0,0.0,0.2836959291991287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042681949542963706,0.03201146215722277,0.0,0.0,0.004606846217105263,0.0,0.014607238344556734,0.0,0.016336262634709775,0.0,0.335579289389208,0.25168446704190595,0.0,0.0,4888.154458055556,22.222222222222285,0.4625000000000001,0.0,5.094367995195195,0.17586406250000003,0.5,4712.290395555556,9424.580791111111,0.0,0.0,2.976353913552998e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.976353913552998e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.903218465591173,-0.07050124190752965,1.6500000000000001,9.236100170605994,4293.136279887932,-1016.3917600268793,0.0,0.0,522.3202643157433,0.0,2.0,0.03836097154454491,0.0,0.0,0.49643095793456843,131.99922844444444,-100.94668245648772,0.18605317883785324,10.350368428237589,0.00296709420123108,30.95222684849875,1.2139806034464853
2025-01-01 04:00:00,0.6017662178413463,0.2828307545462308,0.17962126126126124,0.6017662178413462,0.2828307545462308,0.17962126126126127,0.019214084561661997,0.007382,0.3934439353630176,0.18172619791666672,0.0,0.17962126126126124,0.0,0.0,0.2828307545462308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152838333909982,0.031146287504324854,0.0,0.0,0.004606846217105263,0.0,0.014607238344556734,0.0,0.016336262634709775,0.0,0.335579289389208,0.25168446704190595,0.0,0.0,5051.092939990741,22.222222222222285,0.4779166666666667,0.0,5.264180261701701,0.18172619791666672,0.5166666666666667,4869.366742074074,9424.580791111111,0.0,0.0,2.9731497165465094e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.9731497165465094e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.935305440338777,-0.05368406315157189,0.55,9.236100170605994,4379.775875097868,-1105.1184805757396,0.0,0.0,521.1666981118794,0.0,2.0,0.03932955411950754,0.0,0.0,0.5089654260715154,131.99922844444444,-87.36528242901252,0.18602976769681664,10.36823031084859,0.0029740652747586565,46.74057685518999,1.2132735949675257
2025-01-01 05:00:00,0.5729820374685394,0.2828307545462308,0.1506500900900901,0.5729820374685393,0.2828307545462308,0.1506500900900901,0.019740581272188314,0.007382,0.3934439353630176,0.15241552083333335,0.0,0.1506500900900901,0.0,0.0,0.2828307545462308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152838333909982,0.031146287504324854,0.0,0.0,0.005133342927631578,0.0,0.014607238344556734,0.0,0.016336262634709775,0.0,0.335579289389208,0.25168446704190595,0.0,0.0,4236.400530314814,22.222222222222285,0.40083333333333343,0.0,4.415118929169169,0.15241552083333335,0.43333333333333335,4083.9850094814815,9424.580791111111,0.0,0.0,2.971008081134288e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.971008081134288e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.956661158597697,-0.055065754068446715,-0.25000000000000006,9.236100170605994,3526.7746929320774,-1150.4973741528383,0.0,0.0,521.6931948224058,0.0,2.0,0.039351069994441996,0.0,0.0,0.5092438639205701,131.99922844444444,-80.82165805230493,0.18689150104298483,10.394299878444555,0.002993256431371284,51.312973957821995,1.2125631663967416
2025-01-01 06:00:00,0.575947290764425,0.28456110385202665,0.1506500900900901,0.5759472907644249,0.28456110385202665,0.1506500900900901,0.020398702160346206,0.007382,0.39575106777074537,0.15241552083333335,0.0,0.1506500900900901,0.0,0.0,0.28456110385202665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438355157468276,0.03287663681012069,0.0,0.0,0.005791463815789473,0.0,0.014607238344556734,0.0,0.016336262634709775,0.0,0.335579289389208,0.25168446704190595,0.0,0.0,4236.400530314814,22.222222222222285,0.40083333333333343,0.0,4.415118929169169,0.15241552083333335,0.43333333333333335,4083.9850094814815,9424.580791111111,0.0,0.0,2.9751344858337034e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.9751344858337034e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.91543985986625,-0.05987810978241305,0.3,9.236100170605994,3565.6050211574934,-1113.802611368325,0.0,0.0,524.6584481182915,0.0,2.0,0.0392094234431013,0.0,0.0,0.5074108098987622,131.99922844444444,-81.65134590728795,0.1878876353454393,10.385345836817303,0.003001735619796032,24.978955982699905,1.2127262733965551
2025-01-01 07:00:00,0.6448984228451835,0.29771129997200146,0.20379457154045394,0.6448984228451834,0.2977112999720014,0.20379457154045397,0.03279627416145222,0.007382,0.4229939507670645,0.18172619791666672,0.024173310279192707,0.17962126126126124,0.0,0.0,0.29771129997200146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.0,0.0,0.005396591282894736,0.0,0.027399682878557485,0.0,0.02604555080439577,0.0,0.3508057518081133,0.26310431385608496,0.0,0.0,5051.092939990741,22.222222222222285,0.4779166666666667,0.0,5.264180261701701,0.18172619791666672,0.5166666666666667,4869.366742074074,9424.580791111111,534.4545972239616,72.39970160172875,2.9766948916511004e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.19541841197324178,534.4545972239616,534.4545972239616,2.9766948916511004e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.8998345675737,-0.057587973971296634,-0.55,9.236100170605994,4349.585777692233,-1187.416869685898,0.0,0.0,563.2330507463932,5.603965400740135,2.0,0.040113156433652944,0.0,0.0,0.5191060568164703,131.99922844444444,-77.32334335900286,0.188645054041777,10.388782677031621,0.0030110970110289953,45.29299447730996,1.2127833710320448
2025-01-01 08:00:00,0.9565790328637178,0.3996757067151311,0.20804573711199117,0.9565790328637178,0.3996757067151311,0.20804573711199115,0.1425972648428928,0.007382,0.6600463826041582,0.14655338541666668,0.06318988125613531,0.14485585585585584,0.0,0.0,0.3996757067151311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.004080349506578947,0.0,0.13851691533631388,0.0,0.12714544031731662,0.0,0.4856047279284224,0.36420354594631665,0.0,0.0,4073.46204837963,22.222222222222285,0.38541666666666674,0.0,4.245306662662662,0.14655338541666668,0.4166666666666667,3926.908662962963,9424.580791111111,1397.0830699363205,189.255360327326,2.9678352577633406e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.510830585684439,1397.0830699363205,1397.0830699363205,2.9678352577633406e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.988438900202247,-0.04382402605306256,-1.4,9.236100170605994,3694.510428604293,-1280.7110421143054,0.0,0.0,900.6505449365061,339.48887082113237,2.0,0.04141642046155257,0.0,0.0,0.5359716518147774,131.99922844444444,1.1088774024628303,0.18884575615302363,10.451433779122834,0.0030292104611222117,82.58459445400912,1.212975649059223
2025-01-01 09:00:00,0.972433562166753,0.40180293308247816,0.20637907504457362,0.972433562166753,0.40180293308247816,0.2063790750445736,0.14802966998472386,0.007382,0.6880549130153625,0.1289669791666667,0.07890592189142046,0.12747315315315313,0.0,0.0,0.40180293308247816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.003290604440789473,0.0,0.14473906554393437,0.0,0.15231766890539145,0.0,0.48844102975155174,0.3663307723136638,0.0,0.0,3584.646602574074,22.222222222222285,0.3391666666666667,0.0,3.735869863143143,0.1289669791666667,0.36666666666666664,3455.6796234074077,9424.580791111111,1744.5534854762498,236.3253163744581,2.9719286374074727e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.637879949961946,1744.5534854762498,1744.5534854762498,2.9719286374074727e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.946822036853714,-0.049446979677071096,-0.85,9.236100170605994,3458.7241208563946,-1227.418445701881,0.0,0.0,933.8929393619222,997.0650836675392,2.0,0.04078058014779023,0.0,0.0,0.527743215376771,131.99922844444444,167.60302462227907,0.19125184455580005,10.469510538018973,0.00305871544616662,121.90497782948742,1.2137339562419895
