Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.777040530628293,0.28629145315782245,0.34765405405405403,0.01295067551047155,0.004771524219297041,0.005794234234234234,0.01987220544981989,0.007382,0.39805820017847315,0.35172812500000006,0.0,0.34765405405405403,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,On,9776.308916111111,20.5555555555556,0.9250000000000002,0.0,10.18873599039039,0.35172812500000006,1,9424.580791111111,9424.580791111111,Off,0.0,0.0,3.183325555748221e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.183325555748221e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.833766993528148,-0.22178856202745223,2.8,9.236100170605994,9381.789365965757,-871.3668822009411,-0.0,-0.0,526.439083815493,0.0,2.0,0.039252985664400185,0.0,0,0.5079745504501205,131.99922844444444,-49.59175175990592,0.2076301943060051,9.349719130146957,0.0029243421048017588,38.52236942035278,1.2190243331741177
2025-01-01 00:01:00,0.777040530628293,0.28629145315782245,0.34765405405405403,0.01295067551047155,0.004771524219297041,0.005794234234234234,0.01987220544981989,0.007382,0.39805820017847315,0.35172812500000006,0.0,0.34765405405405403,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,On,9776.308916111111,20.5555555555556,0.9250000000000002,0.0,10.18873599039039,0.35172812500000006,1,9424.580791111111,9424.580791111111,Off,0.0,0.0,3.166433550916281e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.166433550916281e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.002366558126045,-0.05318899742955452,2.8,9.236100170605994,9353.966555482057,-883.8528909248163,-0.0,-0.0,526.439083815493,0.0,2.0,0.0394252210672764,0.0,0,0.5102034560955576,131.99922844444444,-64.92855351973108,0.20608487378286264,9.450589143972078,0.0029245272672046617,38.187703399490694,1.2218819839958388
2025-01-01 00:02:00,0.777040530628293,0.28629145315782245,0.34765405405405403,0.01295067551047155,0.004771524219297041,0.005794234234234234,0.01987220544981989,0.007382,0.39805820017847315,0.35172812500000006,0.0,0.34765405405405403,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,On,9776.308916111111,20.5555555555556,0.9250000000000002,0.0,10.18873599039039,0.35172812500000006,1,9424.580791111111,9424.580791111111,Off,0.0,0.0,3.1500864494660163e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.1500864494660163e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.16569434865329,0.0,2.8,9.236100170605994,9326.558518470812,-896.0153681304377,-0.0,-0.0,526.439083815493,0.0,2.0,0.039591837096762596,0.0,0,0.5123596411918876,131.99922844444444,-80.17411332535492,0.2040244348015993,9.525502586946029,0.002924710391712503,37.863259419242816,1.2212014651605718
2025-01-01 00:03:00,0.777040530628293,0.28629145315782245,0.34765405405405403,0.01295067551047155,0.004771524219297041,0.005794234234234234,0.01987220544981989,0.007382,0.39805820017847315,0.35172812500000006,0.0,0.34765405405405403,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,On,9776.308916111111,20.5555555555556,0.9250000000000002,0.0,10.18873599039039,0.35172812500000006,1,9424.580791111111,9424.580791111111,Off,0.0,0.0,3.134284251397427e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.134284251397427e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.324031933074764,0.0,2.8,9.236100170605994,9299.685202227447,-907.8689294920567,-0.0,-0.0,526.439083815493,0.0,2.0,0.03975314249521614,0.0,0,0.5144471011870372,131.99922844444444,-95.19386820710052,0.20204935867970794,9.597544376702505,0.0029248920615683083,37.54841797576736,1.220542458486568
2025-01-01 00:04:00,0.777040530628293,0.28629145315782245,0.34765405405405403,0.01295067551047155,0.004771524219297041,0.005794234234234234,0.01987220544981989,0.007382,0.39805820017847315,0.35172812500000006,0.0,0.34765405405405403,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,On,9776.308916111111,20.5555555555556,0.9250000000000002,0.0,10.18873599039039,0.35172812500000006,1,9424.580791111111,9424.580791111111,Off,0.0,0.0,3.118927883368391e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.118927883368391e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.477626456495578,0.0,2.8,9.236100170605994,9277.159631981353,-919.4262518881874,-0.0,-0.0,526.439083815493,0.0,2.0,0.03990940887512469,0.0,0,0.5164693510297161,131.99922844444444,-106.16211605706484,0.20015427799323493,9.666855865728504,0.002925072318072013,37.242693472015596,1.2199038687541526
2025-01-01 00:05:00,0.777040530628293,0.28629145315782245,0.34765405405405403,0.01295067551047155,0.004771524219297041,0.005794234234234234,0.01987220544981989,0.007382,0.39805820017847315,0.35172812500000006,0.0,0.34765405405405403,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,On,9776.308916111111,20.5555555555556,0.9250000000000002,0.0,10.18873599039039,0.35172812500000006,1,9424.580791111111,9424.580791111111,Off,0.0,0.0,3.1040173453789066e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.1040173453789066e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.62679204153662,0.0,2.8,9.236100170605994,9258.61081405899,-930.7056583953312,-0.0,-0.0,526.439083815493,0.0,2.0,0.0400609740055949,0.0,0,0.5184307618042433,131.99922844444444,-113.43152747228297,0.19833324658934387,9.73433012470373,0.0029252512004934593,36.945479900784214,1.2192843292518736
2025-01-01 00:06:00,0.42531240562829303,0.28629145315782245,0.0,0.007088540093804884,0.004771524219297041,0.0,0.01987220544981989,0.007382,0.39805820017847315,0.0,0.0,0.0,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,9424.580791111111,Off,0.0,0.0,3.089503100757914e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.089503100757914e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.771808493578163,0.0,2.8,9.236100170605994,-534.6024911758278,-941.7234910081487,-0.0,-0.0,526.439083815493,0.0,2.0,0.04020813874394147,0.0,0,0.5203352269178744,131.99922844444444,-119.31808398317187,0.19658098855667755,9.80013793196042,0.0029254287455200076,36.656237489848145,1.2186826227891867
2025-01-01 00:07:00,0.42531240562829303,0.28629145315782245,0.0,0.007088540093804884,0.004771524219297041,0.0,0.01987220544981989,0.007382,0.39805820017847315,0.0,0.0,0.0,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,9424.580791111111,Off,0.0,0.0,3.09990580168081e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.09990580168081e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.667535065564707,0.0,2.8,9.236100170605994,-521.6052250816831,-933.7959772571787,-0.0,-0.0,526.439083815493,0.0,2.0,0.040102338976859435,0.0,0,0.5189660676498199,131.99922844444444,-114.24833163999728,0.19785962754517444,9.753244270425649,0.0029256049875385094,36.82545568112074,1.219114993621142
2025-01-01 00:08:00,0.42531240562829303,0.28629145315782245,0.0,0.007088540093804884,0.004771524219297041,0.0,0.01987220544981989,0.007382,0.39805820017847315,0.0,0.0,0.0,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,9424.580791111111,Off,0.0,0.0,3.110011282577337e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.110011282577337e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.566616008685894,0.0,2.8,9.236100170605994,-509.7772608291094,-926.1487916482472,-0.0,-0.0,526.439083815493,0.0,2.0,0.03999985311221385,0.0,0,0.5176397937335903,131.99922844444444,-110.06755299635509,0.1991064668448025,9.708073749134831,0.0029257819803581945,36.98868915547093,1.2195337431361755
2025-01-01 00:09:00,0.42531240562829303,0.28629145315782245,0.0,0.007088540093804884,0.004771524219297041,0.0,0.01987220544981989,0.007382,0.39805820017847315,0.0,0.0,0.0,0.0,0,0.28629145315782245,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.005264967105263157,0.0,On,0.014607238344556734,0,On,0.016336262634709775,0,On,0.335579289389208,0.25168446704190595,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,9424.580791111111,Off,0.0,0.0,3.119819543447496e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.119819543447496e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.468794752022646,0.0,2.8,9.236100170605994,-498.2695582298745,-918.7601365097606,-0.0,-0.0,526.439083815493,0.0,2.0,0.039900429065755645,0.0,0,0.5163531429362384,131.99922844444444,-105.94850553560676,0.2003238768603942,9.663780840898934,0.0029259596966777113,37.146393664434335,1.219939908968347
