Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,85.19291195611177,51.666666666666686,46.10666666666668,0.0,51.143198644013715,0.0,0.0,0.0,133.11392493142463,51.16154167480552,51.17071319020142,51.143198644013715,12.43753247303448,19.412112574159796,0.0,7.780741042104194,-0.7103204775374498,-2.365717161819358,2.8,9.236100170605994,-774.1369342106393,-3377.120961607935,2502.2981052700293,2144.65867615528,-1435.869226205873,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06632425346114289,0.0,0,0.6207293921904058,197.99884266666666,-68.28582585324871,0.21353813535224317,9.163436336877897,0.0029298166328917607,41.822882770023156,1.220777217371608,0.532356118166275,-3455.523605504635,78.40264389669966,0.5436834545663999,2487.1990099925188,15.09909527751057,0.354664522996384,2387.624484293258,-242.9658081379782
2025-01-01 00:01:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,85.42612198995467,51.666666666666686,46.10666666666668,0.0,51.12902391506924,0.0,0.0,0.0,133.47831560930416,51.148268031331334,51.157890089462384,51.12902391506924,12.43753247303448,19.31189777435287,0.0,7.753186186120497,-0.496955483135026,-2.3086303589631454,2.8,9.236100170605994,-761.6659232810821,-3356.751392130964,2350.334275191471,2110.1793467859684,-1423.3460578273805,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06614482316105078,0.0,0,0.6190501021071487,197.99884266666666,-68.33798330218417,0.21551274608029675,9.141093143274187,0.0029299618074191615,42.11994844292893,1.2247626911105074,0.5322277950419494,-3435.5783427098104,78.826950578846,0.5436834545663999,2336.021587235651,14.312687955819982,0.353961882988909,2356.5606884794574,-246.38134169348888
2025-01-01 00:02:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,85.65185661284532,51.666666666666686,46.10666666666668,0.0,51.114810798140034,0.0,0.0,0.0,133.8310259575708,51.134958052124844,51.145031679117245,51.114810798140034,12.43753247303448,19.214432426185184,0.0,7.727372064631132,-0.2968555619997897,-2.2533107115556943,2.8,9.236100170605994,-749.8595167637491,-3337.318463304534,2207.885970552103,2076.9112889880266,-1411.208136879023,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06597016184861407,0.0,0,0.6174154450299827,197.99884266666666,-68.6694977332087,0.2168360365900642,9.096070115541181,0.0029301075373485918,42.4083519395506,1.2251708817786364,0.5321075504525871,-3416.90127133452,79.58280802998624,0.5436834545663999,2194.2429864122078,13.642984139895304,0.35327966035280084,2326.5494540725026,-249.6381650844761
2025-01-01 00:03:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,85.87049083474547,51.666666666666686,46.10666666666668,0.0,51.10056053879759,0.0,0.0,0.0,134.1726419292898,51.12161290190663,51.13213908346116,51.10056053879759,12.43753247303448,19.119577942331365,0.0,7.703187776154422,-0.10916342600953598,-2.1995404989752254,2.8,9.236100170605994,-738.7105549765126,-3319.4666944768906,2074.277295155277,2047.0229988339474,-1399.4348703416706,-0.0,-0.0,730.0181178484825,0.0,3.0,0.0658000337663525,0.0,0,0.615823214502147,197.99884266666666,-69.29380248332451,0.21813299978410117,9.052396276805535,0.002930254216233904,42.68843599196572,1.225568395807653,0.5319948731190495,-3399.4106019114174,79.94390743452698,0.5436834545663999,2061.2557854413644,13.021509713912767,0.3526152809362953,2297.464828819123,-250.4418299851755
2025-01-01 00:04:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,86.08235995027162,51.666666666666686,46.10666666666668,0.0,51.08627432013904,0.0,0.0,0.0,134.5036874222994,51.108233686968184,51.11921337038276,51.08627432013904,12.43753247303448,19.027210477672188,0.0,7.680507426579729,0.0669190383684982,-2.147072128328946,2.8,9.236100170605994,-725.6556746568108,-3302.574447068797,1948.9425449592227,2018.1293686293907,-1388.0077964722698,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06563422845207381,0.0,0,0.6142714408057504,197.99884266666666,-67.66599603302345,0.21940468336937846,9.010007120678171,0.0029304018159636985,42.96058630393955,1.2259557318089986,0.531889181117305,-3383.013933768994,80.43948670019694,0.5436834545663999,1936.4944897475534,12.44805521166908,0.3519657780298565,2269.166341237069,-251.03697260767842
2025-01-01 00:05:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,86.28764713223931,51.666666666666686,46.10666666666668,0.0,51.07195326940136,0.0,0.0,0.0,134.82444864412392,51.09482146135973,51.106255557338926,51.07195326940136,12.43753247303448,18.93726282583243,-0.007181618612026597,7.659234843409385,0.2321382754703143,-2.0957474722002623,2.8,9.236100170605994,-710.6357949092867,-3286.5700257299386,1831.3495597132649,1990.639109870316,-1376.9157004094916,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06547263619791426,0.0,0,0.6127590971837312,197.99884266666666,-63.73821234827764,0.22065140749666823,8.968868673977315,0.0029305503097507768,43.22500437556016,1.2263331524195442,0.5317900303138884,-3367.640562128387,81.07053639844847,0.5436834545663999,1819.4302143969358,11.919345316329142,0.35132927133940134,2241.563236639053,-250.92412676873693
2025-01-01 00:06:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,86.48651619017735,51.666666666666686,46.10666666666668,0.0,51.057598483289645,0.0,0.0,0.0,135.13518154715211,51.081377250591956,51.09326663424311,51.057598483289645,12.43753247303448,18.84967496794101,-0.09476947650344769,7.639282596015094,0.38719238060507294,-2.0454178319835177,2.8,9.236100170605994,-695.3528168238406,-3271.880175166042,1721.0005831511392,1964.3235471358998,-1366.1484245911838,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06531515954871575,0.0,0,0.6112852715522307,197.99884266666666,-59.22251008113922,0.22187342455940864,8.92828928076052,0.0029306996715198676,43.4818692333934,1.2267008912538058,0.5316970167478204,-3353.2262673062064,81.34609214016415,0.5436834545663999,1709.5683316274774,11.4322515236617,0.350703982572841,2214.570869533343,-250.24732239744293
2025-01-01 00:07:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,86.67919952855262,51.666666666666686,46.10666666666668,0.0,51.043211031201864,0.0,0.0,0.0,135.43624926336346,51.06790205465283,51.080247566378326,51.043211031201864,12.43753247303448,18.764361296282754,-0.18008314816170312,7.620551718518706,0.532734149082496,-1.9959587319429262,2.8,9.236100170605994,-680.4955915683672,-3257.961463503677,1617.430188156085,1939.0141155456583,-1355.6928384330392,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06516165437881773,0.0,0,0.6098486150376615,197.99884266666666,-54.820870983810366,0.22307137276145608,8.88889154795284,0.002930849875830642,43.731445197314514,1.2270592905485556,0.5316096821645457,-3339.698647513318,81.73718400964108,0.5436834545663999,1606.4463104940824,10.983877662002612,0.3500884212717101,2188.1184931038097,-249.10437755815127
2025-01-01 00:08:00,0.7365938464751962,0.3753371337734907,0.0,0.012276564107919937,0.006255618896224845,0.0,0.025615912858401597,0.6609779336167946,0.0,0.05,0.0,0.0,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,86.86594777960791,51.666666666666686,46.10666666666668,0.0,51.02879194380945,0.0,0.0,0.0,135.72804340563735,51.054396837320176,51.06719928407554,51.02879194380945,12.43753247303448,18.681229373988835,-0.2632150704556224,7.602966915279268,0.6693740312738807,-1.9472658532249092,2.8,9.236100170605994,-666.19123660895,-3244.8709885186795,1520.2031450744346,1914.5683181736158,-1345.535168155571,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06501196353672097,0.0,0,0.6084476568574745,197.99884266666666,-50.67418630186141,0.2242460228710803,8.850627325774877,0.0029310008981562694,43.97402038954853,1.2274087225309651,0.5315276782070598,-3327.0025322304987,82.13154371181906,0.5436834545663999,1509.6316230925727,10.571521981861876,0.3494813371016838,2162.1468835196365,-247.5785653460208
2025-01-01 00:09:00,1.5317646798085296,0.3753371337734907,0.6815750000000002,0.02552941133014216,0.006255618896224845,0.011359583333333336,0.025615912858401597,0.6609779336167946,0.7951708333333335,0.05,0.0,0.6815750000000002,0.0,0.36075380044015737,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0007314274828588503,0.0,On,0.020863451018817602,0,On,0.05615493380769276,0,On,0.43938055339745485,0.32953541504809103,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,On,13845.039359400804,19.444444444444457,0.7999999999999999,2930.126878376973,19.974994255555558,0.7951708333333335,1,15979.995404444444,15979.995404444444,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,10299.104986666667,Off,0.0,0,87.04700347048271,51.666666666666686,46.10666666666668,0.0,51.01434221002382,0.0,0.0,0.0,136.01094292262923,51.04086252332152,51.054122679970384,51.01434221002382,12.43753247303448,18.600189745468903,-0.34425469897555416,7.586454412888412,0.797682888094555,-1.8992522019525035,2.8,9.236100170605994,13192.627656453482,-302.47399626035576,1428.9124567565327,1890.8645052265094,-1335.6621947963108,-0.0,-0.0,730.0181178484825,0.0,3.0,0.06486593451568544,0.0,0,0.6070809696994705,197.99884266666666,-46.767625999492566,0.2253981415420302,8.81344997298546,0.0029311527149587565,44.20987442273629,1.2277495481625342,0.5314506632359963,-3315.083961181288,82.48308654395956,0.5436834545663999,1418.7197921928685,10.192664563664316,0.34888168690293053,2136.6066662902567,-245.74216106374732
