Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,2.6758702497500986,0.2978250385507718,0.0,2.6758702497500986,0.2978250385507718,0.0,0.011428054795333294,0.08576236441087351,0.3833671740253732,2.1953126565185186,0.0,0.021494074601776037,0.27633096394899576,0.0,1.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.003412116228070175,0.0,0.008015938567263119,0.0,0.014925888760045365,0.0,0.3268167714092393,0.24511257855692942,0.0,0.0,2195.3126565185185,17.77777777777783,0.38333333333333325,0.0,2.1953126565185186,0.0,0.38333333333333336,2195.3126565185185,5726.902582222222,264.31685693339494,0.518709205441046,-73.69096979473716,51.66666666666668,43.496666666666684,1577.3176544436947,0.16666666666666666,3.3137771041056556,0.0,52.45699791308635,0.0,0.0,264.31685693339494,58.073327026836,49.95757631042961,52.651042237538086,21.863524887441365,12.43753247303448,17.499490419097167,-0.04915161169544031,6.675964392618703,2.8,9.236100170605994,1882.0720013618563,-1742.7280910239454,-943.4729464710562,0.0,0.0,643.2931434007388,0.0,5.0,0.049238378262110895,0.0,0.0,0.6875892910411827,329.99807111111113,-13.060852086344715,0.2747886574076505,8.765501286640815,0.00333606584571295,92.84760799705262,1.2320399682356746,0.35332032816373504,-1784.795237779282,42.06714675533666
2025-01-01 01:00:00,2.494362987405347,0.27580112793854755,0.0,2.494362987405347,0.27580112793854755,0.0,0.01117214607822803,0.001,0.38232656117897096,2.0998642801481484,0.0,0.0002506236243534685,0.2755505043141941,0.0,1.0,0.0,0.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.0031562075109649117,0.0,0.008015938567263119,0.0,0.014925888760045365,0.0,0.3268167714092393,0.24511257855692942,0.0,0.0,2099.8642801481483,17.77777777777783,0.3666666666666666,0.0,2.0998642801481484,0.0,0.36666666666666664,2099.8642801481483,5726.902582222222,0.0,0.0,44.25430011506199,51.66666666666668,43.496666666666684,1591.3278263732095,0.0,3.356169345056813,0.0,52.27387479611358,0.0,0.0,0.0,58.00573348674933,49.78560107985147,52.371105656522985,23.384622574682968,12.43753247303448,17.477070020212828,-0.051028173282112795,7.000520574046982,2.5,9.236100170605994,1864.6851303754827,-1538.9279245944458,-933.1421326665828,0.0,0.0,700.9946043696634,0.0,5.0,0.04777440740748344,0.0,0.0,0.6671456712964432,329.99807111111113,-3.0316214757458093,0.2778963532696595,8.79338714470015,0.003369087700886566,111.29465392052745,1.2321701640149085,0.27705280965985174,-1579.3801910694121,40.45226647496633
2025-01-01 02:00:00,2.4933223745589452,0.27502066830374594,0.0,2.4933223745589452,0.27502066830374594,0.0,0.01117214607822803,0.001,0.38128594833256874,2.0998642801481484,0.0,0.0002506236243534685,0.2747700446793925,0.0,1.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0031562075109649117,0.0,0.008015938567263119,0.0,0.014925888760045365,0.0,0.3268167714092393,0.24511257855692942,0.0,0.0,2099.8642801481483,17.77777777777783,0.3666666666666666,0.0,2.0998642801481484,0.0,0.36666666666666664,2099.8642801481483,5726.902582222222,0.0,0.0,44.00989871787665,51.66666666666668,43.496666666666684,1606.7983864636217,0.0,3.4028142216021475,0.0,51.957083813424255,0.0,0.0,0.0,57.67986495716887,49.493338729778834,52.08267621617275,24.656174132120704,12.43753247303448,17.469803728118244,-0.05330106133859947,7.48806047102896,1.6500000000000001,9.236100170605994,1823.2019412831971,-1421.9262196127427,-978.1645098803169,0.0,0.0,699.9539915232612,0.0,5.0,0.04720829156307244,0.0,0.0,0.6592401470723589,329.99807111111113,1.548179492105017,0.28092654723623683,8.830527159260365,0.0034044543682223505,117.4128745055008,1.232174718531905,0.19210525357528413,-1460.3799174746002,38.45369786185736
2025-01-01 03:00:00,6.1191494579752135,0.2742402086689443,0.0,6.1191494579752135,0.2742402086689443,0.0,0.011001540266824521,0.001,0.3802453354861665,5.726902582222222,0.0,0.0002506236243534685,0.2739895850445908,0.0,1.0,0.0,0.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.002985601699561403,0.0,0.008015938567263119,0.0,0.014925888760045365,0.0,0.3268167714092393,0.24511257855692942,0.0,0.0,5726.902582222222,21.111111111111143,0.9999999999999999,0.0,5.726902582222222,0.0,1.0,5726.902582222222,5726.902582222222,0.0,0.0,40.90377619113031,51.66666666666668,43.496666666666684,1689.8989820851252,0.0,3.546688159081572,0.0,51.64846170528158,0.0,0.0,0.0,53.538368254840414,49.20989579995602,51.802297847439235,25.780548250784104,12.43753247303448,19.469174424339737,-1.1043481064308658,7.371530627108741,1.6500000000000001,9.236100170605994,5190.109538952106,-1673.5316684931158,-1206.935016624792,0.0,0.0,698.7427728654554,0.0,5.0,0.05171497334929283,0.0,0.0,0.7221737010135532,329.99807111111113,-28.60079951077947,0.25063190102227395,9.779829082217448,0.0034376677278582925,79.20666641980316,1.2237421182877217,0.2355412197435832,-1717.4980821414676,43.96641364835182
2025-01-01 04:00:00,4.4954864468325155,0.27345974903414266,0.0,4.4954864468325155,0.2734597490341426,0.0,0.011001540266824521,0.001,0.3792047226397643,4.104280183925926,0.0,0.0002506236243534685,0.27320912540978914,0.0,1.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.002985601699561403,0.0,0.008015938567263119,0.0,0.014925888760045365,0.0,0.3268167714092393,0.24511257855692942,0.0,0.0,4104.2801839259255,21.111111111111143,0.7166666666666667,0.0,4.104280183925926,0.0,0.7166666666666667,4104.2801839259255,5726.902582222222,0.0,0.0,38.60776357599214,51.66666666666668,43.496666666666684,1750.3832714342573,0.0,3.6565347361872713,0.0,51.36066712555292,0.0,0.0,0.0,50.47701810132285,48.949531922430815,51.542090175029266,26.801952373088334,12.43753247303448,20.913357286370303,-0.031471596538407455,7.208106003650195,0.55,9.236100170605994,3293.921299363757,-1633.7586916114576,-1502.4531739439958,0.0,0.0,697.7021600190533,0.0,5.0,0.05599974349734119,0.0,0.0,0.7820083700736851,329.99807111111113,-5.607870637225825,0.23005290827889943,10.44363576872063,0.003457462363181278,88.53389535535712,1.2171352712507284,0.21259750790164675,-1684.3102423332116,50.55155072175394
2025-01-01 05:00:00,4.7821727875664335,0.27345974903414266,0.0,4.7821727875664335,0.2734597490341426,0.0,0.01134275188963154,0.001,0.3792047226397643,4.390625313037037,0.0,0.0002506236243534685,0.27320912540978914,0.0,1.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.003326813322368421,0.0,0.008015938567263119,0.0,0.014925888760045365,0.0,0.3268167714092393,0.24511257855692942,0.0,0.0,4390.625313037037,21.111111111111143,0.7666666666666665,0.0,4.390625313037037,0.0,0.7666666666666667,4390.625313037037,5726.902582222222,0.0,0.0,38.504660703520095,51.66666666666668,43.496666666666684,1759.0946344179426,0.0,3.689881314850528,0.0,51.07465631458569,0.0,0.0,0.0,50.33954760469346,48.69448959734982,51.2864528512408,27.70641802444189,12.43753247303448,20.813847152995248,-0.05768383499497703,7.390811269110103,-0.25000000000000006,9.236100170605994,3532.322077643651,-1771.3327855740108,-1571.643231310784,0.0,0.0,698.0433716418603,0.0,5.0,0.05663797790475499,0.0,0.0,0.7909209939090123,329.99807111111113,15.296624275537978,0.23366770170872606,10.433333387683941,0.0034922170274452515,89.15076482744342,1.2169109270342922,0.18769293290325273,-1824.9392629727683,53.606477398757335
2025-01-01 06:00:00,4.062480642514215,0.2903947223858309,0.0,4.062480642514215,0.29039472238583086,0.0,0.021650983789852606,0.001,0.41279135665028777,3.6270383020740744,0.0,0.0002506236243534685,0.29014409876147745,0.0,1.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.003753327850877193,0.0,0.017897655938975413,0.0,0.025932558301651143,0.0,0.3473155101853526,0.26048663263901434,0.0,0.0,3627.038302074074,21.111111111111143,0.6333333333333333,0.0,3.6270383020740744,0.0,0.6333333333333333,3627.038302074074,5726.902582222222,0.0,0.0,36.47652994064341,51.66666666666668,43.496666666666684,1814.6177797350135,0.0,3.9031933811692245,0.0,50.76736426101924,0.34270132783955887,913.1307859901989,0.0,47.63537325419121,47.39502103615004,50.991799152045424,24.60640490720955,12.43753247303448,20.838227532258642,-0.0423942980793857,7.068722475483468,0.3,9.236100170605994,2872.3586333842604,-1926.2431332117142,-1513.2913038358022,0.0,0.0,740.5033258382769,0.0,5.0,0.056064829223681376,0.0,0.0,0.7829172596433804,329.99807111111113,18.108309307712094,0.23451892976211913,10.463794064914904,0.003510364572689015,51.196088080510656,1.2167964911014666,0.22382516286817286,-1985.978180039298,59.73504682758374
2025-01-01 07:00:00,4.6698229796031665,0.3475877162808944,0.0,4.6698229796031665,0.3475877162808944,0.0,0.039065097867824826,0.10985947049826146,0.7984117327926352,3.7224866784444446,0.0,0.027533378665827238,0.3200543376150672,0.0,1.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.3225767680385599,0.0,0.0034974191337719296,0.0,0.035567678734052886,0.0,0.04909584793398569,0.0,0.38511460296400124,0.28883595222300085,0.0,0.0,3722.4866784444444,21.111111111111143,0.65,0.0,3.7224866784444446,0.0,0.65,3722.4866784444444,5726.902582222222,515.298212038865,1.181076272886018,-239.12846125731392,51.66666666666668,43.496666666666684,2014.075373300696,0.25,4.869894813819649,0.0,50.49452300613221,0.3811391450534695,1011.1061922123232,515.298212038865,36.80814421264597,41.53744448253489,50.57104294789474,14.803803123097072,12.43753247303448,20.82463024112927,-0.05171803324635048,6.881646020281322,-0.55,9.236100170605994,3006.7059025655803,-2167.9538754099403,-1620.284476077085,0.0,0.0,883.8282926937842,3.3178428918408382,4.5,0.057485812983386425,0.0,0.0,0.8027605861379185,296.998264,20.675407504436354,0.23581091700528825,10.47554313724981,0.0035267488861969887,39.28421602132926,1.2168409471864388,0.22690953304270034,-2230.2277428794405,62.273867469500225
2025-01-01 08:00:00,5.679092962707907,0.45199648452954216,0.0,5.679092962707906,0.45199648452954216,0.0,0.048292965183430264,0.4572124403798676,1.1647557495890528,4.008831807555556,0.0,0.11458823890749656,0.3374082456220456,0.0,1.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.6451535360771198,0.0,0.0026443900767543858,0.0,0.04564857510667587,0.0,0.06972455268253896,0.0,0.40721253412690356,0.30540940059517757,0.0,0.0,4008.8318075555558,21.111111111111143,0.7,0.0,4.008831807555556,0.0,0.7,4008.8318075555558,5726.902582222222,1798.2871529895963,3.751646694298173,-850.0479490928941,51.66666666666668,43.496666666666684,1885.6475959073393,0.95,4.228704064470164,0.0,50.49825661659906,0.07659507125523844,202.10926654963936,1798.2871529895963,42.75248163936928,44.84292490095665,50.57178190819789,17.126126597383266,12.43753247303448,20.76299078988593,-0.06055965623621719,6.323206293212696,-1.4,9.236100170605994,3176.626784326142,-2402.3824082447304,-1728.913773625263,0.0,0.0,826.8431490096848,247.71303058594916,4.0,0.05900699235462891,0.0,0.0,0.8240030941638977,263.9984568888889,69.8656013861648,0.23713425690954573,10.45767334994628,0.0035315695695404942,2.9153177401534145,1.2176641908134287,0.24186060743080587,-2469.3719666917486,66.9895584470187
2025-01-01 09:00:00,4.14096312589379,0.3162878437138554,0.0,4.14096312589379,0.3162878437138554,0.0,0.034936134629264634,0.001,0.47798868919045145,3.6270383020740744,0.0,0.0002506236243534685,0.3160372200895019,0.0,1.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0021325726425438594,0.0,0.032803561986720776,0.0,0.05660572907111543,0.0,0.3787178334168454,0.2840383750626339,0.0,0.0,3627.038302074074,21.111111111111143,0.6333333333333333,0.0,3.6270383020740744,0.0,0.6333333333333333,3627.038302074074,5726.902582222222,0.0,0.0,36.94760194374564,51.66666666666668,43.496666666666684,1779.6474125579396,0.0,3.7568203556712363,0.0,51.47174375327859,0.07418641174863366,202.10926654963936,0.0,48.26346925832752,48.118416994108344,51.551381195018365,19.327926653611048,12.43753247303448,20.81919728658636,-0.05232672510998982,6.255693575293821,-0.85,9.236100170605994,2823.30849346924,-2178.5476850334394,-1664.8162310376713,0.0,0.0,668.2885145916481,707.3246891300277,2.75,0.05816963124714032,0.0,0.0,0.812309765696039,181.4989391111111,192.7979078411895,0.23713396452166227,10.497888174526919,0.003541949036026627,71.3287265899384,1.2180348298526522,0.2389796584495739,-2243.924211204687,65.37652617124775
