Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,38.539561191449934,51.666666666666686,46.10666666666668,-0.0,51.03858741672909,0.007122093888421217,19.16652952945162,0.0,38.539561191449934,51.08203733080441,51.10376228784208,51.03858741672909,12.43753247303448,17.95614927339278,0.0,-2.803988616290659,-2.221539189575145,2.8,9.236100170605994,-619.0869300844333,80.93855798039107,471.7650337576154,-1017.9154221432875,-0.0,-0.0,443.67640978554033,0.0,2.0,0.05153534269934143,0.0,0,1.333842106371701,131.99922844444444,-44.84791772668616,0.2542422822937393,8.782895619090786,0.0031858182498897577,-29.68946519864915,1.22669352677775,0,0,80.93855798039107,0.08418163220508998,550.898830474721,-79.13379671710554
2025-01-01 00:01:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,38.66422094054671,51.666666666666686,46.10666666666668,-0.0,51.034867559075586,0.007122093888421217,19.164682513569144,0.0,38.66422094054671,51.07717819097835,51.09833350692974,51.034867559075586,12.43753247303448,17.84419118954117,0.0,-2.6734137429892804,-2.1280116846641484,2.8,9.236100170605994,-611.8191936923411,79.31470683744915,459.2843722942142,-1007.5532109517964,-0.0,-0.0,443.67640978554033,0.0,2.0,0.051390340526663546,0.0,0,1.3300891478523116,131.99922844444444,-47.94239252608507,0.256765935169281,8.754029709721587,0.003185534622291156,-29.260384858528827,1.2307504087227032,0,0,79.31470683744915,0.08398507348978194,539.3758374964538,-80.09146520223953
2025-01-01 00:02:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,38.7853773868939,51.666666666666686,46.10666666666668,-0.0,51.03113627507982,0.007122093888421217,19.162829824180424,0.0,38.7853773868939,51.072308709709375,51.09289492702416,51.03113627507982,12.43753247303448,17.735233699776916,0.0,-2.5454273255694613,-2.039131475951625,2.8,9.236100170605994,-604.9839997027865,78.00417545076714,448.02278456623486,-997.5077464359421,-0.0,-0.0,443.67640978554033,0.0,2.0,0.05124914241442905,0.0,0,1.3264346463476389,131.99922844444444,-51.1526630523849,0.2585124379258318,8.702682852777565,0.003185256015157521,-28.842418183006462,1.2312116202637267,0,0,78.00417545076714,0.08379785433933223,528.4671206917589,-80.44433612552398
2025-01-01 00:03:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,38.903190850329764,51.666666666666686,46.10666666666668,-0.0,51.02739388172825,0.007122093888421217,19.160971618678314,0.0,38.903190850329764,51.06742918247073,51.087446832841984,51.02739388172825,12.43753247303448,17.62913931062275,0.0,-2.419855116554426,-1.9542693762542502,2.8,9.236100170605994,-598.5971507136272,76.70172038183274,437.3973015116135,-987.7632930750518,-0.0,-0.0,443.67640978554033,0.0,2.0,0.051111577595309536,0.0,0,1.32287418204322,131.99922844444444,-54.51026742411568,0.2602256527452782,8.652800285396275,0.003184981490631492,-28.434945616848072,1.2316610469850704,0,0,76.70172038183274,0.08361870783985381,518.0896175747743,-80.6923160631608
2025-01-01 00:04:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,39.01781434806023,51.666666666666686,46.10666666666668,-0.0,51.02364068150698,0.007122093888421217,19.159108047255828,0.0,39.01781434806023,51.0625398912227,51.08198949608057,51.02364068150698,12.43753247303448,17.525776791342704,0.0,-2.2965708822730124,-1.8729602518582957,2.8,9.236100170605994,-589.9167517116771,75.44218879253839,427.4582471520434,-978.3049513810827,-0.0,-0.0,443.67640978554033,0.0,2.0,0.050977482750733286,0.0,0,1.3194035279139429,131.99922844444444,-55.28821011613471,0.26190680871078253,8.604314445289658,0.0031847109432204907,-28.037504678910697,1.2320992190334905,0,0,75.44218879253839,0.083446700999016,508.181570098449,-80.72332294640563
2025-01-01 00:05:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,39.12923359577368,51.666666666666686,46.10666666666668,-0.0,51.01987696306222,0.007122093888421217,19.157239253234074,0.0,39.12923359577368,51.05764110502808,51.07652317601103,51.01987696306222,12.43753247303448,17.425158688853042,0.0,-2.175469434995945,-1.7947810203888035,2.8,9.236100170605994,-579.6159584864826,74.22733233440377,418.0994636649213,-969.1311515148236,-0.0,-0.0,443.67640978554033,0.0,2.0,0.05084688061060536,0.0,0,1.316023272257137,131.99922844444444,-54.16121675719927,0.2635548143781954,8.556647243584052,0.0031844442721750085,-27.650124942066842,1.2325260588948814,0,0,74.22733233440377,0.08328098033706682,498.68728960442235,-80.58782593950106
2025-01-01 00:06:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,39.23747154455429,51.666666666666686,46.10666666666668,-0.0,51.01610301632678,0.007122093888421217,19.15536538057301,0.0,39.23747154455429,51.05273309414045,51.07104813304729,51.01610301632678,12.43753247303448,17.327265548173326,0.0,-2.056461832695997,-1.7193714609813968,2.8,9.236100170605994,-569.0909384632855,73.05864646070891,409.2453371891524,-960.2374713816812,-0.0,-0.0,443.67640978554033,0.0,2.0,0.05071975211510923,0.0,0,1.3127329217650154,131.99922844444444,-52.52987686714467,0.26516912051124664,8.510385087087544,0.003184181376661467,-27.272726226247247,1.2329416253472454,0,0,73.05864646070891,0.08312081764430426,489.5595166857602,-80.31417949660772
2025-01-01 00:07:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,39.34262937518527,51.666666666666686,46.10666666666668,-0.0,51.01231912915349,0.007122093888421217,19.153486572199792,0.0,39.34262937518527,51.047816126868625,51.0655646257262,51.01231912915349,12.43753247303448,17.232010676876005,-0.045767100901823454,-1.939471013159975,-1.6464229159197943,2.8,9.236100170605994,-558.8561790435865,71.93583092977636,400.8303318328037,-951.6135032783012,-0.0,-0.0,443.67640978554033,0.0,2.0,0.05059599052590832,0.0,0,1.3095297138269073,131.99922844444444,-50.91908555082563,0.2667503341355948,8.465483936055204,0.003183922156829566,-26.904998083813187,1.2333462635749508,0,0,71.93583092977636,0.08296558769278138,480.75788234349693,-79.92755051069324
2025-01-01 00:08:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,39.44483278904017,51.666666666666686,46.10666666666668,-0.0,51.00852558024223,0.007122093888421217,19.151602966496917,0.0,39.44483278904017,51.0428904629895,51.06007290436314,51.00852558024223,12.43753247303448,17.13928629915466,-0.13849147862316968,-1.8244289021154212,-1.5756714308323416,2.8,9.236100170605994,-548.9927954730009,70.85762345150683,392.7983085565071,-943.247111907219,-0.0,-0.0,443.67640978554033,0.0,2.0,0.05047546124484674,0.0,0,1.3064101647619373,131.99922844444444,-49.4220933513222,0.2682994718524852,8.421888228795343,0.0031836665160520287,-26.546557986598803,1.2337404099104883,0,0,70.85762345150683,0.08281475499453063,472.2479448832965,-79.44963632678933
2025-01-01 00:09:00,0.33462432553132154,0.18722939961941848,0.0,0.005577072092188692,0.0031204899936569746,0.0,0.035247034759804806,0.0,0.2893772907715167,0.0,0.010000000000000002,0.0,0.0,0.0,0.1843127329527518,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00284234283625731,0.0,On,0.016202345961773747,0,On,0.016202345961773747,0.0,On,0.04362698016784758,0,On,0.18495920271750887,0.13871940203813163,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8145.618462222223,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,995.8556355555555,Off,0.0,0.0,39.544206194294205,51.666666666666686,46.10666666666668,-0.0,51.00472263692312,0.007122093888421217,19.149714696201432,0.0,39.544206194294205,51.037956351683604,51.054573209063854,51.00472263692312,12.43753247303448,17.048985739934476,-0.2287920378433519,-1.7112743940522137,-1.506891642513273,2.8,9.236100170605994,-539.4747007065454,69.82219912161759,385.10129234195006,-935.1264505995433,-0.0,-0.0,443.67640978554033,0.0,2.0,0.050358030633636315,0.0,0,1.3033708157326074,131.99922844444444,-48.024659892542445,0.26981759071279837,8.378966288654672,0.0031834143616144136,-26.197027370582735,1.2341244977102144,0,0,69.82219912161759,0.08266786188381031,464.0003440462183,-78.89905170426825
