Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4413973415674997,0.18609324227043222,0.11001791666666667,0.4413973415674997,0.18609324227043222,0.11001791666666669,0.02800491233662272,0.0,0.27503819311976585,0.1283542361111111,0.010000000000000002,0.11001791666666667,0.0,0.0,0.18317657560376555,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.00284234283625731,0.0,0.012581284750182702,0.0,0.012581284750182702,0.0,0.030802758981411736,0.0,0.18344432625219387,0.13758324468914535,0.0,0.0,2202.0060098415124,17.77777777777783,0.25333333333333335,505.7940726399691,3.2243073079629627,0.1283542361111111,0.31666666666666665,2579.4458463703704,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,38.92992475959691,51.66666666666668,46.10666666666668,0.0,50.92534633889582,0.014689318644868759,39.37120223751274,0.0,38.92992475959691,50.92273032119555,50.949478788493394,50.89728986274785,12.43753247303448,17.462211535110693,-0.05887992376988909,0.9007693340732177,-0.48279582634318724,2.8,9.236100170605994,1154.530045205192,515.8194901656029,278.3267137309553,-972.668128609779,0.0,0.0,422.2012310631795,0.0,2.0,0.05089465614531594,0.0,0.0,1.317259802694572,131.99922844444444,-56.60786512141832,0.26246809547578676,8.566162539459146,0.003178165432566842,-26.792662426868766,1.2323153116338332,0.0,0.0,50.462652079465634,0.08042762932458249,346.13100599004264,-67.8042922590873
2025-01-01 01:00:00,0.4402370504788473,0.18392545711038866,0.13317958333333335,0.4402370504788473,0.18392545711038866,0.13317958333333335,0.01855422461415389,0.0,0.2563066453091379,0.15537618055555555,0.010000000000000002,0.13317958333333335,0.0,0.0,0.18100879044372198,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.05927133018900624,0.044453497641754665,0.0,0.0,0.002629167123538011,0.0,0.007962528745307939,0.0,0.007962528745307939,0.0,0.014961591384175148,0.0,0.18207372373595648,0.13655529280196735,0.0,0.0,2665.5862224397256,17.77777777777783,0.3066666666666667,612.2770353010152,3.9031088464814814,0.15537618055555555,0.38333333333333336,3122.487077185185,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,38.266039538454024,51.66666666666668,46.10666666666668,0.0,50.665343166420236,0.03249685974347634,86.57449656300136,0.0,38.266039538454024,50.399190830683374,50.665343166420236,50.26611466281496,12.43753247303448,17.51704956586946,-0.04427169559561506,2.5686896078295134,1.218071215516525,2.5,9.236100170605994,1559.483087163649,-1246.8452151079948,51.44167454589519,-908.3604212859515,0.0,0.0,394.1149377062193,0.0,2.0,0.046452820684450294,0.0,0.0,1.2022958409364746,131.99922844444444,-58.740407208399155,0.260525105390013,8.57746794140068,0.003165375501836804,-11.324589729800458,1.232151998389377,0.0,0.0,44.01475122584091,0.05863137907949688,108.52076153734492,-57.07908699144975
2025-01-01 02:00:00,0.42112907560676227,0.18229869925938622,0.1273891666666667,0.42112907560676227,0.1822986992593862,0.1273891666666667,0.014606941671788871,0.0,0.24790143949052895,0.14862069444444445,0.010000000000000002,0.1273891666666667,0.0,0.0,0.17938203259271954,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.002629167123538011,0.0,0.005988887274125431,0.0,0.005988887274125431,0.0,0.008725396033569515,0.0,0.18142449096510718,0.13606836822383037,0.0,0.0,2549.691169290172,17.77777777777783,0.29333333333333333,585.6562946357536,3.7334084618518517,0.14862069444444445,0.36666666666666664,2986.7267694814814,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,37.401144957122774,51.66666666666668,46.10666666666668,0.0,50.35554048979182,0.053986473488382605,142.82595569671855,0.0,37.401144957122774,49.5436932468516,50.35554048979182,49.137769625381495,12.43753247303448,17.422722805513754,-0.06850748808947156,1.7193635419160138,1.3153244521096188,1.6500000000000001,9.236100170605994,1496.576390395114,-1563.0763824701287,-39.99258381346355,-871.6809018549905,0.0,0.0,381.8078952392048,0.0,2.0,0.04220789564449757,0.0,0.0,1.092428331376809,131.99922844444444,-53.30353842123843,0.26210275241582465,8.533532612067903,0.0031656061644212813,8.246024610617793,1.2325518458910474,0.0,0.0,50.22574404411471,0.03531678797550542,18.595351733446986,-58.587935546910536
2025-01-01 03:00:00,0.3890638774728435,0.166713436835124,0.12159875,0.3890638774728435,0.16671343683512396,0.12159875000000002,0.01320887086649623,0.0,0.22398979827301393,0.14186520833333335,0.010000000000000002,0.12159875,0.0,0.0,0.1637967701684573,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.05623177479469822,0.042173831096023656,0.0,0.0,0.002487049981725146,0.0,0.005360910442385542,0.0,0.005360910442385542,0.0,0.0055941047150707785,0.0,0.16216391876324493,0.12162293907243366,0.0,0.0,2433.7961161406192,17.77777777777783,0.28,559.0355539704922,3.5637080772222225,0.14186520833333335,0.35,2850.9664617777776,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,36.74699514078949,51.66666666666668,46.10666666666668,0.0,50.09996594955537,0.0,0.0,0.0,36.74699514078949,49.05374216569465,50.09996594955537,48.530630273764295,12.43753247303448,17.5094571879987,-0.05339423403904237,1.647403398618187,1.1199092958161758,1.6500000000000001,9.236100170605994,1325.2305463179086,-912.8342807992981,7.364570552077491,-926.0177063011002,0.0,0.0,357.84642327052745,0.0,2.0,0.044668511084841274,0.0,0.0,1.156114188693534,131.99922844444444,-53.6350635640138,0.2609145536442436,8.577484821563807,0.0031684973663302775,-14.8460520004209,1.2321820483622121,0.0,0.0,48.50199866447714,0.04504440124606708,70.57209938908939,-63.2075288370119
2025-01-01 04:00:00,0.40781055810902284,0.16557360356225848,0.13897,0.40781055810902284,0.16557360356225848,0.13897000000000004,0.01320887086649623,0.0,0.22247002057585993,0.16213166666666667,0.010000000000000002,0.13897,0.0,0.0,0.1626569368955918,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.002487049981725146,0.0,0.005360910442385542,0.0,0.005360910442385542,0.0,0.0055941047150707785,0.0,0.16216391876324493,0.12162293907243366,0.0,0.0,2781.481275589279,17.77777777777783,0.32000000000000006,638.8977759662768,4.072809231111111,0.16213166666666667,0.4,3258.2473848888894,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,36.583476534099574,51.66666666666668,46.10666666666668,0.0,49.89133239155423,0.0,0.0,0.0,36.583476534099574,48.86850867713881,49.89133239155423,48.3570968199311,12.43753247303448,17.46390004308872,-0.062070106860968366,0.660760414783353,1.1334161192951944,0.55,9.236100170605994,1516.8843969895195,-2589.290505696219,-62.670178852241186,-1015.2015357100578,0.0,0.0,356.32664557337347,0.0,2.0,0.04575518355274391,0.0,0.0,1.1842395375823445,131.99922844444444,-49.425733345219335,0.260466063650586,8.537207955934893,0.0031553438939044293,5.477335416014573,1.231806710524322,0.0,0.0,58.46117995797054,0.04376023395334116,-1.0719728339077903,-61.59820601833339
2025-01-01 05:00:00,0.49591611183709294,0.16557360356225848,0.2142454166666667,0.49591611183709294,0.16557360356225848,0.21424541666666672,0.01349310515012196,0.0,0.22247002057585993,0.2499529861111111,0.010000000000000002,0.2142454166666667,0.0,0.0,0.1626569368955918,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.002771284265350877,0.0,0.005360910442385542,0.0,0.005360910442385542,0.0,0.0055941047150707785,0.0,0.16216391876324493,0.12162293907243366,0.0,0.0,4288.116966533472,19.444444444444457,0.49333333333333335,984.9674046146766,6.278914231296296,0.2499529861111111,0.6166666666666667,5023.131385037037,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,34.56403808962833,51.66666666666668,46.10666666666668,0.0,49.68847673652439,0.0,0.0,0.0,34.56403808962833,48.688453225765755,49.68847673652439,48.188441470386444,12.43753247303448,19.018646041398355,-0.1266765923566429,-0.3436888607515429,0.1349257087493806,-0.25000000000000006,9.236100170605994,2513.7956491483387,-1178.4653521891005,-72.76766867755944,-1208.1920539397684,0.0,0.0,356.6108798569992,0.0,2.0,0.047636871938637776,0.0,0.0,1.2329415558228851,131.99922844444444,-65.1167499956699,0.23734134151724076,9.27107890629593,0.003171161327667729,7.805539077108316,1.2246265886836114,0.0,0.0,61.09886243305136,0.03423254391625159,-1.4110443370061787,-71.35662434055327
2025-01-01 06:00:00,0.43175609897482203,0.1678532701079895,0.15634125000000001,0.43175609897482203,0.1678532701079895,0.15634125000000001,0.013848398004654126,0.0,0.22550957597016794,0.18239812500000002,0.010000000000000002,0.15634125000000001,0.0,0.0,0.16493660344132283,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.0031265771198830407,0.0,0.005360910442385542,0.0,0.005360910442385542,0.0,0.0055941047150707785,0.0,0.16216391876324493,0.12162293907243366,0.0,0.0,3129.1664350379383,19.444444444444457,0.36000000000000004,718.7599979620613,4.5819103850000005,0.18239812500000002,0.45,3665.5283080000004,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,34.168141562944335,51.66666666666668,46.10666666666668,0.0,49.49303351050778,0.0,0.0,0.0,34.168141562944335,48.515104820803764,49.49303351050778,48.026140475951756,12.43753247303448,19.184743392035838,-0.05075375347187408,0.37825494607228566,-0.065576869778091,0.3,9.236100170605994,1613.7424758716943,-1786.3903401012071,-43.57390316315024,-1191.46321373219,0.0,0.0,360.0057281058394,0.0,2.0,0.04800933622977726,0.0,0.0,1.2425817081653296,131.99922844444444,-58.13318653230611,0.23406583075737022,9.3353927059252,0.0031605592106881573,-22.09743808263382,1.2239371808756156,0.0,0.0,57.40675816319408,0.04142017205413768,21.66619403101688,-65.24009719416712
2025-01-01 07:00:00,0.4683599092119664,0.1701329366537205,0.18529333333333337,0.46835990921196635,0.1701329366537205,0.18529333333333337,0.013635222291934828,0.0,0.22854913136447597,0.21617555555555557,0.010000000000000002,0.18529333333333337,0.0,0.0,0.16721626998705383,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.0029134014071637428,0.0,0.005360910442385542,0.0,0.005360910442385542,0.0,0.0055941047150707785,0.0,0.16216391876324493,0.12162293907243366,0.0,0.0,3708.641700785705,19.444444444444457,0.4266666666666667,851.8637012883689,5.430412308148148,0.21617555555555557,0.5333333333333333,4344.329846518519,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,33.975442633521375,51.66666666666668,46.10666666666668,0.0,49.29895478242768,0.0,0.0,0.0,33.975442633521375,48.34283469867877,49.29895478242768,47.86477465680432,12.43753247303448,19.17728782242113,-0.05382444645460479,-0.4538042606453221,-0.285455037232997,-0.55,9.236100170605994,1997.2315507991227,-2124.2647705379322,-84.74708834792177,-1281.1289226974432,0.0,0.0,362.83210778742813,2.6803447810777596,2.0,0.049236378612821846,0.0,0.0,1.27434012309149,131.99922844444444,-51.38499491942657,0.23367771112047792,9.324360409454426,0.0031538090283822436,4.194602794738374,1.2239733888367732,0.0,0.0,63.3812205336085,0.041744452622372585,-17.201088295846596,-67.54600005207519
2025-01-01 08:00:00,0.469169101200056,0.17127276992658602,0.18529333333333337,0.46916910120005595,0.17127276992658602,0.18529333333333337,0.0129246365828705,0.0,0.23006890906162997,0.21617555555555557,0.010000000000000002,0.18529333333333337,0.0,0.0,0.16835610325991934,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.002202815698099415,0.0,0.005360910442385542,0.0,0.005360910442385542,0.0,0.0055941047150707785,0.0,0.16216391876324493,0.12162293907243366,0.0,0.0,3708.641700785705,19.444444444444457,0.4266666666666667,851.8637012883689,5.430412308148148,0.21617555555555557,0.5333333333333333,4344.329846518519,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,33.86080551604219,51.66666666666668,46.10666666666668,0.0,49.10607463758709,0.0,0.0,0.0,33.86080551604219,48.17149079150643,49.10607463758709,47.704198868466094,12.43753247303448,19.10367690896546,-0.07087219533974813,-1.3147836932673374,-0.803828512433657,-1.4,9.236100170605994,1941.5143657427222,-2122.8318130230264,-103.25535849973124,-1379.9116722935682,0.0,0.0,363.6412997755178,191.867310612198,2.0,0.050901864291259306,0.0,0.0,1.3174463645386298,131.99922844444444,-9.128622367791483,0.23585169355569643,9.309623412697825,0.003167192042565307,46.24763744684823,1.2248468129029626,0.0,0.0,68.46649440620257,0.04580262086053764,-36.32849503783485,-66.92686346189639
2025-01-01 09:00:00,0.4724095701732424,0.18604281546340737,0.13897,0.47240957017324237,0.18604281546340737,0.13897000000000004,0.03798163935972505,0.0,0.26229626414685064,0.16213166666666667,0.010000000000000002,0.13897,0.0,0.0,0.1831261487967407,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.0017764642726608186,0.0,0.018102587543532115,0.0,0.018102587543532115,0.0,0.018128065751196343,0.0,0.18185731281234005,0.13639298460925497,0.0,0.0,2781.481275589279,19.444444444444457,0.32000000000000006,638.8977759662768,4.072809231111111,0.16213166666666667,0.4,3258.2473848888894,8145.618462222223,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,995.8556355555555,0.0,0.0,33.55112051938391,51.66666666666668,46.10666666666668,0.0,48.905424346261086,0.04036539661978403,102.3479017818011,0.0,33.55112051938391,47.94085910864765,48.905424346261086,47.458576489840944,12.43753247303448,19.13614051734595,-0.05887817260309784,-0.9780356814663332,-0.38806041542808056,-0.85,9.236100170605994,1387.592245496971,-1285.5978338409327,-73.06109077580028,-1323.9751102471917,0.0,0.0,419.5471200541563,551.8348217163176,2.0,0.05015011096242699,0.0,0.0,1.2979894211851815,131.99922844444444,66.83521521858304,0.2384389997878675,9.373410677391222,0.003206947327962272,93.55590028981254,1.2252960293833082,0.0,0.0,63.725248947796395,0.04592640566407966,-30.771712400841288,-42.289378374959
