Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.8660550406365233,0.21836944171426498,0.34978750000000003,0.014434250677275388,0.0036394906952377497,0.005829791666666667,0.11204545964361114,0.2959241643262454,0.40808541666666676,0.05,0.0,0.34978750000000003,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,On,7008.027699005643,19.222222222222257,0.8,1601.0666198832457,10.251261127777777,0.40808541666666676,1,8201.008902222222,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,44.16518240881744,51.666666666666686,46.10666666666668,0.0,50.59861754714273,0.0,0.0,0.0,69.00809751377724,48.509534265078436,50.59861754714273,47.464992624046296,12.43753247303448,19.386128376452188,0.0,-2.6526915573448764,2.8,9.236100170605994,5284.535495841256,3081.932993363619,-769.2114515893396,-0.0,-0.0,591.3295461225553,0.0,3.0,0.03558631893695944,0.0,0.0,0.9210481219812613,197.99884266666666,-144.00475789647413,0.24183603373561785,9.584500206607942,0.003314753019788603,49.559127028817336,1.2206023251474294,0,0,79.26083367924414
2025-01-01 00:01:00,0.4579696239698565,0.21836944171426498,0.0,0.0076328270661642755,0.0036394906952377497,0.0,0.11204545964361114,0.2959241643262454,0.0,0.05,0.0,0.0,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,43.962352505496405,51.666666666666686,46.10666666666668,0.0,50.58809602304616,0.0,0.0,0.0,68.69117578983813,48.50035927822712,50.58809602304616,47.45649090581761,12.43753247303448,19.510952931806184,0.0,-2.3736201582982446,2.8,9.236100170605994,-334.75408207225655,76.09205009994547,-777.327074644491,-0.0,-0.0,591.3295461225553,0.0,3.0,0.03569315407959586,0.0,0.0,0.923813238195197,197.99884266666666,-148.75655355032083,0.24070073389411328,9.665251446535802,0.003315228827681122,49.17934789830242,1.2236453846624125,0,0,76.09205009994547
2025-01-01 00:02:00,0.4579696239698565,0.21836944171426498,0.0,0.0076328270661642755,0.0036394906952377497,0.0,0.11204545964361114,0.2959241643262454,0.0,0.05,0.0,0.0,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,44.19135371002116,51.666666666666686,46.10666666666668,0.0,50.57761969429917,0.0,0.0,0.0,69.04899017190806,48.49122642777364,50.57761969429917,47.44802979451087,12.43753247303448,19.350443861844223,0.0,-2.251161334096944,2.8,9.236100170605994,-323.3137487991279,75.00463414297195,-766.8974509733074,-0.0,-0.0,591.3295461225553,0.0,3.0,0.035555762519594296,0.0,0.0,0.9202572581979491,197.99884266666666,-147.7458439483758,0.2431508835480404,9.593272171514828,0.0033156998151757616,49.545288717571246,1.2243165102690203,0,0,75.00463414297195
2025-01-01 00:03:00,0.4579696239698565,0.21836944171426498,0.0,0.0076328270661642755,0.0036394906952377497,0.0,0.11204545964361114,0.2959241643262454,0.0,0.05,0.0,0.0,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,44.41364460534658,51.666666666666686,46.10666666666668,0.0,50.567093423700356,0.0,0.0,0.0,69.39631969585403,48.482046004029925,50.567093423700356,47.43952229419472,12.43753247303448,19.194321658934754,0.0,-2.130835204235397,2.8,9.236100170605994,-312.89376377184885,73.79045627694977,-756.8053275853489,-0.0,-0.0,591.3295461225553,0.0,3.0,0.035421999857899795,0.0,0.0,0.9167952016541637,197.99884266666666,-147.41798230905522,0.24556210066482692,9.522805469822021,0.003316174047163174,49.90019307582421,1.2249699884849665,0,0,73.79045627694977
2025-01-01 00:04:00,0.4579696239698565,0.21836944171426498,0.0,0.0076328270661642755,0.0036394906952377497,0.0,0.11204545964361114,0.2959241643262454,0.0,0.05,0.0,0.0,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,44.62956464990706,51.666666666666686,46.10666666666668,0.0,50.556518690485,0.0,0.0,0.0,69.73369476547978,48.47281940101263,50.556518690485,47.43096975627644,12.43753247303448,19.042363388345418,0.0,-2.012569874579495,2.8,9.236100170605994,-301.84357793736444,72.6391723373546,-747.0321379794145,-0.0,-0.0,591.3295461225553,0.0,3.0,0.035291686391329985,0.0,0.0,0.9134224174708483,197.99884266666666,-146.1409860805052,0.2479359397329109,9.454377150120063,0.0033166514213857474,50.24460925411186,1.2256066967683727,0,0,72.6391723373546
2025-01-01 00:05:00,0.4579696239698565,0.21836944171426498,0.0,0.0076328270661642755,0.0036394906952377497,0.0,0.11204545964361114,0.2959241643262454,0.0,0.05,0.0,0.0,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,44.83931001567075,51.666666666666686,46.10666666666668,0.0,50.54589689907053,0.0,0.0,0.0,70.06142189948554,48.4635479422184,50.54589689907053,47.42237346379234,12.43753247303448,18.894440735694378,0.0,-1.8962931580954439,2.8,9.236100170605994,-290.14283062162417,71.53338497096898,-737.5657434399919,-0.0,-0.0,591.3295461225553,0.0,3.0,0.03516472258233074,0.0,0.0,0.9101363294085933,197.99884266666666,-143.9066333041875,0.2502726344461939,9.387307934581507,0.0033171318407836754,50.57884059307822,1.2262271205413933,0,0,71.53338497096898
2025-01-01 00:06:00,0.4579696239698565,0.21836944171426498,0.0,0.0076328270661642755,0.0036394906952377497,0.0,0.11204545964361114,0.2959241643262454,0.0,0.05,0.0,0.0,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,45.04306270261933,51.666666666666686,46.10666666666668,0.0,50.53522941062537,0.0,0.0,0.0,70.3797854728427,48.454232910390665,50.53522941062537,47.41373466027332,12.43753247303448,18.75043471122685,0.0,-1.7819409739084788,2.8,9.236100170605994,-278.5115006963681,70.47233861859294,-728.3948515823123,-0.0,-0.0,591.3295461225553,0.0,3.0,0.035041016154224315,0.0,0.0,0.9069345491546066,197.99884266666666,-141.44619523661106,0.252572365507483,9.322167892576415,0.0033176152112808907,50.90316814593631,1.2268317094872674,0,0,70.47233861859294
2025-01-01 00:07:00,0.4579696239698565,0.21836944171426498,0.0,0.0076328270661642755,0.0036394906952377497,0.0,0.11204545964361114,0.2959241643262454,0.0,0.05,0.0,0.0,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,45.24104762097509,51.666666666666686,46.10666666666668,0.0,50.524517546192094,0.0,0.0,0.0,70.68913690777357,48.444875550463706,50.524517546192094,47.40505455259951,12.43753247303448,18.610197930191546,-0.11202429203071063,-1.6694549876743852,2.8,9.236100170605994,-267.2362079274603,69.45363595758919,-719.5066080739059,-0.0,-0.0,591.3295461225553,0.0,3.0,0.03492044971594186,0.0,0.0,0.9038140383832973,197.99884266666666,-139.0591459761097,0.2548358540628938,9.258884615693173,0.0033181014415679835,51.21794974352637,1.2274210359184192,0,0,69.45363595758919
2025-01-01 00:08:00,0.4579696239698565,0.21836944171426498,0.0,0.0076328270661642755,0.0036394906952377497,0.0,0.11204545964361114,0.2959241643262454,0.0,0.05,0.0,0.0,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,45.43349890023166,51.666666666666686,46.10666666666668,0.0,50.51376257723482,0.0,0.0,0.0,70.98984203161197,48.43547706064836,50.51376257723482,47.39633430235513,12.43753247303448,18.473576868339386,-0.24864535388287123,-1.558781637035038,2.8,9.236100170605994,-256.36127615155146,68.47489215607398,-710.8880305392654,-0.0,-0.0,591.3295461225553,0.0,3.0,0.0348028998557606,0.0,0.0,0.9007716029420002,197.99884266666666,-136.8027917348413,0.25706402446723087,9.196777246275222,0.003318590443769529,51.523561680470955,1.2279957015041398,0,0,68.47489215607398
2025-01-01 00:09:00,0.8660550406365233,0.21836944171426498,0.34978750000000003,0.014434250677275388,0.0036394906952377497,0.005829791666666667,0.11204545964361114,0.2959241643262454,0.40808541666666676,0.05,0.0,0.34978750000000003,0.0,0.20378610838093164,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.017054057017543856,0.0,On,0.04749570131303364,0,On,0.04749570131303364,0.0,On,0.024209353151669815,0,On,0.2091274359138273,0.15684557693537043,On,0,0,Off,On,7008.027699005643,19.222222222222257,0.8,1601.0666198832457,10.251261127777777,0.40808541666666676,1,8201.008902222222,8201.008902222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,6380.4511600000005,Off,0.0,0,45.620641754208975,51.666666666666686,46.10666666666668,0.0,50.50296572360921,0.0,0.0,0.0,71.28225274095152,48.42603859051684,50.50296572360921,47.387575023970655,12.43753247303448,18.34042384471733,-0.3817983775049285,-1.449871357005874,2.8,9.236100170605994,5360.557262482796,3070.2058806850573,-702.5267578997381,-0.0,-0.0,591.3295461225553,0.0,3.0,0.0346882474808541,0.0,0.0,0.8978041604600904,197.99884266666666,-134.66768494453555,0.2592578124196107,9.13578496297659,0.003319082133590051,51.8203670995,1.228556286743921,0,0,67.5337210006822
