Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.289543765577389,0.1384315779788752,0.036219791666666674,0.289543765577389,0.1384315779788752,0.03621979166666667,0.010399534718901263,0.18688780724737664,0.042256423611111114,0.05,0.0,0.036219791666666674,0.0,0.12384824464554187,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.003122880116959065,0.0,0.007276654601942199,0.0,0.005319429054879543,0.0,0.12548859871206683,0.09411644903405009,0.01643738533177454,0.0,702.9510749801861,17.77777777777783,0.14666666666666667,188.50331566796206,1.0614974587962964,0.042256423611111114,0.18333333333333332,849.1979670370371,4631.9889111111115,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,0.0,0.0,91.73031813674227,51.66666666666668,46.10666666666668,0.0,51.58076345150438,0.0,0.0,0.0,143.32862208865978,51.61350804988629,51.62988034907725,51.58076345150438,12.43753247303448,17.425042547711264,-0.05258776188407446,5.694180240392529,-1.0658980700906027,2.8,9.236100170605994,-221.05958861523513,-816.3090553447529,574.383591869436,-1228.3098350899916,0.0,0.0,304.06498316910313,0.0,2.0,0.06443570473420654,0.0,0.0,1.1742963841097902,131.99922844444444,0.2341883254671244,0.2481279695025836,8.338215491577346,0.0029967529973162496,-26.26145553637358,1.2326074087874574,0.26835238822815255,-1012.3465681535479,7.534197140832883,0.13501082197742473,682.6375308441903,-108.25393897475425
2025-01-01 01:00:00,0.33057491332601174,0.1376882830885879,0.07243958333333335,0.33057491332601174,0.1376882830885879,0.07243958333333333,0.010165318710129333,0.18589674739366022,0.08451284722222223,0.05,0.0,0.07243958333333335,0.0,0.12310494975525456,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.002888664108187135,0.0,0.007276654601942199,0.0,0.005319429054879543,0.0,0.12548859871206683,0.09411644903405009,0.01643738533177454,0.0,1405.9021499603723,17.77777777777783,0.29333333333333333,377.0066313359241,2.122994917592593,0.08451284722222223,0.36666666666666664,1698.3959340740741,4631.9889111111115,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,0.0,0.0,88.58609430594146,51.66666666666668,46.10666666666668,0.0,50.45490770532453,0.0,0.0,0.0,138.4157723530335,50.48872811081507,50.50563831356035,50.45490770532453,12.43753247303448,17.472068097900195,-0.059284167270947916,6.14197464189923,0.3669311196938422,2.5,9.236100170605994,528.8146654022149,-576.9409506303979,213.08543999213762,-1172.9704407880454,0.0,0.0,302.8397073066148,0.0,2.0,0.06012341643594067,0.0,0.0,1.0957078969227427,131.99922844444444,-6.956751076726792,0.2466743400850904,8.350237759342734,0.002987728700372527,-13.05687707672221,1.2324747371085507,0.20936750104228155,-960.9535817097837,7.005999743461708,0.10130842707089859,298.78536726473504,-85.69992727259744
2025-01-01 02:00:00,0.3257423604167398,0.13694498819830062,0.06914687500000001,0.32574236041673976,0.13694498819830062,0.06914687500000001,0.010165318710129333,0.18490568753994382,0.08067135416666667,0.05,0.0,0.06914687500000001,0.0,0.12236165486496726,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.002888664108187135,0.0,0.007276654601942199,0.0,0.005319429054879543,0.0,0.12548859871206683,0.09411644903405009,0.01643738533177454,0.0,1341.9975067803555,17.77777777777783,0.28,359.86996627520034,2.026495148611111,0.08067135416666667,0.35,1621.196118888889,4631.9889111111115,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,0.0,0.0,85.92575562153091,51.66666666666668,46.10666666666668,0.0,49.36655572842839,0.0,0.0,0.0,134.25899315864206,49.40137490480259,49.4187844929897,49.36655572842839,12.43753247303448,17.376180901990843,-0.06936537591685503,6.553226851569883,0.6981623473873864,1.6500000000000001,9.236100170605994,478.25505148228063,-546.2347509687758,-0.3523832794502291,-1158.8912012362623,0.0,0.0,301.8486474528984,0.0,2.0,0.056276100073959626,0.0,0.0,1.025593203352822,131.99922844444444,-6.699901514710674,0.24808442840521389,8.303921276905529,0.002986792937271198,6.553249893449849,1.2328818979228668,0.14297870421648126,-911.7980846728079,5.693367428831825,0.062271582920961036,85.55003766627341,-85.90242094572363
2025-01-01 03:00:00,0.31086681972332253,0.13620169330801332,0.05268333333333334,0.31086681972332253,0.13620169330801332,0.05268333333333334,0.01000917470428138,0.18939375613015227,0.06146388888888889,0.05,0.0,0.05268333333333334,0.0,0.12161835997467997,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.002732520102339182,0.0,0.007276654601942199,0.0,0.005319429054879543,0.0,0.12548859871206683,0.09411644903405009,0.021916513775699385,0.0,1022.4742908802707,17.77777777777783,0.21333333333333335,274.1866409715812,1.5439963037037039,0.06146388888888889,0.26666666666666666,1235.197042962963,4631.9889111111115,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,0.0,0.0,82.8888252976985,51.66666666666668,46.10666666666668,0.0,48.31884196412993,0.0,0.0,0.0,129.5137895276539,48.35032958040086,48.36607338853633,48.31884196412993,12.43753247303448,17.457086540977414,-0.0573847856075299,6.516413302116754,0.5902947262862188,1.6500000000000001,9.236100170605994,98.18335006040896,-810.8961376165083,30.392873088918368,-1215.0074853475746,0.0,0.0,300.70144359333403,0.0,2.0,0.05877260294183823,0.0,0.0,1.0710902504133357,131.99922844444444,-9.984899065620981,0.2469455237470996,8.343722202694805,0.0029882174788357693,-19.43137667619064,1.2325378863381233,0.17716204436829713,-1093.53085232938,8.448073741290434,0.07674446596231692,123.1998689704148,-92.80699588149643
2025-01-01 04:00:00,0.36252421808975,0.13545839841772603,0.079025,0.36252421808974994,0.13545839841772603,0.07902500000000001,0.01000917470428138,0.21031921005213527,0.09219583333333332,0.05,0.0,0.079025,0.0,0.12087506508439268,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.002732520102339182,0.0,0.007276654601942199,0.0,0.005319429054879543,0.0,0.12548859871206683,0.09411644903405009,0.04383302755139877,0.0,1533.711436320406,17.77777777777783,0.32000000000000006,411.27996145737177,2.315994455555556,0.09219583333333332,0.4,1852.7955644444446,4631.9889111111115,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,0.0,0.0,80.04187625218057,51.66666666666668,46.10666666666668,0.0,47.30377617405053,0.0,0.0,0.0,125.06543164403212,47.33381113792296,47.34882861985918,47.30377617405053,12.43753247303448,17.501657078926467,-0.03746757793727736,6.337395489000973,0.6930578167021605,0.55,9.236100170605994,470.3072392447931,-651.5099865741244,-56.83844478169075,-1351.4987773875482,0.0,0.0,299.71038373961767,0.0,2.0,0.06065797633594723,0.0,0.0,1.1054498832990405,131.99922844444444,-11.615803427682282,0.24518759886983704,8.34769901267333,0.002976748103226999,7.853155785784353,1.2317789175716622,0.15876321532079352,-1071.7891535795304,8.999205548034235,0.07538137877690486,34.87654249549997,-91.71498727719072
2025-01-01 05:00:00,0.5394841552089199,0.13545839841772603,0.23627690426507714,0.5394841552089199,0.13545839841772603,0.23627690426507714,0.010321462715977288,0.2486731091596092,0.23048958333333333,0.05,0.03871440426507711,0.19756250000000003,0.0,0.12087506508439268,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0030448081140350886,0.0,0.007276654601942199,0.0,0.005319429054879543,0.0,0.12548859871206683,0.09411644903405009,0.0821869266588727,0.0,3834.278590801015,21.111111111111143,0.8,1028.1999036434295,5.78998613888889,0.23048958333333333,1.0,4631.9889111111115,4631.9889111111115,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,879.2133333333333,0.0,77.10180200758981,51.66666666666668,46.10666666666668,0.0,47.39073754736019,0.0,0.0,879.2133333333333,120.47156563685907,47.414465168277,47.426328978735405,47.39073754736019,12.43753247303448,18.73493985190489,-1.8206157036506976,7.001079177899337,0.008152911109144501,-0.25000000000000006,9.236100170605994,2521.1557140074597,-285.38546754081824,-109.7045193426884,-1579.06084083387,0.0,0.0,300.02267175131357,0.0,2.0,0.0631899071027813,0.0,0.0,1.1515925794420252,131.99922844444444,-34.08470771099861,0.22815960227525667,8.93531235241948,0.002991649614257154,11.021868088362597,1.2259548921001813,0.1415759558516054,-1313.3083571105603,-0.27701407368730924,0.05923889866451018,-0.25620456219468885,-109.44831478049372
2025-01-01 06:00:00,0.6021270478141457,0.13694498819830062,0.19756250000000003,0.6021270478141458,0.13694498819830062,0.19756250000000003,0.01071182273059717,0.31092564175021536,0.23048958333333333,0.05,0.0,0.19756250000000003,0.0,0.12236165486496726,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0034351681286549714,0.0,0.007276654601942199,0.0,0.005319429054879543,0.0,0.12548859871206683,0.09411644903405009,0.142457339542046,0.0,3834.278590801015,21.111111111111143,0.8,1028.1999036434295,5.78998613888889,0.23048958333333333,1.0,4631.9889111111115,4631.9889111111115,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,0.0,0.0,85.69540717602841,51.66666666666668,46.10666666666668,0.0,52.31593276327469,0.0,0.0,0.0,133.8990737125444,52.35088676340326,52.36836376346754,52.31593276327469,12.43753247303448,20.41153850884076,-0.24406768587791702,7.029776342988899,-0.2954705063446083,0.3,9.236100170605994,2338.6396741240505,-480.89723650869075,-42.48726317668104,-1755.310454608921,0.0,0.0,302.39515147336624,0.0,2.0,0.06640492702471293,0.0,0.0,1.2101841054405147,131.99922844444444,-42.72361354140984,0.204646435549209,9.691277154524267,0.002981045404468931,-33.58599964633384,1.2189539955874729,0.1713619144807049,-1511.5312836508447,2.434143498724381,0.06768801724263898,55.57798458906916,-98.0652477657502
2025-01-01 07:00:00,0.7841553334734992,0.16330042616669804,0.16463541666666667,0.7841553334734992,0.16330042616669804,0.16463541666666667,0.04714869872694774,0.4949319819687735,0.19207465277777777,0.05,0.0,0.16463541666666667,0.0,0.1487170928333647,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.030051032731558437,0.0,0.003200952119883042,0.0,0.0439477466070647,0.0,0.025509840593368874,0.0,0.15864706296249728,0.11898529722187294,0.24108165153269326,0.0,3195.2321590008455,21.111111111111143,0.6666666666666666,856.8332530361912,4.824988449074074,0.19207465277777777,0.8333333333333334,3859.9907592592594,4631.9889111111115,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,0.0,0.0,78.40300857762189,51.66666666666668,46.10666666666668,0.0,51.09315642817201,0.1344622216981765,361.4511394303452,0.0,122.5047009025342,50.086808857873585,51.093260837486646,49.58353066340974,12.43753247303448,20.873380890713978,-0.04146379655654891,6.695675946433444,-0.5548278163128237,-0.55,9.236100170605994,1633.7226274982427,-793.7697142510348,-102.94741192754383,-1948.1355757389063,0.0,0.0,411.01907946352713,0.13140261446312368,2.0,0.06898926315287472,0.0,0.0,1.257281853236445,131.99922844444444,-24.393035227224004,0.19840990190104782,9.890991601882549,0.002973705737477341,7.818098118941543,1.2170446360836067,0.17321292507105604,-1656.9672099695658,6.364242682339859,0.06636082646233817,-2.584564924030776,-100.36284700351305
2025-01-01 08:00:00,1.0437875931151188,0.18204642260709278,0.1956069400787284,1.043787593115119,0.18204642260709278,0.19560694007872836,0.07326798480732188,0.7284449555300192,0.19207465277777777,0.05,0.030971523412061684,0.16463541666666667,0.0,0.16746308927375944,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002420232090643275,0.0,0.0708477527166786,0.0,0.044914047208652746,0.0,0.1826506650293072,0.13698799877198037,0.46024678928968715,0.0,3195.2321590008455,21.111111111111143,0.6666666666666666,856.8332530361912,4.824988449074074,0.19207465277777777,0.8333333333333334,3859.9907592592594,4631.9889111111115,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,703.3706666666666,0.0,76.73407027327994,51.66666666666668,46.10666666666668,0.0,50.910397317192185,0.042231704468262944,114.32761101203133,703.3706666666666,119.8969848019999,49.456123756453955,50.910397317192185,48.72898697608484,12.43753247303448,20.939602770991314,-0.02556207373665907,5.94326713750465,-1.0247166834371615,-1.4,9.236100170605994,1539.4199391391815,-918.3614614360145,-137.88863224238355,-2104.682466224467,0.0,0.0,460.67983294004694,4.63241745019654,2.0,0.07126358589336718,0.0,0.0,1.2987298203452946,131.99922844444444,-11.80958657724422,0.19859851210464363,9.939757074591803,0.002987443630746981,64.08573907587487,1.2173319298345406,0.1839821629237977,-1786.0174217150768,10.822707242871196,0.07035488819389882,-35.457458467619205,-102.43117377476433
2025-01-01 09:00:00,1.2038908403989916,0.18204642260709278,0.15280173174539505,1.2038908403989919,0.18204642260709278,0.15280173174539505,0.07338995072908368,0.9383656466143523,0.14213524305555555,0.05,0.030971523412061684,0.12183020833333336,0.0,0.16746308927375944,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0019518000730994157,0.0,0.07143815065598426,0.0,0.05210698586776659,0.0,0.1826506650293072,0.13698799877198037,0.6629745417149064,0.0,2364.471797660626,21.111111111111143,0.49333333333333335,634.0566072467815,3.570491452314815,0.14213524305555555,0.6166666666666667,2856.3931618518523,4631.9889111111115,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2887.0435155555556,703.3706666666666,0.0,80.24903745116767,51.66666666666668,46.10666666666668,0.0,51.99954331370739,0.3513144501199084,965.1888698900336,703.3706666666666,125.38912101744948,50.65191290537291,51.99954331370739,49.97809770120567,12.43753247303448,20.76704032665106,-0.06363453081978966,5.5947358735034305,-1.1231237445368403,-0.85,9.236100170605994,839.8945251668679,-895.3500060751564,-39.7588290509711,-1994.2988725810742,0.0,0.0,467.9947375209225,17.204887489189883,2.0,0.06986122698844983,0.0,0.0,1.273172794189354,131.99922844444444,1.7268625663932669,0.2034521346778245,9.909951261036406,0.0030266201022138305,129.1920144406329,1.2186293698049333,0.18074251670833003,-1539.825362059875,10.418748737937142,0.07413269329334558,29.339878301105657,-69.09870735207674
