Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.36662300835202,51.666666666666686,46.10666666666668,0.0,52.17405599084748,0.0,0.0,0.0,144.32284845055003,52.17867777346727,52.180988664777175,52.17405599084748,12.43753247303448,17.7539147585646,0.0,5.358139820187594,-2.126612100711378,2.8,9.236100170605994,-964.3682838293898,-883.551041252785,776.5104389114832,-1267.7209967332026,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06505057365519851,0.0,0.0,1.1855019471373185,131.99922844444444,-0.712270265290357,0.242716821589287,8.476478358691217,0.0030020205696329157,-28.603871224934675,1.2276823689497751,0.267533137406244,-891.9068770371441,8.355835784359078,0.14092969519189585,904.833213526439,-128.32277461495576
2025-01-01 00:01:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.43225310619533,51.666666666666686,46.10666666666668,0.0,52.15370989473216,0.0,0.0,0.0,144.4253954784302,52.159489297265424,52.16237899853206,52.15370989473216,12.43753247303448,17.71023123465361,0.0,5.367126304291262,-2.081906808572984,2.8,9.236100170605994,-958.9475440380024,-886.8398691077523,765.5251161683295,-1262.4342508000395,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06496908316474215,0.0,0.0,1.184016839017884,131.99922844444444,-0.5782764070661663,0.24408157452564028,8.478750134750427,0.003001828316746747,-28.396678271064825,1.2314536518811319,0.26755509621043805,-895.1135186992843,8.273649591532084,0.14068684710981647,895.0774865669733,-129.5523703986438
2025-01-01 00:02:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.49432949559925,51.666666666666686,46.10666666666668,0.0,52.13335006781649,0.0,0.0,0.0,144.52238983687383,52.140287186900835,52.143755746443006,52.13335006781649,12.43753247303448,17.66785852474231,0.0,5.375600700226299,-2.038488188552751,2.8,9.236100170605994,-953.7577027195368,-890.0184256097945,754.8420059564181,-1257.3144427416278,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06489000871430162,0.0,0.0,1.182575761565394,131.99922844444444,-0.5082431470122764,0.24471924112897628,8.459050000797644,0.00300163804095268,-28.19495544847059,1.231633218341382,0.2675758020574137,-898.1378979164648,8.119472306670346,0.1404505865424212,885.627093801198,-130.78508784477992
2025-01-01 00:03:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.5530190147229,51.666666666666686,46.10666666666668,0.0,52.112977293067644,0.0,0.0,0.0,144.61409221050454,52.12107218062988,52.125119624411,52.112977293067644,12.43753247303448,17.626735188604727,0.0,5.383620528801042,-1.9961917307577208,2.8,9.236100170605994,-948.7865185375692,-892.8628453892303,745.4018591994995,-1252.3534129919935,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06481323828615199,0.0,0.0,1.181176673333884,131.99922844444444,-0.4980887146789037,0.24533956039119068,8.43940187536204,0.0030014491443740134,-27.998343669576297,1.23180754340886,0.26759539576533503,-901.0004654023301,8.137620013099724,0.14022004939134478,876.4442651307251,-131.04240593122546
2025-01-01 00:04:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.60847952547813,51.666666666666686,46.10666666666668,0.0,52.092592316669105,0.0,0.0,0.0,144.70074925855957,52.101844982049585,52.10647131473982,52.092592316669105,12.43753247303448,17.586803096719027,0.0,5.391246121198019,-1.9548216339845716,2.8,9.236100170605994,-943.623739360261,-895.5446886861965,736.3445773457277,-1247.5434676294935,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06473866580237937,0.0,0.0,1.1798176411263606,131.99922844444444,-0.14525489987056872,0.2459432730081855,8.420392652062993,0.00300126159157334,-27.806612717282018,1.2319768689581563,0.2676140249614742,-903.7226910803158,8.178002394119304,0.13999419411941028,867.484865845853,-131.1402885001254
2025-01-01 00:05:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.66082278034288,51.666666666666686,46.10666666666668,0.0,52.07219584999951,0.0,0.0,0.0,144.78253559428575,52.08260626196231,52.087811467943716,52.07219584999951,12.43753247303448,17.548021271458023,0.0,5.39851552354814,-1.9142515879717863,2.8,9.236100170605994,-938.1556349870525,-898.0857899248873,727.7725768906719,-1242.8790356770235,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06466621700890841,0.0,0.0,1.17849731171339,131.99922844444444,0.6584175208677898,0.24653086661428164,8.40200048813702,0.00300107534872396,-27.619598361065794,1.2321413645586452,0.2676317827839261,-906.3181027275043,8.232312802616983,0.13977235219636042,858.7202053989087,-130.9476285082368
2025-01-01 00:06:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.71014444907836,51.666666666666686,46.10666666666668,0.0,52.051788579792124,0.0,0.0,0.0,144.85960070168494,52.06335666795471,52.069140712036,52.051788579792124,12.43753247303448,17.510354705911315,0.0,5.405458813893961,-1.8743657133626934,2.8,9.236100170605994,-932.7169527086292,-900.495576705067,719.6031139533288,-1238.3553095001757,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06459582864058158,0.0,0.0,1.1772145321310055,131.99922844444444,1.5733736224433272,0.24710274614010935,8.384206771798965,0.0030008903831543537,-27.437159414558334,1.2323011747657315,0.26764874287421314,-908.7973922707434,8.301815565676424,0.1395539076251897,850.1241258194195,-130.52101186609076
2025-01-01 00:07:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.75656679669666,51.666666666666686,46.10666666666668,0.0,52.031371171678906,0.0,0.0,0.0,144.93213561983853,52.04409682773872,52.050459655768634,52.031371171678906,12.43753247303448,17.4737584613193,0.0,5.412100704628851,-1.8350672332028017,2.8,9.236100170605994,-927.4461498262899,-902.7882429656192,711.7735536918276,-1233.9663319389479,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06452741871484569,0.0,0.0,1.1759678083035834,131.99922844444444,2.455198943554688,0.24765948100981044,8.366376490536467,0.0030007066631880437,-27.259116733499933,1.2324564865144492,0.2676649657423604,-911.1693427456789,8.381099780059698,0.13933834512755222,841.6748268214363,-129.90127312960868
2025-01-01 00:08:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.80021891856957,51.666666666666686,46.10666666666668,0.0,52.01094426433213,0.0,0.0,0.0,145.00034206026496,52.02482734362667,52.03176888327394,52.01094426433213,12.43753247303448,17.43818502782105,0.0,5.418461430732422,-1.7962753692150482,2.8,9.236100170605994,-922.3613002649176,-904.9737165423375,704.2306039053225,-1229.7058836653296,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06446090027598514,0.0,0.0,1.174755555523036,131.99922844444444,3.2796002313086987,0.2482016913126329,8.349707169853474,0.003000524158402166,-27.085281500121862,1.2326074979373989,0.26768050094213525,-913.4411438915361,8.467427349198587,0.13912523398860588,833.3541445718979,-129.12354066657542
2025-01-01 00:09:00,0.24728734196627788,0.1384315779788752,0.0,0.004121455699437965,0.0023071929663145865,0.0,0.010399534718901263,0.18688780724737664,0.0,0.05,0.0,0.0,0.0,0.12384824464554187,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003122880116959065,0.0,On,0.007276654601942199,0,On,0.005319429054879543,0,On,0.12548859871206683,0.09411644903405009,On,0.01643738533177454,0,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4631.9889111111115,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2887.0435155555556,Off,0.0,0,92.84122527531672,51.666666666666686,46.10666666666668,0.0,51.99050846796062,0.0,0.0,0.0,145.06441449268237,52.005548791112254,52.01306895268808,51.99050846796062,12.43753247303448,17.403588596072584,0.0,5.424557974394439,-1.75792310812813,2.8,9.236100170605994,-917.4525243720516,-907.0601477243991,696.9288509740175,-1225.5679937170942,-0.0,-0.0,304.06498316910313,0.0,2.0,0.06439618938697601,0.0,0.0,1.173576244094855,131.99922844444444,4.0504861759393975,0.2487299807193756,8.332953308199727,0.0030003428396918226,-26.915471627038055,1.2327544002407833,0.26769539006641896,-915.6188282995926,8.558680575193375,0.13891421649793073,825.1470285617893,-128.21817758777186
