Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.8018586308911553,1.1369624114061259,0.0019139755938723422,0.030030977181519255,0.018949373523435432,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.4157329914261352,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.9144731729380101,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2704.592967501361,19.444444444444457,2.032104886480636,0.0,1.248768408092802,0.16696458333333333,1,2537.6283841680274,2537.6283841680274,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.821682553226644,51.666666666666686,46.10666666666668,0.0,51.10593676971429,0.0,0.0,0.0,36.821682553226644,50.15835981595826,51.10593676971429,49.68457133908025,12.43753247303448,18.546246982043485,-0.3981974624009723,2.8,1743.061644847772,-1443.4502391502158,-0.0,-0.0,517.6336469556998,0.0,3.0,0.07034076800000257,0.0,0,1.3089313237519187,197.99884266666666,-35.71473045907288,0.24032061564246615,8.986380704464352,0.0031247347400448493,-13.376607800431085,1.2242570260002923
2025-01-01 00:01:00,1.8027252665160958,1.1375222027188383,0.0019139755938723422,0.030045421108601596,0.018958703378647305,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.416599627051076,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.9150329642507224,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2704.172087855617,19.444444444444457,2.0303587973764983,0.0,1.2496350437177428,0.16696458333333333,1,2537.2075045222837,2537.2075045222837,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.77797892963758,51.666666666666686,46.10666666666668,0.0,51.10245888833757,0.0,0.0,0.0,36.77797892963758,50.1552592471635,51.10245888833757,49.681659426576466,12.43753247303448,18.580694353305148,-0.363750091139309,2.8,1735.330933795584,-1447.9653728908322,-0.0,-0.0,517.6336469556998,0.0,3.0,0.07040676917566449,0.0,0,1.31015950207133,197.99884266666666,-38.509428124900545,0.24049608413077855,9.025275973100095,0.003124642681082379,-13.517401070128269,1.2276883257093767
2025-01-01 00:02:00,1.803559952830583,1.1380613568157194,0.0019139755938723422,0.03005933254717638,0.01896768928026199,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.4174343133655631,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.9155721183476035,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2703.7669068157534,19.444444444444457,2.0286795134313538,0.0,1.2504697300322296,0.16696458333333333,1,2536.80232348242,2536.80232348242,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.73579519922635,51.666666666666686,46.10666666666668,0.0,51.09898501755924,0.0,0.0,0.0,36.73579519922635,50.1521623584312,51.09898501755924,49.678751028867175,12.43753247303448,18.61383911788725,-0.3306053265572082,2.8,1727.8898518042645,-1452.315000987869,-0.0,-0.0,517.6336469556998,0.0,3.0,0.07047025696241745,0.0,0,1.3113409101667977,197.99884266666666,-41.195700979319525,0.23999035183305328,9.041024065554646,0.0031245499131748104,-13.651852149919275,1.2275489273247568
2025-01-01 00:03:00,1.8043641936436605,1.1385808450614514,0.0019139755938723422,0.030072736560727675,0.018976347417690855,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.4182385541786404,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.9160916065933357,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2703.376673416176,19.444444444444457,2.0270637359852945,0.0,1.2512739708453073,0.16696458333333333,1,2536.4120900828425,2536.4120900828425,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.69505740893246,51.666666666666686,46.10666666666668,0.0,51.09551501990913,0.0,0.0,0.0,36.69505740893246,50.14906902177878,51.09551501990913,49.67584602271361,12.43753247303448,18.64574470767896,-0.29869973676549577,2.8,1720.6554148912203,-1456.5068547822846,-0.0,-0.0,517.6336469556998,0.0,3.0,0.07053135483687062,0.0,0,1.312477845744277,197.99884266666666,-43.84805069837083,0.2395043166439803,9.055466851163434,0.003124456211910184,-13.780214355097595,1.2274147737635652
2025-01-01 00:04:00,1.8051393480413094,1.1390815453388539,0.0019139755938723422,0.03008565580068849,0.01898469242231423,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.4190137085762893,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.916592306870738,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2703.000709043868,19.444444444444457,2.025508484116728,0.0,1.252049125242956,0.16696458333333333,1,2536.0361257105346,2536.0361257105346,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.655698727213924,51.666666666666686,46.10666666666668,0.0,51.092048764604925,0.0,0.0,0.0,36.655698727213924,50.145979115450906,51.092048764604925,49.6729442908739,12.43753247303448,18.67646844005681,-0.26797600438764846,2.8,1714.3878887199558,-1460.547921525701,-0.0,-0.0,517.6336469556998,0.0,3.0,0.0705901743717083,0.0,0,1.3135723849963583,197.99884266666666,-45.698545753911205,0.23903699505757878,9.069265703234215,0.003124361619277227,-13.902771406076393,1.22728562051539
2025-01-01 00:05:00,1.8058874017940714,1.1395647403289821,0.0019139755938723422,0.030098123363234523,0.018992745672149702,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.4197617623290513,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.9170755018608663,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2702.638033227977,19.444444444444457,2.0240095463236276,0.0,1.252797178995718,0.16696458333333333,1,2535.6734498946435,2535.6734498946435,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.61762385763457,51.666666666666686,46.10666666666668,0.0,51.08858612690814,0.0,0.0,0.0,36.61762385763457,50.14289252331977,51.08858612690814,49.6700457215256,12.43753247303448,18.70609210295718,-0.23835234148727835,2.8,1709.0847213019765,-1464.4484657358732,-0.0,-0.0,517.6336469556998,0.0,3.0,0.0706468737938915,0.0,0,1.3146274722785192,197.99884266666666,-46.738493145826865,0.23858705076104547,9.083098968373914,0.003124266175323079,-14.019920542651445,1.227161120510351
2025-01-01 00:06:00,1.8066102560124813,1.1400316580279297,0.0019139755938723422,0.030110170933541354,0.01900052763379883,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.4204846165474612,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.917542419559814,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2702.2877087632723,19.444444444444457,2.022562909448813,0.0,1.2535200332141279,0.16696458333333333,1,2535.323125429939,2535.323125429939,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.58074187001894,51.666666666666686,46.10666666666668,0.0,51.08512699069771,0.0,0.0,0.0,36.58074187001894,50.13980913728202,51.08512699069771,49.66715021057418,12.43753247303448,18.73469373945341,-0.2097507049910483,2.8,1704.4010610566402,-1468.2183214991019,-0.0,-0.0,517.6336469556998,0.0,3.0,0.07070160395477419,0.0,0,1.3156459146977624,197.99884266666666,-47.30197316323018,0.23815321784516755,9.09574198309704,0.003124169917363339,-14.132040240407488,1.2270409428145348
2025-01-01 00:07:00,1.8073094204960152,1.1404832736698163,0.0019139755938723422,0.030121823674933587,0.019008054561163605,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.421183781030995,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.9179940352017004,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2701.9489900081853,19.444444444444457,2.021165368324977,0.0,1.2542191976976618,0.16696458333333333,1,2534.984406674852,2534.984406674852,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.54498025275676,51.666666666666686,46.10666666666668,0.0,51.081671248075104,0.0,0.0,0.0,36.54498025275676,50.13672885689104,51.081671248075104,49.66425766129902,12.43753247303448,18.762335570083298,-0.18210887436115897,2.8,1699.5934561345582,-1471.8652916689605,-0.0,-0.0,517.6336469556998,0.0,3.0,0.07075448524843234,0.0,0,1.316629952598936,197.99884266666666,-48.123889160366346,0.23773447882779722,9.10849728094514,0.0031240728801092623,-14.239433846590568,1.2269248233528236
2025-01-01 00:08:00,1.8079856686330442,1.1409200868141787,0.0019139755938723422,0.030133094477217404,0.01901533478023631,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.4218600291680243,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.9184308483460629,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2701.6214895115,19.444444444444457,2.019815208184332,0.0,1.2548954458346908,0.16696458333333333,1,2534.6569061781665,2534.6569061781665,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.51030066963416,51.666666666666686,46.10666666666668,0.0,51.07821879769896,0.0,0.0,0.0,36.51030066963416,50.1336515878061,51.07821879769896,49.661367982859666,12.43753247303448,18.78905044914495,-0.1553939952995087,2.8,1695.3198325136989,-1475.3933448912003,-0.0,-0.0,517.6336469556998,0.0,3.0,0.07080558175510053,0.0,0,1.3175807784146607,197.99884266666666,-48.54195906230062,0.23733026254284104,9.120748860352993,0.003123975096186373,-14.342266569158252,1.2268126217397344
2025-01-01 00:09:00,1.808640336073682,1.141342960205761,0.0019139755938723422,0.030144005601228034,0.019022382670096018,3.18995932312057e-05,0.04866478234778998,0.0,0.28746085711722996,1.4225146966086621,0.05,0.0019139755938723422,0.0,0.0,0.20790590513478244,0.9188537217376452,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.01861984649122807,0.0,On,0.03004493585656191,0,On,0.010252983604186628,0,On,0.23558335965695484,0.17668751974271607,On,0.0019139755938723422,On,0,0,Off,HP On,2701.304548691527,19.444444444444457,2.0185096067148693,0.0,1.2555501132753288,0.16696458333333333,1,2534.3399653581937,2534.3399653581937,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3355.371151111111,Off,0.0,0.0,36.47663918373883,51.666666666666686,46.10666666666668,0.0,51.074769541695105,0.0,0.0,0.0,36.47663918373883,50.13057723891451,51.074769541695105,49.65848108752422,12.43753247303448,18.814893236928675,-0.12955120751578164,2.8,1690.8425929818638,-1478.8093889377124,-0.0,-0.0,517.6336469556998,0.0,3.0,0.07085499953578692,0.0,0,1.3185003657738819,197.99884266666666,-49.28621372765077,0.23693967857844297,9.132526455599335,0.00312387659709099,-14.440805874022313,1.2267041053097305
