Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4221810075962481,0.27119200934072807,0.4909205416106537,0.0070363501266041345,0.004519866822345468,0.008182009026844229,0.05144479050014255,0.3707362170961055,0.0,0.4909205416106537,0.0,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,46824.55756444445,On,11136.702222222222,0,74.69351547559724,51.666666666666686,46.10666666666668,0.0,49.628591751539076,0.0,0.0,11136.702222222222,116.70861793062068,49.628591751539076,49.62859175153909,49.628591751539076,12.43753247303448,22.200427398468722,0.0,11.447430634932632,0.5973206756332953,-2.1557738760394094,2.8,9.236100170605994,-8113.045764161717,-9043.699494593624,1609.9309245103948,2882.9974328610006,-8254.75291999662,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.3264939430952277,0.0,0,0.9286757032659181,132.0652280586667,-389.6823581486542,0.16460457374788257,10.143928958065132,0.00268028865930494,-227.73260857717233,1.2094343216040284,0.8103248915402375,-9131.958279687464,88.25878509384032,0.5436834545663999,1560.6842366538342,49.2466878565605,0.5219211035896096,3370.8078107595534,-487.81037789855304
2025-01-01 00:01:00,0.4221810075962481,0.27119200934072807,0.4909205416106537,0.0070363501266041345,0.004519866822345468,0.008182009026844229,0.05144479050014255,0.3707362170961055,0.0,0.4909205416106537,0.0,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,46824.55756444445,On,11136.702222222222,0,77.92281947007984,51.666666666666686,46.10666666666668,0.0,50.72746601481754,0.0,0.0,11136.702222222222,121.75440542199976,50.72746601481754,50.72746601481754,50.72746601481754,12.43753247303448,22.090286122674367,0.0,11.274761656267373,0.8121376273381552,-2.1053046580119874,2.8,9.236100170605994,-8036.330976447239,-8843.266682125322,1457.0151584313585,2839.539348361312,-8183.828614356187,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.3255368857859552,0.0,0,0.9259534602088846,132.0652280586667,-383.8918760746094,0.16618201900895135,10.119055285743418,0.002680046157587636,-226.49350316279222,1.213419918686,0.8091740016217559,-8936.903439478576,93.63675735325302,0.5436834545663999,1408.478045501523,48.53711292983564,0.5210018168322124,3330.603049444623,-491.063701083311
2025-01-01 00:02:00,0.4221810075962481,0.27119200934072807,0.0,0.0070363501266041345,0.004519866822345468,0.0,0.05144479050014255,0.3707362170961055,0.0,0.0,0.0,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,46824.55756444445,Off,0.0,0,79.71161512925461,51.666666666666686,46.10666666666668,0.0,51.82583713025295,0.0,0.0,0.0,124.54939863946032,51.82583713025295,51.82583713025296,51.82583713025295,12.43753247303448,21.98269399494703,0.0,11.113161866835863,1.01366104130368,-2.0561396146314506,2.8,9.236100170605994,-7962.109194826618,-8656.200655434923,1313.624746169798,2798.4169968547744,-8114.782684823704,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.3246008427218718,0.0,0,0.9232909898347518,132.0652280586667,-378.7160239864702,0.16726098361011033,10.07083333879398,0.0026798057675220957,-225.2797168119968,1.2138624532416873,0.8080954062805258,-8754.805996127236,98.60534069231366,0.5436834545663999,1265.6908444716653,47.933901698132736,0.5201047229552065,3291.5436117831337,-493.12661492835906
2025-01-01 00:03:00,0.4221810075962481,0.27119200934072807,0.0,0.0070363501266041345,0.004519866822345468,0.0,0.05144479050014255,0.3707362170961055,0.0,0.0,0.0,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,46824.55756444445,Off,0.0,0,79.95922840083652,51.666666666666686,46.10666666666668,0.0,51.812566040991584,0.0,0.0,0.0,124.93629437630706,51.81341751064279,51.8138432454684,51.812566040991584,12.43753247303448,21.877541529656767,0.0,10.961766740047441,1.202740381915955,-2.0080893495136816,2.8,9.236100170605994,-7890.446071172689,-8481.370817239971,1179.0878932953462,2760.1372332310393,-8047.528953198103,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.32368493606656984,0.0,0,0.9206857952355049,132.0652280586667,-374.30663195814157,0.16832287691713363,10.023846622153695,0.002679566752883755,-224.0895205826112,1.2142952681448265,0.8070836140218425,-8584.605863534658,103.23504629468721,0.5436834545663999,1131.720754905713,47.36713838963318,0.5192264723336717,3253.4715100223852,-493.3342767913458
2025-01-01 00:04:00,0.4221810075962481,0.27119200934072807,0.0,0.0070363501266041345,0.004519866822345468,0.0,0.05144479050014255,0.3707362170961055,0.0,0.0,0.0,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,46824.55756444445,Off,0.0,0,80.20048889303415,51.666666666666686,46.10666666666668,0.0,51.799254139913685,0.0,0.0,0.0,125.31326389536586,51.8009593111765,51.80181189680791,51.799254139913685,12.43753247303448,21.774728818009866,0.0,10.819816669564345,1.380166742454921,-1.9609801171955688,2.8,9.236100170605994,-7816.796809623315,-8317.842067900403,1052.8461146399718,2724.001624676588,-7981.988592673893,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.32278836575423286,0.0,0,0.9181356007129253,132.0652280586667,-366.19773093297766,0.16936825794400054,9.977260975875467,0.0026793290857484997,-222.92200429324376,1.2147187537769972,0.8061337906874123,-8425.374584880165,107.53251697976238,0.5436834545663999,1006.0072563511113,46.83885828886046,0.5183639771038112,3216.2428444386283,-492.24121976204015
2025-01-01 00:05:00,0.4221810075962481,0.27119200934072807,0.0,0.0070363501266041345,0.004519866822345468,0.0,0.05144479050014255,0.3707362170961055,0.0,0.0,0.0,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,46824.55756444445,Off,0.0,0,80.43557978054803,51.666666666666686,46.10666666666668,0.0,51.78590248576835,0.0,0.0,0.0,125.68059340710629,51.788463521660944,51.78974403960724,51.78590248576835,12.43753247303448,21.674188273624043,-0.04803394859824195,10.686633153805245,1.5466804632549318,-1.9146704255969236,2.8,9.236100170605994,-7741.039927951238,-8164.772309824692,934.3716042155427,2689.576676799411,-7918.104412496897,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.321910608845113,0.0,0,0.9156389188230698,132.0652280586667,-354.325029437898,0.17039738201800309,9.931831684593764,0.0026790927392953616,-221.77654720872889,1.215133168876053,0.805241607844191,-8276.286179111858,111.51386928716614,0.5436834545663999,888.0257887973304,46.34581541821226,0.5175147191409907,3179.7406402424717,-490.1639634430607
2025-01-01 00:06:00,0.4221810075962481,0.27119200934072807,0.0,0.0070363501266041345,0.004519866822345468,0.0,0.05144479050014255,0.3707362170961055,0.0,0.0,0.0,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,46824.55756444445,Off,0.0,0,80.66466927105387,51.666666666666686,46.10666666666668,0.0,51.7725121067747,0.0,0.0,0.0,126.03854573602166,51.77593110336309,51.77764060165729,51.7725121067747,12.43753247303448,21.575857884961955,-0.14636433726033005,10.561603497110223,1.702974127645712,-1.869043538799871,2.8,9.236100170605994,-7666.08818832196,-8021.401826017484,823.1710182707965,2656.6057163410883,-7855.82357845166,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.32105118735166915,0.0,0,0.913194389983547,132.0652280586667,-341.65412385385685,0.17141046930336715,9.88752764202734,0.002678857687469774,-220.65257793651196,1.2155387503479642,0.8044031463527943,-8136.598110815278,115.19628479779402,0.5436834545663999,777.2856299348113,45.88538833598521,0.5166766177104725,3143.86858155356,-487.26286521247187
2025-01-01 00:07:00,0.4221810075962481,0.27119200934072807,0.0,0.0070363501266041345,0.004519866822345468,0.0,0.05144479050014255,0.3707362170961055,0.0,0.0,0.0,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,46824.55756444445,Off,0.0,0,80.88795746650673,51.666666666666686,46.10666666666668,0.0,51.7590840031147,0.0,0.0,0.0,126.38743354141677,51.76336299134201,51.76550248545566,51.7590840031147,12.43753247303448,21.47966367338283,-0.2425585488394546,10.44416965339973,1.8496956882387627,-1.8240020878241707,2.8,9.236100170605994,-7593.085814614151,-7887.0397663669155,718.7828000711911,2624.854792377575,-7795.086472761454,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.3202095150392115,0.0,0,0.910800346714992,132.0652280586667,-329.38885583625455,0.17240788769265072,9.844311174764801,0.0026786239049237585,-219.54941678639742,1.2159357855490642,0.8036148264370214,-8005.63729188965,118.59752552273491,0.5436834545663999,673.3276800590794,45.45512001211175,0.5158479343367872,3108.5465068517383,-483.6917144741633
2025-01-01 00:08:00,2.7521893409295815,0.27119200934072807,1.9971500000000002,0.045869822348826354,0.004519866822345468,0.033285833333333334,0.05144479050014255,0.3707362170961055,2.3300083333333332,0.0,1.9971500000000002,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,On,38398.3069892569,22.222222222222285,0.8,10756.25890852088,58.530696955555555,2.3300083333333332,1,46824.55756444445,46824.55756444445,Off,0.0,0,81.10565055033051,51.666666666666686,46.10666666666668,0.0,51.745619141624005,0.0,0.0,0.0,126.72757898489141,51.750760089479485,51.75333056340723,51.745619141624005,12.43753247303448,21.385529352122898,-0.3366928700993874,10.333820034066873,1.9874513674302015,-1.779465648048499,2.8,9.236100170605994,30876.10281480804,2995.2044501180953,620.7751439953421,2594.1259300227366,-7735.832856012123,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.3193849816132674,0.0,0,0.9084550531026644,132.0652280586667,-317.76083242029404,0.17339005387648104,9.801371978086571,0.0026783913671372195,-218.46636266409323,1.2163245725215854,0.8028733567084575,-7882.789686867627,121.73522846484256,0.5436834545663999,575.7224069513228,45.05273704401931,0.5150272312634795,3073.708299663349,-479.58236964061217
2025-01-01 00:09:00,2.7521893409295815,0.27119200934072807,1.9971500000000002,0.045869822348826354,0.004519866822345468,0.033285833333333334,0.05144479050014255,0.3707362170961055,2.3300083333333332,0.0,1.9971500000000002,0.0,0.27119200934072807,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.012374629934210528,0.0,On,0.0005694244152903506,0.0,On,0.03850073615064167,0,On,0.00914687130846797,0,On,0.32652459530510836,0.24489344647883118,On,0,0,Off,On,38398.3069892569,22.222222222222285,0.8,10756.25890852088,58.530696955555555,2.3300083333333332,1,46824.55756444445,46824.55756444445,Off,0.0,0,80.75020960765843,51.666666666666686,46.10666666666668,0.0,51.73211845478048,0.0,0.0,0.0,126.17220251196629,51.73812326953252,51.74112567690855,51.73211845478048,12.43753247303448,21.505936059618804,-0.2162861626034811,10.49329982308491,2.11680837118317,-1.7353683361909784,2.8,9.236100170605994,30779.31571663577,2812.0670334796887,528.7440585255549,2564.2514716665983,-7811.656140783283,-0.0,-0.0,531.3895139835572,0.0,2.0010000000000003,0.32043948162703334,0.0,0,0.9114544610934961,132.0652280586667,-338.72464582140054,0.17210106025036315,9.8552744697654,0.0026781600504393256,-219.31311369665954,1.215827709583341,0.8039447256768877,-8060.398255346994,116.20638030580247,0.5436834545663999,484.0679230576798,44.676135467875106,0.514213329736181,3039.2998322420335,-475.0483605754351
