Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.3516163573846484,0.20311743868141066,0.0,0.005860272623077474,0.0033852906446901775,0.0,0.07276685769812298,0.0,0.27884949968652545,0.0,0.0,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,21681.986942222222,Off,0.0,0.0,34.07266777019878,51.666666666666686,46.10666666666668,0.0,51.66328363493398,0.0,0.0,0.0,34.07266777019878,51.36291348864666,51.66328363493398,51.21272841550301,12.43753247303448,22.08963167321848,0.0,11.89205652452391,0.17100707916828717,-0.5818589535736607,2.8,9.236100170605994,-1583.5149254717135,-2689.2275127777693,994.0254239747966,443.55540875938823,-1960.3508116400155,-0.0,-0.0,599.7333632069093,0.0,4.0,0.07798161224434762,0.0,0,0.7298307367880276,263.9984568888889,-222.89747703860695,0.18431696617563958,10.425346052917359,0.0029825193327798756,54.24059566471192,1.2096675702760413,0.22884177837205735,-2711.5342410467642,22.306728268994895,0.27184172728319994,931.3720259748302,62.65339799996635,0.1444052921299689,636.438219347979,-192.88281058859081
2025-01-01 00:01:00,0.3516163573846484,0.20311743868141066,0.0,0.005860272623077474,0.0033852906446901775,0.0,0.07276685769812298,0.0,0.27884949968652545,0.0,0.0,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,21681.986942222222,Off,0.0,0.0,34.24896279300871,51.666666666666686,46.10666666666668,0.0,51.660155877060774,0.0,0.0,0.0,34.24896279300871,51.3600444005682,51.660155877060774,51.20998866232191,12.43753247303448,21.935233187199312,0.0,11.671567738284782,0.3848139544653127,-0.5040077509017411,2.8,9.236100170605994,-1562.8151954704754,-2616.640596450102,917.4788644542622,426.9473978712798,-1935.4269815154382,-0.0,-0.0,599.7333632069093,0.0,4.0,0.0776113754605491,0.0,0,0.7263656867983065,263.9984568888889,-227.12157716194633,0.18661621660952782,10.382194591976994,0.0029827093405163864,54.93170075523594,1.2138358143132635,0.22842967899893898,-2641.013093349525,24.372496899423446,0.27184172728319994,855.6267696697123,61.852094784549905,0.14411175044130406,620.5233132503938,-193.575915379114
2025-01-01 00:02:00,0.3516163573846484,0.20311743868141066,0.0,0.005860272623077474,0.0033852906446901775,0.0,0.07276685769812298,0.0,0.27884949968652545,0.0,0.0,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,21681.986942222222,Off,0.0,0.0,34.42057961479951,51.666666666666686,46.10666666666668,0.0,51.65701222040283,0.0,0.0,0.0,34.42057961479951,51.35716046757205,51.65701222040283,51.20723459115666,12.43753247303448,21.784840579779203,0.0,11.466533104800137,0.5847462874104332,-0.42964852608295545,2.8,9.236100170605994,-1543.342677848269,-2549.3650519548064,845.9690925656467,411.754612301495,-1911.2722817226734,-0.0,-0.0,599.7333632069093,0.0,4.0,0.07724990516524469,0.0,0,0.7229826824674602,263.9984568888889,-231.80375933250488,0.18834993563285687,10.315585217968291,0.002982901108441957,55.60533620109294,1.214454630668802,0.2280457956115723,-2575.639767729947,26.274715775140642,0.27184172728319994,784.7968406434825,61.17225192216429,0.14383081604437425,605.3755243480814,-193.6209120465864
2025-01-01 00:03:00,0.3516163573846484,0.20311743868141066,0.0,0.005860272623077474,0.0033852906446901775,0.0,0.07276685769812298,0.0,0.27884949968652545,0.0,0.0,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,21681.986942222222,Off,0.0,0.0,34.587743639296484,51.666666666666686,46.10666666666668,0.0,51.65385308809627,0.0,0.0,0.0,34.587743639296484,51.35426208358601,51.65385308809627,51.204466581330884,12.43753247303448,21.638260518615883,-0.08396170360640198,11.275695955801103,0.7717441341022455,-0.358308427265653,2.8,9.236100170605994,-1525.040556629371,-2486.9311441831105,779.0872900682383,397.4506857180684,-1887.8465367122085,-0.0,-0.0,599.7333632069093,0.0,4.0,0.0768967946363342,0.0,0,0.7196779172790355,263.9984568888889,-236.92738312407192,0.19005759432830738,10.250845752413335,0.0029830951291333198,56.26218307813633,1.2150583620288598,0.2276879124142156,-2514.971084881235,28.03994069812446,0.27184172728319994,718.5492056855362,60.53808438270211,0.14356077138711235,590.8918151313392,-193.44112941327074
2025-01-01 00:04:00,0.3516163573846484,0.20311743868141066,0.0,0.005860272623077474,0.0033852906446901775,0.0,0.07276685769812298,0.0,0.27884949968652545,0.0,0.0,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,21681.986942222222,Off,0.0,0.0,34.75065875982826,51.666666666666686,46.10666666666668,0.0,51.65067888289319,0.0,0.0,0.0,34.75065875982826,51.35134962355776,51.65067888289319,51.20168499389005,12.43753247303448,21.49531814005898,-0.22690408216330482,11.097947333584827,0.946677498336543,-0.28961787588812427,2.8,9.236100170605994,-1501.4271567796523,-2428.9473607919645,716.5247593687124,384.0165274228351,-1865.1133058370942,-0.0,-0.0,599.7333632069093,0.0,4.0,0.07655167688531253,0.0,0,0.7164479565837175,263.9984568888889,-236.04721414946732,0.19174009673966333,10.187889149408857,0.00298329134418226,56.90298012972232,1.2156476839390522,0.2273540678422718,-2458.6179897778843,29.670628985919972,0.27184172728319994,656.5756489800483,59.94911038866407,0.14330027520779695,576.9915401293664,-192.97501270653126
2025-01-01 00:05:00,1.1607944823846483,0.20311743868141066,0.7998054054054052,0.019346574706410807,0.0033852906446901775,0.013330090090090087,0.07276685769812298,0.0,0.27884949968652545,0.809178125,0.7998054054054052,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,On,17955.194232750193,22.222222222222285,0.9250000000000003,4535.970834472028,23.439985883483477,0.809178125,1,21681.986942222222,21681.986942222222,Off,0.0,0.0,34.90937768899825,51.666666666666686,46.10666666666668,0.0,51.64748998910667,0.0,0.0,0.0,34.90937768899825,51.34842344526614,51.64748998910667,51.19889017334588,12.43753247303448,21.355968497993103,-0.3662537242291819,10.932293869275927,1.1103586816485518,-0.22325173626676031,2.8,9.236100170605994,16480.94639031349,2160.910237786283,657.9890054211987,371.3234120321146,-1843.057379379537,-0.0,-0.0,599.7333632069093,0.0,4.0,0.07621449524455205,0.0,0,0.7132922700285778,263.9984568888889,-230.9238262640742,0.1933968940697726,10.125965537136251,0.0029834896978141756,57.5278462641202,1.216222739235434,0.22704249828089074,-2406.2340761387304,31.173479452984886,0.27184172728319994,598.588396862597,59.400608558601725,0.14304814336301566,563.6041577956124,-192.2807457634978
2025-01-01 00:06:00,1.1607944823846483,0.20311743868141066,0.7998054054054052,0.019346574706410807,0.0033852906446901775,0.013330090090090087,0.07276685769812298,0.0,0.27884949968652545,0.809178125,0.7998054054054052,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,On,17955.194232750193,22.222222222222285,0.9250000000000003,4535.970834472028,23.439985883483477,0.809178125,1,21681.986942222222,21681.986942222222,Off,0.0,0.0,34.68431455004642,51.666666666666686,46.10666666666668,0.0,51.64428678627972,0.0,0.0,0.0,34.68431455004642,51.345483902051335,51.64428678627972,51.196082459937145,12.43753247303448,21.546453714262356,-0.17576850795992982,11.171232975364125,1.2635453852971072,-0.15893434219351393,2.8,9.236100170605994,16439.25334716418,2082.8476290989192,603.2076759492458,359.27218164918594,-1873.2331643492314,-0.0,-0.0,599.7333632069093,0.0,4.0,0.07667522556038858,0.0,0,0.7176042499452526,263.9984568888889,-242.44108444368862,0.1911661949944827,10.21062507010015,0.002983690134802312,56.55920359318171,1.2154364530372366,0.22749177109860952,-2481.8342433266876,28.711037953578398,0.27184172728319994,544.3190188817599,58.88865706748586,0.14280337015605757,550.6700254550265,-191.39784380584052
2025-01-01 00:07:00,1.1607944823846483,0.20311743868141066,0.7998054054054052,0.019346574706410807,0.0033852906446901775,0.013330090090090087,0.07276685769812298,0.0,0.27884949968652545,0.809178125,0.7998054054054052,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,On,17955.194232750193,22.222222222222285,0.9250000000000003,4535.970834472028,23.439985883483477,0.809178125,1,21681.986942222222,21681.986942222222,Off,0.0,0.0,34.465737634055735,51.666666666666686,46.10666666666668,0.0,51.64110397349224,0.0,0.0,0.0,34.465737634055735,51.342563310272126,51.64110397349224,51.19329297866207,12.43753247303448,21.731383236458424,0.0,11.393175986777852,1.4069442442170639,-0.09643147522952394,2.8,9.236100170605994,16400.17875693704,2010.3655409235494,551.9269694394095,347.77744897837624,-1902.7156250129763,-0.0,-0.0,599.7333632069093,0.0,4.0,0.07712121899200519,0.0,0,0.7217783072060778,263.9984568888889,-252.03321400708597,0.18902842552418114,10.292810060111199,0.0029838873243542333,55.620208920363694,1.2146740695963327,0.22790829308214114,-2552.2986253765444,26.69333182806519,0.27184172728319994,493.5171758275359,58.409793611873724,0.14256509987023208,538.1385854799979,-190.3611365016217
2025-01-01 00:08:00,1.1607944823846483,0.20311743868141066,0.7998054054054052,0.019346574706410807,0.0033852906446901775,0.013330090090090087,0.07276685769812298,0.0,0.27884949968652545,0.809178125,0.7998054054054052,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,On,17955.194232750193,22.222222222222285,0.9250000000000003,4535.970834472028,23.439985883483477,0.809178125,1,21681.986942222222,21681.986942222222,Off,0.0,0.0,34.253262229920765,51.666666666666686,46.10666666666668,0.0,51.63794096407884,0.0,0.0,0.0,34.253262229920765,51.33966112375629,51.63794096407884,51.19052120359501,12.43753247303448,21.91108716354019,0.0,11.599711402360205,1.5412141762589966,-0.03554458650425445,2.8,9.236100170605994,16361.950572554339,1942.6396371671208,503.9104080870724,336.76620637340307,-1931.540712063807,-0.0,-0.0,599.7333632069093,0.0,4.0,0.07755339622636084,0.0,0,0.7258230585300754,263.9984568888889,-261.43631133895633,0.1869769960659694,10.372723495480214,0.002984081361879671,54.70904049201684,1.2139341427471986,0.2282952168884671,-2618.0798825752263,24.74868527031868,0.27184172728319994,445.9494331978467,57.96097488922572,0.14233260639790263,525.9670460893535,-189.20083971595045
2025-01-01 00:09:00,1.1607944823846483,0.20311743868141066,0.7998054054054052,0.019346574706410807,0.0033852906446901775,0.013330090090090087,0.07276685769812298,0.0,0.27884949968652545,0.809178125,0.7998054054054052,0.0,0.0,0.20311743868141066,0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.024126206140350874,0.0,On,0.0023776681593447127,0.0,On,0.046262983398427396,0,On,0.008026248111311123,0,On,0.22687787238039966,0.17015840428529969,On,On,17955.194232750193,22.222222222222285,0.9250000000000003,4535.970834472028,23.439985883483477,0.809178125,1,21681.986942222222,21681.986942222222,Off,0.0,0.0,34.04658985514286,51.666666666666686,46.10666666666668,0.0,51.634797206163384,0.0,0.0,0.0,34.04658985514286,51.336776828726165,51.634797206163384,51.18776664000756,12.43753247303448,22.085821516509863,0.0,11.792154275288544,1.666969543428375,0.0238941867131732,2.8,9.236100170605994,16324.745116272694,1879.3381689510784,458.93764964988327,326.17626926326045,-1959.7342253114634,-0.0,-0.0,599.7333632069093,0.0,4.0,0.07797248620273149,0.0,0,0.7297453260676672,263.9984568888889,-270.44825437294304,0.18500647488787197,10.449773651809508,0.002984272337022554,53.82425760494573,1.213215540057454,0.22865515044846638,-2679.5532343774867,22.92056885653664,0.27184172728319994,401.398141267894,57.53950838198928,0.14210527556913718,514.1192538909993,-187.94298462773887
