Metric,Value
Total Electric Energy (kWh),2039.2949568772526
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.832354106773962
Peak Electric Power (kW),19.53090412116778
Other Electric Energy (kWh),445.12529358252647
HVAC Heating Electric Energy (kWh),1042.9351927009207
Lighting Electric Energy (kWh),254.03967647076843
Water Heating Electric Energy (kWh),262.44479412303707
HVAC Cooling Electric Energy (kWh),34.75
Average Temperature - Indoor (C),16.233052120787537
Unmet Heating Load (C-hours),96.52639485476612
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
