Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5453841849165144,0.24497899779570861,0.13038595655388616,0.5453841849165144,0.24497899779570861,0.13038595655388613,0.008276029241778577,0.0,0.37877232234140246,0.1483358333333333,0.010000000000000002,0.003240956553886125,0.127145,0.0,0.0,0.24206233112904194,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.002864089912280702,0.0,0.0054119393294978745,0.0,0.010514243155848623,0.0,0.28593178683206705,0.21444884012405022,0.045508304346831153,0.0,0.003240956553886125,0.0,0.0,2623.7647096290248,20.611111111111143,0.32000000000000006,505.5732374820863,3.726252642222222,0.1483358333333333,0.4,2981.002113777778,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,0.0,0.0,35.27518828620295,51.66666666666668,46.10666666666668,0.0,50.619268853009316,0.0,0.0,0.0,35.27518828620295,50.64191162232567,50.65323300698386,50.619268853009316,12.43753247303448,20.322370551903383,-0.05902885033143933,8.376529293211753,-0.38223954885200473,2.8,9.236100170605994,2449.707946490967,-916.5781759507767,270.78619979228995,-551.0725106482221,0.0,0.0,453.5240506025497,0.0,2.0,0.024127228068877963,0.0,0.0,0.6047638141555152,131.99922844444444,-76.50830309238542,0.2430895128695658,10.25545885246048,0.003521279252389932,19.046341695661237,1.2200531466983042,0.1998043669855378,-1452.1168984550322,29.96548502216939,0.08301777671455275,346.3990264261341,-75.6128266338442
2025-01-01 01:00:00,0.5351878460451834,0.24428866052058382,0.11516803083594575,0.5351878460451834,0.2442886605205838,0.11516803083594573,0.008061222498357523,0.0,0.3873327693801592,0.12979385416666664,0.010000000000000002,0.003916155835945735,0.11125187500000001,0.0,0.0,0.24137199385391714,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.002649283168859649,0.0,0.0054119393294978745,0.0,0.010514243155848623,0.0,0.28593178683206705,0.21444884012405022,0.054989201085754315,0.0,0.003916155835945735,0.0,0.0,2295.794120925397,20.611111111111143,0.28,442.3765827968255,3.2604710619444446,0.12979385416666664,0.35,2608.3768495555555,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,0.0,0.0,34.92062976663638,51.66666666666668,46.10666666666668,0.0,50.32557453200816,0.0,0.0,0.0,34.92062976663638,50.34650660501648,50.35697264152065,50.32557453200816,12.43753247303448,20.331757579524886,-0.05986880040182593,8.686672985719557,1.3278536003985741,2.5,9.236100170605994,2123.7989646142178,-778.8190214841399,38.16484324923382,-548.294993315945,0.0,0.0,452.38879415896224,0.0,2.0,0.023573288004064757,0.0,0.0,0.5908789656576426,131.99922844444444,-76.08895715419628,0.24370665650691664,10.271812663920185,0.003532081481550046,21.372102021520167,1.2200654838726104,0.15841160734261583,-1249.3304018736424,28.13479759267698,0.06027207624460485,103.30987597900328,-65.14503272976947
2025-01-01 02:00:00,0.5247864996060939,0.24359832324545902,0.11449283155388615,0.5247864996060939,0.24359832324545902,0.11449283155388613,0.008061222498357523,0.0,0.3769314229410697,0.12979385416666664,0.010000000000000002,0.003240956553886125,0.11125187500000001,0.0,0.0,0.24068165657879234,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.002649283168859649,0.0,0.0054119393294978745,0.0,0.010514243155848623,0.0,0.28593178683206705,0.21444884012405022,0.045508304346831153,0.0,0.003240956553886125,0.0,0.0,2295.794120925397,20.611111111111143,0.28,442.3765827968255,3.2604710619444446,0.12979385416666664,0.35,2608.3768495555555,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,0.0,0.0,34.53862290272751,51.66666666666668,46.10666666666668,0.0,50.01619771519608,0.0,0.0,0.0,34.53862290272751,50.05401485775784,50.07292342903873,50.01619771519608,12.43753247303448,20.367100386336993,-0.05000563469483073,9.34728837229052,1.4608785819953887,1.6500000000000001,9.236100170605994,2100.7540689569,-666.0291899546165,-55.51041031289035,-573.803758585224,0.0,0.0,451.4683444587959,0.0,2.0,0.02341045977931177,0.0,0.0,0.5867975760354006,131.99922844444444,-72.7046378420686,0.24408015336250105,10.301977039696363,0.003545346663930397,25.738265840011444,1.2199087461588376,0.11288425080919658,-1133.1860182395396,24.780245488097663,0.03668588397120789,11.871425212684498,-67.38183552557486
2025-01-01 03:00:00,0.5517457213159033,0.24290798597033422,0.13106115583594574,0.5517457213159033,0.2429079859703342,0.13106115583594574,0.007918018002743488,0.0,0.3854918699798264,0.1483358333333333,0.010000000000000002,0.003916155835945735,0.127145,0.0,0.0,0.23999131930366754,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.0025060786732456143,0.0,0.0054119393294978745,0.0,0.010514243155848623,0.0,0.28593178683206705,0.21444884012405022,0.054989201085754315,0.0,0.003916155835945735,0.0,0.0,2623.7647096290248,20.611111111111143,0.32000000000000006,505.5732374820863,3.726252642222222,0.1483358333333333,0.4,2981.002113777778,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,0.0,0.0,34.207528212802345,51.66666666666668,46.10666666666668,0.0,49.70996221307818,0.0,0.0,0.0,34.207528212802345,49.764277885755526,49.7914357220942,49.70996221307818,12.43753247303448,20.361450590685283,-0.05848973988004123,9.201601443476948,1.1874985998957528,1.6500000000000001,9.236100170605994,2421.0624104823696,-786.6292688498165,-29.011535047163367,-582.1257345124658,0.0,0.0,450.4046902630154,0.0,2.0,0.023764722536331488,0.0,0.0,0.5956773899757698,131.99922844444444,-70.9812548972054,0.245092045625388,10.314100831562927,0.0035588074691162317,15.151243259277468,1.2199225014570472,0.13622143824715535,-1319.548388616642,27.345882284739147,0.046748389088054815,42.602772684689164,-71.61430773185253
2025-01-01 04:00:00,0.5787758401536379,0.24221764869520943,0.12819416491802701,0.578775840153638,0.24221764869520943,0.12819416491802704,0.007918018002743488,0.0,0.4187026485397834,0.1421551736111111,0.010000000000000002,0.006346873251360329,0.12184729166666668,0.0,0.0,0.23930098202854275,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0025060786732456143,0.0,0.0054119393294978745,0.0,0.010514243155848623,0.0,0.28593178683206705,0.21444884012405022,0.08912042934587767,0.0,0.006346873251360329,0.0,0.0,2514.4411800611488,20.611111111111143,0.3066666666666667,484.5076859203327,3.570992115462963,0.1421551736111111,0.38333333333333336,2856.79369237037,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,0.0,0.0,33.88379308418251,51.66666666666668,46.10666666666668,0.0,49.45589683378716,0.0,0.0,0.0,33.88379308418251,49.47753486032113,49.48835387358811,49.45589683378716,12.43753247303448,20.353921644989654,-0.04936364257100762,8.908567128518666,1.2593539803854685,0.55,9.236100170605994,2256.197831310017,-751.9068145251405,-80.87745286065189,-640.0604668760934,0.0,0.0,449.48424056284904,0.0,2.0,0.024528699194869788,0.0,0.0,0.6148269349058558,131.99922844444444,-67.66712243788737,0.24551005205962967,10.313688511234584,0.0035650525089167056,23.590479050901997,1.2193765495076268,0.12396677478866734,-1265.782189334076,29.367688888602896,0.04565375201658967,-10.074477425691668,-70.80297543496022
2025-01-01 05:00:00,0.6231664958227809,0.24221764869520943,0.13619267037959878,0.6231664958227809,0.24221764869520943,0.13619267037959878,0.008204426993971559,0.0,0.45662623549547604,0.1483358333333333,0.010000000000000002,0.009047670379598768,0.127145,0.0,0.0,0.23930098202854275,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0027924876644736846,0.0,0.0054119393294978745,0.0,0.010514243155848623,0.0,0.28593178683206705,0.21444884012405022,0.1270440163015703,0.0,0.009047670379598768,0.0,0.0,2623.7647096290248,20.611111111111143,0.32000000000000006,505.5732374820863,3.726252642222222,0.1483358333333333,0.4,2981.002113777778,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,0.0,0.0,33.6109312977681,51.66666666666668,46.10666666666668,0.0,49.173094249817574,0.0,0.0,0.0,33.6109312977681,49.19349228546221,49.20369130328455,49.173094249817574,12.43753247303448,20.304439222730018,-0.0665084008122817,9.107503341407496,0.3034153776333061,-0.25000000000000006,9.236100170605994,2335.469700688602,-792.3659529115248,-92.35901644387606,-673.038900388775,0.0,0.0,449.7706495540771,0.0,2.0,0.024851853450215046,0.0,0.0,0.6229269951143996,131.99922844444444,-65.02675810572522,0.24744094977783343,10.308185336448446,0.0035839811415205257,24.88076428154861,1.2189562671293523,0.11049444767279096,-1326.071172792657,28.13198239904599,0.03580161950320494,-11.106626555261478,-81.25238988861459
2025-01-01 06:00:00,0.9550316947553161,0.25485497944414137,0.1242468551488129,0.9550316947553161,0.25485497944414137,0.1242468551488129,0.014015543429615307,0.33331954370370376,0.4617220937331082,0.13597451388888887,0.010000000000000002,0.007697271815479548,0.11654958333333336,0.0,0.0,0.2519383127774747,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0031504989035087724,0.0,0.010865044526106534,0.0,0.017722120539417803,0.0,0.30094066176364354,0.2257054963227326,0.10808222282372398,0.0,0.007697271815479548,0.0,0.0,2405.117650493273,20.611111111111143,0.29333333333333333,463.4421343585791,3.415731588703704,0.13597451388888887,0.36666666666666664,2732.585270962963,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,333.31954370370374,0.13333333333333333,32.80928557181276,51.66666666666668,46.10666666666668,0.0,48.79201572055199,0.22566592134761349,566.2452547633716,333.31954370370374,32.80928557181276,48.519942205356834,48.83199923632853,48.343921931982734,12.43753247303448,20.31250000805051,-0.06333290790508037,8.659691206569821,0.10089189118559519,0.3,9.236100170605994,2169.223668602815,-920.4992238706012,-61.588821283265695,-646.5746413419022,0.0,0.0,478.58879645998894,0.0,2.0,0.024582810112785243,0.0,0.0,0.6161832583514081,131.99922844444444,-67.90813700854424,0.24777076805270823,10.318961161295249,0.0035905787554920544,9.395379859166706,1.218917921138097,0.1290407910705289,-1415.02838014962,31.087021920439838,0.04255838045740924,12.812741599374581,-74.40156288264028
2025-01-01 07:00:00,1.8744721103692605,0.30317018661940554,0.1091951232205528,1.8744721103692603,0.30317018661940554,0.1091951232205528,0.03638982016545237,1.2082833459259261,0.49618574983343755,0.12361319444444444,0.010000000000000002,0.003240956553886125,0.10595416666666667,0.0,0.0,0.30025351995273886,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0029356921600877197,0.0,0.033454128005364646,0.0,0.050339418882954484,0.0,0.3635200385969963,0.27264002894774714,0.045508304346831153,0.0,0.003240956553886125,0.0,0.0,2186.470591357521,20.611111111111143,0.26666666666666666,421.3110312350719,3.105210535185185,0.12361319444444444,0.3333333333333333,2484.1684281481485,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,1208.2833459259261,0.48333333333333334,34.13084196843209,51.66666666666668,46.10666666666668,0.0,50.24307364656428,0.42084014927797786,1089.5808332820482,1208.2833459259261,34.13084196843209,49.64702663686676,50.244372802251974,49.34770397633032,12.43753247303448,20.33706416016923,-0.06066620086495392,8.453672814267067,-0.09772592403403202,-0.55,9.236100170605994,2016.9824480310037,-1101.3520023264755,-97.50838628309826,-695.4992185996115,0.0,0.0,593.6200913947134,2.256455273179427,2.0,0.025250695863109,0.0,0.0,0.6329242255538081,131.99922844444444,-67.60901612161905,0.2479326226437504,10.338307244181951,0.0035983931006107746,21.788826980691265,1.2188102210929925,0.1306612762873261,-1554.5672711042596,31.904237542712323,0.04315098847498219,-21.19961663879171,-76.30876964430655
2025-01-01 08:00:00,1.953888007833314,0.3433542159814328,0.11979053988721947,1.953888007833314,0.3433542159814328,0.11979053988721947,0.05474731611537927,1.1666184029629632,0.5865477748660827,0.13597451388888887,0.010000000000000002,0.003240956553886125,0.11654958333333336,0.0,0.0,0.3404375493147661,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.002219669682017544,0.0,0.05252764643336172,0.0,0.08712273809956325,0.0,0.4161782947128662,0.3121337210346496,0.045508304346831153,0.0,0.003240956553886125,0.0,0.0,2405.117650493273,20.611111111111143,0.29333333333333333,463.4421343585791,3.415731588703704,0.13597451388888887,0.36666666666666664,2732.585270962963,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,1166.618402962963,0.4666666666666667,34.50577137560129,51.66666666666668,46.10666666666668,0.0,51.212215077470994,0.25763639900749946,696.3588823411026,1166.618402962963,34.50577137560129,49.922561969735156,51.21294835043192,49.27700214290631,12.43753247303448,20.334898204449132,-0.05188406750642643,7.8402648940192705,-0.6347976531795799,-1.4,9.236100170605994,2322.337943205948,-1194.1730083233751,-122.26931442790966,-746.518942848807,0.0,0.0,698.6535344491746,139.08573065787226,2.0,0.025978817547936132,0.0,0.0,0.6511750435105298,131.99922844444444,-34.91429888769217,0.2492856878641427,10.360574110154385,0.0036160402454768334,43.158313878065755,1.2193786564156996,0.13858114125538187,-1692.772186407702,35.15704372574784,0.048061647535681165,-48.86847281443669,-73.40084161347296
2025-01-01 09:00:00,2.5093240614766734,0.3311436058676078,0.11911534060515987,2.509324061476673,0.3311436058676079,0.11911534060515987,0.049048471638356676,1.7499276044444447,0.5643734715049828,0.13597451388888887,0.010000000000000002,0.002565757271826516,0.11654958333333336,0.0,0.0,0.32822693920094115,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.001790056195175439,0.0,0.04725841544318123,0.0,0.09071014496248646,0.0,0.3998974812277663,0.29992311092082463,0.036027407607908,0.0,0.002565757271826516,0.0,0.0,2405.117650493273,20.611111111111143,0.29333333333333333,463.4421343585791,3.415731588703704,0.13597451388888887,0.36666666666666664,2732.585270962963,7452.505284444444,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,906.1758755555555,1749.9276044444446,0.7,28.032681313375235,51.66666666666668,46.10666666666668,0.0,49.802461016051026,1.2548818167239781,3245.930811038335,1749.9276044444446,28.032681313375235,44.376169970770384,49.802461016051026,41.66302444813006,12.43753247303448,20.339579169625875,-0.059105414852228755,7.730223809881441,-0.10412353875019492,-0.85,9.236100170605994,2384.7748689326922,-1053.8675335897879,-94.28777838288629,-715.5206708967085,0.0,0.0,664.9010367383767,404.70288961341794,1.75,0.02556416924215833,0.0,0.0,0.6407816286425049,115.49932488888888,30.276852597751194,0.25126808763234637,10.397450587457485,0.003644153229361587,55.570670810199964,1.219950559003964,0.1369135376188085,-1551.9063057154667,34.59663776709975,0.04811471502527507,-50.8664304809172,-43.42134790196909
