Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.31853948913504204,0.07103314793144509,0.1420762463520467,0.318539489135042,0.07103314793144509,0.1420762463520467,0.12647069309479772,0.1109790524505007,0.0810897435897436,0.0,0.1420762463520467,0.0,0.07103314793144509,0.0,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.020472697368421052,0.0,0.10599799572637666,0.0,0.0162681885419072,0.0,0.05705058946737058,0.04278794210052792,0.0,0.0,3414.3340258119656,22.222222222222285,0.6137326651864858,0.0,4.163844338089026,0.0810897435897436,0.7666666666666667,3333.2442822222224,4347.7099333333335,0.0,0.0,80.67311098660512,51.66666666666668,46.10666666666668,0.0,51.986970146087025,0.0,0.0,0.0,126.05173591657051,52.0157788137045,52.030183147513235,51.986970146087025,12.43753247303448,21.950382948962105,-0.041825662213059424,2.8,2383.0248938274144,-1276.716955695199,0.0,0.0,299.4558185048047,0.0,1.0,0.05115075981460157,0.0,0.0,0.7142947415919199,65.99961422222222,-54.04799479415741,0.17390194800188946,10.166927610902544,0.0027808002227997005,-16.729197620533885,1.2138635477576576
2025-01-01 01:00:00,0.22920094816223188,0.06864935562630849,0.09883564963620639,0.22920094816223188,0.06864935562630849,0.09883564963620639,0.07455838225354335,0.09823230949843212,0.05641025641025642,0.0,0.09883564963620639,0.0,0.06864935562630849,0.0,1.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.01893724506578947,0.0,0.055621137187753876,0.0,0.0066998353300207905,0.0,0.054813706588219,0.04111027994116423,0.0,0.0,2375.1888875213676,22.222222222222285,0.4269444627384249,0.0,2.896587365627149,0.05641025641025642,0.5333333333333333,2318.7786311111113,4347.7099333333335,0.0,0.0,78.83102310300855,51.66666666666668,46.10666666666668,0.0,51.24187029638003,0.0,0.0,0.0,123.17347359845084,51.27070185771835,51.28511763838752,51.24187029638003,12.43753247303448,21.891795187691272,-0.06462666419281107,2.5,1340.132446139485,-1219.3991449227765,0.0,0.0,234.95334651302238,0.0,1.0,0.048246894274305334,0.0,0.0,0.6737437137432297,65.99961422222222,-50.610642972128296,0.1742486140375029,10.136071035819585,0.002776150507885205,-9.899954518849897,1.2141672492619786
2025-01-01 02:00:00,0.23893050497899387,0.060809382784862934,0.18531684306788698,0.2389305049789939,0.060809382784862934,0.18531684306788698,0.05027578293271822,0.08288549127704486,0.10576923076923078,0.0,0.18531684306788698,0.0,0.060809382784862934,0.0,1.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.01893724506578947,0.0,0.03133853786692875,0.0,0.0018063142305609254,0.0,0.045301916327322174,0.03397643724549162,0.0,0.0,4453.479164102564,23.888888888888914,0.8005208676345467,0.0,5.431101310550904,0.10576923076923078,1.0,4347.7099333333335,4347.7099333333335,0.0,0.0,74.79265626814498,51.66666666666668,46.10666666666668,0.0,50.51290724956972,0.0,0.0,0.0,116.86352541897652,50.54890762867487,50.56690781822744,50.51290724956972,12.43753247303448,22.674731386242133,-0.6865592219272012,1.6500000000000001,3288.8616145257083,-1294.0646343918236,0.0,-2.593982182555146,195.98975428907275,0.0,1.0,0.046984234548917016,0.0,8.97997006189659e-05,0.6573653109325451,65.99961422222222,-63.948687291549895,0.16609518861550962,10.48095116113118,0.002774854357971245,1.675223616404791,1.210956062763821
2025-01-01 03:00:00,0.23696536324954223,0.06010325263909,0.18531684306788698,0.23696536324954223,0.06010325263909,0.18531684306788698,0.04925214806429718,0.08194398441601429,0.10576923076923078,0.0,0.18531684306788698,0.0,0.06010325263909,0.0,1.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.01791361019736842,0.0,0.03133853786692875,0.0,0.0018063142305609254,0.0,0.045301916327322174,0.03397643724549162,0.0,0.0,4453.479164102564,23.888888888888914,0.8005208676345467,0.0,5.431101310550904,0.10576923076923078,1.0,4347.7099333333335,4347.7099333333335,0.0,0.0,70.30993724445499,51.66666666666668,46.10666666666668,0.0,49.8331344000831,0.0,0.0,0.0,109.85927694446092,49.872100565073325,49.89158364756845,49.8331344000831,12.43753247303448,23.668395336928054,-0.005142712076796899,1.6500000000000001,3130.1953807137847,-1433.554531650115,0.0,-19.571383416385782,194.02461255962115,0.0,1.0,0.04976799745085234,0.0,0.0006828322675085535,0.7045205683628466,65.99961422222222,-64.1824808818992,0.15634744815486024,10.915342322425904,0.0027745975027643273,-20.301368929731222,1.206900151075481
2025-01-01 04:00:00,0.21663283074748604,0.05939712249331708,0.15134208850544104,0.21663283074748602,0.059397122493317085,0.15134208850544104,0.04925214806429718,0.08100247755498372,0.08637820512820514,0.0,0.15134208850544104,0.0,0.05939712249331708,0.0,1.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.01791361019736842,0.0,0.03133853786692875,0.0,0.0018063142305609254,0.0,0.045301916327322174,0.03397643724549162,0.0,0.0,3637.007984017094,23.888888888888914,0.6537587085682132,0.0,4.435399403616572,0.08637820512820514,0.8166666666666667,3550.629778888889,4347.7099333333335,0.0,0.0,68.69315983453933,51.66666666666668,46.10666666666668,0.0,49.198786233710216,0.0,0.0,0.0,107.33306224146772,49.22393639424044,49.23651147450554,49.198786233710216,12.43753247303448,23.623228404256494,-0.039496793049810644,0.55,2226.932554510179,-1541.8536139402322,0.0,-17.68408786341877,193.08310569859057,0.0,1.0,0.0508494978310291,0.0,0.0005885358756336097,0.7183063776113978,65.99961422222222,-43.62083340185455,0.15622501645615852,10.88233130344153,0.0027659539262791916,4.422429604454931,1.2065243665001655
2025-01-01 05:00:00,0.21868010048432812,0.05939712249331708,0.15134208850544104,0.21868010048432812,0.059397122493317085,0.15134208850544104,0.05129941780113929,0.08100247755498372,0.08637820512820514,0.0,0.15134208850544104,0.0,0.05939712249331708,0.0,1.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.019960879934210526,0.0,0.03133853786692875,0.0,0.0018063142305609254,0.0,0.045301916327322174,0.03397643724549162,0.0,0.0,3637.007984017094,23.888888888888914,0.6537587085682132,0.0,4.435399403616572,0.08637820512820514,0.8166666666666667,3550.629778888889,4347.7099333333335,0.0,0.0,66.84065678538624,51.66666666666668,46.10666666666668,0.0,48.55300404257993,0.0,0.0,0.0,104.43852622716601,48.591523800291306,48.61078367914701,48.55300404257993,12.43753247303448,23.680728905537016,-0.038901206040808135,-0.25000000000000006,2170.581695285782,-1605.804444176477,0.0,-17.586920923335143,195.13037543543268,0.0,1.0,0.050949152781459374,0.0,0.0005526597346268268,0.7191970167409301,65.99961422222222,-38.165299066932036,0.1561622716898784,10.91343876787085,0.0027757215799388045,12.404576461816314,1.2056783149492074
2025-01-01 06:00:00,0.2231222013774419,0.060809382784862934,0.15134208850544104,0.2231222013774419,0.060809382784862934,0.15134208850544104,0.05385850497219191,0.08288549127704486,0.08637820512820514,0.0,0.15134208850544104,0.0,0.060809382784862934,0.0,1.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.022519967105263158,0.0,0.03133853786692875,0.0,0.0018063142305609254,0.0,0.045301916327322174,0.03397643724549162,0.0,0.0,3637.007984017094,23.888888888888914,0.6537587085682132,0.0,4.435399403616572,0.08637820512820514,0.8166666666666667,3550.629778888889,4347.7099333333335,0.0,0.0,65.2317293919459,51.66666666666668,46.10666666666668,0.0,47.94148728235857,0.0,0.0,0.0,101.92457717491546,47.9737383176026,47.98986383522462,47.94148728235857,12.43753247303448,23.662756484602042,-0.03486791262436976,0.3,2219.5752774265334,-1559.1682995645242,0.0,-18.880603675342147,199.57247632854646,0.0,1.0,0.050791529056042804,0.0,0.0006147500114308854,0.7178629399796583,65.99961422222222,-38.9562796792408,0.15604182357306512,10.900215291713744,0.0027706925862361186,-20.648857449398243,1.205754763676662
2025-01-01 07:00:00,0.2234697627968715,0.0622216430764088,0.15134208850544104,0.2234697627968715,0.06222164307640881,0.15134208850544104,0.052323052669560326,0.08476850499910601,0.08637820512820514,0.0,0.15134208850544104,0.0,0.0622216430764088,0.0,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.02098451480263158,0.0,0.03133853786692875,0.0,0.0018063142305609254,0.0,0.045301916327322174,0.03397643724549162,0.0,0.0,3637.007984017094,23.888888888888914,0.6537587085682132,0.0,4.435399403616572,0.08637820512820514,0.8166666666666667,3550.629778888889,4347.7099333333335,0.0,0.0,63.65954499142655,51.66666666666668,46.10666666666668,0.0,47.341463820543325,0.0,0.0,0.0,99.46803904910398,47.371347565748714,47.38628943835142,47.341463820543325,12.43753247303448,23.646352063610458,-0.038876759135664865,-0.55,2127.0995523691513,-1654.7295516355318,0.0,-18.53589517111136,199.920037747976,0.6427459168895984,1.0,0.05188664606825152,0.0,0.0005824533275863215,0.7327046935442024,65.99961422222222,-36.56302258927535,0.1560271195994241,10.88985019936633,0.002767626929666053,8.622622607190161,1.2058237285781899
2025-01-01 08:00:00,0.266654557743373,0.06524022646887222,0.200887987674665,0.266654557743373,0.06524022646887222,0.200887987674665,0.08784009198147984,0.09067344012086752,0.08814102564102565,0.04645728511809253,0.15443070255657249,0.0,0.06524022646887222,0.0,1.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.015866340460526315,0.0,0.07197375152095352,0.0,0.00368647149570453,0.0,0.048385187322909494,0.036288890492182105,0.0,0.0,3711.232636752137,23.888888888888914,0.6671007230287889,0.0,4.52591775879242,0.08814102564102565,0.8333333333333334,3623.0916111111114,4347.7099333333335,1055.056,0.0,63.265682352861255,51.66666666666668,46.10666666666668,0.0,47.23478557664933,0.06488241320022516,162.4540109880881,1055.056,98.8526286763457,47.24928304749381,47.28097386251673,47.21034349704866,12.43753247303448,23.71453478418625,-0.03028152814166738,-1.4,2125.722243455483,-1773.5678186607947,0.0,-21.008627492413495,241.1261832119659,26.09053673927015,1.0,0.053424033647065265,0.0,0.000632268211541618,0.7548691809752188,65.99961422222222,-32.06013035541129,0.15601055051048196,10.93386425286697,0.002777368804441242,56.65300531871488,1.2061063619729204
2025-01-01 09:00:00,0.525632872149549,0.07840458449414943,0.1482534744543096,0.525632872149549,0.07840458449414943,0.1482534744543096,0.32045978327095315,0.12055770426321126,0.08461538461538462,0.0,0.1482534744543096,0.0,0.07840458449414943,0.0,1.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.012795435855263158,0.0,0.30766434741569,0.0,0.01601825827101198,0.0,0.06593766468994579,0.049453248517459324,0.0,0.0,3562.783331282051,23.888888888888914,0.6404166941076374,0.0,4.344881048440723,0.08461538461538462,0.8,3478.167946666667,4347.7099333333335,0.0,0.0,74.10777642826551,51.66666666666668,46.10666666666668,0.0,51.58131557257579,0.019807523962210163,54.19364272805751,0.0,115.79340066916487,51.27578129108248,51.58131557257579,51.123014150335834,12.43753247303448,23.665922962499256,-0.033758484814259346,-0.85,2317.8497199861204,-1704.6937742976081,0.0,-19.807508141477268,502.4014652280904,84.93740407457139,1.0,0.05264104862815921,0.0,0.00060550447985777,0.7435614452416065,65.99961422222222,-22.83379408493601,0.15799346070153863,10.94494311898176,0.0028032496890922015,108.14048328872848,1.2068898650237465
