Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.5434711065387967,2.2552455219443623,0.0,3.5434711065387967,2.2552455219443623,0.0,0.08331234389599712,0.0,0.24060358876992388,3.219555173872876,0.0,0.0,0.0,0.17561832307921052,2.079627198865152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.027264309210526312,0.0,0.056048034685470816,0.0,0.00644582466430981,0.0,0.19451536995695837,0.14588652746771874,0.0,0.0,0.0,0.0,39.36812476937127,51.66666666666668,46.10666666666668,0.0,50.754209740711865,0.0,0.0,0.0,39.36812476937127,50.49561997461693,50.754209740711865,50.36632509156947,12.43753247303448,9090.995684376363,16.666666666666686,2.8534514135792293,0.0,3.167997665807092,0.051557508065784144,2.1921208263873693,9039.43817631058,14678.284327478057,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20101.610297629082,16.671110534099174,0.0,-0.6538735950233617,2.8,9.236100170605994,3684.556201011847,-124.20242118140433,-5565.900664026608,0.0,0.0,376.2994709911562,0.0,1.0,0.3078977863827543,0.0,0.0,2.2455201788324812,65.99961422222222,-216.83829032906323,0.2297967925240454,7.5630051813183234,0.0026448276591283892,-227.87495300834058,1.2360751396760934,0.0026361648689284486,11.865790033843144,-136.0682112152475
2025-01-01 01:00:00,3.54669646636031,2.2585465904085353,0.0,3.54669646636031,2.2585465904085353,0.0,0.08126752070520765,0.0,0.2396125289162075,3.225816416738895,0.0,0.0,0.0,0.17487502818892323,2.083671562219612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.025219486019736836,0.0,0.056048034685470816,0.0,0.00644582466430981,0.0,0.19451536995695837,0.14588652746771874,0.0,0.0,0.0,0.0,39.19259128142303,51.66666666666668,46.10666666666668,0.0,50.58939500252576,0.0,0.0,0.0,39.19259128142303,50.345269009316574,50.58939500252576,50.22320601271199,12.43753247303448,9034.035331940775,16.666666666666686,2.829531750161655,0.0,3.174388554248132,0.05142786249076312,2.1994187663962874,8982.607469450011,14487.536792868155,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080.966994670325,16.671023700381614,0.0,0.399897411404419,2.5,9.236100170605994,3773.5116174085074,-101.98173204441181,-5413.215758933517,0.0,0.0,373.2635879466503,0.0,1.0,0.2931242456247568,0.0,0.0,2.137775708582709,65.99961422222222,-220.57154354540063,0.22696501999147992,7.523985812587544,0.002611955919147249,-170.0840354720005,1.236160046802252,0.0026361648689284486,7.2205740807966,-109.20230612520842
2025-01-01 02:00:00,3.7031729986646345,2.3595173118672026,0.0,3.7031729986646345,2.3595173118672026,0.0,0.08126752070520765,0.0,0.2386214690624911,3.3832840088969363,0.0,0.0,0.0,0.17413173329863593,2.1853855785685665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.025219486019736836,0.0,0.056048034685470816,0.0,0.00644582466430981,0.0,0.19451536995695837,0.14588652746771874,0.0,0.0,0.0,0.0,39.01776215710968,51.66666666666668,46.10666666666668,0.0,50.42542094248961,0.0,0.0,0.0,39.01776215710968,50.19558866645707,50.42542094248961,50.08067252844081,12.43753247303448,9154.023682642039,16.666666666666686,2.73812997036344,0.0,3.329388798854765,0.05389521004217137,2.3261768003142267,9100.128472599867,13937.571830059414,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20029.077159130888,16.67100916618441,0.0,1.039872026680242,1.6500000000000001,9.236100170605994,3743.3596707224474,-118.65681316336456,-5571.13602821773,0.0,0.0,372.272528092934,0.0,1.0,0.28323673520722203,0.0,0.0,2.0656654007372657,65.99961422222222,-211.80051179479426,0.22516022550546788,7.499010302573366,0.0025910969979408022,-82.63872415211868,1.236175676646566,0.0026361648689284486,2.1004176010272433,-120.75723076439179
2025-01-01 03:00:00,3.7567355410551597,2.3948927130988196,0.0,3.75673554105516,2.3948927130988196,0.0,0.07990430524468134,0.0,0.2376304092087747,3.439200826601704,0.0,0.0,0.0,0.17338843840834858,2.221504274690471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.023856270559210524,0.0,0.056048034685470816,0.0,0.00644582466430981,0.0,0.19451536995695837,0.14588652746771874,0.0,0.0,0.0,0.0,38.843739523847475,51.66666666666668,46.10666666666668,0.0,50.262282984740935,0.0,0.0,0.0,38.843739523847475,50.04657596475251,50.262282984740935,49.93872245475831,12.43753247303448,9296.544522115682,16.666666666666686,2.7339475476872646,0.0,3.3843141226224764,0.05488670397922774,2.3769916198440386,9241.657818136455,14050.812510825714,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20027.166039064046,16.670976109945226,0.0,1.0976402847854483,1.6500000000000001,9.236100170605994,3730.4323089573536,-123.31761974100914,-5728.974966685736,0.0,0.0,369.9182527786912,0.0,1.0,0.29153764733481363,0.0,0.0,2.126204535832088,65.99961422222222,-207.0554992512849,0.22401608503921336,7.483154207870408,0.002577870553446737,-178.10320258014283,1.2361856897180268,0.0026361648689284486,8.500197698658344,-131.81781743966746
2025-01-01 04:00:00,4.323118615655918,2.757979882864427,0.0,4.323118615655919,2.757979882864427,0.0,0.07990430524468134,0.0,0.23663934935505831,3.9990749610561793,0.007499999999999999,0.0,0.0,0.17264514351806132,2.583147239346366,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.023856270559210524,0.0,0.056048034685470816,0.0,0.00644582466430981,0.0,0.19451536995695837,0.14588652746771874,0.0,0.0,0.0,0.0,38.670476523640886,51.66666666666668,46.10666666666668,0.0,50.0999765439098,0.0,0.0,0.0,38.670476523640886,49.898227902434535,50.0999765439098,49.79735358169691,12.43753247303448,9944.849884878478,16.666666666666686,2.5564480611183744,0.0,3.86168805027781,0.06238691077836956,2.6922832598897126,9882.46297410011,13337.89637368493,0.0,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,19941.09352259034,16.670961736809257,0.0,1.1484264155553554,0.55,9.236100170605994,3747.2803688119643,-131.52244189812984,-6416.023332341869,0.0,0.0,419.51589722630814,0.0,1.7665,0.30216585666787515,0.0,0.0,2.203716812885543,116.58831852355554,-201.06208095095383,0.22131036146589636,7.443517125026159,0.0025478057785255316,31.430899212065974,1.2356280953131504,0.0026361648689284486,-2.1005882634110233,-129.42185363471881
2025-01-01 05:00:00,13.69998424220475,8.802758691757276,0.0,13.69998424220475,8.802758691757276,0.0,0.09797857527838824,0.0,0.24459776818669016,13.349907898739671,0.007499999999999999,0.0,0.0,0.17738256189223545,8.62318862986504,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.026582701480263156,0.0,0.07139587379812509,0.0,0.008087685663709477,0.0,0.20083192778919054,0.15062394584189287,0.0,0.0,0.0,0.0,34.62995162398077,51.66666666666668,46.10666666666668,0.0,49.90161209136018,0.1234513578481656,321.7203320375345,0.0,34.62995162398077,49.467717809025956,49.90161209136018,49.25077066785885,12.43753247303448,19951.317927521268,20.000000000000057,1.6296842599811872,0.0,5.657822827568142,0.10929858333333335,3.999352596314225,19842.019344187935,12334.232856349741,7.507786487838195,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,20068.471672307347,19.71283134209524,-0.1637967399924867,0.7301053290956655,-0.25000000000000006,9.236100170605994,11194.255414362307,-94.18108897698889,-8904.517177567499,0.0,0.0,460.51733696427954,0.0,2.0,0.33858061256875677,0.0,0.0,2.469292184970351,131.99922844444444,-313.06267255574323,0.1851229865626113,8.914776700847309,0.0025782068792630382,57.28993337176684,1.2221662891592369,0.0026361648689284486,62.71313749820271,-156.8942264751916
2025-01-01 06:00:00,8.610845969462135,5.425878198665125,0.0,8.610845969462135,5.425878198665125,0.0,0.2317864025387001,0.0,0.27836235091426953,8.093197216009166,0.007499999999999999,0.0,0.0,0.1960017331903713,5.227688965474754,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.029990740131578944,0.0,0.20179566240712113,0.0,0.017026706660441003,0.0,0.22367536981260558,0.16775652735945412,0.0,0.0,0.0,0.0,32.85572116122169,51.66666666666668,46.10666666666668,0.0,49.58325535881191,0.08476815312279981,219.12447812005297,0.0,32.85572116122169,48.19425053472212,49.58325535881191,47.49974812267724,12.43753247303448,15059.009138893882,20.000000000000057,1.873517116811269,0.0,5.780898577444175,0.10929858333333335,3.961640865380301,14949.710555560547,12746.71050032889,2.203000055231658,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,20128.700479872234,20.006979469249192,0.0,0.5761484422800137,0.3,9.236100170605994,6606.0926682409045,-114.01750206642708,-8777.858507546227,0.0,0.0,575.9020017091983,0.0,1.2335,0.3389730598342397,0.0,0.0,2.4721543304379185,81.4105241431111,-250.9599648159465,0.18000525009969204,9.027622515380921,0.0025561393482067245,-178.61311203825056,1.2209479133492716,0.0026361648689284486,35.4226169412728,-149.4401190076999
2025-01-01 07:00:00,10.605101475497976,5.837515526093941,0.0,10.605101475497978,5.837515526093941,0.0,0.29738575914072013,1.2833486265185186,0.2954360285837254,8.713931061255012,0.014999999999999998,0.0,0.0,0.20449710631903917,5.628643419774901,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.027945916940789472,0.0,0.26943984219993067,0.0,0.02277322015833984,0.0,0.23302041427672993,0.17476531070754742,0.0,0.0,1283.3486265185188,0.23333333333333334,35.50235307672475,51.66666666666668,46.10666666666668,0.0,50.97300107701171,0.04255596531832252,109.56223906002649,1283.3486265185188,35.50235307672475,50.463955128491286,50.97591603388073,50.20651719736205,12.43753247303448,15155.607822905788,20.000000000000057,1.7584914764353878,0.0,5.625331085376684,0.10929858333333335,3.9683855026219397,15046.309239572454,12142.007847027457,2.904301392544996,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,20061.815695311194,20.00815745100405,0.0,0.3977882293350685,-0.55,9.236100170605994,6153.324088021881,-160.3080893343178,-9430.732659766132,0.0,0.0,642.5099729472968,4.991192824035541,1.0,0.3479169413089906,0.0,0.0,2.5373826861353925,65.99961422222222,-214.0610480650708,0.1787869495585241,9.00851866274396,0.002538954634102818,24.484732565443267,1.2209556767822805,0.0026361648689284486,-3.295254001772723,-157.01283533254505
2025-01-01 08:00:00,10.276013500942726,6.484003373194261,0.0,10.276013500942726,6.484003373194261,0.0,0.25086425361516634,0.0,0.28857786702424,9.721571380303319,0.014999999999999998,0.0,0.0,0.20011360598248049,6.279514767211781,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.021129839638157892,0.0,0.22973441397700842,0.0,0.021759725714265977,0.0,0.22618468730760194,0.16963851548070139,0.0,0.0,0.0,0.0,36.323002276444285,51.66666666666668,46.10666666666668,0.0,51.684026629778124,0.12016605794046442,328.6867171800795,0.0,36.323002276444285,51.21629494188373,51.68735111557446,50.97910461214021,12.43753247303448,15589.937952852055,20.000000000000057,1.6122154259623331,0.0,5.441390505588001,0.10929858333333335,4.0,15480.639369518722,11459.757078136736,4.020882291381985,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,19997.203477199735,20.007491514794673,0.0,0.10515512663860348,-1.4,9.236100170605994,5890.940472951271,-165.9985913282591,-10146.662075438158,0.0,0.0,572.0199095598742,320.13146466585624,0.7334999999999999,0.3585376032530527,0.0,0.0,2.6148399195508434,48.410717032,-124.35531402250123,0.18079458290463687,9.043153106068283,0.002566258497284082,317.10994447205906,1.2215118072202684,0.0026361648689284486,-5.245714074816212,-160.7528772534429
2025-01-01 09:00:00,9.288589154923006,5.939431458476858,0.0,9.288589154923006,5.939431458476858,0.0,0.20215218610975919,0.0,0.3966161348349638,8.674820833978282,0.014999999999999998,0.0,0.0,0.33167574985489134,5.603380708621967,0.004375000000000002,1.0,0.11819182085968914,0.13818155036783228,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.017040193256578944,0.0,0.18511199285318022,0.0,0.020432047992529203,0.0,0.21735881198037338,0.16301910898528,0.0,0.0,0.0,0.0,35.37493786803085,51.66666666666668,46.10666666666668,0.0,51.422179464536185,0.007991358179141294,21.69680068422469,0.0,35.37493786803085,50.367162629839385,51.422179464536185,49.83965421249099,12.43753247303448,14722.564147301826,20.000000000000057,1.7331480856255288,0.0,5.3433436418812805,0.10929858333333335,3.859257448338759,14613.26556396849,11466.086955204823,3.147178608763668,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,20050.763224467624,20.006965979458236,0.0,0.5224256042358865,-0.85,9.236100170605994,5543.861830662831,-126.30946540711096,-9717.58442304826,0.0,0.0,531.3718755664349,822.6207510428916,0.5166499999999999,0.3527802293969337,0.0,0.0,2.5728509876949768,34.09870068791111,7.510230842832998,0.18597288082152036,9.129448827398472,0.0026386693616646207,590.4126259779383,1.222073613375907,0.0026361648689284486,-4.7794742652690605,-121.5299911418419
