occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,lighting_garage,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0272,0.337,0.0595,0.0595,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0543,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.576,0.0191,0.376,0.052,0.052,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.907,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.578,0.0214,0.382,0.0777,0.0777,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.8,0.614,0.0331,0.298,0.139,0.139,0.0,0.0,0.0,0.0,0.417,0,0,0,0
0.8,0.633,0.0394,0.253,0.171,0.171,0.0,0.0,0.0,0.0,0.271,0,0,0,0
0.8,0.644,0.0447,0.253,0.188,0.188,0.0,0.0,0.0,0.0,0.148,0,0,0,0
0.8,0.656,0.0508,0.253,0.208,0.208,0.0,0.0,0.0,0.0,0.227,0,0,0,0
0.707,0.656,0.0508,0.253,0.208,0.208,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.656,0.0508,0.253,0.208,0.208,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.684,0.0654,0.213,0.253,0.253,0.0,0.0,0.0,0.0,0.622,0,0,0,0
0.6,0.715,0.0821,0.168,0.305,0.305,0.0,0.0,0.0,0.0,0.177,0,0,0,0
0.507,0.691,0.0718,0.208,0.265,0.265,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.664,0.06,0.253,0.22,0.22,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.307,0.64,0.0519,0.292,0.181,0.181,0.0,0.0,0.0,0.0,0.0523,0,0,0,0
0.293,0.637,0.0551,0.298,0.178,0.178,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.664,0.0693,0.253,0.225,0.225,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.664,0.0693,0.253,0.225,0.225,0.0,0.0,0.0,0.0,0.275,0,0,0,0
0.4,0.664,0.0727,0.253,0.223,0.223,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.664,0.0765,0.253,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.307,0.64,0.0624,0.292,0.18,0.18,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.2,0.613,0.0462,0.337,0.135,0.135,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.613,0.0479,0.337,0.133,0.133,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.613,0.0498,0.337,0.131,0.131,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.293,0.637,0.0656,0.298,0.169,0.169,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.275,0,0,0,0
0.4,0.664,0.0857,0.253,0.21,0.21,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.4,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.458,0,0,0,0
0.4,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.458,0,0,0,0
0.4,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.664,0.0927,0.253,0.206,0.206,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.664,0.0982,0.253,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.664,0.0982,0.253,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.664,0.0982,0.253,0.205,0.205,0.0,0.0,0.0,0.0,0.275,0,0,0,0
0.307,0.64,0.0802,0.292,0.17,0.17,0.0,0.0,0.0,0.0,0.367,0,0,0,0
0.2,0.613,0.0596,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.2,0.613,0.0596,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.613,0.0596,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.293,0.644,0.0853,0.298,0.175,0.175,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.4,0.68,0.115,0.253,0.228,0.228,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.68,0.115,0.253,0.228,0.228,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.307,0.652,0.0916,0.292,0.186,0.186,0.0,0.0,0.0,0.0,0.277,0,0,0,0
0.2,0.626,0.0713,0.337,0.15,0.15,0.0,0.0,0.0,0.0,0.145,0,0,0,0
0.293,0.665,0.107,0.298,0.216,0.216,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.0,0.0,0.371,0,0,0,0
0.493,0.736,0.17,0.213,0.329,0.329,0.0,0.0,0.0,0.0,0.118,0,0,0,0
0.6,0.79,0.224,0.168,0.446,0.446,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.6,0.809,0.248,0.168,0.51,0.51,0.0,0.0,0.0,0.0,0.122,0,0,0,0
0.6,0.809,0.248,0.168,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.809,0.248,0.168,0.51,0.51,0.0,0.0,0.0,0.0,0.378,0,0,0,0
0.6,0.814,0.287,0.168,0.557,0.557,0.0,0.0,0.0,0.0,0.259,0,0,0,0
0.787,0.901,0.429,0.0898,0.786,0.786,0.0,0.0,0.0,0.467,0.0,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.986,0.0,0.0,0.0,0.533,0.194,0,0,0,0
0.907,0.953,0.492,0.0393,0.899,0.899,0.0,0.0,0.0,0.0,0.203,0,0,0,0
0.8,0.899,0.517,0.0842,0.796,0.796,0.0,0.0,0.0,0.0,0.275,0,0,0,0
0.893,0.929,0.679,0.0449,0.878,0.878,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.977,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.977,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.955,0.841,0.0,0.894,0.894,0.0,0.0,0.0,0.0,0.0978,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.798,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.798,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.798,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.898,0.913,0.0,0.707,0.707,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.602,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.801,0.724,0.0786,0.499,0.499,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.739,0.538,0.168,0.381,0.381,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.696,0.392,0.208,0.315,0.315,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.648,0.224,0.253,0.239,0.239,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
1.0,0.628,0.175,0.292,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.605,0.12,0.337,0.144,0.144,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.6,0.0915,0.337,0.118,0.118,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.593,0.0591,0.337,0.0892,0.0892,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.593,0.0591,0.337,0.0892,0.0892,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0389,0.376,0.0706,0.0706,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.575,0.0187,0.382,0.0588,0.0588,0.0,0.0,0.0,0.0,0.197,0,0,0,0
1.0,0.589,0.022,0.337,0.0696,0.0696,0.0,0.0,0.0,0.0,0.169,0,0,0,0
1.0,0.615,0.0277,0.258,0.0885,0.0885,0.0,0.0,0.0,0.467,0.0,0,0,0,0
1.0,0.645,0.0342,0.168,0.11,0.11,0.0,0.0,0.0,1.0,0.282,0,0,0,0
1.0,0.656,0.0421,0.168,0.167,0.167,0.0,0.0,0.0,1.0,0.0814,0,0,0,0
1.0,0.685,0.0567,0.129,0.26,0.26,0.0,0.0,0.0,0.6,0.0,0,0,0,0
0.907,0.704,0.063,0.0842,0.293,0.293,0.0,0.0,0.0,0.0,0.333,0,0,0,0
0.8,0.704,0.063,0.0842,0.293,0.293,0.0,0.0,0.0,0.0,0.166,0,0,0,0
0.8,0.726,0.0736,0.0842,0.328,0.328,0.0,0.0,0.0,0.467,0.0,0,0,0,0
0.8,0.751,0.0856,0.0842,0.368,0.368,0.0,0.0,0.0,1.0,0.527,0,0,0,0
0.707,0.729,0.0775,0.124,0.331,0.331,0.0,0.0,0.0,0.6,0.379,0,0,0,0
0.6,0.704,0.0682,0.168,0.288,0.288,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.6,0.709,0.0747,0.168,0.296,0.296,0.0,0.0,0.0,0.0,0.221,0,0,0,0
0.6,0.715,0.0821,0.168,0.305,0.305,0.0,0.0,0.0,0.0,0.0553,0,0,0,0
0.6,0.715,0.0821,0.168,0.305,0.305,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.6,0.715,0.0821,0.168,0.305,0.305,0.0,0.0,0.0,0.0,0.199,0,0,0,0
0.6,0.691,0.0761,0.208,0.268,0.268,0.0,0.0,0.0,0.0,0.181,0,0,0,0
0.6,0.664,0.0693,0.253,0.225,0.225,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.664,0.0693,0.253,0.225,0.225,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.664,0.0693,0.253,0.225,0.225,0.0,0.0,0.0,0.0,0.195,0,0,0,0
0.6,0.688,0.0868,0.213,0.262,0.262,0.0,0.0,0.0,0.0,0.0836,0,0,0,0
0.6,0.715,0.107,0.168,0.305,0.305,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.507,0.691,0.0927,0.208,0.265,0.265,0.0,0.0,0.0,0.0,0.436,0,0,0,0
0.493,0.688,0.0907,0.213,0.259,0.259,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.6,0.715,0.112,0.168,0.3,0.3,0.0,0.0,0.0,0.0,0.275,0,0,0,0
0.507,0.691,0.102,0.208,0.256,0.256,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.664,0.0857,0.253,0.21,0.21,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.493,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.6,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.507,0.64,0.0735,0.292,0.17,0.17,0.0,0.0,0.0,0.0,0.275,0,0,0,0
0.4,0.613,0.057,0.337,0.127,0.127,0.0,0.0,0.0,0.0,0.55,0,0,0,0
0.4,0.613,0.057,0.337,0.127,0.127,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.4,0.613,0.057,0.337,0.127,0.127,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.613,0.0582,0.337,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.613,0.0596,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.275,0,0,0,0
0.4,0.613,0.0596,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.4,0.613,0.0596,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.307,0.616,0.0622,0.337,0.133,0.133,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.2,0.621,0.0653,0.337,0.139,0.139,0.0,0.0,0.0,0.0,0.183,0,0,0,0
0.2,0.621,0.0653,0.337,0.139,0.139,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.2,0.621,0.0653,0.337,0.139,0.139,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.2,0.626,0.0713,0.337,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.293,0.665,0.107,0.298,0.216,0.216,0.0,0.0,0.0,0.0,0.166,0,0,0,0
0.4,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
0.4,0.714,0.154,0.253,0.314,0.314,0.0,0.0,0.0,0.0,0.525,0,0,0,0
0.493,0.765,0.206,0.213,0.428,0.428,0.0,0.0,0.0,0.467,0.254,0,0,0,0
0.6,0.809,0.248,0.168,0.51,0.51,0.0,0.0,0.0,1.0,0.176,0,0,0,0
0.6,0.809,0.248,0.168,0.51,0.51,0.0,0.0,0.0,0.6,0.0916,0,0,0,0
0.6,0.814,0.287,0.168,0.557,0.557,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.693,0.861,0.38,0.129,0.699,0.699,0.0,0.0,0.0,0.0,0.275,0,0,0,0
0.893,0.947,0.485,0.0449,0.886,0.886,0.0,0.0,0.0,0.0,0.183,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.986,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
1.0,0.984,0.642,0.0,0.982,0.982,0.0,0.0,0.0,0.0,0.299,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.977,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.977,0.0,0.0,0.0,0.0,0.0916,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.977,0.0,0.0,0.0,0.0,0.0983,0,0,0,0
1.0,0.955,0.841,0.0,0.894,0.894,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.798,0.0,0.0,0.0,0.0,0.082,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.798,0.0,0.0,0.0,0.0,0.375,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.798,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.843,0.75,0.0786,0.604,0.604,0.0,0.0,0.0,0.0,0.0992,0,0,0,0
1.0,0.739,0.538,0.168,0.381,0.381,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.711,0.457,0.208,0.329,0.329,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.68,0.364,0.253,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.645,0.25,0.292,0.211,0.211,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.605,0.12,0.337,0.144,0.144,0.0,0.0,0.0,0.0,0.0,0,0,0,0
