Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.7605840923673387,0.466971225100746,0.0,0.012676401539455645,0.0077828537516791,0.0,0.07265645096457297,0.6379276414027657,0.0,0.05,0.0,0.0,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,84.78149920678372,51.666666666666686,46.10666666666668,0.0,51.57143424640867,0.0,0.0,0.0,132.47109251059956,51.60154031432582,51.61659334828439,51.57143424640867,12.43753247303448,20.00502897196032,0.0,-2.804191182013753,-1.9378990969668515,2.8,9.236100170605994,-1408.3033901873905,168.99870996333385,4482.300332875523,-2357.468332635294,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.10514117047776643,0.0,0,1.3606363414969804,329.99807111111113,-56.85883725176012,0.22202825806514803,9.693083743443811,0.0031617026472181477,-2.955507932399163,1.2181377948936158,0,0,168.99870996333385,0.7249112727551998,4475.98180615393,6.318526721592965
2025-01-01 00:01:00,0.7605840923673387,0.466971225100746,0.0,0.012676401539455645,0.0077828537516791,0.0,0.07265645096457297,0.6379276414027657,0.0,0.05,0.0,0.0,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,85.20300516389187,51.666666666666686,46.10666666666668,0.0,51.55733374215165,0.0,0.0,0.0,133.12969556858104,51.588330771796535,51.60382928661898,51.55733374215165,12.43753247303448,19.834706471654755,0.0,-2.60356438126602,-1.3704248953465965,2.8,9.236100170605994,-1376.8096321510384,165.39145461351114,3945.6346779326263,-2323.8300338129766,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.1046771895504983,0.0,0,1.3546319446604815,329.99807111111113,-59.003378037725355,0.22503908313162305,9.640338399001548,0.003161688430874851,-1.7616365862741272,1.2224063593279018,0,0,165.39145461351114,0.7249112727551998,3939.8783244356155,5.756353497010847
2025-01-01 00:02:00,0.7605840923673387,0.466971225100746,0.0,0.012676401539455645,0.0077828537516791,0.0,0.07265645096457297,0.6379276414027657,0.0,0.05,0.0,0.0,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,85.60995629388755,51.666666666666686,46.10666666666668,0.0,51.543163495823364,0.0,0.0,0.0,133.7655567091993,51.57505555573094,51.59100158568474,51.543163495823364,12.43753247303448,19.669742298559648,0.0,-2.4077748003673385,-0.8753459573037834,2.8,9.236100170605994,-1346.6805568522414,162.2728984232953,3477.574615978256,-2291.4323764581704,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.10422716974553199,0.0,0,1.3488082192991586,329.99807111111113,-61.27196009373429,0.22735430073803986,9.565824086767755,0.0031616799867837165,-0.6054995761026785,1.2230950255903064,0,0,162.2728984232953,0.7249112727551998,3472.1680009489296,5.406615029326515
2025-01-01 00:03:00,0.7605840923673387,0.466971225100746,0.0,0.012676401539455645,0.0077828537516791,0.0,0.07265645096457297,0.6379276414027657,0.0,0.05,0.0,0.0,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,86.00321780180539,51.666666666666686,46.10666666666668,0.0,51.52892593262057,0.0,0.0,0.0,134.38002781532091,51.56171693387152,51.57811243449701,51.52892593262057,12.43753247303448,19.50981629030195,0.0,-2.2165681591755875,-0.4432767160244495,2.8,9.236100170605994,-1318.0089652645615,159.14069404102375,3069.10107060481,-2260.195909690079,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.10379029766405469,0.0,0,1.3431546391845153,329.99807111111113,-63.83683527414607,0.2296247927343146,9.493148031639421,0.0031616770860635472,0.5150891170971281,1.223763396581448,0,0,159.14069404102375,0.7249112727551998,3063.984115352229,5.116955252581405
2025-01-01 00:04:00,0.7605840923673387,0.466971225100746,0.0,0.012676401539455645,0.0077828537516791,0.0,0.07265645096457297,0.6379276414027657,0.0,0.05,0.0,0.0,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,86.38353702693198,51.666666666666686,46.10666666666668,0.0,51.514623333616406,0.0,0.0,0.0,134.9742766045812,51.54831703915585,51.56516389192558,51.514623333616406,12.43753247303448,19.35465207430398,-0.14534792569607546,-2.029747362343263,-0.06606828980247359,2.8,9.236100170605994,-1285.6632409688095,156.06127177569738,2712.529780007819,-2230.0514735988886,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.1033658732177445,0.0,0,1.3376621444439178,329.99807111111113,-61.63554706958459,0.23185246231968018,9.422185916319057,0.003161679552313592,1.6020051303540104,1.224412561489227,0,0,156.06127177569738,0.7249112727551998,2707.628266833124,4.901513174695137
2025-01-01 00:05:00,0.7605840923673387,0.466971225100746,0.0,0.012676401539455645,0.0077828537516791,0.0,0.07265645096457297,0.6379276414027657,0.0,0.05,0.0,0.0,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,86.75123493561979,51.666666666666686,46.10666666666668,0.0,51.50025785538828,0.0,0.0,0.0,135.54880458690593,51.53485788808088,51.55215790442718,51.50025785538828,12.43753247303448,19.204132057495162,-0.2958679425048949,-1.84714441512857,0.2633909984843072,2.8,9.236100170605994,-1251.9125430688546,153.04463334615446,2401.136011014211,-2200.9620542382727,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.10295362587037603,0.0,0,1.3323272340566126,329.99807111111113,-56.97426853024541,0.23403708748358193,9.353541520583722,0.0031616872186578473,2.656017858795659,1.2250429508828533,0,0,153.04463334615446,0.7249112727551998,2396.381921130214,4.754089883997139
2025-01-01 00:06:00,1.6483445090340052,0.466971225100746,0.7609375000000002,0.027472408483900087,0.0077828537516791,0.01268229166666667,0.07265645096457297,0.6379276414027657,0.8877604166666666,0.05,0.0,0.7609375000000002,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,On,13269.102880038614,20.000000000000057,0.7999999999999999,5459.361425516942,22.300879861111113,0.8877604166666666,1,17840.70388888889,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,87.10673778613916,51.666666666666686,46.10666666666668,0.0,51.48583160100805,0.0,0.0,0.0,136.10427779084245,51.52134144713479,51.53909637019816,51.48583160100805,12.43753247303448,19.058099357610658,-0.44190064238939897,-1.6686128033287992,0.5512929161593454,2.8,9.236100170605994,12050.3601726691,5609.460242796305,2129.0602355380274,-2172.883949399584,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.1025531740996763,0.0,0,1.3271449707267016,329.99807111111113,-51.882537669595166,0.2361791154105389,9.287138350442486,0.0031616999224057343,3.6781777007274545,1.225655163846877,0,0,150.09881727936232,0.7249112727551998,2124.3955999577615,4.664635580265966
2025-01-01 00:07:00,1.6483445090340052,0.466971225100746,0.7609375000000002,0.027472408483900087,0.0077828537516791,0.01268229166666667,0.07265645096457297,0.6379276414027657,0.8877604166666666,0.05,0.0,0.7609375000000002,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,On,13269.102880038614,20.000000000000057,0.7999999999999999,5459.361425516942,22.300879861111113,0.8877604166666666,1,17840.70388888889,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,86.55731793330187,51.666666666666686,46.10666666666668,0.0,51.471346602513876,0.0,0.0,0.0,135.24580927078418,51.507769616391776,51.52598112333074,51.471346602513876,12.43753247303448,19.249248248744845,-0.250751751255212,-1.3567865508465133,0.8030212924131872,2.8,9.236100170605994,12005.637790657725,5604.246317226626,1891.2061647103565,-2209.6653769757727,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.10307724536632959,0.0,0,1.3339269991909328,329.99807111111113,-59.82349210478098,0.23338225176447677,9.374446691724337,0.0031617175063621637,2.329273657738364,1.2248539086330403,0,0,144.88489170968373,0.7249112727551998,1886.5830992807867,4.623065429569762
2025-01-01 00:08:00,1.6483445090340052,0.466971225100746,0.7609375000000002,0.027472408483900087,0.0077828537516791,0.01268229166666667,0.07265645096457297,0.6379276414027657,0.8877604166666666,0.05,0.0,0.7609375000000002,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,On,13269.102880038614,20.000000000000057,0.7999999999999999,5459.361425516942,22.300879861111113,0.8877604166666666,1,17840.70388888889,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,86.02608113607342,51.666666666666686,46.10666666666668,0.0,51.456953521003406,0.0,0.0,0.0,134.4157517751147,51.49428338905259,51.51294832307718,51.456953521003406,12.43753247303448,19.433706689382166,-0.06629331061789046,-1.0519915227370389,1.0232561433438576,2.8,9.236100170605994,11962.897689019195,5599.312861247177,1683.1438144878807,-2245.3898070212017,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.10358218211044078,0.0,0,1.3404614069883058,329.99807111111113,-66.83916369788174,0.23071812123393645,9.458561643329642,0.0031617286490102326,1.0314740851158408,1.2240816952707392,0,0,139.95143573023495,0.7249112727551998,1678.5231204437994,4.620694044081233
2025-01-01 00:09:00,1.6483445090340052,0.466971225100746,0.7609375000000002,0.027472408483900087,0.0077828537516791,0.01268229166666667,0.07265645096457297,0.6379276414027657,0.8877604166666666,0.05,0.0,0.7609375000000002,0.0,0.4523878917674127,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.10949265885008036,0.08211949413756024,On,0,0,Off,0.02105986842105263,0.0,On,0.0031417435463606596,0.0,On,0.04845483899715969,0,On,0.03474378571288198,0,On,0.49369119683980334,0.3702683976298524,On,0,0,Off,On,13269.102880038614,20.000000000000057,0.7999999999999999,5459.361425516942,22.300879861111113,0.8877604166666666,1,17840.70388888889,17840.70388888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8101.071653333333,Off,0.0,0,85.51177710208479,51.666666666666686,46.10666666666668,0.0,51.442649326127196,0.0,0.0,0.0,133.6121517220075,51.48087993207169,51.49999523504394,51.442649326127196,12.43753247303448,19.611937785535527,0.0,-0.753964516320009,1.2160660877949279,2.8,9.236100170605994,11921.195243175096,5594.464490978825,1501.0221732847076,-2280.1225688031723,-0.0,-0.0,1006.0237796996636,0.0,5.0,0.10406933206198304,0.0,0,1.3467656351495005,329.99807111111113,-73.80884776001037,0.22817595726645043,9.539760458679645,0.003161733586430651,-0.21872030942014042,1.2233364806090958,0,0,135.1030654618829,0.7249112727551998,1496.3719632017567,4.65021008295073
