Metric,Value
Total Electric Energy (kWh),671.7412436044324
Total Gas Energy (therms),142.79400936936935
Average Electric Power (kW),0.9329739494506005
Peak Electric Power (kW),13.18778926124671
Other Electric Energy (kWh),294.72028468777654
HVAC Heating Electric Energy (kWh),144.46737666666667
Lighting Electric Energy (kWh),38.051347260211536
Water Heating Electric Energy (kWh),187.5522349897778
HVAC Cooling Electric Energy (kWh),6.950000000000004
HVAC Heating Gas Energy (therms),142.79400936936935
Average Temperature - Indoor (C),18.499515926294347
Unmet Heating Load (C-hours),47.981990190351134
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
