Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.0633388590451067,0.15356776343324174,0.8231783783783783,0.017722314317418445,0.0025594627238873626,0.013719639639639637,0.013459683839931852,0.0,0.2070541752051749,0.832825,0.010000000000000002,0.8231783783783783,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,On,17213.98371225708,20.000000000000057,0.9250000000000002,5934.447972187364,24.124980199399396,0.832825,1,22315.606684444443,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,34.16632764911798,51.666666666666686,46.10666666666668,0.0,51.335286692809504,0.0,0.0,0.0,34.16632764911798,49.1911781947643,51.335286692809504,48.1191239457417,12.43753247303448,19.90536496034557,0.0,12.649219943114826,2.8,9.236100170605994,13199.22860988208,4374.714912465166,-4288.424222699041,-0.0,-0.0,340.90685099178125,0.0,2.0,0.1923746061726115,0.0,0,2.489527928500431,131.99922844444444,-67.23773066773725,0.18891959007456924,9.096847193988113,0.0026715728440322053,-87.35315066375873,1.218912416728665,0.0997287283764609,-1280.0878314386277,-279.64522828357025
2025-01-01 00:01:00,1.0633388590451067,0.15356776343324174,0.8231783783783783,0.017722314317418445,0.0025594627238873626,0.013719639639639637,0.013459683839931852,0.0,0.2070541752051749,0.832825,0.010000000000000002,0.8231783783783783,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,On,17213.98371225708,20.000000000000057,0.9250000000000002,5934.447972187364,24.124980199399396,0.832825,1,22315.606684444443,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,33.87905062894352,51.666666666666686,46.10666666666668,0.0,51.331861099501104,0.0,0.0,0.0,33.87905062894352,49.188301220058236,51.331861099501104,48.1165212803368,12.43753247303448,20.14937305659869,0.0,13.161400006932872,2.8,9.236100170605994,13081.284724456946,4287.289777631535,-4381.076461792419,-0.0,-0.0,340.90685099178125,0.0,2.0,0.19376681262131948,0.0,0,2.507544531134497,131.99922844444444,-92.52937699949419,0.18660053004542393,9.231834656340727,0.0026711529320534904,-88.4933396289328,1.221456300594424,0.10063217533688643,-1358.8544874186168,-288.3037071372116
2025-01-01 00:02:00,0.23051385904510677,0.15356776343324174,0.0,0.0038418976507517792,0.0025594627238873626,0.0,0.013459683839931852,0.0,0.2070541752051749,0.0,0.010000000000000002,0.0,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,33.6017102124306,51.666666666666686,46.10666666666668,0.0,51.32846156590606,0.0,0.0,0.0,33.6017102124306,49.18544843550596,51.32846156590606,48.11394187030592,12.43753247303448,20.384865222892603,0.0,13.645625966081028,2.8,9.236100170605994,-4247.617727574543,-1730.3328587899086,-4471.245461803419,-0.0,-0.0,340.90685099178125,0.0,2.0,0.19510653511108375,0.0,0,2.524881936632371,131.99922844444444,-117.27911676290513,0.18387470049788532,9.338891993346728,0.002670728425066987,-89.5743672932955,1.2204766841284165,0.10147891692717849,-1434.3267503547568,-296.006108435152
2025-01-01 00:03:00,0.23051385904510677,0.15356776343324174,0.0,0.0038418976507517792,0.0025594627238873626,0.0,0.013459683839931852,0.0,0.2070541752051749,0.0,0.010000000000000002,0.0,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,33.837280339239854,51.666666666666686,46.10666666666668,0.0,51.32508719333167,0.0,0.0,0.0,33.837280339239854,49.18261900439605,51.32508719333167,48.111384909928255,12.43753247303448,20.179550808797394,0.0,13.070888018177484,2.8,9.236100170605994,-4173.77817477307,-1628.752444998383,-4392.590292309695,-0.0,-0.0,340.90685099178125,0.0,2.0,0.19393870798320426,0.0,0,2.5097690362950584,131.99922844444444,-122.09473345515568,0.18619314806504894,9.24441268350689,0.002670298387443413,-88.13896800372015,1.2213312671519778,0.10047310998304808,-1344.8550913936165,-283.8973536047665
2025-01-01 00:04:00,0.23051385904510677,0.15356776343324174,0.0,0.0038418976507517792,0.0025594627238873626,0.0,0.013459683839931852,0.0,0.2070541752051749,0.0,0.010000000000000002,0.0,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,34.06476279609462,51.666666666666686,46.10666666666668,0.0,51.321691607655026,0.0,0.0,0.0,34.06476279609462,49.17976973710992,51.321691607655026,48.10880880183737,12.43753247303448,19.981167598234364,0.0,12.530074992490448,2.8,9.236100170605994,-4097.879703420425,-1534.7149951226838,-4317.1223017215425,-0.0,-0.0,340.90685099178125,0.0,2.0,0.19280754549109985,0.0,0,2.4951306145626218,131.99922844444444,-121.6642526906634,0.18846417703070295,9.153429043700728,0.002669875537110609,-86.74780811042638,1.2221581429320292,0.09951738981562741,-1261.9228841480178,-272.792110974666
2025-01-01 00:05:00,0.23051385904510677,0.15356776343324174,0.0,0.0038418976507517792,0.0025594627238873626,0.0,0.013459683839931852,0.0,0.2070541752051749,0.0,0.010000000000000002,0.0,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,34.28447190406333,51.666666666666686,46.10666666666668,0.0,51.318275540323654,0.0,0.0,0.0,34.28447190406333,49.17690131466958,51.318275540323654,48.106214201842555,12.43753247303448,19.789446125321454,0.0,12.020946707347598,2.8,9.236100170605994,-4019.184574233914,-1447.3714332269715,-4244.686885698119,-0.0,-0.0,340.90685099178125,0.0,2.0,0.19171177445771567,0.0,0,2.4809501951968556,131.99922844444444,-115.40453952757659,0.19068815461997565,9.064361262446432,0.0026694596424971535,-85.3992503836829,1.2229583216147253,0.09860919830564834,-1184.9788308634502,-262.39260236352123
2025-01-01 00:06:00,0.23051385904510677,0.15356776343324174,0.0,0.0038418976507517792,0.0025594627238873626,0.0,0.013459683839931852,0.0,0.2070541752051749,0.0,0.010000000000000002,0.0,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,34.49665553821616,51.666666666666686,46.10666666666668,0.0,51.314839694358426,0.0,0.0,0.0,34.49665553821616,49.17401439162969,51.314839694358426,48.103601740265326,12.43753247303448,19.604174005554714,0.0,11.541462140025308,2.8,9.236100170605994,-3941.94580618962,-1366.0625141998157,-4175.155045448658,-0.0,-0.0,340.90685099178125,0.0,2.0,0.19065042856636596,0.0,0,2.4672152730525916,131.99922844444444,-107.69761173274352,0.19286495463211242,8.978577490800554,0.002669050481156301,-84.09198375407107,1.2237325840695812,0.09774617042443408,-1113.5288773117973,-252.5336368880185
2025-01-01 00:07:00,0.23051385904510677,0.15356776343324174,0.0,0.0038418976507517792,0.0025594627238873626,0.0,0.013459683839931852,0.0,0.2070541752051749,0.0,0.010000000000000002,0.0,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,34.70165252559756,51.666666666666686,46.10666666666668,0.0,51.311384750361434,0.0,0.0,0.0,34.70165252559756,49.171109601672555,51.311384750361434,48.10097202732812,12.43753247303448,19.42506066368952,-0.07493933631053551,11.089742546550506,2.8,9.236100170605994,-3867.6463755038103,-1290.3313441776352,-4108.372236897399,-0.0,-0.0,340.90685099178125,0.0,2.0,0.18962207519584684,0.0,0,2.4539073085181364,131.99922844444444,-100.18098959819284,0.19499555314931322,8.895218496540991,0.0026686478380528508,-82.82424996866683,1.2244820461306112,0.09692608737419907,-1047.1270452915737,-243.20429888606148
2025-01-01 00:08:00,0.23051385904510677,0.15356776343324174,0.0,0.0038418976507517792,0.0025594627238873626,0.0,0.013459683839931852,0.0,0.2070541752051749,0.0,0.010000000000000002,0.0,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,34.899815746597184,51.666666666666686,46.10666666666668,0.0,51.30791135829302,0.0,0.0,0.0,34.899815746597184,49.16818754994958,51.30791135829302,48.09832564577786,12.43753247303448,19.25180341717563,-0.24819658282442703,10.664033346727843,2.8,9.236100170605994,-3796.4463268291074,-1219.7460734979857,-4044.1835450603435,-0.0,-0.0,340.90685099178125,0.0,2.0,0.1886251918052168,0.0,0,2.441006598326663,131.99922844444444,-93.16963276054562,0.19708127292900673,8.814146049882229,0.0026682515077481486,-81.59422148506394,1.22520788330205,0.09614682328185835,-985.3668282479089,-234.37924525007674
2025-01-01 00:09:00,1.0633388590451067,0.15356776343324174,0.8231783783783783,0.017722314317418445,0.0025594627238873626,0.013719639639639637,0.013459683839931852,0.0,0.2070541752051749,0.832825,0.010000000000000002,0.8231783783783783,0.0,0.0,0.15065109676657507,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.009949705769756413,0,On,0.006186046183074748,0,On,0.16580337853957097,0.1243525339046782,On,On,17213.98371225708,20.000000000000057,0.9250000000000002,5934.447972187364,24.124980199399396,0.832825,1,22315.606684444443,22315.606684444443,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1690.1410977777778,Off,0.0,0.0,35.091478245553894,51.666666666666686,46.10666666666668,0.0,51.30442013620145,0.0,0.0,0.0,35.091478245553894,49.165248811897875,51.30442013620145,48.095663149746095,12.43753247303448,19.08411660227131,-0.4158833977287486,10.262697834750725,2.8,9.236100170605994,13485.820427026192,4780.536310629395,-3982.4443167065037,-0.0,-0.0,340.90685099178125,0.0,2.0,0.18765833413596597,0.0,0,2.4284944522676084,131.99922844444444,-86.62581951616384,0.19912342610927922,8.735931901022006,0.0026678612946782507,-80.40016855523282,1.2259112084214094,0.09540634688624074,-927.8777832962156,-226.0338782617534
