Metric,Value
Total Electric Energy (kWh),49.50120161067424
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.0625500671114265
Peak Electric Power (kW),5.0715529553906435
Lighting Electric Energy (kWh),1.0787839906997965
Water Heating Electric Energy (kWh),7.958004105925927
Other Electric Energy (kWh),9.36667619271518
HVAC Heating Electric Energy (kWh),29.897737321333324
HVAC Cooling Electric Energy (kWh),1.2
Average Temperature - Indoor (C),18.452964789080568
Unmet Heating Load (C-hours),23.06723316208736
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),29.897737321333324
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),1.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
