Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.22973110235908933,0.07658981811598191,0.09570270270270269,0.22973110235908933,0.07658981811598191,0.09570270270270269,0.024367309811353235,0.0,0.1085395737977361,0.09682421875,0.09570270270270269,0.0,0.0,0.07658981811598191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004698999451754385,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,2108.6033503884864,17.222222222222285,0.23125000000000004,582.6328794726246,2.804769741741741,0.09682421875,0.25,2594.412011111111,10377.648044444444,0.0,0.0,35.222213822801564,51.66666666666668,46.10666666666668,0.0,48.224740325584285,0.0,0.0,0.0,35.222213822801564,47.138100165722854,48.224740325584285,46.594780085792145,12.43753247303448,16.89685300509905,-0.05658885190078866,7.941489696340192,2.8,9.236100170605994,1687.829920223445,-1239.092525481063,-548.1662617761917,0.0,0.0,194.08992071424143,0.0,1.0,0.029830561597147625,0.0,0.0,0.5380878018310411,65.99961422222222,-66.69708910309087,0.2305623280689516,7.72723921692678,0.0026915711959082833,20.804230072875963,1.2350796674527376,0.2765983993280968,-1853.457477740935,31.732072787247535
2025-01-01 01:00:00,0.26082062915958104,0.07596522724801186,0.1276036036036036,0.26082062915958104,0.07596522724801186,0.12760360360360357,0.02401488485247166,0.0,0.10770678597377602,0.12909895833333335,0.1276036036036036,0.0,0.0,0.07596522724801186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0043465744928728066,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,2811.4711338513152,17.222222222222285,0.3083333333333334,776.8438392968328,3.739692988988988,0.12909895833333335,0.3333333333333333,3459.216014814815,10377.648044444444,0.0,0.0,34.89175289168738,51.66666666666668,46.10666666666668,0.0,47.897874788321296,0.0,0.0,0.0,34.89175289168738,46.843022863784945,47.897874788321296,46.31559690151676,12.43753247303448,16.884866586261936,-0.06680847839154834,8.22983583081239,2.5,9.236100170605994,2392.7868035410925,-791.3977546525805,-542.3348001780023,0.0,0.0,192.90470793139983,0.0,1.0,0.028908108413084874,0.0,0.0,0.5214484635306911,65.99961422222222,-69.25423806362022,0.23146233415065262,7.731756485861535,0.0026998977975903767,22.416455299055,1.2351845277568432,0.21858790981944426,-1596.9740250411628,28.732431091749522
2025-01-01 02:00:00,0.8693532233819173,0.0753406363800418,0.09570270270270269,0.8693532233819172,0.0753406363800418,0.09570270270270269,0.02401488485247166,0.6416401216296297,0.10687399814981596,0.09682421875,0.09570270270270269,0.0,0.0,0.0753406363800418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0043465744928728066,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,2108.6033503884864,17.222222222222285,0.23125000000000004,582.6328794726246,2.804769741741741,0.09682421875,0.25,2594.412011111111,10377.648044444444,641.6401216296297,0.18333333333333332,38.60495764115168,51.66666666666668,46.10666666666668,0.0,50.33409223797546,0.0,0.0,641.6401216296297,38.60495764115168,50.051457939717665,50.33882601517021,49.905407013394004,12.43753247303448,16.922706549987545,-0.05500285420965986,8.868011874242143,1.6500000000000001,9.236100170605994,1660.6202742016608,-850.1010370672034,-572.0475089622843,0.0,0.0,192.07192010743972,0.0,1.0,0.028593553164081454,0.0,0.0,0.5157744723810624,65.99961422222222,-68.00748733198132,0.23174050185622183,7.76160707872266,0.0027097097193063994,27.919967785342653,1.2350160382654303,0.15480643446626327,-1456.8314614755463,24.09754493571833
2025-01-01 03:00:00,0.23310031187240648,0.07471604551207175,0.10208288288288286,0.2331003118724065,0.07471604551207175,0.10208288288288286,0.02377993487988394,0.0,0.1060412103258559,0.10327916666666666,0.10208288288288286,0.0,0.0,0.07471604551207175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.004111624520285088,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,2249.1769070810524,17.222222222222285,0.2466666666666667,621.4750714374662,2.991754391191191,0.10327916666666666,0.26666666666666666,2767.3728118518516,10377.648044444444,0.0,0.0,40.36955624999766,51.66666666666668,46.10666666666668,0.0,51.583038943311486,0.0,0.0,0.0,40.36955624999766,51.60423913982774,51.61483923808588,51.583038943311486,12.43753247303448,16.90615336434553,-0.05945441365813841,8.714009010313815,1.6500000000000001,9.236100170605994,1791.5316707101488,-1047.8412680254426,-581.9757261666417,0.0,0.0,191.00418231089193,0.0,1.0,0.029140354180163704,0.0,0.0,0.5256377448449243,65.99961422222222,-66.67369251515393,0.23289706500806995,7.766308753416812,0.0027203577802903606,16.221445359416585,1.2350787377759789,0.18746293674648182,-1696.943035396267,27.62669593335839
2025-01-01 04:00:00,0.5162852323817797,0.0740914546441017,0.38281081081081075,0.5162852323817797,0.0740914546441017,0.38281081081081075,0.02377993487988394,0.0,0.10520842250189583,0.387296875,0.38281081081081075,0.0,0.0,0.0740914546441017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.004111624520285088,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,8434.413401553946,23.888888888888914,0.9250000000000002,2330.5315178904984,11.219078966966965,0.387296875,1.0,10377.648044444444,10377.648044444444,0.0,0.0,35.56984820252902,51.66666666666668,46.10666666666668,0.0,51.2387317208673,0.0,0.0,0.0,35.56984820252902,51.27874741666963,51.2987552645708,51.2387317208673,12.43753247303448,20.705434309904383,-2.5728218355185715,9.881212229335963,0.55,9.236100170605994,7544.166139290524,336.291978752481,-926.0730986662832,0.0,-1.8374378684088912,190.1713944869319,0.0,1.0,0.0344158296724016,0.0,5.722785285295381e-05,0.6218297864004325,65.99961422222222,-152.50812021566063,0.18537456518178747,9.52863044062325,0.0027246698725795237,27.94901077609277,1.2185920359836104,0.17702406227101095,-2011.9826535916693,17.743114453651962
2025-01-01 05:00:00,0.41347596566028855,0.0740914546441017,0.2807279279279279,0.41347596566028855,0.0740914546441017,0.2807279279279279,0.02424983482505938,0.0,0.10520842250189583,0.28401770833333334,0.2807279279279279,0.0,0.0,0.0740914546441017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.004581524465460526,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,6185.236494472893,23.888888888888914,0.6783333333333335,1709.056446453032,8.227324575775775,0.28401770833333334,0.7333333333333333,7610.275232592593,10377.648044444444,0.0,0.0,31.897504629632937,51.66666666666668,46.10666666666668,0.0,50.94432789292091,0.0,0.0,0.0,31.897504629632937,51.00015695229775,51.028071481986174,50.94432789292091,12.43753247303448,23.58274027444295,-0.059940622001028385,10.492388971934476,-0.25000000000000006,9.236100170605994,5013.691401881046,-474.8948176305186,-1191.6868739835907,0.0,-28.071400330966938,190.64129443210732,0.0,1.0,0.03795751438292514,0.0,0.0008921867274273214,0.7007762895842159,65.99961422222222,-142.42811270939745,0.15518377302175287,10.834559405286255,0.0027419644432682085,26.964873526462473,1.2061010248416966,0.15991084522756033,-2208.170378785946,24.219114702395547
2025-01-01 06:00:00,0.36408933290634465,0.0753406363800418,0.22968648648648643,0.3640893329063446,0.0753406363800418,0.22968648648648643,0.024837209756528675,0.0,0.10687399814981596,0.232378125,0.22968648648648643,0.0,0.0,0.0753406363800418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.005168899396929824,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,5060.648040932368,23.888888888888914,0.555,1398.3189107342992,6.731447380180179,0.232378125,0.6,6226.588826666667,10377.648044444444,0.0,0.0,31.561122048512576,51.66666666666668,46.10666666666668,0.0,50.71408253658264,0.0,0.0,0.0,31.561122048512576,50.73285849018256,50.742246466982515,50.71408253658264,12.43753247303448,23.605655551854664,-0.05935941008348333,9.794274456002459,0.3,9.236100170605994,3972.667753013715,-848.8008318557188,-1151.904802616493,0.0,-30.87727053157004,192.89424501149676,0.0,1.0,0.03760869692389142,0.0,0.0010027476067125628,0.696478584398508,65.99961422222222,-98.09245978208652,0.15509552426617376,10.846931379981037,0.002744142905903357,1.3301263043447555,1.2060064763571847,0.18349985953870587,-2285.8574698231614,38.73772723314341
2025-01-01 07:00:00,0.3589475356787165,0.07658981811598191,0.22330630630630627,0.3589475356787165,0.07658981811598191,0.22330630630630627,0.024484784797647097,0.0,0.1085395737977361,0.22592317708333332,0.22330630630630627,0.0,0.0,0.07658981811598191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0048164744380482455,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,4920.074484239802,23.888888888888914,0.5395833333333334,1359.4767187694574,6.5444627307307295,0.22592317708333332,0.5833333333333334,6053.628025925926,10377.648044444444,0.0,0.0,31.234711999581883,51.66666666666668,46.10666666666668,0.0,50.44858021467396,0.0,0.0,0.0,31.234711999581883,50.46834282202113,50.478224125694716,50.44858021467396,12.43753247303448,23.62165877338023,-0.04837282804086188,9.598666681040957,-0.55,9.236100170605994,3779.491714669179,-1086.6073915990949,-1226.4191200367688,0.0,-31.97302249768489,194.2073957005353,2.593515389170755,1.0,0.03848418465235451,0.0,0.0009984004757802646,0.7121923391558419,65.99961422222222,-76.39802273670418,0.15514916647509955,10.857882624991744,0.0027478131812255237,22.50176127892798,1.2059386419576936,0.1857413155705037,-2489.9277648671386,43.8436544985864
2025-01-01 08:00:00,0.377970417389738,0.07721440898395196,0.24244684684684684,0.377970417389738,0.07721440898395196,0.2424468468468468,0.023310034934708502,0.0,0.10937236162169617,0.24528802083333331,0.24244684684684684,0.0,0.0,0.07721440898395196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.003641724575109649,0.0,0.019668310359598852,0.0,0.0064198163097601854,0.0,0.0688082445295732,0.05160618339717988,0.0,0.0,5341.7951543174995,23.888888888888914,0.5858333333333334,1476.0032946639824,7.105416679079078,0.24528802083333331,0.6333333333333333,6572.510428148148,10377.648044444444,0.0,0.0,31.01640143015238,51.66666666666668,46.10666666666668,0.0,50.17130979088806,0.0,0.0,0.0,31.01640143015238,50.20619258095308,50.2236339759856,50.17130979088806,12.43753247303448,23.546698952510877,-0.08443448485182366,8.976171130850068,-1.4,9.236100170605994,4176.191770994874,-1168.5812769472427,-1298.5021453427037,0.0,-30.312375833354068,193.86543366155678,145.61342243462283,1.0,0.03937094015286177,0.0,0.000913975937622257,0.7266648961831551,65.99961422222222,-30.654295808123493,0.15682592511587382,10.846143648284738,0.002763634585651193,57.85551265752858,1.2067987609344994,0.19646724668738386,-2694.9182336965796,50.333662085354504
2025-01-01 09:00:00,0.8595340283879676,0.08270100944299377,0.19778558558558554,0.8595340283879676,0.08270100944299377,0.19778558558558554,0.06346779533300848,0.4666473611851852,0.12931548645310725,0.20010338541666664,0.19778558558558554,0.0,0.0,0.08270100944299377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0029368746573464914,0.0,0.060530920675661994,0.0,0.019047473862448854,0.0,0.07612371180829561,0.05709278385622169,0.0,0.0,4357.780257469539,23.888888888888914,0.4779166666666667,1204.1079509100907,5.796524132932932,0.20010338541666664,0.5166666666666667,5361.784822962963,10377.648044444444,466.6473611851852,0.13333333333333333,30.097139146435705,51.66666666666668,46.10666666666668,0.0,49.79250078280543,0.2749846217034136,708.1291080243395,466.6473611851852,30.097139146435705,49.48054370739654,49.847650113985374,49.26941583851216,12.43753247303448,23.60473085528963,-0.05109734570494583,8.872732895970602,-0.85,9.236100170605994,3366.740125657602,-1239.8291288630537,-1255.3803365596625,0.0,-32.31893986271536,253.45423618175727,439.0081001471626,1.0,0.03887480202275359,0.0,0.0009968537307027579,0.7192104489843989,65.99961422222222,43.204908428683986,0.15809775412733204,10.909142161410875,0.002794710548050894,95.63367547964101,1.2071452324345189,0.1942185959703389,-2494.35782300633,50.420743233185334
