Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.22181277241605551,0.09733692476822023,0.0,0.0036968795402675917,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,0.0,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,10988.11516888889,Off,0.0,0.0,33.539479092254076,51.666666666666686,46.10666666666668,0.0,50.65091274910513,0.0,0.0,0.0,33.539479092254076,49.22355101270074,50.65091274910513,48.50987014449855,12.43753247303448,20.45007218607644,-0.16103892503470263,2.8,9.236100170605994,-1741.8680681052372,-1834.6973060563062,-0.0,-0.0,206.7450072386899,0.0,1.0,0.07976278059549288,0.0,0,1.032213522865694,65.99961422222222,-113.91576928762103,0.18495138581621426,9.383691520385199,0.002705232939142902,-35.963187134337915,1.216626286326748
2025-01-01 00:01:00,0.22181277241605551,0.09733692476822023,0.0,0.0036968795402675917,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,0.0,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,10988.11516888889,Off,0.0,0.0,33.68212515195572,51.666666666666686,46.10666666666668,0.0,50.64765632166164,0.0,0.0,0.0,33.68212515195572,49.22072682176064,50.64765632166164,48.507262071810146,12.43753247303448,20.32463239310394,-0.2864787180072028,2.8,9.236100170605994,-1722.8963719622764,-1815.8279975427115,-0.0,-0.0,206.7450072386899,0.0,1.0,0.07950750759531063,0.0,0,1.028910024155601,65.99961422222222,-113.81338165825476,0.186922333241089,9.350707075145841,0.0027050597370368787,-35.63560209124671,1.2207018782221828
2025-01-01 00:02:00,11.209927941304946,0.09733692476822023,0.0,0.18683213235508242,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,10.98811516888889,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,On,10988.11516888889,21.111111111111143,1.0,0.0,10.98811516888889,0.0,1,10988.11516888889,10988.11516888889,Off,0.0,0.0,33.82078915133272,51.666666666666686,46.10666666666668,0.0,50.64438706498155,0.0,0.0,0.0,33.82078915133272,49.217890619312904,50.64438706498155,48.50464239647858,12.43753247303448,20.202603010267524,-0.4085081008436191,2.8,9.236100170605994,9283.337775847978,-1797.5458699098535,-0.0,-0.0,206.7450072386899,0.0,1.0,0.0792589138414954,0.0,0,1.025692961855713,65.99961422222222,-113.97653036974769,0.18832588285793753,9.294157853464863,0.0027048886856186885,-35.31625855113265,1.221209794233385
2025-01-01 00:03:00,11.209927941304946,0.09733692476822023,0.0,0.18683213235508242,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,10.98811516888889,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,On,10988.11516888889,21.111111111111143,1.0,0.0,10.98811516888889,0.0,1,10988.11516888889,10988.11516888889,Off,0.0,0.0,33.634810145829015,51.666666666666686,46.10666666666668,0.0,50.64110533922366,0.0,0.0,0.0,33.634810145829015,49.2150427406668,50.64110533922366,48.502011441388376,12.43753247303448,20.359582070547784,-0.25152904056335856,2.8,9.236100170605994,9247.512209458033,-1821.07754867067,-0.0,-0.0,206.7450072386899,0.0,1.0,0.07957865837184529,0.0,0,1.0298307893690648,65.99961422222222,-126.2704179988763,0.18649578587492044,9.366119813403603,0.002704719237559057,-35.62852635056578,1.2205567738990486
2025-01-01 00:04:00,11.209927941304946,0.09733692476822023,0.0,0.18683213235508242,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,10.98811516888889,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,On,10988.11516888889,21.111111111111143,1.0,0.0,10.98811516888889,0.0,1,10988.11516888889,10988.11516888889,Off,0.0,0.0,33.45515819148095,51.666666666666686,46.10666666666668,0.0,50.637840496497276,0.0,0.0,0.0,33.45515819148095,49.21221052237788,50.637840496497276,48.49939553531819,12.43753247303448,20.511138940708022,-0.09997217040312023,2.8,9.236100170605994,9215.403108541148,-1843.911218578775,-0.0,-0.0,206.7450072386899,0.0,1.0,0.07988695443440313,0.0,0,1.0338204617757016,65.99961422222222,-135.54584900765647,0.18474732961484436,9.434956204032307,0.002704548199773337,-35.92734263948893,1.219926977321573
2025-01-01 00:05:00,11.209927941304946,0.09733692476822023,0.0,0.18683213235508242,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,10.98811516888889,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,On,10988.11516888889,21.111111111111143,1.0,0.0,10.98811516888889,0.0,1,10988.11516888889,10988.11516888889,Off,0.0,0.0,33.28135393915556,51.666666666666686,46.10666666666668,0.0,50.63459196456213,0.0,0.0,0.0,33.28135393915556,49.20939343167698,50.63459196456213,48.49679416523441,12.43753247303448,20.657685071538502,0.0,2.8,9.236100170605994,9186.068620594728,-1866.0969855493795,-0.0,-0.0,206.7450072386899,0.0,1.0,0.0801846798752972,0.0,0,1.0376733393195592,65.99961422222222,-142.69456998347368,0.18307368899794554,9.501645242103697,0.002704375638454358,-36.2137118696059,1.2193186260980335
2025-01-01 00:06:00,11.209927941304946,0.09733692476822023,0.0,0.18683213235508242,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,10.98811516888889,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,On,10988.11516888889,21.111111111111143,1.0,0.0,10.98811516888889,0.0,1,10988.11516888889,10988.11516888889,Off,0.0,0.0,33.11301121857685,51.666666666666686,46.10666666666668,0.0,50.631359214523556,0.0,0.0,0.0,33.11301121857685,49.206590976158495,50.631359214523556,48.49420685697597,12.43753247303448,20.799551870191,0.0,2.8,9.236100170605994,9158.250947389828,-1887.6743724567655,-0.0,-0.0,206.7450072386899,0.0,1.0,0.08047254476122274,0.0,0,1.041398611003823,65.99961422222222,-148.9348562809853,0.18146923114299165,9.565638288538299,0.0027042016149039115,-36.488449902695805,1.2187302829657098
2025-01-01 00:07:00,11.209927941304946,0.09733692476822023,0.0,0.18683213235508242,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,10.98811516888889,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,On,10988.11516888889,21.111111111111143,1.0,0.0,10.98811516888889,0.0,1,10988.11516888889,10988.11516888889,Off,0.0,0.0,32.94982700679186,51.666666666666686,46.10666666666668,0.0,50.6281417524075,0.0,0.0,0.0,32.94982700679186,49.2038026959343,50.6281417524075,48.4916331676977,12.43753247303448,20.936999313870228,0.0,2.8,9.236100170605994,9131.377718321335,-1908.673262816992,-0.0,-0.0,206.7450072386899,0.0,1.0,0.08075111009609882,0.0,0,1.0450035368039767,65.99961422222222,-154.80919498925203,0.17992935264323226,9.62783789704676,0.0027040261864634137,-36.75220536972884,1.2181608139698612
2025-01-01 00:08:00,11.209927941304946,0.09733692476822023,0.0,0.18683213235508242,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,10.98811516888889,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,On,10988.11516888889,21.111111111111143,1.0,0.0,10.98811516888889,0.0,1,10988.11516888889,10988.11516888889,Off,0.0,0.0,32.791547795747555,51.666666666666686,46.10666666666668,0.0,50.624939111642504,0.0,0.0,0.0,32.791547795747555,49.20102815663228,50.624939111642504,48.48907267912718,12.43753247303448,21.070244849115326,0.0,2.8,9.236100170605994,9105.314046269645,-1929.1180316895861,-0.0,-0.0,206.7450072386899,0.0,1.0,0.08102084735457407,0.0,0,1.0484942180934227,65.99961422222222,-160.42809816834992,0.17845010735144606,9.687622870867287,0.002703849407342101,-37.00552616142349,1.217609267070249
2025-01-01 00:09:00,11.209927941304946,0.09733692476822023,0.0,0.18683213235508242,0.001622282079470337,0.0,0.013361401727576107,0.0,0.20845137068847938,10.98811516888889,0.0,0.0,0.09733692476822023,0.0,1,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0035099780701754383,0.0,On,0.009851423657400668,0,On,0.002556565740488408,0,On,0.0707877258460548,0.05309079438454109,On,0.03965827959191662,0,On,0.03645395899844736,0,On,0,0,Off,On,10988.11516888889,21.111111111111143,1.0,0.0,10.98811516888889,0.0,1,10988.11516888889,10988.11516888889,Off,0.0,0.0,32.63794818773786,51.666666666666686,46.10666666666668,0.0,50.62175084858261,0.0,0.0,0.0,32.63794818773786,49.19826694522701,50.62175084858261,48.48652499354922,12.43753247303448,21.19948178359897,0.0,2.8,9.236100170605994,9080.04056699851,-1949.030191044015,-0.0,-0.0,206.7450072386899,0.0,1.0,0.08128217630596483,0.0,0,1.0518760871246673,65.99961422222222,-165.78941808505442,0.17702797139053197,9.745866342796441,0.002703671329112281,-37.24890161970269,1.217074794981612
