Metric,Value
Total Electric Energy (kWh),3196.6817202609345
Total Gas Energy (therms),0.0
Average Electric Power (kW),4.439835722584632
Peak Electric Power (kW),19.631727692191046
Other Electric Energy (kWh),246.92648030939714
HVAC Heating Electric Energy (kWh),2814.6057005108887
Lighting Electric Energy (kWh),37.61504382524055
Water Heating Electric Energy (kWh),97.53449561540741
Average Temperature - Indoor (C),20.813238818510488
Unmet Heating Load (C-hours),41.619206660919
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
