Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.7843507068713974,0.20803297150032607,0.4221005405405405,0.7843507068713974,0.20803297150032604,0.4221005405405405,0.031147592876281056,0.2861560827451162,0.4270470312500001,0.04000000000000001,0.0,0.4221005405405405,0.0,0.19636630483365938,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0030978709795321632,0.0,0.0007646868412433728,0.0,0.013642517527752758,0.0,0.013642517527752758,0.0,0.024334342966903608,0.0,0.22675698929568341,0.1700677419717625,0.0,0.0,10140.89313439171,22.5555555555556,0.6320833333333336,1728.9102804138483,12.37054744168168,0.4270470312500001,0.6833333333333333,11442.756383555557,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,0.0,0.0,69.56068489162959,51.66666666666668,46.10666666666668,0.0,49.34024555880311,0.0,0.0,0.0,108.68857014317125,48.04955952497699,49.34024555880311,47.404216508063925,12.43753247303448,22.170657190180084,-0.10096554416605592,1.655092179069544,2.3569848031213363,2.8,9.236100170605994,1912.4185201594264,1097.5488890036656,538.9807177007681,-6624.308216965475,0.0,0.0,499.4295290373661,0.0,3.0,0.26237026197944546,0.0,0.0,4.911052133975496,197.99884266666666,-75.41729942583275,0.16402089224669475,10.129063513411186,0.0026574863475011725,-93.42108469353444,1.2130491565697918,0.0,0.0,60.24789324497111,0.9061390909439998,522.2372513974768,16.7434663032913
2025-01-01 01:00:00,0.757569483360172,0.2073755074287786,0.4118054054054054,0.757569483360172,0.20737550742877864,0.4118054054054054,0.024902512999506805,0.27603572036066526,0.41663125000000006,0.04000000000000001,0.0,0.4118054054054054,0.0,0.19570884076211195,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.002865530656067251,0.0,0.0006007685381256467,0.0,0.010718106902656954,0.0,0.010718106902656954,0.0,0.015090599344515886,0.0,0.22675698929568341,0.1700677419717625,0.0,0.0,9893.554277455325,22.5555555555556,0.6166666666666669,1686.7417369891202,12.06882677237237,0.41663125000000006,0.6666666666666666,11163.664764444444,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,0.0,0.0,67.64047465210638,51.66666666666668,46.10666666666668,0.0,48.61857968838991,0.0,0.0,0.0,105.6882416439162,47.40840209760816,48.61857968838991,46.80331330221729,12.43753247303448,22.242343798418993,-0.07145040285882906,2.6418808795937676,2.7839784123890468,2.5,9.236100170605994,2023.3392545814988,-1580.8556365186473,-320.74017072836267,-6296.889357104528,0.0,0.0,483.06408677614087,0.0,3.0,0.2447288377738917,0.0,0.0,4.580839581160195,197.99884266666666,-77.67889705437524,0.16143366397610492,10.12764057571615,0.0026268252583877888,-41.58989553529996,1.212835916845224,0.0,0.0,58.47540878784937,0.9061390909439998,-335.85744941817495,15.117278689812284
2025-01-01 02:00:00,0.7496336307721649,0.20671804335723123,0.45826269052349794,0.7496336307721649,0.20671804335723123,0.4582626905234979,0.022051812855300276,0.2709505679168645,0.41663125000000006,0.04000000000000001,0.04645728511809253,0.4118054054054054,0.0,0.19505137669056455,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.002865530656067251,0.0,0.0005230532261297021,0.0,0.00933161448655166,0.0,0.00933161448655166,0.0,0.01088206566277839,0.0,0.22675698929568341,0.1700677419717625,0.0,0.0,9893.554277455325,22.5555555555556,0.6166666666666669,1686.7417369891202,12.06882677237237,0.41663125000000006,0.6666666666666666,11163.664764444444,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,1055.056,0.0,75.6710569583769,51.66666666666668,46.10666666666668,0.0,51.47760530289577,0.265012452148878,716.162329643536,1055.056,118.23602649746388,50.43891666598565,51.47760530289577,49.9195723475306,12.43753247303448,22.290361628562394,-0.05386485906119442,1.7999634663947426,2.15652986883443,1.6500000000000001,9.236100170605994,2131.796585562807,-2129.670082835734,-586.0746319146025,-6186.09349104139,0.0,0.0,475.12823418813366,0.0,3.0,0.2289460006107918,0.0,0.0,4.285416100064224,197.99884266666666,-72.08157954819806,0.16070665392590153,10.14452056121681,0.002622656835837825,23.477178245561674,1.2126417598867485,0.0,0.0,66.37043905709841,0.9061390909439998,-601.0247207263667,14.950088811764015
2025-01-01 03:00:00,0.7456039427229869,0.20452213754087342,0.44277692881746705,0.7456039427229869,0.20452213754087345,0.44277692881746705,0.02189691930632367,0.2670757734166632,0.41663125000000006,0.04000000000000001,0.030971523412061684,0.4118054054054054,0.0,0.19285547087420676,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.002710637107090643,0.0,0.0005230532261297021,0.0,0.00933161448655166,0.0,0.00933161448655166,0.0,0.009935145584387451,0.0,0.22470573363593627,0.16852930022695214,0.0,0.0,9893.554277455325,22.5555555555556,0.6166666666666669,1686.7417369891202,12.06882677237237,0.41663125000000006,0.6666666666666666,11163.664764444444,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,703.3706666666666,0.0,75.67381400352693,51.66666666666668,46.10666666666668,0.0,51.3141331726411,0.08813470568984698,238.51221392636373,703.3706666666666,118.24033438051082,50.37675808747255,51.316352389313124,49.90585132821626,12.43753247303448,22.22989060715537,-0.07776442077720182,1.7337640392556473,1.9510975875701464,1.6500000000000001,9.236100170605994,1917.0669479524518,-1093.6873644834748,-345.6393347149662,-6400.663121204863,0.0,0.0,471.242134035138,0.0,3.0,0.23780768879481626,0.0,0.0,4.451289367630609,197.99884266666666,-68.35548684208335,0.16166920213888405,10.124121510582068,0.0026286603350868945,-72.66623093376208,1.2128857449887804,0.0,0.0,64.01375309373661,0.9061390909439998,-360.4724994822687,14.833164767302453
2025-01-01 04:00:00,0.7334485480838075,0.19400466046849604,0.4118054054054054,0.7334485480838077,0.19400466046849607,0.4118054054054054,0.023434156926749036,0.25338314115705846,0.41663125000000006,0.04000000000000001,0.0,0.4118054054054054,0.0,0.18233799380182936,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.002710637107090643,0.0,0.0005649611418135221,0.0,0.010079279338922435,0.0,0.010079279338922435,0.0,0.010265816087952542,0.0,0.21155904963482966,0.15866928722612217,0.0,0.0,9893.554277455325,22.5555555555556,0.6166666666666669,1686.7417369891202,12.06882677237237,0.41663125000000006,0.6666666666666666,11163.664764444444,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,0.0,0.0,74.75743115830083,51.66666666666668,46.10666666666668,0.0,50.65570446189646,0.04514115635943077,119.25610696318189,0.0,116.80848618484507,50.05285319007487,50.65570446189646,49.751427554164074,12.43753247303448,22.20793054644445,-0.09136058867513187,0.7395758077442439,1.437792680821252,0.55,9.236100170605994,1409.2294816681276,-3619.9403149001514,-1044.2595583386164,-6901.76559540668,0.0,0.0,460.007007276036,0.0,3.0,0.24273708465682742,0.0,0.0,4.54355790402913,197.99884266666666,-63.855352165489116,0.15945861906051198,10.068094732673531,0.002590288373706536,66.59588374408017,1.2124349963739174,0.0,0.0,77.40601818996176,0.9061390909439998,-1059.6819280245209,15.42236968590436
2025-01-01 05:00:00,0.8119415947515212,0.2058226902354483,0.491700350211023,0.8119415947515211,0.20582269023544827,0.49170035021102304,0.038464453643079315,0.2751827661084417,0.4582943750000001,0.04000000000000001,0.03871440426507711,0.4529859459459459,0.0,0.1941560235687816,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0030204242050438593,0.0,0.0009662692204820005,0.0,0.017238880108776725,0.0,0.017238880108776725,0.0,0.016308068016732805,0.0,0.22731642265743263,0.17048731699307443,0.0,0.0,10882.90970520086,22.5555555555556,0.6783333333333335,1855.4159106880325,13.275709449609609,0.4582943750000001,0.7333333333333333,12280.031240888891,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,879.2133333333333,0.0,71.46022460147263,51.66666666666668,46.10666666666668,0.0,49.91454946974443,0.1372572110405165,358.26887118110153,879.2133333333333,111.65660093980097,48.750796857313006,49.91454946974443,48.168920551097294,12.43753247303448,22.18463565589963,-0.10826126691014058,-0.2552124411244154,0.23623051589884456,-0.25000000000000006,9.236100170605994,2023.2591393834607,-1495.5726374327726,-570.8540153671383,-7117.831863463264,0.0,0.0,495.7339128321674,0.0,3.0,0.24102035975491748,0.0,0.0,4.5114242108683005,197.99884266666666,-60.97067414612911,0.1639658860556701,10.131675795053285,0.0026612825481849693,57.92561820470923,1.2118703392751256,0.0,0.0,80.70935442877402,0.9061390909439998,-587.9648677045171,17.110852337378848
2025-01-01 06:00:00,0.8495901223402953,0.21098372274056904,0.491700350211023,0.8495901223402953,0.21098372274056904,0.49170035021102304,0.06353505361057873,0.2877606937297164,0.4582943750000001,0.04000000000000001,0.03871440426507711,0.4529859459459459,0.0,0.19931705607390235,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0034076580774853793,0.0,0.001639183031177261,0.0,0.02924410625095805,0.0,0.02924410625095805,0.0,0.022004618964513206,0.0,0.23244456180680045,0.17433342135510033,0.0,0.0,10882.90970520086,22.5555555555556,0.6783333333333335,1855.4159106880325,13.275709449609609,0.4582943750000001,0.7333333333333333,12280.031240888891,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,879.2133333333333,0.0,76.31429482961542,51.66666666666668,46.10666666666668,0.0,51.44487094293416,0.3030364258152762,818.3997266938189,879.2133333333333,119.24108567127409,50.58986238831203,51.44487094293416,50.16235811100096,12.43753247303448,22.181879390726642,-0.10560227279748323,0.45136404270499847,0.8962043676772447,0.3,9.236100170605994,2234.331245615648,-2194.246352716388,-693.3876010943598,-6940.216598396327,0.0,0.0,533.0234706804857,0.0,3.0,0.2413490031085813,0.0,0.0,4.517575764139433,197.99884266666666,-64.80339082919785,0.16224082021628275,10.099019736378194,0.0026327054199883804,-76.38069705755919,1.2119024926333095,0.0,0.0,75.98808958100811,0.9061390909439998,-709.957439509343,16.569838414983376
2025-01-01 07:00:00,0.9467719300091599,0.23103966850226273,0.463281081081081,0.9467719300091599,0.2310396685022627,0.46328108108108107,0.10669562333203234,0.3313661504271275,0.4687101562500001,0.04000000000000001,0.0,0.463281081081081,0.0,0.21937300183559605,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.003175317754020467,0.0,0.002822153309340786,0.0,0.05034907613433554,0.0,0.05034907613433554,0.0,0.038868814646332746,0.0,0.2574325852982656,0.19307443897369916,0.0,0.0,11130.248562137242,22.5555555555556,0.6937500000000002,1897.5844541127603,13.577430118918917,0.4687101562500001,0.75,12559.122860000001,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,0.0,0.0,73.86171571503787,51.66666666666668,46.10666666666668,0.0,51.06443489014661,0.11344538971443205,306.5870535779597,0.0,115.40893080474666,49.69193270566877,51.06443489014661,49.00568161342985,12.43753247303448,22.198130442006118,-0.09562271720641817,-0.38396373352103547,0.2020473813295973,-0.55,9.236100170605994,2051.948294954298,-2808.77948246836,-880.8152455780644,-7407.921619419384,0.0,0.0,618.0403354549479,4.510320617184821,3.0,0.24693446754583873,0.0,0.0,4.622124606058059,197.99884266666666,-62.36927079105981,0.16159780410085306,10.097587525375815,0.002624860060181424,68.60459821252572,1.2118414598997744,0.0,0.0,83.988226898721,0.9061390909439998,-898.2997653962292,17.484519818164877
2025-01-01 08:00:00,1.025762865223349,0.24337530400032506,0.5380715173224593,1.025762865223349,0.243375304000325,0.5380715173224593,0.1323849931033328,0.36383615337001607,0.4895417187500001,0.04000000000000001,0.05420016597110795,0.4838713513513513,0.0,0.23170863733365835,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002400850009137427,0.0,0.0035436060350369277,0.0,0.06322026852957921,0.0,0.06322026852957921,0.0,0.054891303591804795,0.0,0.27300348053361884,0.20475261040021406,0.0,0.0,11624.926276010008,22.5555555555556,0.7245833333333336,1981.9215409622163,14.180871457537535,0.4895417187500001,0.7833333333333333,13117.306098222225,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,1230.8986666666667,0.0,74.7645985633455,51.66666666666668,46.10666666666668,0.0,51.4431752113687,0.36254207445813036,983.0807726156945,1230.8986666666667,116.81968525522734,50.06637276678563,51.4431752113687,49.37797154449411,12.43753247303448,22.26276344540202,-0.06634920092999189,-1.2358301386247008,-0.6080059282487651,-1.4,9.236100170605994,2000.9378189817114,-2855.4019714029473,-930.1114274972182,-7980.101635787446,0.0,0.0,675.1097455026622,328.4687356768548,3.0,0.25508513462529353,0.0,0.0,4.774688965493794,197.99884266666666,5.988688458488526,0.16506909798905278,10.20293973279026,0.0026908224970941313,252.1880682691667,1.2120969643546473,0.0,0.0,90.6890666829245,0.9061390909439998,-948.7232756252655,18.611848128047416
2025-01-01 09:00:00,0.9586017433050328,0.23148734506315413,0.4865097236401273,0.9586017433050327,0.23148734506315413,0.48650972364012735,0.10623482310246017,0.3436567639525725,0.4687101562500001,0.04000000000000001,0.023228642559046265,0.463281081081081,0.0,0.21982067839648745,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.001936169362207602,0.0,0.0028433725071553787,0.0,0.05072764061654859,0.0,0.05072764061654859,0.0,0.05056252609058909,0.0,0.257152868617391,0.19286465146304319,0.0,0.0,11130.248562137242,22.5555555555556,0.6937500000000002,1897.5844541127603,13.577430118918917,0.4687101562500001,0.75,12559.122860000001,16745.49714666667,0.0,23.5555555555556,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,5944.654417777778,527.528,0.0,78.57338377600075,51.66666666666668,46.10666666666668,0.0,52.00429017068021,0.08666384318686023,238.88762664503068,527.528,122.77091215000118,51.50017893850637,52.00429017068021,51.24812332241947,12.43753247303448,22.24939288810673,-0.0729392426149948,-0.7988686893628796,-0.36991774827146623,-0.85,9.236100170605994,1974.4534599393976,-1599.116470386113,-566.1685654454474,-7670.891922669894,0.0,0.0,589.2009667504819,982.4542635685158,2.3835,0.25146782365117376,0.0,0.0,4.706980061883005,157.31008049866668,151.9455661490156,0.17352132270597906,10.348690006442487,0.00282548590220402,373.24559697478867,1.212661676232801,0.0,0.0,83.47810431346741,0.9061390909439998,-583.3935399994524,17.224974554005104
