Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.3592101824900318,0.20803297150032607,0.0,0.005986836374833863,0.003467216191672101,0.0,0.03189675298243772,0.28731342950759403,0.0,0.04000000000000001,0.0,0.0,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,Off,0.0,22.5555555555556,0.0,0.0,0.0,0.0,0,0.0,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,69.79135002121187,51.666666666666686,46.10666666666668,0.0,49.70220070429402,0.0,0.0,0.0,109.04898440814354,48.37074986505925,49.70220070429402,47.70502444544188,12.43753247303448,22.407283054815817,0.0,-2.803839303756835,-1.8966113857121978,2.8,9.236100170605994,-6286.618799731125,108.42450204732009,5568.832619908575,-6739.440179037732,-0.0,-0.0,501.3360359060006,0.0,3.0,0.2637477433082127,0.0,0,4.936835858731937,197.99884266666666,-48.51465659939322,0.1623996907402462,10.232717615806267,0.0026778743782400944,-111.84164028006867,1.2085896198426065,0,0,108.42450204732009,0.9061390909439998,5546.220667320986,22.611952587589215
2025-01-01 00:01:00,0.3592101824900318,0.20803297150032607,0.0,0.005986836374833863,0.003467216191672101,0.0,0.03189675298243772,0.28731342950759403,0.0,0.04000000000000001,0.0,0.0,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,Off,0.0,22.5555555555556,0.0,0.0,0.0,0.0,0,0.0,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,70.5760762927249,51.666666666666686,46.10666666666668,0.0,49.6899327568273,0.0,0.0,0.0,110.27511920738267,48.35987589119814,49.6899327568273,47.69484745838356,12.43753247303448,22.103917745637123,0.0,-2.6786870291970906,-1.1863879375118829,2.8,9.236100170605994,-6135.885126136407,106.23575462617217,4729.008537315589,-6590.81014568659,-0.0,-0.0,501.3360359060006,0.0,3.0,0.2619845565335616,0.0,0,4.903832491250733,197.99884266666666,-46.41101635581786,0.165861640936879,10.12201439898863,0.002677090104749401,-109.38153062731513,1.2133660612160622,0,0,106.23575462617217,0.9061390909439998,4707.518964470339,21.489572845250045
2025-01-01 00:02:00,0.3592101824900318,0.20803297150032607,0.0,0.005986836374833863,0.003467216191672101,0.0,0.03189675298243772,0.28731342950759403,0.0,0.04000000000000001,0.0,0.0,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,Off,0.0,22.5555555555556,0.0,0.0,0.0,0.0,0,0.0,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,71.32865213814893,51.666666666666686,46.10666666666668,0.0,49.67753484017511,0.0,0.0,0.0,111.45101896585768,48.348879651569675,49.67753484017511,47.684552057266956,12.43753247303448,21.812411389987854,-0.24314416556774532,-2.55595515429448,-0.5828274290544928,2.8,9.236100170605994,-5992.630702011129,104.52998439375567,4015.4153708991576,-6449.220408166253,-0.0,-0.0,501.3360359060006,0.0,3.0,0.2602869321832047,0.0,0,4.872056322619388,197.99884266666666,-44.746329750876036,0.16879021001977823,9.990775929247512,0.002676326101825181,-107.01384787173143,1.2145657704787962,0,0,104.52998439375567,0.9061390909439998,3994.7753518800614,20.64001901909624
2025-01-01 00:03:00,0.9841570574900319,0.20803297150032607,0.6177081081081081,0.016402617624833866,0.003467216191672101,0.010295135135135134,0.03189675298243772,0.28731342950759403,0.6249468750000001,0.04000000000000001,0.0,0.6177081081081081,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,On,14840.33141618299,22.5555555555556,0.9250000000000003,2530.1126054836805,18.103240158558556,0.6249468750000001,1,16745.49714666667,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,72.05076685444311,51.666666666666686,46.10666666666668,0.0,49.66501231077412,0.0,0.0,0.0,112.57932321006736,48.337766155432064,49.66501231077412,47.674143077761045,12.43753247303448,21.532139459552926,-0.5234160960026735,-2.435469014600647,-0.0698093121901831,2.8,9.236100170605994,6015.575523102656,5601.007357932365,3408.8723861988706,-6314.22822209504,-0.0,-0.0,501.3360359060006,0.0,3.0,0.25865164253431217,0.0,0,4.841446936253448,197.99884266666666,-43.79742365469705,0.17166032585862698,9.864260733174824,0.0026755793749013977,-104.73203953179907,1.2157214909329648,0,0,102.82846921208673,0.9061390909439998,3388.95310073133,19.919285467540888
2025-01-01 00:04:00,0.9841570574900319,0.20803297150032607,0.6177081081081081,0.016402617624833866,0.003467216191672101,0.010295135135135134,0.03189675298243772,0.28731342950759403,0.6249468750000001,0.04000000000000001,0.0,0.6177081081081081,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,On,14840.33141618299,22.5555555555556,0.9250000000000003,2530.1126054836805,18.103240158558556,0.6249468750000001,1,16745.49714666667,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,71.58449698990407,51.666666666666686,46.10666666666668,0.0,49.65237024364288,0.0,0.0,0.0,111.8507765467251,48.326540148839406,49.65237024364288,47.663625101437674,12.43753247303448,21.69462947111342,-0.36092608444218044,-2.1166532859037206,0.3663360519097195,2.8,9.236100170605994,5924.637499029307,5596.276001985792,2893.2252878827017,-6392.354615597438,-0.0,-0.0,501.3360359060006,0.0,3.0,0.2596000834999771,0.0,0,4.859199874384613,197.99884266666666,-56.609054225647455,0.169916133119084,9.936670645417959,0.0026748492648377728,-105.0945448505145,1.2150520376360021,0,0,98.09711326551374,0.9061390909439998,2873.909756995044,19.315530887657474
2025-01-01 00:05:00,0.9841570574900319,0.20803297150032607,0.6177081081081081,0.016402617624833866,0.003467216191672101,0.010295135135135134,0.03189675298243772,0.28731342950759403,0.6249468750000001,0.04000000000000001,0.0,0.6177081081081081,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,On,14840.33141618299,22.5555555555556,0.9250000000000003,2530.1126054836805,18.103240158558556,0.6249468750000001,1,16745.49714666667,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,71.13733280422717,51.666666666666686,46.10666666666668,0.0,49.63980649488606,0.0,0.0,0.0,111.15208250660494,48.315386790308686,49.63980649488606,47.65317693802,12.43753247303448,21.850072221221456,-0.20548333433414356,-1.8034920949954145,0.7372120920922275,2.8,9.236100170605994,5842.222296120009,5591.944882813682,2454.7527282928863,-6467.444964269479,-0.0,-0.0,501.3360359060006,0.0,3.0,0.2605064395865488,0.0,0,4.876165066855428,197.99884266666666,-63.93390846290497,0.16826394979236087,10.005085896270376,0.0026741162240111723,-105.40759390855683,1.214412334381539,0,0,93.76599409340405,0.9061390909439998,2435.942850613993,18.80987767889346
2025-01-01 00:06:00,0.9841570574900319,0.20803297150032607,0.6177081081081081,0.016402617624833866,0.003467216191672101,0.010295135135135134,0.03189675298243772,0.28731342950759403,0.6249468750000001,0.04000000000000001,0.0,0.6177081081081081,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,On,14840.33141618299,22.5555555555556,0.9250000000000003,2530.1126054836805,18.103240158558556,0.6249468750000001,1,16745.49714666667,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,70.70784022605862,51.666666666666686,46.10666666666668,0.0,49.62731788086109,0.0,0.0,0.0,110.48100035321659,48.30430310304332,49.62731788086109,47.64279571413444,12.43753247303448,21.99899916066739,-0.056556394888211514,-1.4956975856002401,1.0526676032598092,2.8,9.236100170605994,5764.066170878527,5587.738060539623,2081.808917332346,-6539.710253279408,-0.0,-0.0,501.3360359060006,0.0,3.0,0.26137392851356467,0.0,0,4.89240274300851,197.99884266666666,-69.8247446944573,0.1666957867039906,10.070596220311899,0.002673380612361969,-105.67500623449561,1.213800102483811,0,0,89.55917181934473,0.9061390909439998,2063.4219558726368,18.38696145970922
2025-01-01 00:07:00,0.9841570574900319,0.20803297150032607,0.6177081081081081,0.016402617624833866,0.003467216191672101,0.010295135135135134,0.03189675298243772,0.28731342950759403,0.6249468750000001,0.04000000000000001,0.0,0.6177081081081081,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,On,14840.33141618299,22.5555555555556,0.9250000000000003,2530.1126054836805,18.103240158558556,0.6249468750000001,1,16745.49714666667,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,70.29505383206502,51.666666666666686,46.10666666666668,0.0,49.61490145678292,0.0,0.0,0.0,109.8360216126016,48.29328633368493,49.61490145678292,47.63247877213594,12.43753247303448,22.14176731335835,0.0,-1.1930406568745706,1.3210623553607,2.8,9.236100170605994,5689.140277443054,5583.688016868691,1764.5087293743507,-6609.282869017708,-0.0,-0.0,501.3360359060006,0.0,3.0,0.2622047369370479,0.0,0,4.907953832717722,197.99884266666666,-75.17802239163049,0.1652057859394996,10.133418814532483,0.0026726427625346112,-105.89951503949507,1.2132137927629831,0,0,85.50912814841324,0.9061390909439998,1746.475034176938,18.03369519741269
2025-01-01 00:08:00,0.9841570574900319,0.20803297150032607,0.6177081081081081,0.016402617624833866,0.003467216191672101,0.010295135135135134,0.03189675298243772,0.28731342950759403,0.6249468750000001,0.04000000000000001,0.0,0.6177081081081081,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,On,14840.33141618299,22.5555555555556,0.9250000000000003,2530.1126054836805,18.103240158558556,0.6249468750000001,1,16745.49714666667,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,69.89814534683319,51.666666666666686,46.10666666666668,0.0,49.60255443869185,0.0,0.0,0.0,109.21585210442686,48.282333879294754,49.60255443869185,47.62222359959622,12.43753247303448,22.278682743130975,0.0,-0.895325819218559,1.5494924065205617,2.8,9.236100170605994,5617.091037008978,5579.793677516098,1494.4613459715617,-6676.274927270452,-0.0,-0.0,501.3360359060006,0.0,3.0,0.26300074363584725,0.0,0,4.922853503005447,197.99884266666666,-80.23520457296249,0.16378887036183584,10.19374154568139,0.002671902987791373,-106.08351233699162,1.2126520744323994,0,0,81.61478879581934,0.9061390909439998,1476.7223621474425,17.738983824119266
2025-01-01 00:09:00,0.9841570574900319,0.20803297150032607,0.6177081081081081,0.016402617624833866,0.003467216191672101,0.010295135135135134,0.03189675298243772,0.28731342950759403,0.6249468750000001,0.04000000000000001,0.0,0.6177081081081081,0.0,0.19636630483365938,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0030978709795321632,0.0,On,0.0007851103191399179,0.0,On,0.014006885841882819,0,On,0.014006885841882819,0.0,On,0.025491689729381418,0,On,0.22675698929568341,0.1700677419717625,On,0,0,Off,On,14840.33141618299,22.5555555555556,0.9250000000000003,2530.1126054836805,18.103240158558556,0.6249468750000001,1,16745.49714666667,16745.49714666667,Off,0.0,23.5555555555556,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,5944.654417777778,Off,0.0,0,69.51635280722223,51.666666666666686,46.10666666666668,0.0,49.59027418061492,0.0,0.0,0.0,108.61930126128475,48.27144326598507,49.59027418061492,47.61202780867015,12.43753247303448,22.410026930640733,0.0,-0.6023831060003204,1.7439813149973278,2.8,9.236100170605994,5547.801524662883,5576.052019838786,1264.5441552811178,-6740.79045088476,-0.0,-0.0,501.3360359060006,0.0,3.0,0.26376367461960604,0.0,0,4.9371340613568275,197.99884266666666,-85.0091933047504,0.16244043608557682,10.250933860459025,0.002671161584441281,-106.22920949731017,1.2121137253560448,0,0,77.87313111850736,0.9061390909439998,1247.0507297360316,17.49342554508615
