Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.8257837018616936,2.258336099499833,0.0019467322822720485,0.0637630616976949,0.03763893499166389,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.909093049731252,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.879088477608914,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5644.451645023044,18.33333333333337,2.067776769513803,0.0,2.5617326330645858,0.3473604166666667,1,5297.0912283563775,5297.0912283563775,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.891201090781017,51.666666666666686,46.10666666666668,0.0,51.91276161147106,0.0,0.0,0.0,23.891201090781017,51.76507601531061,51.91276161147106,51.69123321723038,12.43753247303448,17.845912199196377,0.0,2.8,9.236100170605994,5432.815233607441,-1008.7053108594702,-0.0,-0.0,902.9103103059872,0.0,1.0,0.051443218536694035,0.0,0,0.4814576283667988,65.99961422222222,-105.84141086212034,0.2207407213531827,8.220919982886176,0.0027449538668259076,-3.526593109535318,1.2274846039378826
2025-01-01 00:01:00,3.8281459932788495,2.259861989014829,0.0019467322822720485,0.06380243322131415,0.037664366483580486,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.911455341148408,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.88061436712391,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5643.293282035848,18.33333333333337,2.065419971313895,0.0,2.5640949244817413,0.3473604166666667,1,5295.932865369182,5295.932865369182,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.85733019752545,51.666666666666686,46.10666666666668,0.0,51.91058425803335,0.0,0.0,0.0,23.85733019752545,51.76306425736162,51.91058425803335,51.68930425702576,12.43753247303448,17.891989732926064,0.0,2.8,9.236100170605994,5420.2394458719145,-1013.0964109830119,-0.0,-0.0,902.9103103059872,0.0,1.0,0.0515094157418293,0.0,0,0.48207716871235873,65.99961422222222,-112.86773548690904,0.22074308016948446,8.265713066136101,0.0027449416922967792,-3.6065551540042033,1.230875352422417
2025-01-01 00:02:00,3.830434560077192,2.261340257130523,0.0019467322822720485,0.06384057600128654,0.03768900428550871,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.913743907946751,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.882092635239604,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5642.1718027828165,18.33333333333337,2.0631411494449554,0.0,2.5663834912800843,0.3473604166666667,1,5294.81138611615,5294.81138611615,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.82451734424154,51.666666666666686,46.10666666666668,0.0,51.908409986340025,0.0,0.0,0.0,23.82451734424154,51.7610553515103,51.908409986340025,51.68737803409544,12.43753247303448,17.936567750031777,0.0,2.8,9.236100170605994,5408.010798743449,-1017.3517178963076,-0.0,-0.0,902.9103103059872,0.0,1.0,0.05157343542797386,0.0,0,0.4826763296345697,65.99961422222222,-119.7195964490469,0.22012347554394612,8.286356482508314,0.002744929276020294,-3.683776724621735,1.2306868610795871
2025-01-01 00:03:00,3.83265278002448,2.2627730856693473,0.0019467322822720485,0.06387754633374133,0.037712884761155786,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.9159621278940384,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.8835254637784282,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5641.085479156919,18.33333333333337,2.060936516296533,0.0,2.5686017112273722,0.3473604166666667,1,5293.725062490253,5293.725062490253,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.792711886569407,51.666666666666686,46.10666666666668,0.0,51.90623870070339,0.0,0.0,0.0,23.792711886569407,51.75904920866441,51.90623870070339,51.68545446264492,12.43753247303448,17.979718074652855,0.0,2.8,9.236100170605994,5396.024390579405,-1021.477394467253,-0.0,-0.0,902.9103103059872,0.0,1.0,0.05163538296599701,0.0,0,0.4832560973005161,65.99961422222222,-126.49400441624843,0.21952552177151347,8.306853897545526,0.002744916591950954,-3.758384098462143,1.230504461991186
2025-01-01 00:04:00,3.834803587079411,2.2641623697814017,0.0019467322822720485,0.06391339311799019,0.0377360394963567,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.918112934948969,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.8849147478904829,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5640.03280732299,18.33333333333337,2.0588027641776754,0.0,2.5707525182823026,0.3473604166666667,1,5292.672390656324,5292.672390656324,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.761869660501247,51.666666666666686,46.10666666666668,0.0,51.90407031001546,0.0,0.0,0.0,23.761869660501247,51.75704574399623,51.90407031001546,51.68353346098662,12.43753247303448,18.02150333253634,0.0,2.8,9.236100170605994,5385.982124397,-1025.4787887220339,-0.0,-0.0,902.9103103059872,0.0,1.0,0.0516953503189613,0.0,0,0.4838173323934764,65.99961422222222,-131.4822045099437,0.21894817003876904,8.326584672662797,0.002744903649073442,-3.8304926849546685,1.230327885137519
2025-01-01 00:05:00,3.836891234472497,2.2655108567821944,0.0019467322822720485,0.06394818724120828,0.03775851427970324,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.9202005823420554,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.8862632348912756,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5639.01164447823,18.33333333333337,2.0567353146954885,0.0,2.572840165675389,0.3473604166666667,1,5291.651227811563,5291.651227811563,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.731928843047346,51.666666666666686,46.10666666666668,0.0,51.901904727162005,0.0,0.0,0.0,23.731928843047346,51.755044876396866,51.901904727162005,51.68161495101431,12.43753247303448,18.062011228984925,0.0,2.8,9.236100170605994,5377.895223683804,-1029.363713532698,-0.0,-0.0,902.9103103059872,0.0,1.0,0.05175346524311357,0.0,0,0.48436123058552105,65.99961422222222,-134.66301756771492,0.21839004409101578,8.345597812733395,0.00274489045597989,-3.9002621373338524,1.2301567550322565
2025-01-01 00:06:00,3.8389197242082744,2.266821131711283,0.0019467322822720485,0.06398199540347124,0.03778035219518805,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.9222290720778332,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.8875735098203639,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5638.019977809299,18.33333333333337,2.0547298791432125,0.0,2.574868655411167,0.3473604166666667,1,5290.659561142633,5290.659561142633,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.702831459763818,51.666666666666686,46.10666666666668,0.0,51.899741870619096,0.0,0.0,0.0,23.702831459763818,51.75304652996324,51.899741870619096,51.67969885963533,12.43753247303448,18.101324009278624,0.0,2.8,9.236100170605994,5370.690928500297,-1033.1395255575294,-0.0,-0.0,902.9103103059872,0.0,1.0,0.05180984744682137,0.0,0,0.48488891222853275,65.99961422222222,-137.09983405746067,0.2178498622387703,8.364601507489859,0.002744877020715622,-3.967842051109626,1.2299907198129862
2025-01-01 00:07:00,3.8408918537231607,2.2680950015340846,0.0019467322822720485,0.06401486422871934,0.03780158335890141,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.9242012015927195,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.8888473796431657,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5637.056389363451,18.33333333333337,2.0527833941624696,0.0,2.5768407849260524,0.3473604166666667,1,5289.695972696784,5289.695972696784,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.674536327623937,51.666666666666686,46.10666666666668,0.0,51.897581664105125,0.0,0.0,0.0,23.674536327623937,51.751050633674005,51.897581664105125,51.67778511845845,12.43753247303448,18.13950008058813,0.0,2.8,9.236100170605994,5363.887132021489,-1036.8113488049582,-0.0,-0.0,902.9103103059872,0.0,1.0,0.05186458226874756,0.0,0,0.48540117600796295,65.99961422222222,-139.26821884299088,0.21732668611678788,8.382305176038695,0.002744863350813246,-4.033339389243066,1.2298295287714505
2025-01-01 00:08:00,3.8428098412768,2.2693338991047804,0.0019467322822720485,0.06404683068794667,0.03782223165174634,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.926119189146359,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.8900862772138618,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5636.119748774363,18.33333333333337,2.0508933943527072,0.0,2.5787587724796923,0.3473604166666667,1,5288.7593321076965,5288.7593321076965,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.64701042800302,51.666666666666686,46.10666666666668,0.0,51.89542403506259,0.0,0.0,0.0,23.64701042800302,51.74905711997561,51.89542403506259,51.675873662432124,12.43753247303448,18.176586260478324,0.0,2.8,9.236100170605994,5357.2721076458565,-1040.3832361811692,-0.0,-0.0,902.9103103059872,0.0,1.0,0.05191773829259581,0.0,0,0.4858986637994225,65.99961422222222,-141.374715253325,0.21681974850198465,8.399396196967984,0.002744849453439948,-4.096840314416012,1.2296729804968158
2025-01-01 00:09:00,3.8446756095063854,2.270539066324312,0.0019467322822720485,0.06407792682510642,0.037842317772071865,3.244553803786747e-05,0.22921349620048,0.0,0.6374771559299617,2.927984957375944,0.05,0.0019467322822720485,0.0,0.0,0.3646642885575855,1.8912914444333933,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.024126206140350874,0.0,On,0.20508729006012913,0,On,0.15125810451984764,0,On,0.4254279435239538,0.3190709576429653,On,0.0019467322822720485,On,0,0,Off,HP On,5635.209073895318,18.33333333333337,2.049057727620966,0.0,2.5806245407092776,0.3473604166666667,1,5287.848657228652,5287.848657228652,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6980.6607955555555,Off,0.0,0.0,23.620224992511115,51.666666666666686,46.10666666666668,0.0,51.893268913919904,0.0,0.0,0.0,23.620224992511115,51.747065924094855,51.893268913919904,51.673964429182334,12.43753247303448,18.212623333892765,0.0,2.8,9.236100170605994,5350.861951964487,-1043.8586960972357,-0.0,-0.0,902.9103103059872,0.0,1.0,0.051969375339601886,0.0,0,0.4863819354704918,65.99961422222222,-143.3987361395836,0.21632837506072397,8.416563200159299,0.0027448353354691886,-4.158420095437505,1.229520899345952
