Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.34291754310558914,0.2169021020577093,0.0,0.005715292385093152,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,0.0,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9406.410382222222,Off,0.0,0.0,21.599028031402554,51.666666666666686,46.10666666666668,0.0,51.7361886837422,0.2369750559428336,649.2574607587756,0.0,21.599028031402554,51.745226181190155,51.74974492991414,51.7361886837422,12.43753247303448,21.048605504040786,0.0,7.08983963569858,-2.418940651397758,2.8,9.236100170605994,-953.5703993740077,-2068.8460916106615,1058.2160619689978,-1420.7601190392652,-0.0,-0.0,525.1790445646765,0.0,3.0,0.05974112865276372,0.0,0,0.7731124768502164,197.99884266666666,-57.9893248994191,0.21657218431246367,10.300581781680453,0.003289765281733299,-19.02482380260301,1.2137231413881435,0.38266822742587,-2139.3464172593126,70.50032564865097,0.18144821844141915,1234.1067238842227,-175.8906619152249
2025-01-01 00:01:00,0.34291754310558914,0.2169021020577093,0.0,0.005715292385093152,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,0.0,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9406.410382222222,Off,0.0,0.0,21.649569442228312,51.666666666666686,46.10666666666668,0.0,51.726033579089794,0.23703630812668794,649.2574607587757,0.0,21.649569442228312,51.68873672849066,51.726033579089794,51.6700883031911,12.43753247303448,20.92205721599329,0.0,7.114941209290655,-2.347109502677999,2.8,9.236100170605994,-940.420911287922,-2082.1501641121226,1037.628772785303,-1405.4805688042463,-0.0,-0.0,525.1790445646765,0.0,3.0,0.05951133551904693,0.0,0,0.7701387141715171,197.99884266666666,-60.11938704835224,0.21889509288542414,10.268694829277331,0.0032896734372232063,-18.324957053263574,1.2177924795379196,0.3827532645052798,-2152.3427822708436,70.19261815872076,0.18105182411463222,1214.4620950207093,-176.83332223540629
2025-01-01 00:02:00,0.34291754310558914,0.2169021020577093,0.0,0.005715292385093152,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,0.0,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9406.410382222222,Off,0.0,0.0,21.69759284802865,51.666666666666686,46.10666666666668,0.0,51.71586848578334,0.23709765227803753,649.2574607587757,0.0,21.69759284802865,51.63224301995302,51.71586848578334,51.59043028703787,12.43753247303448,20.79907993337566,0.0,7.138410295928193,-2.27701790084067,2.8,9.236100170605994,-928.017784729066,-2094.6876237852052,1020.4816295376029,-1390.695654605273,-0.0,-0.0,525.1790445646765,0.0,3.0,0.059287636844241626,0.0,0,0.7672438201437854,197.99884266666666,-62.501174688469575,0.22055194558274763,10.21430655795809,0.003289585267014484,-17.64401413679971,1.2183020230266652,0.3828327540912955,-2164.4988615462107,69.81123776100569,0.18066419094895272,1195.3591964666027,-174.87756692899984
2025-01-01 00:03:00,0.34291754310558914,0.2169021020577093,0.0,0.005715292385093152,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,0.0,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9406.410382222222,Off,0.0,0.0,21.743230276666964,51.666666666666686,46.10666666666668,0.0,51.7056936321543,0.23715908713611356,649.2574607587757,0.0,21.743230276666964,51.57574526760578,51.7056936321543,51.51077108533153,12.43753247303448,20.679486394057548,0.0,7.160375852009655,-2.207863164554185,2.8,9.236100170605994,-916.3515311678051,-2106.5196173128506,1004.7305223562951,-1376.3776818070346,-0.0,-0.0,525.1790445646765,0.0,3.0,0.059069722528547974,0.0,0,0.764423781752374,197.99884266666666,-65.15289392544696,0.22217682528366384,10.160911960153626,0.003289500408656703,-16.980993284377462,1.218797954757907,0.38290713628304796,-2175.8804903393147,69.36087302646432,0.18028092216945563,1176.5757050885861,-171.845182732291
2025-01-01 00:04:00,0.34291754310558914,0.2169021020577093,0.0,0.005715292385093152,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,0.0,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9406.410382222222,Off,0.0,0.0,21.78659889950859,51.666666666666686,46.10666666666668,0.0,51.69550923459518,0.23722061150969048,649.2574607587757,0.0,21.78659889950859,51.51924367236008,51.69550923459518,51.43111089124254,12.43753247303448,20.563110420703605,-0.048000690407537405,7.180949498849352,-2.1393215614120997,2.8,9.236100170605994,-901.6188735243394,-2117.453628409197,989.5437604067839,-1362.50196315318,-0.0,-0.0,525.1790445646765,0.0,3.0,0.05885731812297771,0.0,0,0.7616750473412988,197.99884266666666,-64.29595493583602,0.22377100341633152,10.109110731391027,0.003289418772309405,-16.3350513043205,1.2192809308759525,0.38297679193558576,-2186.544677697106,69.09104928790943,0.17990024578448674,1158.0217310210444,-168.47797061426047
2025-01-01 00:05:00,0.34291754310558914,0.2169021020577093,0.0,0.005715292385093152,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,0.0,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9406.410382222222,Off,0.0,0.0,21.827738977926288,51.666666666666686,46.10666666666668,0.0,51.68531549890282,0.23728222426914028,649.2574607587757,0.0,21.827738977926288,51.46273842526066,51.68531549890282,51.35144988843958,12.43753247303448,20.449895035243276,-0.16121607586786624,7.200242170942344,-2.0712909532213577,2.8,9.236100170605994,-884.7979256451148,-2127.742176941518,974.5698645967805,-1349.0571896510612,-0.0,-0.0,525.1790445646765,0.0,3.0,0.0586503464596083,0.0,0,0.7589966182772049,197.99884266666666,-60.919780558730196,0.2253343178396635,10.058208460556747,0.003289340272443962,-15.705932346727025,1.2197511568724475,0.38304209911744114,-2196.548209521944,68.80603258042589,0.17952160921850488,1139.6682631562503,-165.0983985594698
2025-01-01 00:06:00,0.34291754310558914,0.2169021020577093,0.0,0.005715292385093152,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,0.0,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9406.410382222222,Off,0.0,0.0,21.86670289956635,51.666666666666686,46.10666666666668,0.0,51.675112627232174,0.23734392430452544,649.2574607587757,0.0,21.86670289956635,51.40622971396203,51.675112627232174,51.27178825732696,12.43753247303448,20.33976603741749,-0.27134507369365224,7.218343977744182,-2.0037622663597974,2.8,9.236100170605994,-867.7970524691535,-2137.3955945123957,959.6791510729486,-1336.0302352086662,-0.0,-0.0,525.1790445646765,0.0,3.0,0.05844869764728981,0.0,0,0.7563870724540656,197.99884266666666,-56.94586182516376,0.2268668840570453,10.009510213845722,0.003289264824975039,-15.093284324885786,1.2202089113562313,0.383103365005246,-2205.9371882139935,68.54159370159775,0.1791449747450378,1121.5116479467592,-161.8324968738106
2025-01-01 00:07:00,9.749327925327812,0.2169021020577093,0.0,0.16248879875546351,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,9.406410382222223,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,On,9406.410382222222,21.111111111111143,0.9999999999999999,0.0,9.406410382222223,0.0,1,9406.410382222222,9406.410382222222,Off,0.0,0.0,21.903571597048426,51.666666666666686,46.10666666666668,0.0,51.66490081699997,0.23740571053228138,649.2574607587757,0.0,21.903571597048426,51.34971772170742,51.66490081699997,51.19212617406115,12.43753247303448,20.23260868955817,-0.3785024215529731,7.235337878260079,-1.9367611981932964,2.8,9.236100170605994,8555.094846383114,-2146.4569618216688,944.8334541422344,-1323.403447240395,-0.0,-0.0,525.1790445646765,0.0,3.0,0.05825218606133313,0.0,0,0.7538440076949148,197.99884266666666,-53.091133163391305,0.22836943325705147,9.960963897122339,0.0032891923477174493,-14.496531347546863,1.220654643276561,0.38316087224930856,-2214.754101250308,68.29713942863937,0.17877049879388934,1103.5575702701992,-158.72411612796492
2025-01-01 00:08:00,9.749327925327812,0.2169021020577093,0.0,0.16248879875546351,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,9.406410382222223,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,On,9406.410382222222,21.111111111111143,0.9999999999999999,0.0,9.406410382222223,0.0,1,9406.410382222222,9406.410382222222,Off,0.0,0.0,21.77219825722716,51.666666666666686,46.10666666666668,0.0,51.654680258303884,0.23746758191090803,649.2574607587757,0.0,21.77219825722716,51.29320262492513,51.654680258303884,51.11246380823575,12.43753247303448,20.364345402386707,-0.24676570872443548,7.2512992202760245,-1.8703245784796227,2.8,9.236100170605994,8533.565651104665,-2154.9679959406685,930.0290314530215,-1338.9332919759568,-0.0,-0.0,525.1790445646765,0.0,3.0,0.05849373044140694,0.0,0,0.7569698437505661,197.99884266666666,-59.090483706276544,0.22651293496201544,10.020196427394504,0.0032891227614594955,-15.200543947734502,1.2201068335565342,0.38321487746317245,-2223.0375680844922,68.06957214382382,0.1783984014487969,1085.8145943822085,-155.785562929187
2025-01-01 00:09:00,9.749327925327812,0.2169021020577093,0.0,0.16248879875546351,0.0036150350342951548,0.0,0.02057637875090513,0.0,0.322341164354684,9.406410382222223,0.0,0.0,0.2169021020577093,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.0035099780701754383,0.0,On,0.01706640068072969,0,On,0.03313836161107154,0,On,0.22481916010827613,0.16861437008120705,On,0,0,Off,On,9406.410382222222,21.111111111111143,0.9999999999999999,0.0,9.406410382222223,0.0,1,9406.410382222222,9406.410382222222,Off,0.0,0.0,21.643912262871595,51.666666666666686,46.10666666666668,0.0,51.64446616311133,0.23752944638890972,649.2574607587757,0.0,21.643912262871595,51.2366985904314,51.64446616311133,51.03281480409144,12.43753247303448,20.491709093279482,-0.1194020178316606,7.266296731256961,-1.8044912922400698,2.8,9.236100170605994,8513.210096649571,-2162.9649710487265,915.2748697299191,-1354.016552870757,-0.0,-0.0,525.1790445646765,0.0,3.0,0.05872682638995652,0.0,0,0.7599863482959415,197.99884266666666,-64.36277726657062,0.2247337922477946,10.077004486901316,0.0032890497630393713,-15.878739740862756,1.2195776800013125,0.38326561461956904,-2230.822841941533,67.85787089280673,0.17802891609076366,1068.2917034820166,-153.01683375209748
