Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.49960137544342226,0.32644343836230183,0.0,0.008326689590723704,0.005440723972705031,0.0,0.054361554642622434,0.4452398208007998,0.0,0.0,0.0,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,10423.660208888889,Off,0.0,0,81.19566872962329,51.666666666666686,46.10666666666668,0.0,49.44811503058057,0.0,0.0,0.0,126.86823239003638,49.476794110058115,49.49113364979689,49.44811503058057,12.43753247303448,19.216661352136764,0.0,2.8,-1557.2292533536302,-2059.681311747384,-0.0,-0.0,539.2625742543064,0.0,1.0,0.0962714553268512,0.0,0,1.2458529819602548,65.99961422222222,-36.81051586055264,0.20615858777180943,8.918376371640852,0.0027937391291986795,-74.98947846700533,1.221693623449374
2025-01-01 00:01:00,0.49960137544342226,0.32644343836230183,0.0,0.008326689590723704,0.005440723972705031,0.0,0.054361554642622434,0.4452398208007998,0.0,0.0,0.0,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,10423.660208888889,Off,0.0,0,81.51993248335476,51.666666666666686,46.10666666666668,0.0,49.4346108318113,0.0,0.0,0.0,127.37489450524181,49.464143264657736,49.47890948108096,49.4346108318113,12.43753247303448,19.083138041919824,0.0,2.8,-1537.4786243063245,-2036.7057910649796,-0.0,-0.0,539.2625742543064,0.0,1.0,0.09597818692959499,0.0,0,1.242057783206939,65.99961422222222,-40.03540749565144,0.20846266963146803,8.879118666423125,0.00279337947079097,-74.47117588107322,1.2258224454945887
2025-01-01 00:02:00,0.49960137544342226,0.32644343836230183,0.0,0.008326689590723704,0.005440723972705031,0.0,0.054361554642622434,0.4452398208007998,0.0,0.0,0.0,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,10423.660208888889,Off,0.0,0,81.83430909502589,51.666666666666686,46.10666666666668,0.0,49.42105306238836,0.0,0.0,0.0,127.86610796097794,49.45144189672726,49.466636313896714,49.42105306238836,12.43753247303448,18.953248741039605,0.0,2.8,-1518.7221001502512,-2014.4499786067388,-0.0,-0.0,539.2625742543064,0.0,1.0,0.09569273229836694,0.0,0,1.2383637027308267,65.99961422222222,-43.53469579781898,0.21013293466777946,8.818428343927282,0.0027930235012544086,-73.96553393055278,1.2263677943470623
2025-01-01 00:03:00,0.49960137544342226,0.32644343836230183,0.0,0.008326689590723704,0.005440723972705031,0.0,0.054361554642622434,0.4452398208007998,0.0,0.0,0.0,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,10423.660208888889,Off,0.0,0,82.1392407159527,51.666666666666686,46.10666666666668,0.0,49.40744336989439,0.0,0.0,0.0,128.34256361867608,49.43869154675163,49.45431563518026,49.40744336989439,12.43753247303448,18.826830217335292,-0.11761422710916491,2.8,-1500.9048929975716,-1992.878392216734,-0.0,-0.0,539.2625742543064,0.0,1.0,0.0954147485759993,0.0,0,1.234766303602785,65.99961422222222,-47.28907503514401,0.21177255197416145,8.759515938378128,0.0027926701058881074,-73.47170144312814,1.2268990419828458
2025-01-01 00:04:00,0.49960137544342226,0.32644343836230183,0.0,0.008326689590723704,0.005440723972705031,0.0,0.054361554642622434,0.4452398208007998,0.0,0.0,0.0,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,10423.660208888889,Off,0.0,0,82.43513515320001,51.666666666666686,46.10666666666668,0.0,49.39378332824664,0.0,0.0,0.0,128.804898676875,49.42589368632558,49.44194886536505,49.39378332824664,12.43753247303448,18.70373196860864,-0.24071247583581723,2.8,-1479.5923502403452,-1971.9583502104292,-0.0,-0.0,539.2625742543064,0.0,1.0,0.09514391946014789,0.0,0,1.231261492540777,65.99961422222222,-46.89657428422211,0.21338246898971977,8.701629531340117,0.002792319221972266,-72.98918821761102,1.2274167841212333
2025-01-01 00:05:00,0.49960137544342226,0.32644343836230183,0.5230441176470587,0.008326689590723704,0.005440723972705031,0.008717401960784311,0.054361554642622434,0.4452398208007998,0.0,0.0,0.5230441176470587,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,On,10423.660208888889,19.444444444444457,0.6800000000000003,0.0,15.32891207189542,0.0,1,10423.660208888889,10423.660208888889,Off,0.0,0,82.72207964397712,51.666666666666686,46.10666666666668,0.0,49.380074443417236,0.0,0.0,0.0,129.25324944371425,49.41304972350466,49.429537363548384,49.380074443417236,12.43753247303448,18.583922895661978,-0.36052154878247933,2.8,8966.930333108645,-1951.6779227259308,-0.0,-0.0,539.2625742543064,0.0,1.0,0.09488019023659382,0.0,0,1.2278485614857786,65.99961422222222,-44.314527308617514,0.2149621048309434,8.645438513323107,0.002791970789464292,-72.51786979732371,1.2279211169309805
2025-01-01 00:06:00,0.49960137544342226,0.32644343836230183,0.5230441176470587,0.008326689590723704,0.005440723972705031,0.008717401960784311,0.054361554642622434,0.4452398208007998,0.0,0.0,0.5230441176470587,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,On,10423.660208888889,19.444444444444457,0.6800000000000003,0.0,15.32891207189542,0.0,1,10423.660208888889,10423.660208888889,Off,0.0,0,82.29759299016175,51.666666666666686,46.10666666666668,0.0,49.366318206806596,0.0,0.0,0.0,128.58998904712772,49.40016105275231,49.41708247572517,49.366318206806596,12.43753247303448,18.729197716575538,-0.2152467278689194,2.8,8936.90666351785,-1976.2792646037071,-0.0,-0.0,539.2625742543064,0.0,1.0,0.0951999585326968,0.0,0,1.2319866965527484,65.99961422222222,-49.73685502163808,0.21299002868928574,8.712892866159379,0.002791624749099413,-72.8568281362766,1.2273102093473605
2025-01-01 00:07:00,0.49960137544342226,0.32644343836230183,0.5230441176470587,0.008326689590723704,0.005440723972705031,0.008717401960784311,0.054361554642622434,0.4452398208007998,0.0,0.0,0.5230441176470587,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,On,10423.660208888889,19.444444444444457,0.6800000000000003,0.0,15.32891207189542,0.0,1,10423.660208888889,10423.660208888889,Off,0.0,0,81.88550175474086,51.666666666666686,46.10666666666668,0.0,49.35263306499556,0.0,0.0,0.0,127.94609649178258,49.387338519949374,49.404691247426285,49.35263306499556,12.43753247303448,18.869919450889267,-0.07452499355519038,2.8,8908.509057365214,-2000.221049980124,-0.0,-0.0,539.2625742543064,0.0,1.0,0.09550951541084123,0.0,0,1.2359926852273058,65.99961422222222,-54.19267579785644,0.2110981181225698,8.777701564921738,0.0027912769182444138,-73.18039321052605,1.226719037247143
2025-01-01 00:08:00,0.49960137544342226,0.32644343836230183,0.5230441176470587,0.008326689590723704,0.005440723972705031,0.008717401960784311,0.054361554642622434,0.4452398208007998,0.0,0.0,0.5230441176470587,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,On,10423.660208888889,19.444444444444457,0.6800000000000003,0.0,15.32891207189542,0.0,1,10423.660208888889,10423.660208888889,Off,0.0,0,81.4850927869716,51.666666666666686,46.10666666666668,0.0,49.33901695187201,0.0,0.0,0.0,127.32045747964312,49.37458019380415,49.39236181477023,49.33901695187201,12.43753247303448,19.006351932279316,0.0,2.8,8880.857416544695,-2023.5376573513634,-0.0,-0.0,539.2625742543064,0.0,1.0,0.09580945577856902,0.0,0,1.2398742262331548,65.99961422222222,-58.52770924713559,0.2092809139903158,8.84069986209949,0.00279092737426615,-73.48944064579955,1.2261464371356527
2025-01-01 00:09:00,0.49960137544342226,0.32644343836230183,0.5230441176470587,0.008326689590723704,0.005440723972705031,0.008717401960784311,0.054361554642622434,0.4452398208007998,0.0,0.0,0.5230441176470587,0.0,0.32644343836230183,0,1,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.02105986842105263,0.0,On,0.03330168622156981,0,On,0.009981902984397264,0,On,0.3762630773048304,0.2821973079786227,On,0,0,Off,On,10423.660208888889,19.444444444444457,0.6800000000000003,0.0,15.32891207189542,0.0,1,10423.660208888889,10423.660208888889,Off,0.0,0,81.0957908021888,51.666666666666686,46.10666666666668,0.0,49.325467920121106,0.0,0.0,0.0,126.71217312841999,49.36188425413876,49.38009242114758,49.325467920121106,12.43753247303448,19.13870772722936,0.0,2.8,8854.009736710928,-2046.2557916733858,-0.0,-0.0,539.2625742543064,0.0,1.0,0.09610026067166397,0.0,0,1.2436375446747523,65.99961422222222,-62.6572547588807,0.20753384702631542,8.902022837757492,0.0027905761902085146,-73.7846852291142,1.225591466433863
