Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.524247842417942,51.666666666666686,46.10666666666668,0.0,51.478994486072,0.0,0.0,0.0,20.524247842417942,48.53511646673386,51.478994486072,47.063177457064796,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.3475856136442,19.49997862781339,0,2.8,9.236100170605994,316.7641139678906,-366.23489799934293,-0.0,-0.0,654.909796971585,0.0,4.0,0.016827754131692803,0.0,0,0.23499115814969057,263.9984568888889,28.089214995648494,0.2535007237604095,9.841989071455444,0.0035003727725628326,149.70746900960924,1.2199910268142113
2025-01-01 00:01:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.525350164701695,51.666666666666686,46.10666666666668,0.0,51.47679452062429,0.0,0.0,0.0,20.525350164701695,48.533388222993125,51.47679452062429,47.06168507417754,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.6341777371417,19.49666773826473,0,2.8,9.236100170605994,316.09386996791494,-366.13034876536096,-0.0,-0.0,654.909796971585,0.0,4.0,0.016826286236407605,0.0,0,0.2349706597272385,263.9984568888889,27.31442176169088,0.25434963302268027,9.865735331038653,0.003501148653582047,149.67130866535481,1.22356804958092
2025-01-01 00:02:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.526470291161544,51.666666666666686,46.10666666666668,0.0,51.474594510682344,0.0,0.0,0.0,20.526470291161544,48.531659886431356,51.474594510682344,47.06019257430587,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.620213787158,19.49333147644035,0,2.8,9.236100170605994,315.4274328585498,-366.0250102582263,-0.0,-0.0,654.909796971585,0.0,4.0,0.016824807051024075,0.0,0,0.23495000364421792,263.9984568888889,26.5426461451911,0.2544582930049529,9.864638215388691,0.0035019220795043902,149.63532802351673,1.223581428761381
2025-01-01 00:03:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.527605422576325,51.666666666666686,46.10666666666668,0.0,51.47239445463078,0.0,0.0,0.0,20.527605422576325,48.52993145554938,51.47239445463078,47.05869995600869,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.614020987423,19.489973815679598,0,2.8,9.236100170605994,314.7608153631082,-365.9190081834435,-0.0,-0.0,654.909796971585,0.0,4.0,0.016823318336318237,0.0,0,0.23492921448898416,263.9984568888889,25.77002657496664,0.25456731307793856,9.864145846838795,0.003502695311041955,149.5993998044015,1.2235948978654376
2025-01-01 00:04:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.52875334410195,51.666666666666686,46.10666666666668,0.0,51.47019435110732,0.0,0.0,0.0,20.52875334410195,48.52820292908369,51.47019435110732,47.05720721807189,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.6076761161207,19.48659789952825,0,2.8,9.236100170605994,314.3377923738935,-365.812441998606,-0.0,-0.0,654.909796971585,0.0,4.0,0.01682182148533044,0.0,0,0.23490831171464793,263.9984568888889,25.240437400914455,0.2546766439327052,9.863643353099267,0.0035034683484130684,149.563518980098,1.2236084437547927
2025-01-01 00:05:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.529907624131297,51.666666666666686,46.10666666666668,0.0,51.467994198949924,0.0,0.0,0.0,20.529907624131297,48.52647430595731,51.467994198949924,47.055714359461,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.601200431127,19.48321285968379,0,2.8,9.236100170605994,314.2482904489564,-365.7056001098088,-0.0,-0.0,654.909796971585,0.0,4.0,0.01682032054646043,0.0,0,0.23488735185508405,263.9984568888889,25.044093587180228,0.2547861412832423,9.863135512860257,0.0035042411918184114,149.52767081294965,1.2236220282510375
2025-01-01 00:06:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.531060620786988,51.666666666666686,46.10666666666668,0.0,51.46579399757809,0.0,0.0,0.0,20.531060620786988,48.5247455856348,51.46579399757809,47.054221379663154,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.586669598153,19.47982954672625,0,2.8,9.236100170605994,314.2112547493045,-365.59882503443635,-0.0,-0.0,654.909796971585,0.0,4.0,0.016818820330756677,0.0,0,0.2348664020941748,263.9984568888889,24.900282812155794,0.2548956333272382,9.862012404718314,0.0035050138414066487,149.4918377413287,1.2236356059848223
2025-01-01 00:07:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.53221049455833,51.666666666666686,46.10666666666668,0.0,51.46359374710224,0.0,0.0,0.0,20.53221049455833,48.52301676822424,51.46359374710224,47.05272827878524,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.5801314894675,19.476450572806222,0,2.8,9.236100170605994,314.2075067952526,-365.4921991777124,-0.0,-0.0,654.909796971585,0.0,4.0,0.01681732199660494,0.0,0,0.23484547860819704,263.9984568888889,24.789909001379947,0.2550050786072213,9.86150677859522,0.0035057862972643545,149.45601551656662,1.223649166032617
2025-01-01 00:08:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.533355950229996,51.666666666666686,46.10666666666668,0.0,51.46139344779911,0.0,0.0,0.0,20.533355950229996,48.52128785398858,51.46139344779911,47.051235057083325,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.573615316882,19.473077777411138,0,2.8,9.236100170605994,314.2123822664046,-365.3857805292319,-0.0,-0.0,654.909796971585,0.0,4.0,0.01681582635988641,0.0,0,0.23482459279052298,263.9984568888889,24.688365824051484,0.25511444784933124,9.86100381386737,0.0035065585594630374,149.42020113272656,1.2236627007009624
2025-01-01 00:09:00,0.41103666241930353,0.24684683899857432,0.0,0.0068506110403217255,0.004114113983309572,0.0,0.027560927705958006,0.0,0.3834757347133455,0.0,0.0,0.0,0.24684683899857432,0.0,1,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.005118174342105263,0.0,On,0.022442753363852742,0,On,0.05434661604857967,0,On,0.28750460480867734,0.21562845360650795,On,Off,0.0,0.0,20.53449626408128,51.666666666666686,46.10666666666668,0.0,51.45919310006255,0.0,0.0,0.0,20.53449626408128,48.51955884329987,51.45919310006255,47.04974171491853,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,2148.567133519402,19.46971218852076,0,2.8,9.236100170605994,314.2150845967261,-365.2796014516735,-0.0,-0.0,654.909796971585,0.0,4.0,0.016814333876702888,0.0,0,0.2348037510103858,263.9984568888889,24.58488907681459,0.2552237246082325,9.860504048780925,0.0035073306280635173,149.3843928938345,1.2236762056892745
