occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,lighting_garage,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.833,0.633,0.0917,0.281,0.133,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0564,0,0,0,0
0.833,0.63,0.0727,0.281,0.114,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.626,0.0442,0.281,0.0849,0.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.617,0.0387,0.309,0.0792,0.0792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.602,0.0304,0.351,0.0707,0.0707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.602,0.027,0.351,0.0669,0.0669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.602,0.0219,0.351,0.0613,0.0613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.602,0.0219,0.351,0.0613,0.0613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.602,0.0219,0.351,0.0613,0.0613,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0,0,0,0
0.9,0.593,0.0197,0.379,0.0594,0.0594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.588,0.0187,0.393,0.0643,0.0643,0.0,0.0,0.0,0.0,0.0,0.4,0.0742,0,0,0,0
1.0,0.602,0.0219,0.351,0.0759,0.0759,0.0,0.0,0.0,0.0,0.0,1.0,0.297,0,0,0,0
1.0,0.602,0.0219,0.351,0.0759,0.0759,0.0,0.0,0.0,0.0,0.0,0.667,0.297,0,0,0,0
1.0,0.602,0.0219,0.351,0.0759,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0,0,0,0
1.0,0.605,0.0238,0.351,0.0914,0.0914,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0,0,0,0
1.0,0.609,0.0268,0.351,0.115,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0,0,0,0
1.0,0.634,0.035,0.295,0.161,0.161,0.0,0.0,0.109,0.4,0.0,0.0,0.0794,0,0,0,0
1.0,0.67,0.0473,0.211,0.231,0.231,0.0,0.0,0.0,1.0,0.0,0.0,0.0742,0,0,0,0
1.0,0.699,0.0592,0.182,0.283,0.283,0.0,0.0,0.0,0.533,0.467,0.0,0.0164,0,0,0,0
0.933,0.725,0.0711,0.168,0.33,0.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0822,0,0,0,0
0.833,0.7,0.062,0.211,0.285,0.285,0.0,0.0,0.197,0.0,1.0,0.0,0.0,0,0,0,0
0.833,0.7,0.062,0.211,0.285,0.285,0.0,0.0,0.235,0.0,1.0,0.0,0.0936,0,0,0,0
0.833,0.722,0.0746,0.182,0.324,0.324,0.0,0.0,0.0782,0.0,1.0,0.0,0.148,0,0,0,0
0.833,0.754,0.0933,0.14,0.382,0.382,0.0,0.0,0.235,0.0,1.0,0.0,0.0742,0,0,0,0
0.833,0.754,0.0933,0.14,0.382,0.382,0.0,0.0,0.422,0.0,1.0,0.0,0.304,0,0,0,0
0.833,0.754,0.0933,0.14,0.382,0.382,0.0,0.0,0.422,0.0,1.0,0.0,0.223,0,0,0,0
0.7,0.719,0.0812,0.196,0.319,0.319,0.0,0.0,0.0,0.0,0.133,0.0,0.148,0,0,0,0
0.433,0.649,0.0537,0.309,0.191,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0,0,0,0
0.333,0.622,0.0398,0.351,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0,0,0,0
0.333,0.622,0.0398,0.351,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0,0,0,0
0.333,0.64,0.0516,0.323,0.172,0.172,0.0,0.0,0.293,0.4,0.0,0.0,0.166,0,0,0,0
0.333,0.666,0.0693,0.281,0.219,0.219,0.0,0.0,0.187,1.0,0.0,0.0,0.0742,0,0,0,0
0.333,0.666,0.0693,0.281,0.219,0.219,0.0,0.0,0.228,0.533,0.467,0.0,0.0667,0,0,0,0
0.333,0.666,0.0693,0.281,0.219,0.219,0.0,0.0,0.65,0.0,1.0,0.0,0.0742,0,0,0,0
0.333,0.666,0.0718,0.281,0.217,0.217,0.0,0.0,0.48,0.0,1.0,0.0,0.148,0,0,0,0
0.333,0.666,0.0755,0.281,0.212,0.212,0.0,0.0,0.531,0.0,1.0,0.0,0.0,0,0,0,0
0.4,0.684,0.0873,0.253,0.243,0.243,0.0,0.0,0.235,0.0,1.0,0.0,0.165,0,0,0,0
0.5,0.71,0.105,0.211,0.29,0.29,0.0,0.0,0.255,0.0,1.0,0.0,0.223,0,0,0,0
0.5,0.71,0.107,0.211,0.287,0.287,0.0,0.0,0.344,0.0,1.0,0.0,0.148,0,0,0,0
0.433,0.693,0.0979,0.239,0.252,0.252,0.0,0.0,0.276,0.0,1.0,0.0,0.106,0,0,0,0
0.333,0.666,0.0791,0.281,0.207,0.207,0.0,0.0,0.333,0.0,1.0,0.0,0.0918,0,0,0,0
0.333,0.666,0.0791,0.281,0.207,0.207,0.0,0.0,0.344,0.0,0.2,0.0,0.148,0,0,0,0
0.267,0.649,0.0684,0.309,0.177,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0,0,0,0
0.167,0.622,0.0523,0.351,0.131,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0,0,0,0
0.1,0.605,0.038,0.379,0.101,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0667,0.599,0.0337,0.393,0.0907,0.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0,0,0,0
0.167,0.629,0.0595,0.351,0.142,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0,0,0,0
0.167,0.629,0.0595,0.351,0.142,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0,0,0,0
0.1,0.609,0.0423,0.379,0.108,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0667,0.607,0.0434,0.393,0.115,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0,0,0,0
0.167,0.651,0.0934,0.351,0.216,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0,0,0,0
0.233,0.682,0.144,0.323,0.307,0.307,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0,0,0
0.333,0.727,0.199,0.281,0.415,0.415,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0,0,0,0
0.333,0.727,0.199,0.281,0.415,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0,0,0,0
0.333,0.724,0.229,0.281,0.413,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0,0,0,0
0.4,0.748,0.326,0.253,0.482,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0,0,0,0
0.5,0.791,0.403,0.211,0.588,0.588,0.0,0.0,0.0,0.0,0.0,0.4,0.148,0,0,0,0
0.5,0.791,0.403,0.211,0.588,0.588,0.0,0.0,0.0,0.0,0.0,0.6,0.0742,0,0,0,0
0.567,0.783,0.441,0.211,0.547,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.771,0.496,0.211,0.486,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.771,0.496,0.211,0.486,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0,0,0,0
0.733,0.796,0.56,0.182,0.543,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.767,0.793,0.582,0.168,0.527,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.73,0.471,0.211,0.373,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.733,0.751,0.531,0.182,0.416,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.781,0.622,0.14,0.479,0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0,0,0,0
0.833,0.76,0.525,0.14,0.455,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.728,0.378,0.14,0.418,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.728,0.378,0.14,0.418,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0,0,0,0
0.833,0.728,0.378,0.14,0.418,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0,0,0,0
0.833,0.701,0.279,0.168,0.319,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.66,0.129,0.211,0.171,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0,0,0,0
0.833,0.66,0.129,0.211,0.171,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0908,0,0,0,0
0.833,0.649,0.114,0.239,0.155,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.63,0.0727,0.281,0.114,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0,0,0,0
0.833,0.626,0.0442,0.281,0.0849,0.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0,0,0,0
0.9,0.626,0.0442,0.281,0.0849,0.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0,0,0,0
1.0,0.626,0.0442,0.281,0.0849,0.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.607,0.0331,0.337,0.0735,0.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0165,0.421,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
