Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,2.7940531936100017,1.6229383112742177,0.0,2.7940531936100013,1.6229383112742175,0.0,0.11404663487715241,0.0,0.5817406705225646,2.0982658882102845,0.0,0.0,0.0,0.26759244020968553,1.355345871064532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06797617738451245,0.05098213303838432,0.0,0.0,0.02105986842105263,0.0,0.005662014013505343,0.0,0.08732475244259442,0.0,0.04746924239188207,0.0,0.2888137428950684,0.21661030717130128,0.09247673424290846,0.0,0.08500477360819317,0.0,0.0,0.0,0.0,0.0,33.5546629235946,51.66666666666668,46.10666666666668,0.0,51.46810487203128,0.028854116694714424,78.71086843464964,0.0,33.5546629235946,49.90854612866926,51.46810487203128,49.12876675698825,12.43753247303448,5395.5715073366,21.111111111111143,2.5971454391468485,0.0,2.064658095837143,0.03360779237314116,2.7177580938340618,5361.96371496346,7475.768991229747,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10957.758372564193,21.123680368541855,0.0,2.278798597087964,2.8,9.236100170605994,3539.2165871911056,508.31876344317095,-2583.1216878374676,0.0,0.0,827.9549074286273,0.0,4.997999999999999,0.10817191187845528,0.0,0.0,1.3998572943617646,329.86607188266663,-101.18813973665435,0.2008862926361451,10.101393944970438,0.0030556737729357268,21.33347258870164,1.2170707065283364,0.7249112727551998,491.9142486392276,16.404514803943325
2025-01-01 01:00:00,2.7542552536252782,1.613177476900693,0.0,2.754255253625278,1.613177476900693,0.0,0.0783350526555091,0.0,0.5776782886763646,2.098241912293404,0.0,0.0,0.0,0.25784709274853534,1.3553303841521578,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06627677294989963,0.049707579712424704,0.0,0.0,0.01948037828947368,0.0,0.00358369264488954,0.0,0.055270981721145876,0.0,0.01942534302490281,0.0,0.2775193507148143,0.20813951303611067,0.1117427205435144,0.0,0.10271410144323342,0.0,0.0,0.0,0.0,0.0,33.303362240392985,51.66666666666668,46.10666666666668,0.0,51.2639735954799,0.0,0.0,0.0,33.303362240392985,49.686736481598935,51.2639735954799,48.89811792465846,12.43753247303448,5352.403458549071,21.111111111111143,2.5758472109356116,0.0,2.0647892721809376,0.03345264011246641,2.7212804167869917,5318.950818436603,7375.335586648461,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10949.733545981662,21.121717337700105,0.0,2.8237837022955077,2.5,9.236100170605994,3530.552571912936,-291.7142042686303,-2473.048527910975,0.0,0.0,751.9962366777555,0.0,4.997999999999999,0.10190242314942209,0.0,0.0,1.3187235751101591,329.86607188266663,-100.79859540291532,0.2013863405837447,10.108773480543757,0.003062797224839801,37.42101716330985,1.217132680730034,0.7249112727551998,-306.3527308277264,14.638526559096126
2025-01-01 02:00:00,2.7258423394476994,1.6249883920888466,0.0,2.725842339447699,1.6249883920888466,0.0,0.07238625197977223,0.0,0.5273285120225073,2.126127575445419,0.0,0.0,0.0,0.2516456489561894,1.3733427431326573,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06457736851528682,0.0484330263864651,0.0,0.0,0.01948037828947368,0.0,0.0032214669855482837,0.0,0.049684406704750265,0.0,0.014319472229819661,0.0,0.2709501634262992,0.20321262256972433,0.09247673424290846,0.0,0.08500477360819317,0.0,0.0,0.0,0.0,0.0,32.080934220009546,51.66666666666668,46.10666666666668,0.0,50.93270496246911,0.07669060311300507,206.54625050227207,0.0,32.080934220009546,48.61681278373423,50.93270496246911,47.45886669436681,12.43753247303448,5278.217008804438,21.111111111111143,2.5089591000345868,0.0,2.092252860733878,0.0338747147115411,2.769504779544808,5244.342294092897,7085.669691373586,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10924.788033926692,21.121236409722282,0.0,2.2419071574512683,1.6500000000000001,9.236100170605994,3491.4175543743927,-547.445696514977,-2464.543962386366,0.0,0.0,772.8315845486703,0.0,5.5995,0.09669419268713461,0.0,0.0,1.2513236440491056,369.5648398373333,-95.0870765923492,0.20255421744857977,10.128083592360493,0.0030805555290495815,94.23584117292494,1.21712163623554,0.7249112727551998,-561.8650926602417,14.419396145264587
2025-01-01 03:00:00,2.7688153429323563,1.6310601756190457,0.0,2.7688153429323563,1.6310601756190457,0.0,0.06963683251050568,0.0,0.5564589443743418,2.1427195660475093,0.0,0.0,0.0,0.2470000653111234,1.3840601103079224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062877964080674,0.04715847306050549,0.0,0.0,0.018427384868421052,0.0,0.003118170694861614,0.0,0.048091276947223004,0.0,0.012668701972762703,0.0,0.2664554563341573,0.1998415922506179,0.1117427205435144,0.0,0.10271410144323342,0.0,0.0,0.0,0.0,0.0,31.745492239446556,51.66666666666668,46.10666666666668,0.0,50.71636308159466,0.0,0.0,0.0,31.745492239446556,48.316735484779024,50.71636308159466,47.11692168637122,12.43753247303448,5321.721236072173,21.111111111111143,2.5094521932339524,0.0,2.108526062768925,0.03419350327858418,2.7998942638285436,5287.527732793589,7143.312198165717,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10926.903857219611,21.12097114957799,0.0,2.008772958231344,1.6500000000000001,9.236100170605994,3471.3066147538116,-329.3490660776626,-2546.2052701448124,0.0,0.0,788.9847582880419,0.0,6.0,0.09998241213617812,0.0,0.0,1.293876631245799,395.9976853333333,-93.19410946159091,0.2044733125506223,10.160120372999687,0.0031098372454915345,62.536391919303796,1.2171012435964443,0.7249112727551998,-343.69250024458285,14.343434166920195
2025-01-01 04:00:00,3.1914732784564808,1.8152550671860745,0.0,3.1914732784564808,1.8152550671860745,0.0,0.06963683251050568,0.0,0.6878706708280552,2.4264657751179195,0.007499999999999999,0.0,0.0,0.2457255119851638,1.5673420552009107,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06117855964606119,0.04588391973454588,0.0,0.0,0.018427384868421052,0.0,0.003118170694861614,0.0,0.048091276947223004,0.0,0.012668701972762703,0.0,0.2664554563341573,0.1998415922506179,0.1811002712256957,0.0,0.1664676816493783,0.0,0.0,0.0,0.0,0.0,31.558003852061823,51.66666666666668,46.10666666666668,0.0,50.52221318998651,0.0,0.0,0.0,31.558003852061823,48.15681398491134,50.52221318998651,46.974114382373756,12.43753247303448,5547.96063936611,21.111111111111143,2.339676358785015,0.0,2.314062025508514,0.03740374960940591,2.990255123384933,5510.556889756704,6768.6959924391895,0.0,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,10883.983711395276,21.120928076253342,0.0,1.5891845619921932,0.55,9.236100170605994,3474.9560298219826,-977.5220491897634,-2770.453717340207,0.0,0.0,787.2853538534291,0.0,6.0,0.10250005266460761,0.0,0.0,1.3264575239849683,395.9976853333333,-89.83624605734944,0.2051927803611713,10.169900876240694,0.0031223024037498335,100.81797652188968,1.2165211494546984,0.7249112727551998,-992.328441979591,14.806392789827674
2025-01-01 05:00:00,4.789380214296815,1.894477654343827,0.0,4.789380214296815,1.8944776543438269,0.0,0.08221542282358495,1.2833486265185186,0.874964025989544,2.5413521389651677,0.007499999999999999,0.0,0.0,0.250738839126399,1.641551315217428,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06117855964606119,0.04588391973454588,0.030012312042016043,0.0,0.020533371710526313,0.0,0.003755853129367324,0.0,0.057926197983691315,0.0,0.015164052361337173,0.0,0.2731398925224709,0.2048549193918531,0.25816421642811943,0.0,0.2373049929895393,0.0,0.0,0.0,1283.3486265185188,0.23333333333333334,32.63289356008966,51.66666666666668,46.10666666666668,0.0,50.761228719538664,0.346374433299647,932.5284093622853,1283.3486265185188,32.63289356008966,49.09333932266318,50.761228719538664,48.259394624225436,12.43753247303448,5646.895000528207,21.111111111111143,2.254216564454896,0.0,2.4269800216109494,0.03937211735421872,3.1453153182467792,5607.522883173989,6499.559957204751,0.0,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,10860.204969298635,21.12191706431479,0.0,0.34092267464512754,-0.25000000000000006,9.236100170605994,3503.480897051668,-557.3175041802137,-2882.946658352953,0.0,0.0,827.7282594909249,0.0,6.0,0.102467098614097,0.0,0.0,1.3260310642212003,395.9976853333333,-88.1957046145108,0.2078979916408565,10.213431876984373,0.0031654620256478445,109.87520602164663,1.2158749060145377,0.7249112727551998,-573.8948330114417,16.577328831227977
2025-01-01 06:00:00,4.335065000004188,1.8394543729351567,0.0,4.335065000004187,1.8394543729351565,0.0,0.12343594421958946,1.0083453494074075,0.8320834349495758,2.363700271427614,0.007499999999999999,0.0,0.0,0.3104673279804094,1.5267995449547471,0.002187500000000001,1.0,0.04299305256835892,0.05026444821418055,0.0,0.0,0.0,0.0,0.06457736851528682,0.0484330263864651,0.0,0.0,0.02316585526315789,0.0,0.0061054994215201126,0.0,0.09416458953491147,0.0,0.02063462821321198,0.0,0.2823598045063518,0.21176985337976376,0.21963224382690757,0.0,0.2018863373194588,0.0,0.0,0.0,1008.3453494074075,0.18333333333333332,33.25317031091262,51.66666666666668,46.10666666666668,0.0,51.49186997105662,0.23461813094558573,638.18799718263,1008.3453494074075,33.25317031091262,49.61930331489196,51.49186997105662,48.68301998680963,12.43753247303448,5552.254561927348,21.111111111111143,2.3711769868463843,0.0,2.3260231919365606,0.03767707949105377,3.068833463162268,5514.577482436294,6743.8626486580615,0.0,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,10884.435392653975,21.123171018432327,0.0,1.0043685444968702,0.3,9.236100170605994,3541.6993407913283,-654.9763018253938,-2796.9266962605047,0.0,0.0,878.8483686657856,0.0,6.0,0.10222458885782461,0.0,0.0,1.3228927351912645,395.9976853333333,-92.47689354130098,0.20881765634987828,10.229678086890463,0.0031797822956874115,35.86020467690073,1.2158592281452638,0.7249112727551998,-671.0084994927745,16.032197667380732
2025-01-01 07:00:00,4.440960092312332,2.1244536918533425,0.0,4.440960092312331,2.124453691853343,0.0,0.27695503292271645,0.0,1.6948542764193346,2.4541507829702804,0.014999999999999998,0.0,0.0,0.5348538881914681,1.5852248036618748,0.004375000000000002,1.0,0.08598610513671784,0.1005288964283611,0.9954138328482368,0.14183878919694293,0.0,0.0,0.06797617738451245,0.05098213303838432,0.0,0.0,0.021586365131578945,0.0,0.015549534958033403,0.0,0.23981913283310413,0.0,0.04599122716172642,0.0,0.3220054260370395,0.24150406952777959,0.09247673424290846,0.0,0.08500477360819317,0.0,0.0,0.0,0.0,0.0,34.265908034034936,51.66666666666668,46.10666666666668,0.0,51.69468137049213,0.09504915412147673,260.3431243289595,0.0,34.265908034034936,50.55116305139812,51.69468137049213,49.97940389185112,12.43753247303448,5448.067373771566,21.111111111111143,2.248571754377382,0.0,2.341242268267838,0.037908514702442705,3.0793284480005028,5410.1588590691235,6420.609430598756,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,10851.275216318683,21.132260875916636,0.0,0.34402538294291213,-0.55,9.236100170605994,3583.544653402636,-837.3917089924928,-2994.1550363490474,0.0,0.0,1220.8164202461614,2.8575369393261334,5.649,0.10473250736146902,0.0,0.0,1.355347814795813,372.83182074133333,-91.1841042660438,0.20979064076219164,10.251990966777326,0.003196468009792964,82.80699627462967,1.2158094429786237,0.7249112727551998,-854.3054456266782,16.913736634185433
2025-01-01 08:00:00,5.90170613142175,2.223048757797761,0.0,5.901706131421751,2.223048757797761,0.0,0.3268804599193466,0.9166775903703706,1.9740930595380723,2.6690550215939615,0.014999999999999998,0.0,0.0,0.4946345292674955,1.7240392285302655,0.004375000000000002,1.0,0.0,0.0,1.327218443797649,0.18911838559592392,0.0,0.0,0.06967558181912525,0.05225668636434393,0.0,0.0,0.016321398026315787,0.0,0.018910107615039737,0.0,0.2916489542779911,0.0,0.062038249660559174,0.0,0.3376792764096371,0.2532594573072277,0.09247673424290846,0.0,0.08500477360819317,0.0,0.0,0.0,916.6775903703705,0.16666666666666666,33.051856860825595,51.66666666666668,46.10666666666668,0.0,51.37547437766222,0.3523717695617511,959.2794807895292,916.6775903703705,33.051856860825595,49.47378316579906,51.37547437766222,48.522937559867486,12.43753247303448,5568.111461081552,21.111111111111143,2.1028198972437697,0.0,2.478900752795388,0.04015426879857366,3.196498916307981,5527.957192282978,6056.874303591208,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,10816.796705469787,21.134934299957436,0.0,-0.45253630937962874,-1.4,9.236100170605994,3589.2575650365675,-889.9317440297252,-3217.5577734486574,0.0,0.0,1281.6765802553427,204.19269421075526,4.997999999999999,0.10800745058660059,0.0,0.0,1.3977289938164104,329.86607188266663,-42.972702851670284,0.2117701510781174,10.289166026454227,0.0032257903261273405,136.1155671075695,1.2163479667495012,0.7249112727551998,-907.962855867074,18.03111183734881
2025-01-01 09:00:00,5.047457664010046,2.0264964126723317,0.0,5.047457664010047,2.0264964126723317,0.0,0.2465906419973952,1.0083453494074075,1.2414765864911315,2.5360450861141124,0.014999999999999998,0.0,0.0,0.38399811494764136,1.6381232977246902,0.004375000000000002,1.0,0.0,0.0,0.6636092218988245,0.09455919279796196,0.0,0.0,0.06967558181912525,0.05225668636434393,0.0,0.0,0.013162417763157892,0.0,0.014213569598485801,0.0,0.2192146546357515,0.0,0.051442608010612186,0.0,0.316242981047114,0.23718223578533545,0.07321074794230253,0.0,0.06729544577315294,0.0,0.0,0.0,1008.3453494074075,0.18333333333333332,33.421175186893336,51.66666666666668,46.10666666666668,0.0,51.5207825056206,0.4334260039369529,1181.0988323251975,1008.3453494074075,33.421175186893336,49.798374599817876,51.5207825056206,48.93717064691653,12.43753247303448,5503.127117670728,21.111111111111143,2.1950552775281196,0.0,2.4217774211893563,0.03926766492475572,3.1313561049565393,5463.859452745973,6062.2973960305,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,10843.371220519599,21.130170196058486,0.0,-0.2702139619780881,-0.85,9.236100170605994,3448.3753965437927,-549.2997135523831,-3088.169707687291,0.0,0.0,979.0017188026234,602.2086522147526,3.4484999999999997,0.10639487314236021,0.0,0.0,1.376860560793061,227.59966964533334,54.416267757732385,0.21493310271064864,10.341315188716745,0.0032716103323786106,144.15471581869818,1.2169445133817405,0.7249112727551998,-565.9976071021958,16.697893549812843
