Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,2.7587182082997606,1.5679454654289007,0.0,0.04597863680499601,0.026132424423815012,0.0,0.14139302277436103,0.0,0.607675170489222,2.0096500150361774,0.0,0.0,0.0,0.26983979375575656,1.298105671673144,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,34.02587757683847,51.666666666666686,46.10666666666668,0.0,51.61660246801341,0.11526672617124857,314.84347373859856,0.0,34.02587757683847,50.33674516926086,51.61660246801341,49.696816519884585,12.43753247303448,HP On,5211.917878733992,21.111111111111143,2.6270866782896505,0.0,1.9680991224536064,0.04155089258257074,2.585055490771439,5170.366986151422,7475.472968454285,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10956.038339749131,21.12694456137512,0,-1.718585927523355,2.8,9.236100170605994,3433.121895878119,4290.718333615731,-2583.7920558591927,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.10818071327377839,0.0,0,1.3999711935915151,329.86607188266663,-76.02996929154085,0.2000695313823613,10.075748353479348,0.0030525886685708638,22.43778941463278,1.2135735481345626,0.7249112727551998,4268.7925570398065,21.92577657592497
2025-01-01 00:01:00,2.797086276406814,1.5927287891162398,0.0,0.04661810460678023,0.026545479818603997,0.0,0.14139302277436103,0.0,0.607675170489222,2.048018083143231,0.0,0.0,0.0,0.26983979375575656,1.3228889953604832,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.99498098666055,51.666666666666686,46.10666666666668,0.0,51.60934673764885,0.11528807683628171,314.8434737385985,0.0,33.99498098666055,50.30736863486231,51.60934673764885,49.65637958346904,12.43753247303448,HP On,5297.4959584493545,21.111111111111143,2.6122089147635106,0.0,2.015543919618369,0.03247416352486155,2.650598865674655,5265.0217949244925,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.676551426035,21.12493809065947,0,-1.1500170011089936,2.8,9.236100170605994,3512.669462287069,3752.6842423097487,-2583.3799761497908,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.1081753031701484,0.0,0,1.3999011812112385,329.86607188266663,-82.47256230735424,0.200685772598581,10.099126282338144,0.0030526970029146837,22.41252303921873,1.2171267728598882,0.7249112727551998,3731.654868353197,21.029373956551602
2025-01-01 00:02:00,2.801379454838332,1.5955019084304298,0.0,0.046689657580638866,0.026591698473840495,0.0,0.14139302277436103,0.0,0.607675170489222,2.0523112615747494,0.0,0.0,0.0,0.26983979375575656,1.3256621146746732,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.9617527321256,51.666666666666686,46.10666666666668,0.0,51.60209032896956,0.11530943740939098,314.84347373859856,0.0,33.9617527321256,50.277994702110306,51.60209032896956,49.61594688868068,12.43753247303448,HP On,5305.779313629775,21.111111111111143,2.6109449791971264,0.0,2.0196022173746186,0.03270904420013057,2.656179422231371,5273.070269429644,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.619604909698,21.12493809065947,0,-0.6524738285183419,2.8,9.236100170605994,3514.327369451141,3281.9445437947857,-2583.3799761497908,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.1081753031701484,0.0,0,1.3999011812112385,329.86607188266663,-89.09801032370319,0.200692831116112,10.099323495348855,0.003052804899356918,22.375418292178825,1.2171266936654255,0.7249112727551998,3261.616536444111,20.328007350674888
2025-01-01 00:03:00,2.8055592361255552,1.5982017804254047,0.0,0.046759320602092584,0.026636696340423413,0.0,0.14139302277436103,0.0,0.607675170489222,2.056491042861972,0.0,0.0,0.0,0.26983979375575656,1.328361986669648,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.92852759307766,51.666666666666686,46.10666666666668,0.0,51.59483345330335,0.11533080727476659,314.84347373859856,0.0,33.92852759307766,50.248623567342584,51.59483345330335,49.57551862436221,12.43753247303448,HP On,5313.997377132998,21.111111111111143,2.6096660886244485,0.0,2.0237155751071025,0.03277546775486933,2.6618315104293746,5281.221909378129,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.63259273135,21.12493809065947,0,-0.21700278303717602,2.8,9.236100170605994,3515.8820150189063,2869.934258043658,-2583.3799761497908,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.1081753031701484,0.0,0,1.3999011812112385,329.86607188266663,-95.76142825916051,0.20069987794603797,10.0995203755076,0.0030529126171796772,22.338374970986752,1.2171266146020943,0.7249112727551998,2850.218902854075,19.715355189582404
2025-01-01 00:04:00,2.8080887516027317,1.5998356860124177,0.0,0.04680147919337886,0.02666392810020696,0.0,0.14139302277436103,0.0,0.607675170489222,2.059020558339149,0.0,0.0,0.0,0.26983979375575656,1.329995892256661,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.895305569094546,51.666666666666686,46.10666666666668,0.0,51.587576110880974,0.11535218643766063,314.84347373859856,0.0,33.895305569094546,50.21925523029682,51.587576110880974,49.53509479000474,12.43753247303448,HP On,5318.961562483903,21.111111111111143,2.608895185863181,0.0,2.026198494960241,0.03282206337890725,2.66524121093547,5286.1394991049965,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.645558632434,21.12493809065947,0,0.16420963389380433,2.8,9.236100170605994,3517.386977754253,2509.2665964937064,-2583.3799761497908,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.1081753031701484,0.0,0,1.3999011812112385,329.86607188266663,-99.22065087471913,0.20070691310771396,10.099716923386982,0.003053020156678637,22.301392973961885,1.2171265356696772,0.7249112727551998,2490.080409496252,19.18618699745457
2025-01-01 00:05:00,2.80927388466148,1.6006012063436883,0.0,0.04682123141102467,0.026676686772394806,0.0,0.14139302277436103,0.0,0.607675170489222,2.060205691397897,0.0,0.0,0.0,0.26983979375575656,1.3307614125879317,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.862086660007606,51.666666666666686,46.10666666666668,0.0,51.580318301933126,0.11537357490332938,314.84347373859856,0.0,33.862086660007606,50.189889690710686,51.580318301933126,49.49467538509947,12.43753247303448,HP On,5321.28453012203,21.111111111111143,2.6085349423686504,0.0,2.0273596505911313,0.03284604080676536,2.6668352577183145,5288.438489315265,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.658502650653,21.124938090659473,0,0.49799154007119356,2.8,9.236100170605994,3518.906359739598,2193.4793904730695,-2583.3799761497926,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.10817530317014842,0.0,0,1.399901181211239,329.86607188266663,-100.02423652750014,0.20071393662046288,10.099913139558485,0.0030531275181489843,22.264472199591797,1.2171264568679572,0.7249112727551998,2174.750405902504,18.728984570565302
2025-01-01 00:06:00,2.810214311899797,1.6012086623299153,0.0,0.04683690519832995,0.02668681103883192,0.0,0.14139302277436103,0.0,0.607675170489222,2.061146118636214,0.0,0.0,0.0,0.26983979375575656,1.3313688685741587,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.82887086559185,51.666666666666686,46.10666666666668,0.0,51.57306002669045,0.11539497267703337,314.8434737385985,0.0,33.82887086559185,50.1605269483219,51.57306002669045,49.45426040913764,12.43753247303448,HP On,5323.130567194205,21.111111111111143,2.608248238287684,0.0,2.0282841733630965,0.03286194527311745,2.66810421353181,5290.268621921087,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.624149905914,21.124938090659473,0,0.79030934651238,2.8,9.236100170605994,3520.456553516538,1916.92652786185,-2583.3799761497926,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.10817530317014842,0.0,0,1.399901181211239,329.86607188266663,-100.32007982273447,0.20072094850357575,10.099392917349139,0.0030532347018854176,22.227612546531947,1.217126378196719,0.7249112727551998,1898.5923121002936,18.334215761556337
2025-01-01 00:07:00,2.811062859114627,1.6017567696839383,0.0,0.04685104765191045,0.026695946161398972,0.0,0.14139302277436103,0.0,0.607675170489222,2.0619946658510444,0.0,0.0,0.0,0.26983979375575656,1.3319169759281817,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.79565818542511,51.666666666666686,46.10666666666668,0.0,51.56580128538353,0.11541637976403737,314.84347373859856,0.0,33.79565818542511,50.13116700286821,51.56580128538353,49.41384986161055,12.43753247303448,HP On,5324.796449292124,21.111111111111143,2.6079894930695096,0.0,2.0291188453058115,0.032875820545233164,2.669249662587724,5291.9206287468905,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.637051108743,21.124938090659473,0,1.0463767124831798,2.8,9.236100170605994,3522.027020395997,1674.6742124625846,-2583.3799761497926,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.10817530317014842,0.0,0,1.399901181211239,329.86607188266663,-100.41549504119436,0.2007279487763115,10.09958848451721,0.0030533417081821473,22.190813913605684,1.2171262996557453,0.7249112727551998,1656.6806867622165,17.99352570036799
2025-01-01 00:08:00,2.811905991952737,1.6023013796960972,0.0,0.04686509986587895,0.026705022994934952,0.0,0.14139302277436103,0.0,0.607675170489222,2.062837798689154,0.0,0.0,0.0,0.26983979375575656,1.3324615859403406,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.7624486193389,51.666666666666686,46.10666666666668,0.0,51.558542078242915,0.11543779616961028,314.84347373859856,0.0,33.7624486193389,50.10180985408735,51.558542078242915,49.37344374200958,12.43753247303448,HP On,5326.451772651686,21.111111111111143,2.607732387850531,0.0,2.029948515452775,0.03288928323637889,2.6703880766204056,5293.562489415307,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.649930539998,21.12493809065947,0,1.270749655209244,2.8,9.236100170605994,3523.6059873634317,1462.4110059542882,-2583.3799761497908,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.1081753031701484,0.0,0,1.3999011812112385,329.86607188266663,-100.49185143332315,0.2007349374578973,10.099783721664254,0.003053448537332897,22.154076199803672,1.2171262212448206,0.7249112727551998,1444.7113752844743,17.69963066981406
2025-01-01 00:09:00,2.8127639947273657,1.6028555947383798,0.0,0.04687939991212276,0.02671425991230633,0.0,0.14139302277436103,0.0,0.607675170489222,2.0636958014637825,0.0,0.0,0.0,0.26983979375575656,1.3330158009826232,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.02105986842105263,0.0,On,0.007327150219374464,0.0,On,0.11300600413393393,0,On,0.07040727096377818,0,On,0.29181021428982973,0.21885766071737223,On,0.09247673424290846,0,On,0.08500477360819317,0,On,0,0,Off,Off,0.0,0.0,33.72924216691126,51.666666666666686,46.10666666666668,0.0,51.55128240549909,0.11545922189902531,314.8434737385985,0.0,33.72924216691126,50.07245550171713,51.55128240549909,49.33304204982615,12.43753247303448,HP On,5328.136112546482,21.111111111111143,2.607470816108374,0.0,2.030792894259683,0.03290290720409935,2.6715464979728347,5295.2332053423825,7475.654931058969,0.0,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,10957.662788237125,21.12493809065947,0,1.46740963701906,2.8,9.236100170605994,3525.181532585673,1276.3691984307811,-2583.3799761497908,-0.0,-0.0,881.02604229486,0.0,4.997999999999999,0.1081753031701484,0.0,0,1.3999011812112385,329.86607188266663,-100.60064610587791,0.20074191456752835,10.099978629357715,0.0030535551896309046,22.11739930428384,1.2171261429637306,0.7249112727551998,1258.9230158103724,17.446182620408813
