Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.25627132843860684,0.17322459388214984,0.006023356036597831,0.004271188807310114,0.002887076564702497,0.00010038926727663052,0.01643783160990021,0.23983349682870664,0.0,0.0,0.006023356036597831,0.0,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,15780.120906666667,Off,0.0,0,81.21740044230351,51.666666666666686,46.10666666666668,0.0,50.994087985415284,0.0,0.0,0.0,126.90218819109924,51.042531492539894,51.06675324610221,50.994087985415284,12.43753247303448,20.77362247958778,0.0,9.047578900796923,-0.4449765609409852,2.8,9.236100170605994,-1218.1947832832316,-3114.6542152977386,478.1907864834103,-1552.746612748549,-0.0,-0.0,464.62188798592575,0.0,2.0,0.06628989378128478,0.0,0,0.8578603238192412,131.99922844444444,-130.07005852060848,0.19993367613681218,9.84231158775165,0.0029846292811565632,-8.89488878916194,1.2150821712585518,0.3892447234879858,-3169.218158034644,54.563942736905275,0.17021952050104766,719.8443145609112,-241.65352807750097
2025-01-01 00:01:00,0.25627132843860684,0.17322459388214984,0.006023356036597831,0.004271188807310114,0.002887076564702497,0.00010038926727663052,0.01643783160990021,0.23983349682870664,0.0,0.0,0.006023356036597831,0.0,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,15780.120906666667,Off,0.0,0,81.5578667462741,51.666666666666686,46.10666666666668,0.0,50.98058979465543,0.0,0.0,0.0,127.43416679105327,51.029877261188744,51.05452099445541,50.98058979465543,12.43753247303448,20.63405790909006,0.0,8.97944450936477,-0.38923433592294615,2.8,9.236100170605994,-1200.3866628424817,-3077.212237185373,464.05995693608656,-1535.1564256699635,-0.0,-0.0,464.62188798592575,0.0,2.0,0.0660518232868722,0.0,0,0.8547794434651044,131.99922844444444,-129.85212515844384,0.20224637862503392,9.803890525362885,0.0029845863880930933,-8.409744131972758,1.2192105362927124,0.38901771172934535,-3132.8273640069046,55.615126821531625,0.16989166228697908,706.1161567124368,-242.05619977635027
2025-01-01 00:02:00,0.25627132843860684,0.17322459388214984,0.006023356036597831,0.004271188807310114,0.002887076564702497,0.00010038926727663052,0.01643783160990021,0.23983349682870664,0.0,0.0,0.006023356036597831,0.0,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,15780.120906666667,Off,0.0,0,81.88771817148414,51.666666666666686,46.10666666666668,0.0,50.96703533112407,0.0,0.0,0.0,127.94955964294397,51.017169982838375,51.04223730869553,50.96703533112407,12.43753247303448,20.498396022599668,-0.11271508851147516,8.915641938866798,-0.335425844912143,2.8,9.236100170605994,-1183.4221901452188,-3042.1886170428315,450.80554589696965,-1518.1344921991395,-0.0,-0.0,464.62188798592575,0.0,2.0,0.06582012260802939,0.0,0,0.8517809951641153,131.99922844444444,-129.90958593200506,0.20394288855355075,9.742646012078675,0.0029845459718197127,-7.937920466512139,1.2197738260473512,0.3888050126600509,-3098.78580288594,56.59718584310916,0.169574576405591,692.906964734369,-242.1014188373994
2025-01-01 00:03:00,0.25627132843860684,0.17322459388214984,0.006023356036597831,0.004271188807310114,0.002887076564702497,0.00010038926727663052,0.01643783160990021,0.23983349682870664,0.0,0.0,0.006023356036597831,0.0,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,15780.120906666667,Off,0.0,0,82.20745098381893,51.666666666666686,46.10666666666668,0.0,50.953426363650344,0.0,0.0,0.0,128.44914216221707,51.00441131136014,51.02990378521504,50.953426363650344,12.43753247303448,20.366453534813033,-0.2446575762981098,8.855858687923718,-0.283271331302696,2.8,9.236100170605994,-1167.2714428381869,-3009.4110823682577,438.4695689589258,-1501.6516076987932,-0.0,-0.0,464.62188798592575,0.0,2.0,0.06559450245161101,0.0,0,0.8488612351614245,131.99922844444444,-130.24172312531945,0.20560834413041196,9.68326345441471,0.0029845078406942143,-7.478791430826618,1.2203221708814702,0.38860560717544257,-3066.919996128832,57.50891376057409,0.1692666702941896,680.1439634141142,-241.6743944551884
2025-01-01 00:04:00,1.041496328438607,0.17322459388214984,0.6790733560365979,0.01735827214064345,0.002887076564702497,0.011317889267276632,0.01643783160990021,0.23983349682870664,0.7852250000000001,0.0,0.006023356036597831,0.67305,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,On,13039.420769076662,21.111111111111143,0.8,3525.9251375900035,19.725151133333334,0.7852250000000001,1,15780.120906666667,15780.120906666667,Off,0.0,0,82.51752175079828,51.666666666666686,46.10666666666668,0.0,50.93976457838472,0.0,0.0,0.0,128.9336277356223,50.99160282330373,51.01752194576324,50.93976457838472,12.43753247303448,20.23806187722698,-0.37304923388416356,8.799812087563124,-0.23252485091709615,2.8,9.236100170605994,11890.373633457582,547.1976592936103,426.80218407870035,-1485.680943802853,-0.0,-0.0,464.62188798592575,0.0,2.0,0.06537469663512005,0.0,0,0.8460167187780611,131.99922844444444,-127.98807980215092,0.20724376803672065,9.624960605705065,0.0029844719312146243,-7.0318044706079945,1.220856231276497,0.38841857221946036,-3037.0733997718767,58.34592147548362,0.1689665382533755,667.763576989196,-240.9613929104957
2025-01-01 00:05:00,1.041496328438607,0.17322459388214984,0.6790733560365979,0.01735827214064345,0.002887076564702497,0.011317889267276632,0.01643783160990021,0.23983349682870664,0.7852250000000001,0.0,0.006023356036597831,0.67305,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,On,13039.420769076662,21.111111111111143,0.8,3525.9251375900035,19.725151133333334,0.7852250000000001,1,15780.120906666667,15780.120906666667,Off,0.0,0,81.94029883910692,51.666666666666686,46.10666666666668,0.0,50.92605158541092,0.0,0.0,0.0,128.03171693610454,50.97874602408248,51.00509324341827,50.92605158541092,12.43753247303448,20.440289105084897,-0.17082200602624553,8.923105882838557,-0.18298651575854571,2.8,9.236100170605994,11856.836385059583,479.4660842979097,415.71336502543033,-1510.8666978831507,-0.0,-0.0,464.62188798592575,0.0,2.0,0.06572079348982836,0.0,0,0.8504955728373613,131.99922844444444,-136.3395741198536,0.2046682596489035,9.716309308796522,0.0029844381827163154,-7.716769623550476,1.220015321037394,0.38882990127106626,-3102.7663760873015,56.30732279520749,0.16867303647103016,655.7142250281854,-240.00086000275508
2025-01-01 00:06:00,1.041496328438607,0.17322459388214984,0.6790733560365979,0.01735827214064345,0.002887076564702497,0.011317889267276632,0.01643783160990021,0.23983349682870664,0.7852250000000001,0.0,0.006023356036597831,0.67305,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,On,13039.420769076662,21.111111111111143,0.8,3525.9251375900035,19.725151133333334,0.7852250000000001,1,15780.120906666667,15780.120906666667,Off,0.0,0,81.3810924935881,51.666666666666686,46.10666666666668,0.0,50.91243511056908,0.0,0.0,0.0,127.15795702123141,50.96597916017345,50.99275118497564,50.91243511056908,12.43753247303448,20.635892269116187,0.0,9.038147202280062,-0.13448791283163353,2.8,9.236100170605994,11825.252078964426,416.3618039142889,405.11766805813375,-1535.3871049750733,-0.0,-0.0,464.62188798592575,0.0,2.0,0.0660549542990687,0.0,0,0.8548199620265856,131.99922844444444,-143.40347312308774,0.20221101842657208,9.804527360879067,0.002984401121263346,-8.377101417168802,1.219203059943679,0.3892133066300797,-3164.178318134275,54.61498445856009,0.1683851992417506,643.952586677645,-238.8349186195112
2025-01-01 00:07:00,1.041496328438607,0.17322459388214984,0.6790733560365979,0.01735827214064345,0.002887076564702497,0.011317889267276632,0.01643783160990021,0.23983349682870664,0.7852250000000001,0.0,0.006023356036597831,0.67305,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,On,13039.420769076662,21.111111111111143,0.8,3525.9251375900035,19.725151133333334,0.7852250000000001,1,15780.120906666667,15780.120906666667,Off,0.0,0,80.83866634222362,51.666666666666686,46.10666666666668,0.0,50.898912151097235,0.0,0.0,0.0,126.31041615972441,50.953299424471304,50.98049306115835,50.898912151097235,12.43753247303448,20.825329313640722,0.0,9.14566412611202,-0.08688816627384366,2.8,9.236100170605994,11794.381173571803,357.2527719005466,394.9396608125254,-1559.2837437292474,-0.0,-0.0,464.62188798592575,0.0,2.0,0.06637801966877185,0.0,0,0.859000764662697,131.99922844444444,-150.37773976153684,0.19986253646058133,9.889891084764578,0.0029843608616202614,-9.014498213088103,1.2184174378060646,0.3895712938441415,-3221.6746584112648,53.00229272180801,0.1681022174495262,632.4425113047386,-237.50285049221318
2025-01-01 00:08:00,1.041496328438607,0.17322459388214984,0.6790733560365979,0.01735827214064345,0.002887076564702497,0.011317889267276632,0.01643783160990021,0.23983349682870664,0.7852250000000001,0.0,0.006023356036597831,0.67305,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,On,13039.420769076662,21.111111111111143,0.8,3525.9251375900035,19.725151133333334,0.7852250000000001,1,15780.120906666667,15780.120906666667,Off,0.0,0,80.31207874573327,51.666666666666686,46.10666666666668,0.0,50.88547991017076,0.0,0.0,0.0,125.48762304020823,50.94070420250604,50.96831634867368,50.88547991017076,12.43753247303448,21.008948538189237,0.0,9.246264704855685,-0.04007023246687949,2.8,9.236100170605994,11764.314301345285,301.85959511345663,385.11578720254033,-1582.5862313966327,-0.0,-0.0,464.62188798592575,0.0,2.0,0.06669063653156158,0.0,0,0.8630463527281867,131.99922844444444,-157.14212432067035,0.19761513887865145,9.971895156896952,0.002984317510767778,-9.630270314261281,1.2176569119044756,0.3899059548223862,-3275.560723962444,51.4951814858974,0.16782341808713452,621.1540110941803,-236.03822389164
2025-01-01 00:09:00,1.041496328438607,0.17322459388214984,0.6790733560365979,0.01735827214064345,0.002887076564702497,0.011317889267276632,0.01643783160990021,0.23983349682870664,0.7852250000000001,0.0,0.006023356036597831,0.67305,0.0,0.17322459388214984,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.012927853539724771,0,On,0.008867371652506775,0,On,0.17017501729003962,0.12763126296752966,On,0.006023356036597831,On,0,0,Off,On,13039.420769076662,21.111111111111143,0.8,3525.9251375900035,19.725151133333334,0.7852250000000001,1,15780.120906666667,15780.120906666667,Off,0.0,0,79.80052078948228,51.666666666666686,46.10666666666668,0.0,50.87213574782619,0.0,0.0,0.0,124.68831373356606,50.9281910265215,50.95621866586917,50.87213574782619,12.43753247303448,21.187048926950492,0.0,9.340479480077159,0.006062530120733059,2.8,9.236100170605994,11735.080333824735,249.91244310089178,375.5923422125133,-1605.3194214962298,-0.0,-0.0,464.62188798592575,0.0,2.0,0.06699336250573333,0.0,0,0.8669639423850402,131.99922844444444,-163.64290174162164,0.19546213553890862,10.051436810297858,0.002984271169732657,-10.225548934749014,1.2169201539644996,0.39021911232713063,-3326.1036284941306,50.090934005019356,0.16754824511277752,610.0623417297355,-234.46999951722222
