occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.596,0.0627,0.33,0.0925,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.566,0.0169,0.407,0.0527,0.0,0.113,0,0,0,0
1.0,0.596,0.0235,0.316,0.0746,0.0,0.302,0,0,0,0
1.0,0.596,0.0235,0.316,0.0746,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.316,0.0746,0.0,0.0698,0,0,0,0
1.0,0.598,0.0244,0.316,0.0814,0.0,0.112,0,0,0,0
1.0,0.606,0.0306,0.316,0.125,0.0,0.33,0,0,0,0
1.0,0.612,0.0325,0.302,0.135,0.133,0.0698,0,0,0,0
1.0,0.651,0.0453,0.211,0.201,1.0,0.106,0,0,0,0
1.0,0.655,0.0472,0.211,0.208,1.0,0.0358,0,0,0,0
1.0,0.68,0.0595,0.211,0.248,1.0,0.14,0,0,0,0
0.967,0.672,0.0566,0.225,0.235,1.0,0.0,0,0,0,0
0.75,0.621,0.0377,0.316,0.149,1.0,0.0,0,0,0,0
0.75,0.63,0.0421,0.302,0.164,1.0,0.0423,0,0,0,0
0.75,0.69,0.0711,0.211,0.262,1.0,0.176,0,0,0,0
0.75,0.69,0.0711,0.211,0.262,0.0667,0.0698,0,0,0,0
0.75,0.69,0.0711,0.211,0.262,0.0,0.0,0,0,0,0
0.75,0.69,0.0726,0.211,0.263,0.0,0.0698,0,0,0,0
0.75,0.69,0.0827,0.211,0.269,0.0,0.279,0,0,0,0
0.75,0.69,0.0827,0.211,0.269,0.0,0.0,0,0,0,0
0.75,0.69,0.0827,0.211,0.269,0.0,0.0,0,0,0,0
0.75,0.698,0.0889,0.196,0.282,0.133,0.0,0,0,0,0
0.75,0.754,0.13,0.105,0.369,1.0,0.0698,0,0,0,0
0.75,0.754,0.13,0.105,0.369,0.933,0.0,0,0,0,0
0.75,0.754,0.13,0.105,0.369,0.0,0.0698,0,0,0,0
0.75,0.754,0.131,0.105,0.367,0.0,0.0698,0,0,0,0
0.75,0.754,0.143,0.105,0.355,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.105,0.355,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.105,0.355,0.0,0.0,0,0,0,0
0.75,0.754,0.144,0.105,0.354,0.0,0.0,0,0,0,0
0.75,0.754,0.151,0.105,0.345,0.0,0.0,0,0,0,0
0.75,0.754,0.151,0.105,0.345,0.0,0.0,0,0,0,0
0.75,0.754,0.151,0.105,0.345,0.0,0.0,0,0,0,0
0.75,0.754,0.153,0.105,0.345,0.0,0.0698,0,0,0,0
0.75,0.754,0.17,0.105,0.342,0.0,0.0698,0,0,0,0
0.717,0.745,0.163,0.119,0.329,0.0,0.0698,0,0,0,0
0.5,0.69,0.119,0.211,0.244,0.0,0.0698,0,0,0,0
0.5,0.69,0.12,0.211,0.245,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.211,0.249,0.0,0.0698,0,0,0,0
0.533,0.698,0.132,0.196,0.262,0.0,0.0,0,0,0,0
0.783,0.762,0.187,0.0912,0.362,0.0,0.0,0,0,0,0
1.0,0.823,0.238,0.0,0.454,0.0,0.0,0,0,0,0
0.967,0.847,0.255,0.014,0.481,0.133,0.0,0,0,0,0
0.75,0.783,0.201,0.105,0.384,1.0,0.0,0,0,0,0
0.717,0.773,0.193,0.119,0.369,1.0,0.0,0,0,0,0
0.5,0.713,0.144,0.211,0.28,1.0,0.0,0,0,0,0
0.5,0.738,0.172,0.211,0.333,1.0,0.0698,0,0,0,0
0.5,0.738,0.172,0.211,0.333,0.0,0.0698,0,0,0,0
0.5,0.738,0.172,0.211,0.333,0.0,0.0,0,0,0,0
0.5,0.742,0.177,0.211,0.346,0.0,0.0,0,0,0,0
0.5,0.767,0.209,0.211,0.433,0.0,0.0698,0,0,0,0
0.5,0.767,0.209,0.211,0.433,0.0,0.14,0,0,0,0
0.5,0.767,0.209,0.211,0.433,0.0,0.0,0,0,0,0
0.533,0.783,0.236,0.196,0.476,0.0,0.0,0,0,0,0
0.75,0.885,0.41,0.105,0.752,0.0,0.0,0,0,0,0
0.75,0.871,0.392,0.119,0.721,0.0,0.0698,0,0,0,0
0.75,0.777,0.279,0.211,0.518,0.0,0.209,0,0,0,0
0.75,0.776,0.293,0.211,0.517,0.0,0.0,0,0,0,0
0.75,0.767,0.387,0.211,0.513,0.0,0.0,0,0,0,0
0.75,0.781,0.412,0.196,0.544,0.0,0.0,0,0,0,0
0.75,0.87,0.572,0.105,0.745,0.0,0.0,0,0,0,0
0.783,0.879,0.621,0.0912,0.752,0.0,0.11,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.579,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0807,0,0,0,0
0.967,0.914,0.9,0.014,0.754,0.0,0.36,0,0,0,0
0.75,0.773,0.64,0.119,0.445,0.0,0.0698,0,0,0,0
0.75,0.699,0.422,0.225,0.307,0.0,0.0,0,0,0,0
0.783,0.645,0.263,0.302,0.206,0.0,0.0698,0,0,0,0
1.0,0.704,0.428,0.211,0.32,0.0,0.14,0,0,0,0
1.0,0.663,0.259,0.225,0.27,0.0,0.0,0,0,0,0
1.0,0.616,0.146,0.316,0.168,0.0,0.0,0,0,0,0
1.0,0.616,0.146,0.316,0.168,0.0,0.0,0,0,0,0
1.0,0.609,0.129,0.33,0.152,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.566,0.0163,0.407,0.0495,0.0,0.0698,0,0,0,0
1.0,0.596,0.019,0.316,0.0507,0.0,0.0698,0,0,0,0
1.0,0.596,0.019,0.316,0.0507,0.0,0.0698,0,0,0,0
0.967,0.592,0.0186,0.33,0.0505,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.568,0.0178,0.407,0.0595,0.0,0.0,0,0,0,0
0.75,0.606,0.0306,0.316,0.125,0.0,0.0698,0,0,0,0
0.75,0.608,0.0315,0.316,0.128,0.0,0.0,0,0,0,0
0.75,0.621,0.0377,0.316,0.149,0.0,0.0,0,0,0,0
0.75,0.621,0.0377,0.316,0.149,0.0,0.0698,0,0,0,0
0.75,0.621,0.0377,0.316,0.149,0.0,0.0,0,0,0,0
0.717,0.621,0.0384,0.316,0.15,0.0,0.0698,0,0,0,0
0.5,0.626,0.0435,0.316,0.156,0.0,0.279,0,0,0,0
0.5,0.626,0.0435,0.316,0.156,0.0,0.0698,0,0,0,0
0.5,0.626,0.0435,0.316,0.156,0.0,0.14,0,0,0,0
0.5,0.626,0.0442,0.316,0.156,0.0,0.0698,0,0,0,0
0.5,0.626,0.0493,0.316,0.159,0.0,0.0,0,0,0,0
0.467,0.617,0.0448,0.33,0.145,0.0,0.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.217,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0333,0.57,0.0215,0.407,0.0629,0.0,0.0,0,0,0,0
0.283,0.634,0.0639,0.302,0.165,0.133,0.0,0,0,0,0
0.5,0.69,0.101,0.211,0.252,0.867,0.0698,0,0,0,0
0.5,0.69,0.106,0.211,0.246,0.0,0.14,0,0,0,0
0.467,0.681,0.0999,0.225,0.233,0.0,0.0,0,0,0,0
0.25,0.626,0.0609,0.316,0.148,0.0,0.0698,0,0,0,0
0.217,0.617,0.0549,0.33,0.135,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0667,0.57,0.0232,0.407,0.0626,0.0,0.0698,0,0,0,0
0.5,0.627,0.0715,0.316,0.151,0.0,0.14,0,0,0,0
0.533,0.645,0.0859,0.302,0.176,0.0,0.0698,0,0,0,0
0.75,0.719,0.148,0.196,0.287,0.0,0.181,0,0,0,0
0.75,0.783,0.201,0.105,0.384,0.0,0.255,0,0,0,0
0.75,0.789,0.208,0.105,0.396,0.0,0.0698,0,0,0,0
0.75,0.827,0.249,0.105,0.475,0.0,0.194,0,0,0,0
0.75,0.827,0.249,0.105,0.475,0.0,0.0206,0,0,0,0
0.75,0.827,0.249,0.105,0.475,0.0,0.0,0,0,0,0
0.75,0.832,0.257,0.105,0.495,0.0,0.237,0,0,0,0
0.75,0.87,0.306,0.105,0.625,0.0,0.446,0,0,0,0
0.75,0.87,0.306,0.105,0.625,0.0,0.153,0,0,0,0
0.75,0.87,0.306,0.105,0.625,0.0,0.0698,0,0,0,0
0.75,0.872,0.319,0.105,0.642,0.0,0.108,0,0,0,0
0.75,0.885,0.41,0.105,0.752,0.133,0.0945,0,0,0,0
0.75,0.885,0.41,0.105,0.752,0.867,0.0,0,0,0,0
0.75,0.885,0.41,0.105,0.752,0.0,0.0698,0,0,0,0
0.75,0.883,0.432,0.105,0.751,0.0,0.106,0,0,0,0
0.75,0.87,0.572,0.105,0.745,0.0,0.142,0,0,0,0
0.75,0.87,0.572,0.105,0.745,0.0,0.0698,0,0,0,0
0.75,0.87,0.572,0.105,0.745,0.0,0.0,0,0,0,0
0.75,0.867,0.59,0.105,0.727,0.0,0.0,0,0,0,0
0.75,0.841,0.706,0.105,0.611,0.0,0.0,0,0,0,0
0.75,0.841,0.706,0.105,0.611,0.0,0.0,0,0,0,0
0.75,0.841,0.706,0.105,0.611,0.0,0.0,0,0,0,0
0.75,0.833,0.701,0.105,0.591,0.0,0.0,0,0,0,0
0.75,0.783,0.669,0.105,0.464,0.0,0.0,0,0,0,0
0.75,0.783,0.669,0.105,0.464,0.0,0.14,0,0,0,0
0.783,0.793,0.698,0.0912,0.482,0.0,0.0698,0,0,0,0
1.0,0.839,0.823,0.014,0.576,0.0,0.0,0,0,0,0
1.0,0.724,0.406,0.105,0.404,0.0,0.0,0,0,0,0
1.0,0.724,0.406,0.105,0.404,0.0,0.0,0,0,0,0
1.0,0.717,0.389,0.119,0.389,0.0,0.0,0,0,0,0
1.0,0.661,0.248,0.225,0.261,0.0,0.0,0,0,0,0
1.0,0.601,0.0699,0.316,0.0991,0.0,0.0,0,0,0,0
1.0,0.601,0.0699,0.316,0.0991,0.0,0.0,0,0,0,0
1.0,0.601,0.0699,0.316,0.0991,0.0,0.0,0,0,0,0
1.0,0.601,0.0653,0.316,0.0949,0.0,0.0698,0,0,0,0
1.0,0.596,0.0357,0.316,0.0678,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.316,0.0678,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.316,0.0678,0.0,0.0,0,0,0,0
1.0,0.596,0.0341,0.316,0.0662,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.316,0.0555,0.0,0.0,0,0,0,0
1.0,0.592,0.0225,0.33,0.0547,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.566,0.0169,0.407,0.0527,0.0,0.0426,0,0,0,0
1.0,0.596,0.0235,0.316,0.0746,0.0,0.198,0,0,0,0
1.0,0.596,0.0235,0.316,0.0746,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.316,0.0746,0.0,0.109,0,0,0,0
1.0,0.604,0.0264,0.302,0.0915,0.0,0.0984,0,0,0,0
1.0,0.651,0.0453,0.211,0.201,0.0,0.0698,0,0,0,0
1.0,0.651,0.0453,0.211,0.201,0.0,0.148,0,0,0,0
1.0,0.651,0.0453,0.211,0.201,0.0,0.224,0,0,0,0
1.0,0.662,0.0501,0.196,0.221,0.0,0.0,0,0,0,0
1.0,0.739,0.0813,0.105,0.348,0.0,0.0797,0,0,0,0
0.967,0.731,0.0784,0.119,0.334,0.0,0.429,0,0,0,0
0.75,0.68,0.0595,0.211,0.248,0.0,0.0698,0,0,0,0
0.75,0.69,0.0647,0.196,0.264,0.0,0.112,0,0,0,0
0.75,0.754,0.0987,0.105,0.369,0.0,0.126,0,0,0,0
0.683,0.737,0.0913,0.133,0.34,0.0,0.0,0,0,0,0
0.25,0.626,0.0435,0.316,0.156,0.0,0.0,0,0,0,0
0.25,0.626,0.0442,0.316,0.156,0.0,0.0698,0,0,0,0
0.25,0.626,0.0493,0.316,0.159,0.0,0.0,0,0,0,0
0.25,0.626,0.0493,0.316,0.159,0.0,0.0698,0,0,0,0
0.25,0.626,0.0493,0.316,0.159,0.0,0.0,0,0,0,0
0.25,0.626,0.0499,0.316,0.159,0.0,0.0698,0,0,0,0
0.25,0.626,0.0538,0.316,0.156,0.0,0.0,0,0,0,0
0.25,0.626,0.0538,0.316,0.156,0.0,0.0,0,0,0,0
0.25,0.626,0.0538,0.316,0.156,0.0,0.0,0,0,0,0
0.25,0.626,0.0544,0.316,0.155,0.0,0.14,0,0,0,0
