Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,4.192708555835723,0.13378095850114116,0.0,0.06987847593059537,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,3.921443331965812,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,On,3921.443331965812,20.611111111111143,1.0,0.0,3.710866408888889,0.2105769230769231,1,3710.866408888889,3710.866408888889,Off,0.0,0.0,21.87494189628738,51.666666666666686,46.10666666666668,0.0,51.407207745164186,0.0,0.0,0.0,21.87494189628738,51.42443494476703,51.43304854456845,51.407207745164186,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4770.497939583682,20.361716158823956,0.0,2.8,3214.023755935013,-1232.064206842511,-0.0,-0.0,525.5524255557658,0.0,4.0,0.0538330189135365,0.0,0.0,1.3731826720616536,263.9984568888889,-0.9077947440539518,0.2426268939096854,10.263187894411178,0.0035342109568737602,6.1097934766308315,1.216384394708071
2025-01-01 00:01:00,4.192708555835723,0.13378095850114116,0.0,0.06987847593059537,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,3.921443331965812,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,On,3921.443331965812,20.611111111111143,1.0,0.0,3.710866408888889,0.2105769230769231,1,3710.866408888889,3710.866408888889,Off,0.0,0.0,21.794648599433298,51.666666666666686,46.10666666666668,0.0,51.40395914020405,0.0,0.0,0.0,21.794648599433298,51.42136497993798,51.430067899804946,51.40395914020405,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4772.333915526692,20.472656637527393,0.0,2.8,3195.647139726336,-1243.3637680413563,-0.0,-0.0,525.5524255557658,0.0,4.0,0.05398569741897032,0.0,0.0,1.3770772238124058,263.9984568888889,-7.984849753886181,0.24167842414263105,10.337169787345417,0.0035342689689223297,5.527732305433479,1.2194766351335549
2025-01-01 00:02:00,4.192708555835723,0.13378095850114116,0.0,0.06987847593059537,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,3.921443331965812,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,On,3921.443331965812,20.611111111111143,1.0,0.0,3.710866408888889,0.2105769230769231,1,3710.866408888889,3710.866408888889,Off,0.0,0.0,21.717166825683066,51.666666666666686,46.10666666666668,0.0,51.40072249746899,0.0,0.0,0.0,21.717166825683066,51.41830628360046,51.42709817666619,51.40072249746899,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773.745292169579,20.57961606900537,0.0,2.8,3177.7173257180602,-1254.2964913956946,-0.0,-0.0,525.5524255557658,0.0,4.0,0.05413276079667657,0.0,0.0,1.3808285438393473,263.9984568888889,-14.981940407822876,0.240092455454309,10.384351390016025,0.003534321321254182,4.9676314388748795,1.2190325334467491
2025-01-01 00:03:00,4.192708555835723,0.13378095850114116,0.0,0.06987847593059537,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,3.921443331965812,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,On,3921.443331965812,20.611111111111143,1.0,0.0,3.710866408888889,0.2105769230769231,1,3710.866408888889,3710.866408888889,Off,0.0,0.0,21.642365157708948,51.666666666666686,46.10666666666668,0.0,51.39749739896804,0.0,0.0,0.0,21.642365157708948,51.41525846118074,51.4241389922871,51.39749739896804,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4775.094813060807,20.68278066943703,0.0,2.8,3160.2112808721304,-1264.8772177454935,-0.0,-0.0,525.5524255557658,0.0,4.0,0.05427447965679197,0.0,0.0,1.3844435349162432,263.9984568888889,-21.907258903954176,0.238573616128264,10.43012293200482,0.003534368386093688,4.428423250599384,1.2186044969492644
2025-01-01 00:04:00,4.192708555835723,0.13378095850114116,0.0,0.06987847593059537,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,3.921443331965812,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,On,3921.443331965812,20.611111111111143,1.0,0.0,3.710866408888889,0.2105769230769231,1,3710.866408888889,3710.866408888889,Off,0.0,0.0,21.570119584841542,51.666666666666686,46.10666666666668,0.0,51.394283446246746,0.0,0.0,0.0,21.570119584841542,51.41222113654845,51.42118998169931,51.394283446246746,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4776.385391823825,20.78232615604375,0.0,2.8,3146.024811706892,-1275.1201200343255,-0.0,-0.0,525.5524255557658,0.0,4.0,0.05441110879935682,0.0,0.0,1.3879286965299737,263.9984568888889,-25.850825780360708,0.2371180751911211,10.473937002615827,0.0035344103570492612,3.909128868482175,1.2181917637507078
2025-01-01 00:05:00,0.27126522386991087,0.13378095850114116,0.0,0.004521087064498514,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,0.0,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,3710.866408888889,Off,0.0,0.0,21.50021207508508,51.666666666666686,46.10666666666668,0.0,51.39108025928607,0.0,0.0,0.0,21.50021207508508,51.40919395097704,51.418250796822534,51.39108025928607,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4777.657246271571,20.87856177273695,0.0,2.8,-787.3355937846959,-1285.0535510237419,-0.0,-0.0,525.5524255557658,0.0,4.0,0.05454308478319436,0.0,0.0,1.3912951645043055,263.9984568888889,-27.83446831671964,0.23572019431489818,10.51595784958601,0.0035344474188775867,3.408088764496786,1.2177930221192046
2025-01-01 00:06:00,0.27126522386991087,0.13378095850114116,0.0,0.004521087064498514,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,0.0,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,3710.866408888889,Off,0.0,0.0,21.568975583671275,51.666666666666686,46.10666666666668,0.0,51.38788749047684,0.0,0.0,0.0,21.568975583671275,51.40617657633895,51.41532111927001,51.38788749047684,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4778.859123268657,20.77789568782875,0.0,2.8,-774.5553600763719,-1274.6635434766833,-0.0,-0.0,525.5524255557658,0.0,4.0,0.054405030316033845,0.0,0.0,1.3877736454453424,263.9984568888889,-25.44424215545446,0.2371873984317273,10.471757104294968,0.003534479741004231,3.9199092353655276,1.2182100750323133
2025-01-01 00:07:00,0.27126522386991087,0.13378095850114116,0.0,0.004521087064498514,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,0.0,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,3710.866408888889,Off,0.0,0.0,21.635151677264226,51.666666666666686,46.10666666666668,0.0,51.38468452879291,0.0,0.0,0.0,21.635151677264226,51.40314955131852,51.41238206258134,51.38468452879291,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4777.594857376348,20.680894041327054,0.0,2.8,-762.6456337370646,-1264.6834061341058,-0.0,-0.0,525.5524255557658,0.0,4.0,0.05427188908369567,0.0,0.0,1.3843774540952463,263.9984568888889,-23.51465315872469,0.23861132214906777,10.429388962346454,0.003534516904480875,4.412507595687761,1.2186122123526046
2025-01-01 00:08:00,0.27126522386991087,0.13378095850114116,0.0,0.004521087064498514,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,0.0,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,3710.866408888889,Off,0.0,0.0,21.698885752657148,51.666666666666686,46.10666666666668,0.0,51.381471758891855,0.0,0.0,0.0,21.698885752657148,51.40011323903778,51.409433979110744,51.381471758891855,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4776.383042687188,20.587350734773512,0.0,2.8,-751.3816610822288,-1255.088549779786,-0.0,-0.0,525.5524255557658,0.0,4.0,0.05414339034960256,0.0,0.0,1.381099684454983,263.9984568888889,-21.845536858208575,0.23999399548505204,10.38810395737848,0.0035345587243289893,4.886934873152446,1.2190002596899743
2025-01-01 00:09:00,0.27126522386991087,0.13378095850114116,0.0,0.004521087064498514,0.002229682641685686,0.0,0.06743708087952087,0.0,0.20382814299038998,0.0,0.0,0.0,0.0,0.13378095850114116,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.017112774122807015,0.0,On,0.05032430675671385,0,On,0.025453531655535037,0,On,0.13873221718619924,0.1040491628896494,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,3710.866408888889,Off,0.0,0.0,21.760307544404785,51.666666666666686,46.10666666666668,0.0,51.37824954381727,0.0,0.0,0.0,21.760307544404785,51.39706798221351,51.40647720141163,51.37824954381727,12.43753247303448,Off,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4775.202159576707,20.497081889794334,0.0,2.8,-740.4638675048633,-1245.8570241483144,-0.0,-0.0,525.5524255557658,0.0,4.0,0.054019292600556476,0.0,0.0,1.3779341759609183,263.9984568888889,-20.159268912314687,0.24133722020679152,10.348462025380659,0.0035346050258507045,5.344130205373934,1.2193749535549063
