Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,38.04208722955479,51.666666666666686,46.10666666666668,0.0,50.0644634738489,0.0,0.0,0.0,38.04208722955479,49.893006670370134,50.0644634738489,49.80727826863075,12.43753247303448,17.201060597805963,-0.07671717997186533,2.8,3821.6467872898957,-953.6219619104392,-0.0,-0.0,312.44776517106743,0.0,1.0,0.05081174554284893,0.0,0,0.9455268579885916,65.99961422222222,-11.202598192954511,0.239288265858688,8.047232997349122,0.0028573796001908455,-25.64267097735833,1.2301273130443198
2025-01-01 00:01:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,37.91528274145503,51.666666666666686,46.10666666666668,0.0,50.058770907146695,0.0,0.0,0.0,37.91528274145503,49.887667782140305,50.058770907146695,49.802116219637114,12.43753247303448,17.304699174816314,0.0,2.8,3805.2254308816487,-963.3296489142418,-0.0,-0.0,312.44776517106743,0.0,1.0,0.05096224472635359,0.0,0,0.9483274116517011,65.99961422222222,-17.916267597398914,0.23840396125810745,8.118885790186908,0.0028572039672854163,-25.854331610491407,1.2332805949483365
2025-01-01 00:02:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,37.79258648979591,51.666666666666686,46.10666666666668,0.0,50.05309726662362,0.0,0.0,0.0,37.79258648979591,49.882346689858025,50.05309726662362,49.79697140147523,12.43753247303448,17.40482456957044,0.0,2.8,3789.2545570144075,-972.74467279607,-0.0,-0.0,312.44776517106743,0.0,1.0,0.051107526733955216,0.0,0,0.9510308818573053,65.99961422222222,-24.47211758281204,0.23688487314389667,8.16614749879515,0.0028570273374338693,-26.057344253500524,1.2328557369829782
2025-01-01 00:03:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,37.673810027091164,51.666666666666686,46.10666666666668,0.0,50.04744194141345,0.0,0.0,0.0,37.673810027091164,49.87704281696673,50.04744194141345,49.79184325474337,12.43753247303448,17.501598174451658,0.0,2.8,3773.6857287170005,-981.8784765731483,-0.0,-0.0,312.44776517106743,0.0,1.0,0.05124783697603473,0.0,0,0.9536418353075305,65.99961422222222,-30.90714210314053,0.23542633657761444,8.211490254220433,0.0028568492593075805,-26.252033912201433,1.232445385184263
2025-01-01 00:04:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,37.5587765247867,51.666666666666686,46.10666666666668,0.0,50.0418043486669,0.0,0.0,0.0,37.5587765247867,49.871755613356875,50.0418043486669,49.786731245701866,12.43753247303448,17.595171421618126,0.0,2.8,3760.3638416846034,-990.7419154375231,-0.0,-0.0,312.44776517106743,0.0,1.0,0.05138340544188314,0.0,0,0.9561645517422156,65.99961422222222,-35.365590271162944,0.23402500520293107,8.255633460381436,0.0028566697909200235,-26.438782987838785,1.232048869129571
2025-01-01 00:05:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,37.4472409669282,51.666666666666686,46.10666666666668,0.0,50.03618393182427,0.0,0.0,0.0,37.4472409669282,49.866484553735326,50.03618393182427,49.781634864690865,12.43753247303448,17.68575437507158,0.0,2.8,3749.044703933323,-999.35175090465,-0.0,-0.0,312.44776517106743,0.0,1.0,0.05151454605888238,0.0,0,0.9586048728573682,65.99961422222222,-38.074892555316445,0.23267678084096732,8.298069176992641,0.0028564889876782885,-26.6181068415382,1.2316652727291668
2025-01-01 00:06:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,37.33897965982447,51.666666666666686,46.10666666666668,0.0,50.03058017074997,0.0,0.0,0.0,37.33897965982447,49.86122914719489,50.03058017074997,49.776553635417365,12.43753247303448,17.773538806811622,0.0,2.8,3738.595865604076,-1007.7233758680775,-0.0,-0.0,312.44776517106743,0.0,1.0,0.05164154518525323,0.0,0,0.9609681273301646,65.99961422222222,-40.152105921135814,0.23137795465856806,8.33954365170596,0.0028563069014271064,-26.790475845910713,1.231293760398788
2025-01-01 00:07:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,37.23382626324603,51.666666666666686,46.10666666666668,0.0,50.0249925785629,0.0,0.0,0.0,37.23382626324603,49.85598893422191,50.0249925785629,49.771487112051425,12.43753247303448,17.858667225261954,0.0,2.8,3728.5583963508975,-1015.8677961363541,-0.0,-0.0,312.44776517106743,0.0,1.0,0.051764616992112274,0.0,0,0.9632583005490373,65.99961422222222,-42.04515490603777,0.23012563916325915,8.37950524297289,0.0028561235807570027,-26.956244480695183,1.2309337076537756
2025-01-01 00:08:00,4.734459920747399,0.18109182370991053,0.0,0.07890766534579,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,4.474023582222222,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,On,4474.023582222222,17.77777777777783,1.0,0.0,4.474023582222222,0.0,1,4474.023582222222,4474.023582222222,Off,0.0,0.0,37.13164130712369,51.666666666666686,46.10666666666668,0.0,50.01942069311148,0.0,0.0,0.0,37.13164130712369,49.850763478647174,50.01942069311148,49.76643487141503,12.43753247303448,17.941259067325664,0.0,2.8,3718.828259406777,-1023.7940561444718,-0.0,-0.0,312.44776517106743,0.0,1.0,0.051883941573715696,0.0,0,0.9654787437855159,65.99961422222222,-43.849031842040475,0.2289173623659459,8.418021924601941,0.00285593907181892,-27.115712283347086,1.2305845896320187
2025-01-01 00:09:00,0.2604363385251773,0.18109182370991053,0.0,0.004340605642086288,0.003018197061831842,0.0,0.010889376651342533,0.0,0.24954696187383477,0.0,0.0,0.0,0.18109182370991053,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.0077860689028045205,0,On,0.008091196927287315,0,On,0.19983125109045896,0.14987343831784417,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4474.023582222222,Off,0.0,0.0,37.032296203188515,51.666666666666686,46.10666666666668,0.0,50.01386407297958,0.0,0.0,0.0,37.032296203188515,49.84555236387493,50.01386407297958,49.761396509322616,12.43753247303448,18.021424436801592,0.0,2.8,-764.6276028620246,-1031.5105165560228,-0.0,-0.0,312.44776517106743,0.0,1.0,0.05199968491613152,0.0,0,0.9676325457798843,65.99961422222222,-45.564851477069126,0.2277508560723706,8.455801971073033,0.0028557534187074823,-27.269155750249276,1.2302459226652336
