Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.31984759937601,51.666666666666686,46.10666666666668,0.0,50.47637542912771,0.0,0.0,0.0,34.31984759937601,48.69452499706308,50.47637542912771,47.80359978103077,12.43753247303448,19.249390699262808,0.0,4.296267361884211,2.8,9.236100170605994,290.08879646257714,-482.4357896200695,-235.57670443439068,-0.0,-27.175610323364328,526.1878766896391,0.0,4.0,0.010989169551677386,0.0,0.0012676864218420076,0.22808085795217314,263.9984568888889,26.653234530693027,0.2753852917827778,9.99969401771149,0.0037451721253462856,153.87320739834826,1.220856589353616,0.25945695153584586,-505.93201926120076,23.49622964113118
2025-01-01 00:01:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.318181436625345,51.666666666666686,46.10666666666668,0.0,50.470876270447704,0.0,0.0,0.0,34.318181436625345,48.68970849398079,50.470876270447704,47.79912460574734,12.43753247303448,19.24598609368418,0.0,4.347690323737057,2.8,9.236100170605994,288.9337518701993,-501.1762451036901,-235.50149320249128,-0.0,-27.129061445716687,526.1878766896391,0.0,4.0,0.01098793532533776,0.0,0.0012657769959290245,0.22802235951632405,263.9984568888889,25.376429828768075,0.27632618056213304,10.023863547583485,0.003746234043492571,153.84572844441595,1.2244363438079675,0.259581198233867,-523.5702388439328,22.393993740242657
2025-01-01 00:02:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.31660262462827,51.666666666666686,46.10666666666668,0.0,50.465377511948056,0.0,0.0,0.0,34.31660262462827,48.68489222473049,50.465377511948056,47.7946495811217,12.43753247303448,19.242506649311878,0.0,4.3962631404322385,2.8,9.236100170605994,287.77430691764425,-518.690732155767,-235.42463864857544,-0.0,-27.08149247206766,526.1878766896391,0.0,4.0,0.01098667390463919,0.0,0.0012638249265221877,0.22796256150761401,263.9984568888889,24.092561348648204,0.276463727612112,10.023345060543779,0.0037472926679367673,153.8187079870628,1.2244501342057001,0.2596985038999619,-540.2460310824582,21.555298926691247
2025-01-01 00:03:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.31510489680174,51.666666666666686,46.10666666666668,0.0,50.45987914060852,0.0,0.0,0.0,34.31510489680174,48.680076177053216,50.45987914060852,47.79017469527557,12.43753247303448,19.238957739847553,0.0,4.442226556272238,2.8,9.236100170605994,286.61409999923984,-535.2199656443228,-235.34626009355085,-0.0,-27.03297706513812,526.1878766896391,0.0,4.0,0.01098538723370076,0.0,0.0012618331858014152,0.2279015554106535,263.9984568888889,22.805460468289624,0.2766025053909391,10.022790241257582,0.003748351094530403,153.7920043270666,1.2244642159854238,0.25980945896597,-556.0395474795828,20.819581835260013
2025-01-01 00:04:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.31368286810686,51.666666666666686,46.10666666666668,0.0,50.45438114434041,0.0,0.0,0.0,34.31368286810686,48.6752603395695,50.45438114434041,47.78569993718405,12.43753247303448,19.235343982398852,0.0,4.485774400336726,2.8,9.236100170605994,285.90758086622895,-550.8401709744038,-235.26646010154542,-0.0,-26.98357852978246,526.1878766896391,0.0,4.0,0.010984076982638792,0.0,0.00125980432446802,0.22783941976823607,263.9984568888889,21.969742807917644,0.2767424363297165,10.022784397289943,0.0037494093252059693,153.76559933488775,1.224478569830405,0.2599145391771076,-571.015214838509,20.175043864105213
2025-01-01 00:05:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.31231313142483,51.666666666666686,46.10666666666668,0.0,50.44888351185562,0.0,0.0,0.0,34.31231313142483,48.6704447016556,50.44888351185562,47.78122529655559,12.43753247303448,19.231685484586563,0.0,4.527074103895009,2.8,9.236100170605994,285.7741195297899,-565.6243639486606,-235.185683187725,-0.0,-26.933571883553473,526.1878766896391,0.0,4.0,0.010982750438750846,0.0,0.001257749597730034,0.22777649962729637,263.9984568888889,21.70549791142926,0.2768831754325998,10.022171901990754,0.0037504673617879745,153.73941131717893,1.2244931115483109,0.2600141554287624,-585.2287002948492,19.60433634618855
2025-01-01 00:06:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.31096887006013,51.666666666666686,46.10666666666668,0.0,50.4433862353452,0.0,0.0,0.0,34.31096887006013,48.66562925597276,50.4433862353452,47.77675076628655,12.43753247303448,19.228005287952705,0.0,4.566272299658909,2.8,9.236100170605994,285.76591466971814,-579.6334975655144,-235.10443839513698,-0.0,-26.883272167841433,526.1878766896391,0.0,4.0,0.010981415954768457,0.0,0.001255681925511548,0.2277131908385777,263.9984568888889,21.5657485430574,0.27702432628630336,10.021547824673949,0.003751525205611614,153.71334623372962,1.2245077446516386,0.2601086674856479,-598.7287794478956,19.095281882381183
2025-01-01 00:07:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.30964329125412,51.666666666666686,46.10666666666668,0.0,50.43788931098614,0.0,0.0,0.0,34.30964329125412,48.66081399894575,50.43788931098614,47.77227634292556,12.43753247303448,19.224309227170938,0.0,4.603499438975926,2.8,9.236100170605994,285.81147968787434,-592.9202889474915,-235.02285470416527,-0.0,-26.832759183314156,526.1878766896391,0.0,4.0,0.010980075645293633,0.0,0.0012536045738002657,0.2276495935264121,263.9984568888889,21.4792168857146,0.2771657887834294,10.020915189027459,0.0037525828574484043,153.68738036200168,1.2245224447097407,0.26019839527989963,-611.5588809330079,18.638591985516435
2025-01-01 00:08:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.308332884272275,51.666666666666686,46.10666666666668,0.0,50.432392735965074,0.0,0.0,0.0,34.308332884272275,48.65599892795261,50.432392735965074,47.76780202394639,12.43753247303448,19.2206003171594,0.0,4.638873031206692,2.8,9.236100170605994,285.8642552490732,-605.5310803891696,-234.9409987965128,-0.0,-26.782074175700618,526.1878766896391,0.0,4.0,0.01097873060276743,0.0,0.0012515192276551946,0.22758575937571765,263.9984568888889,21.399451531647436,0.2773075113199134,10.02085754431591,0.0037536403179277496,153.66150148252515,1.224537199099686,0.2602836268483118,-623.7581671590228,18.22708676985323
2025-01-01 00:09:00,0.3225424214980381,0.15180691438045657,0.0,0.005375707024967301,0.002530115239674276,0.0,0.06904015142813164,0.0,0.20350227006990643,0.0,0.05,0.0,0.0,0.13722358104712323,0.0,0.01458333333333334,1,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.05042030493690356,0,On,0.020537495340408718,0,On,0.14790002424696852,0.11092501818522636,On,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2144.005181210085,0.0,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2902.8693555555556,Off,0.0,0.0,34.307036199591785,51.666666666666686,46.10666666666668,0.0,50.426896507990506,0.0,0.0,0.0,34.307036199591785,48.65118404086412,50.426896507990506,47.76332780730093,12.43753247303448,19.216879801633958,0.0,4.672500005555127,2.8,9.236100170605994,285.9105539562236,-617.5072168476478,-234.85889823487204,-0.0,-26.731234176996672,526.1878766896391,0.0,4.0,0.010977381277484582,0.0,0.0012494265781880824,0.2275217096262781,263.9984568888889,21.31280967845317,0.2774494728003087,10.02021133354032,0.003754697587605885,153.63570461873783,1.2245520026158863,0.26036462412686207,-635.3623202095549,17.855103361907148
