occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.724,0.406,0.404,0.0,0.0,0.238,0.0,0.0,0.0,0,0,0,0
1.0,0.724,0.406,0.404,0.0,0.0,0.192,0.0,0.0,0.0,0,0,0,0
1.0,0.714,0.38,0.381,0.0,0.0,0.199,0.0,0.0,0.0,0,0,0,0
1.0,0.664,0.246,0.259,0.0,0.0,0.493,0.0,0.0,0.0,0,0,0,0
1.0,0.641,0.124,0.149,0.0,0.0,0.0397,0.0,0.0,0.0,0,0,0,0
1.0,0.641,0.124,0.149,0.0,0.0,0.805,0.0,0.0,0.0,0,0,0,0
1.0,0.641,0.124,0.149,0.0,0.0,0.149,0.0,0.0,0.0,0,0,0,0
1.0,0.639,0.11,0.136,0.0,0.0,0.209,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0556,0.0864,0.0,0.0,0.315,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0556,0.0864,0.0,0.0,0.573,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0556,0.0864,0.0,0.0,0.543,0.0,0.0,0.0769,0,0,0,0
1.0,0.631,0.0507,0.0814,0.0,0.0,0.238,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0617,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0617,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0617,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0288,0.0592,0.384,0.2,0.0,0.0,0.0,0.0713,0,0,0,0
1.0,0.617,0.0188,0.0493,0.284,1.0,0.0,0.0,0.0,0.0475,0,0,0,0
1.0,0.562,0.0159,0.0493,0.452,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.3,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.585,0.0246,0.0891,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
1.0,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0.0,0.233,0,0,0,0
1.0,0.682,0.0618,0.251,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0793,0,0,0,0
0.95,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.2,0.341,0,0,0,0
0.75,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,1.0,0.384,0,0,0,0
0.75,0.69,0.0734,0.264,0.0,0.0,0.0,0.0,0.867,0.175,0,0,0,0
0.75,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.75,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0773,0,0,0,0
0.7,0.69,0.0845,0.268,0.0,0.0,0.0,0.0,0.0,0.129,0,0,0,0
0.5,0.69,0.0917,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.45,0.677,0.0841,0.241,0.0,0.0,0.0,0.0,0.0,0.145,0,0,0,0
0.3,0.638,0.0614,0.177,0.0,0.0,0.0,0.0,0.0,0.407,0,0,0,0
0.55,0.702,0.102,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0773,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.103,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.75,0.754,0.145,0.353,0.0,0.0,0.0,0.0,0.2,0.227,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0,0.8,0.328,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0,0.0,0.308,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0,0.0,0.0755,0,0,0,0
0.75,0.754,0.155,0.344,0.0,0.0,0.0,0.0,0.0,0.0503,0,0,0,0
0.75,0.754,0.17,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.17,0.342,0.0,0.0,0.0,0.0,0.0,0.156,0,0,0,0
0.75,0.754,0.17,0.342,0.0,0.0,0.0,0.0,0.0,0.129,0,0,0,0
0.75,0.754,0.172,0.343,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.75,0.754,0.18,0.348,0.0,0.0,0.0,0.0,0.0,0.0826,0,0,0,0
0.75,0.754,0.18,0.348,0.0,0.0,0.0,0.0,0.0,0.462,0,0,0,0
0.75,0.754,0.18,0.348,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.75,0.759,0.184,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.7,0.768,0.189,0.362,0.0,0.0,0.0,0.0,0.2,0.0769,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0,1.0,0.154,0,0,0,0
0.55,0.724,0.152,0.295,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.7,0.774,0.195,0.374,0.0,0.0,0.0,0.0,0.867,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.45,0.724,0.16,0.314,0.0,0.0,0.0,0.0,0.0,0.154,0,0,0,0
0.3,0.685,0.132,0.28,0.0,0.0,0.0,0.0,0.2,0.0769,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,1.0,0.0769,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,0.867,0.154,0,0,0,0
0.5,0.769,0.223,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.5,0.775,0.3,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.767,0.387,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.55,0.788,0.424,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.75,0.865,0.599,0.718,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.841,0.706,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.86,0.752,0.649,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.934,0.936,0.798,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.904,0.882,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.783,0.669,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.783,0.669,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.783,0.669,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.771,0.616,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.724,0.406,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.724,0.406,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.724,0.406,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.716,0.36,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.681,0.178,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.681,0.178,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.681,0.178,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.664,0.149,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0333,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.022,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.569,0.0165,0.0496,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0.154,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0.154,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.596,0.0199,0.0555,0.0,0.0,0.0,0.0,0.0,0.154,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.598,0.0249,0.0848,0.0,0.0,0.0,0.0,0.0,0.231,0,0,0,0
1.0,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.615,0.0335,0.141,0.0,0.0,0.0,0.0,0.0,0.079,0,0,0,0
1.0,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0.0,0.29,0,0,0,0
1.0,0.657,0.0481,0.211,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0.0,0.258,0,0,0,0
0.95,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0.0,0.0779,0,0,0,0
0.8,0.692,0.0638,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.742,0.0848,0.352,0.0,0.0,0.0,0.0,0.0,0.24,0,0,0,0
0.95,0.741,0.0932,0.347,0.0,0.0,0.0,0.0,0.0,0.271,0,0,0,0
0.75,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.702,0.0766,0.284,0.0,0.0,0.0,0.0,0.0,0.151,0,0,0,0
1.0,0.754,0.102,0.371,0.0,0.0,0.0,0.0,0.0,0.202,0,0,0,0
1.0,0.754,0.116,0.379,0.0,0.0,0.0,0.0,0.0,0.231,0,0,0,0
0.95,0.754,0.116,0.379,0.0,0.0,0.0,0.0,0.0,0.166,0,0,0,0
0.75,0.754,0.116,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.119,0.377,0.0,0.0,0.0,0.0,0.0,0.162,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.381,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.229,0,0,0,0
0.75,0.754,0.132,0.366,0.0,0.0,0.0,0.0,0.0,0.177,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.259,0,0,0,0
0.75,0.754,0.145,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0,0.0,0.158,0,0,0,0
0.7,0.741,0.142,0.325,0.0,0.0,0.0,0.0,0.0,0.319,0,0,0,0
0.5,0.69,0.106,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.55,0.702,0.119,0.266,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,0
0.7,0.741,0.16,0.323,0.0,0.0,0.0,0.0,1.0,0.0769,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.0,0.0,1.0,0.154,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.0,0.0,1.0,0.0769,0,0,0,0
0.5,0.69,0.12,0.245,0.0,0.0,0.0,0.0,0.933,0.0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.693,0.128,0.253,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.45,0.694,0.127,0.25,0.332,0.2,0.0,0.0,0.0,0.0769,0,0,0,0
0.3,0.65,0.09,0.183,0.428,1.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.5,0.715,0.146,0.285,0.364,1.0,0.0,0.0,0.0,0.154,0,0,0,0
0.5,0.738,0.172,0.333,0.4,1.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.564,1.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.744,0.179,0.353,0.0,1.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.267,0.0,0.0,0.0,0.0769,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
0.5,0.769,0.223,0.45,0.0,0.0,0.0,0.0,0.2,0.0769,0,0,0,0
0.6,0.82,0.331,0.612,0.0,0.0,0.0,0.0,1.0,0.539,0,0,0,0
1.0,0.993,0.541,0.986,0.0,0.0,0.0,0.0,1.0,0.0772,0,0,0,0
0.95,0.971,0.515,0.939,0.0,0.0,0.0,0.0,0.867,0.0,0,0,0,0
0.8,0.903,0.479,0.797,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.973,0.758,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.977,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.973,0.758,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.966,0.793,0.941,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.919,0.926,0.759,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.857,0.887,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.841,0.816,0.586,0.0,0.0,0.0,0.0,0.0,0.0766,0,0,0,0
1.0,0.779,0.536,0.523,0.0,0.0,0.0,0.0,0.0,0.128,0,0,0,0
