Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.31202759226635235,0.19802045078307715,0.0,0.0052004598711058725,0.003300340846384619,0.0,0.01981278622953619,0.008173999999999999,0.2640408060368161,0.0,0.020000000000000004,0.0,0.0,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.363440891727502e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.363440891727502e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.03223822716145,0.0,7.518730705926482,-2.479204581420565,2.8,9.236100170605994,-1578.8974515475686,-4101.170122031573,2064.686511910303,-1907.322999856817,-0.0,-0.0,466.3695031714866,0.0,3.0,0.09608218496178852,0.0,0,0.7007341224915528,197.99884266666666,-137.9439548622382,0.22400831019930442,8.394787957086582,0.0028187807246072456,16.826315462490587,1.2266444915381383,0.6815915597492008,-4191.476629539791,90.30650750821836,0.3451427365860178,2374.5694845170287,-309.8829726067255
2025-01-01 00:01:00,0.31202759226635235,0.19802045078307715,0.0,0.0052004598711058725,0.003300340846384619,0.0,0.01981278622953619,0.008173999999999999,0.2640408060368161,0.0,0.020000000000000004,0.0,0.0,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.373001469242354e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.373001469242354e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.936987620987658,0.0,7.497944451942386,-2.425919338606077,2.8,9.236100170605994,-1557.1580991561539,-4081.390196080295,2033.3560272092263,-1889.0698065502588,-0.0,-0.0,466.3695031714866,0.0,3.0,0.09576149090644977,0.0,0,0.6983952782245804,197.99884266666666,-134.45779577738142,0.22601674982962605,8.373109184198512,0.0028188260210025,17.2848281806935,1.2306302051597549,0.6814670545563748,-4172.250679849438,90.86048376914296,0.3444945925283879,2346.1877523294274,-312.8317251202011
2025-01-01 00:02:00,0.31202759226635235,0.19802045078307715,0.0,0.0052004598711058725,0.003300340846384619,0.0,0.01981278622953619,0.008173999999999999,0.2640408060368161,0.0,0.020000000000000004,0.0,0.0,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.3822648267308374e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3822648267308374e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.844207820482342,0.0,7.478485183760827,-2.3740399976110873,2.8,9.236100170605994,-1536.218477298188,-4062.8457224202543,2003.792095930468,-1871.3577946800203,-0.0,-0.0,466.3695031714866,0.0,3.0,0.09544866410789155,0.0,0,0.6961138104138024,197.99884266666666,-131.23018578965403,0.2273447048705619,8.329320145476046,0.0028188724010110217,17.7315156832658,1.2310225414900766,0.6813504771043135,-4154.258094330712,91.4123719104576,0.3438623756393758,2318.633428080148,-314.84133214967994
2025-01-01 00:03:00,0.31202759226635235,0.19802045078307715,0.0,0.0052004598711058725,0.003300340846384619,0.0,0.01981278622953619,0.008173999999999999,0.2640408060368161,0.0,0.020000000000000004,0.0,0.0,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.3912805008640134e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3912805008640134e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.753796040386252,-0.0795372929471192,7.460328459634828,-2.323361350205272,2.8,9.236100170605994,-1516.1051054213879,-4045.5293998498078,1976.4083769591964,-1854.1622340835647,-0.0,-0.0,466.3695031714866,0.0,3.0,0.09514339104956777,0.0,0,0.6938874325610309,197.99884266666666,-128.3123745093097,0.22864739080533308,8.286773403237923,0.0028189199644428693,18.166809404529946,1.231405103215768,0.6812416850003137,-4137.475100651012,91.94570080120441,0.34324366639730053,2291.791856602675,-315.3834796434788
2025-01-01 00:04:00,0.31202759226635235,0.19802045078307715,0.0,0.0052004598711058725,0.003300340846384619,0.0,0.01981278622953619,0.008173999999999999,0.2640408060368161,0.0,0.020000000000000004,0.0,0.0,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.4000980283129444e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.4000980283129444e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.665655342083763,-0.16767799124960803,7.443411054011784,-2.273692565518278,2.8,9.236100170605994,-1495.7781985746715,-4029.405592621376,1950.692705490348,-1837.4599062778243,-0.0,-0.0,466.3695031714866,0.0,3.0,0.09484537544331803,0.0,0,0.6917139838159045,197.99884266666666,-124.68779546833379,0.22992561685953214,8.24477855156783,0.0028189686803774365,18.59115522198579,1.2317782824909818,0.6811403030511681,-4121.842197887713,92.43660526633732,0.3426362019944826,2265.5572828194504,-314.8645773291023
2025-01-01 00:05:00,0.31202759226635235,0.19802045078307715,0.0,0.0052004598711058725,0.003300340846384619,0.0,0.01981278622953619,0.008173999999999999,0.2640408060368161,0.0,0.020000000000000004,0.0,0.0,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.4087174090776294e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.4087174090776294e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.57970875607012,-0.2536245772632526,7.42765229097293,-2.2248778711280095,2.8,9.236100170605994,-1475.0798340719182,-4014.399140337347,1926.2852538126465,-1821.2317304016958,-0.0,-0.0,466.3695031714866,0.0,3.0,0.09455438629564014,0.0,0,0.6895917795265899,197.99884266666666,-120.21760684170887,0.2311799438138738,8.204576809408199,0.0028190185191297942,19.004902332790866,1.2321423882634817,0.6810458509918781,-4107.283904135252,92.88476379790477,0.34203813218158935,2239.843572255065,-313.5583184424183
2025-01-01 00:06:00,1.4295192589330188,0.19802045078307715,0.95785,0.02382532098221698,0.003300340846384619,0.015964166666666665,0.01981278622953619,0.008173999999999999,0.2640408060368161,1.1174916666666665,0.020000000000000004,0.0,0.95785,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,On,19587.23771033709,18.33333333333337,0.8,3987.707058551797,28.071816377777775,1.1174916666666665,1,22457.45310222222,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.417089106487007e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.417089106487007e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.495885706240664,-0.3374476270927076,7.412967280499901,-2.1767894780382395,2.8,9.236100170605994,18132.52279019757,-12.72244045735988,1902.991563659277,-1805.4601331145577,-0.0,-0.0,466.3695031714866,0.0,3.0,0.0942702123754081,0.0,0,0.6875192791696509,197.99884266666666,-115.62429019644858,0.23241087337357957,8.164855186453737,0.0028190694519907083,19.408370401565637,1.2324977035405287,0.680957822806567,-4093.7209878975054,93.29148888834847,0.34144793660012357,2214.5802100523824,-311.58864639310536
2025-01-01 00:07:00,1.4295192589330188,0.19802045078307715,0.95785,0.02382532098221698,0.003300340846384619,0.015964166666666665,0.01981278622953619,0.008173999999999999,0.2640408060368161,1.1174916666666665,0.020000000000000004,0.0,0.95785,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,On,19587.23771033709,18.33333333333337,0.8,3987.707058551797,28.071816377777775,1.1174916666666665,1,22457.45310222222,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.397522121417751e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.397522121417751e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.691318187367898,-0.14201514596547327,7.511472784941074,-2.1293207299604306,2.8,9.236100170605994,18082.14174209822,-106.4864542560922,1880.6307611313687,-1842.316667180564,-0.0,-0.0,466.3695031714866,0.0,3.0,0.09493218693918501,0.0,0,0.6923471061517747,197.99884266666666,-129.1488042297907,0.22956615966923746,8.257268871433915,0.0028191214511450627,18.41714671026742,1.2316694810390727,0.6815480889471315,-4184.76276827016,90.56925546227117,0.34086434377242486,2189.7084927567985,-309.0777316254298
2025-01-01 00:08:00,1.4295192589330188,0.19802045078307715,0.95785,0.02382532098221698,0.003300340846384619,0.015964166666666665,0.01981278622953619,0.008173999999999999,0.2640408060368161,1.1174916666666665,0.020000000000000004,0.0,0.95785,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,On,19587.23771033709,18.33333333333337,0.8,3987.707058551797,28.071816377777775,1.1174916666666665,1,22457.45310222222,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.378599113072293e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.378599113072293e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.880883984354256,0.0,7.603836294357968,-2.0823835987733665,2.8,9.236100170605994,18034.048200917827,-194.28458731608544,1859.0499239028618,-1878.3514195651308,-0.0,-0.0,466.3695031714866,0.0,3.0,0.09557237896709864,0.0,0,0.6970160715701252,197.99884266666666,-141.20759302562004,0.2268440887088119,8.346813739907528,0.0028191708277806784,17.458608382450567,1.2308671844696615,0.6821010869196,-4270.2626957661105,88.27104989822752,0.34028630266492804,2165.180055876576,-306.130131973714
2025-01-01 00:09:00,1.4295192589330188,0.19802045078307715,0.95785,0.02382532098221698,0.003300340846384619,0.015964166666666665,0.01981278622953619,0.008173999999999999,0.2640408060368161,1.1174916666666665,0.020000000000000004,0.0,0.95785,0.0,0,0.19218711744974382,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004544051535087718,0.0,On,0.015268734694448472,0,On,0.007791316103824279,0,On,0.22118473945046263,0.16588855458784693,On,On,19587.23771033709,18.33333333333337,0.8,3987.707058551797,28.071816377777775,1.1174916666666665,1,22457.45310222222,22457.45310222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2866.821608888889,Off,0.0,0.0,3.360171471437449e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.360171471437449e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.06496561493116,0.0,7.690550733944924,-2.035906045880753,2.8,9.236100170605994,17986.894518661218,-276.85613725338453,1838.119444197469,-1913.6108870854973,-0.0,-0.0,466.3695031714866,0.0,3.0,0.0961922649655294,0.0,0,0.7015369436894253,197.99884266666666,-153.1018077618603,0.22423534851075033,8.433729569911211,0.0028192176650705487,16.530579677967015,1.2300890988998339,0.6826198551038448,-4350.6519043949875,86.08870858980536,0.3397129521951495,2140.9553593923474,-302.83591519487857
