Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6845248144885745,0.19802045078307715,0.3192833333333333,0.6845248144885745,0.19802045078307715,0.3192833333333333,0.01981278622953619,0.008173999999999999,0.2640408060368161,0.37249722222222215,0.020000000000000004,0.0,0.3192833333333333,0.0,0.0,0.19218711744974382,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004544051535087718,0.0,0.015268734694448472,0.0,0.007791316103824279,0.0,0.22118473945046263,0.16588855458784693,6529.07923677903,18.33333333333337,0.26666666666666666,1329.2356861839323,9.357272125925926,0.37249722222222215,0.3333333333333333,7485.81770074074,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,0.0,0.0,3.36680030363665e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.36680030363665e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.99874307642315,-0.06485012298947712,7.745563736197096,-1.195020702837831,2.8,9.236100170605994,4948.140462949824,-2986.6559706012504,1480.6556575812542,-1901.2994304279964,0.0,0.0,466.3695031714866,0.0,3.0,0.09596678125876873,0.0,0.0,0.6998924751809716,197.99884266666666,-146.00884657269626,0.225282849592511,8.402793283146293,0.00282010326256123,16.59285220612574,1.2303100190676717,0.6829480742416533,-4401.912933671436,86.02127688625228,0.32904798752448544,1721.1959985924016,-240.54034101114746
2025-01-01 01:00:00,0.7205571140836019,0.19736298671152971,0.3512116666666667,0.7205571140836019,0.19736298671152971,0.35121166666666664,0.01947198236440461,0.008173999999999999,0.2631641872747529,0.4097469444444444,0.020000000000000004,0.0,0.3512116666666667,0.0,0.0,0.19152965337819639,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.004203247669956139,0.0,0.015268734694448472,0.0,0.007791316103824279,0.0,0.22118473945046263,0.16588855458784693,7181.9871604569325,18.33333333333337,0.29333333333333333,1462.1592548023257,10.292999338518518,0.4097469444444444,0.36666666666666664,8234.399470814815,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,0.0,0.0,3.3623659459654696e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.3623659459654696e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.04311597645403,-0.05581447590875245,8.060180280274102,0.48409494064833264,2.5,9.236100170605994,5612.16399647275,-2275.8589300174863,498.4502084514554,-1894.5338632044784,0.0,0.0,465.15208054429183,0.0,3.0,0.09345367256802124,0.0,0.0,0.6815641970112236,197.99884266666666,-140.44138132399596,0.224897941698097,8.427453672915785,0.0028230171994595796,23.903596657489636,1.2301801155500849,0.5392731414367482,-3818.7345540134643,80.71636919365237,0.24348292169768965,683.981073072944,-185.53086462148855
2025-01-01 02:00:00,0.6451810508770942,0.19670552263998228,0.28735499999999997,0.6451810508770942,0.19670552263998226,0.28735499999999997,0.01947198236440461,0.008173999999999999,0.26228756851268964,0.3352475,0.020000000000000004,0.0,0.28735499999999997,0.0,0.0,0.19087218930664893,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.004203247669956139,0.0,0.015268734694448472,0.0,0.007791316103824279,0.0,0.22118473945046263,0.16588855458784693,5876.1713131011265,18.33333333333337,0.24000000000000002,1196.3121175655392,8.421544913333332,0.3352475,0.3,6737.235930666667,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,0.0,0.0,3.3632724670458934e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.3632724670458934e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.034037968942002,-0.05086211403912818,8.670385737208568,0.7847770243252609,1.6500000000000001,9.236100170605994,4224.071960355267,-2215.2490903212115,-15.967511756281633,-1983.4186629348358,0.0,0.0,464.2754617822286,0.0,3.0,0.09242016349455552,0.0,0.0,0.6740267427581789,197.99884266666666,-132.9561515932527,0.22543824037663532,8.42938000352448,0.0028282600620888987,43.35621371839993,1.2302144586196895,0.380776520978024,-3484.4375055542578,72.87629766750729,0.14844457316831522,186.06223177828278,-202.0297435345644
2025-01-01 03:00:00,0.9364949320882556,0.2053460825355473,0.5268175,0.9364949320882557,0.20534608253554726,0.5268174999999999,0.019353178512661526,0.008173999999999999,0.27434733690892765,0.6146204166666666,0.020000000000000004,0.0,0.5268175,0.0,0.0,0.19951274920221396,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003976045093201754,0.0,0.015377133419459768,0.0,0.00833033797264231,0.0,0.2335821047399458,0.1751865785549593,10772.980740685398,20.000000000000057,0.44000000000000006,2193.2388822034886,15.439499007777776,0.6146204166666666,0.55,12351.599206222221,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,0.0,0.0,3.219441091396725e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.219441091396725e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.472367946634698,-0.20922910137476675,8.925688768022955,0.5829651584750251,1.6500000000000001,9.236100170605994,8745.559689880549,-2073.21004141499,76.03864542532331,-2311.7717752102444,0.0,0.0,475.3486107564596,0.0,3.0,0.09906513304347654,0.0,0.0,0.7224889723348489,197.99884266666666,-190.99788635106586,0.2065935693526593,9.104738617635235,0.0028342268507135625,-1.629258732873825,1.2241668930907932,0.4656490187867573,-4342.222802993248,75.77387937476921,0.18682000177170754,303.1232227428337,-227.08457731751042
2025-01-01 04:00:00,0.8463296081860601,0.20645967064821172,0.476739312538009,0.8463296081860601,0.20645967064821172,0.476739312538009,0.01972483128412883,0.008173999999999999,0.27693466579082016,0.521496111111111,0.020000000000000004,0.029742645871342337,0.44699666666666665,0.0,0.0,0.2006263373148784,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003976045093201754,0.0,0.015748786190927077,0.0,0.009432882704315559,0.0,0.23594350765222835,0.1769576307391712,9140.710931490641,20.000000000000057,0.37333333333333335,1860.9299606575053,13.100180976296295,0.521496111111111,0.4666666666666667,10480.144781037036,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,657.5886229874703,80.44881612276369,3.19467110536209e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.2404412369233165,657.5886229874703,657.5886229874703,3.19467110536209e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.720096707606565,-0.05419037899057996,8.584296042169887,0.6734885053045099,0.55,9.236100170605994,6840.693283014405,-2179.676768355023,-129.09040500410057,-2608.78046702001,0.0,0.0,466.064364803293,0.0,2.817,0.10326546108690615,0.0,0.0,0.7531222597320896,185.92091326399998,-157.30154625951945,0.20303321574109343,9.212498170744816,0.0028314886823375966,34.72130224960563,1.22255589669205,0.42251912345825604,-4131.22088391476,90.61415490223095,0.1808467402186395,95.78523602231992,-224.8756410264205
2025-01-01 05:00:00,0.8416823917519766,0.19856372966026706,0.44699666666666665,0.8416823917519766,0.19856372966026706,0.4469966666666666,0.025483031197118942,0.008173999999999999,0.2665292494437465,0.521496111111111,0.020000000000000004,0.0,0.44699666666666665,0.0,0.0,0.19273039632693373,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.004430450246710526,0.0,0.021052580950408416,0.0,0.009555387674501476,0.0,0.2254155863349688,0.16906168975122657,9140.710931490641,20.000000000000057,0.37333333333333335,1860.9299606575053,13.100180976296295,0.521496111111111,0.4666666666666667,10480.144781037036,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,0.0,0.0,3.199633027861637e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.199633027861637e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.670485252674954,-0.06440771222796003,8.797274960053333,-0.125229126721795,-0.25000000000000006,9.236100170605994,6663.052982921659,-2408.221116276035,-248.0348370161676,-2746.917013531886,0.0,0.0,408.2984176560843,0.0,2.0010000000000003,0.10465668013904071,0.0,0.0,0.7632685179804708,132.0652280586667,-139.03935269317927,0.20425982540724108,9.196811716790846,0.0028413089482501293,4.806262223185921,1.222142073219568,0.3761659009031867,-4360.3251911022735,91.17411416873303,0.14193296171579878,34.80683974131122,-282.8416767574788
2025-01-01 06:00:00,0.8074265949895599,0.21515398289218945,0.3671758333333333,0.8074265949895599,0.21515398289218945,0.3671758333333333,0.053545599961513285,0.008173999999999999,0.29733518947249116,0.42837180555555554,0.020000000000000004,0.0,0.3671758333333333,0.0,0.0,0.20932064955885613,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00499845668859649,0.0,0.048547143272916794,0.0,0.01824099006068294,0.0,0.2457826864534055,0.18433701484005408,7508.441122295884,20.000000000000057,0.3066666666666667,1528.6210391115224,10.760862944814814,0.42837180555555554,0.38333333333333336,8608.690355851852,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,0.0,0.0,3.1984202050318165e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.1984202050318165e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.682564012848296,-0.06593645803394696,8.343190672058842,-0.4386923802035621,0.3,9.236100170605994,5201.535562094375,-3016.0072079750344,-73.7663706023805,-2636.9198775849754,0.0,0.0,465.7412294409327,0.0,2.0010000000000003,0.10350732335883439,0.0,0.0,0.7548861782665282,132.0652280586667,-135.72691205746645,0.2035219999206873,9.193017849993458,0.0028330943731796217,-59.441489397657236,1.2220978093267765,0.44058038182189846,-4647.456911635391,102.82866454883442,0.1688561607613216,170.32759083663393,-244.09396143901444
2025-01-01 07:00:00,3.1139725158345324,0.6810561056488654,0.4661198427631891,3.1139725158345324,0.6810561056488653,0.4661198427631891,0.06156698345439608,0.008173999999999999,2.539985143491248,0.4842463888888888,0.020000000000000004,0.051051509429855785,0.4150683333333333,0.0,0.0,0.6752227723155321,0.0,0.005833333333333337,1.0,0.13822531781206168,0.16160330365018852,2.0916199679710124,0.298039703615801,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004657652823464912,0.0,0.056909330630931176,0.0,0.0227001709754503,0.0,0.2523749362501942,0.1892812021876456,8487.80300781274,20.000000000000057,0.3466666666666667,1728.0063920391121,12.164453763703703,0.4842463888888888,0.43333333333333335,9731.563010962964,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,1128.712352378743,138.08568049654306,3.193355079776299e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.4127032990680897,1128.712352378743,1128.712352378743,3.193355079776299e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.725877422944457,-0.053230774089591114,8.145713369231599,-0.6819513189788725,-0.55,9.236100170605994,6268.814446069192,-3293.6054337175456,-228.1838516291614,-2846.6676390376165,0.0,0.0,760.6021193303997,1.6930265382105536,1.3162500000000001,0.10646956679319372,0.0,0.0,0.7764900276628306,86.87199222000001,-132.92304203633003,0.20251037632064822,9.205548579909438,0.0028266013956084485,0.06148235544536493,1.2219218052249579,0.44626329286404703,-5127.622469441537,106.01064368487827,0.16243458132513885,22.759296991122262,-250.9431486202837
2025-01-01 08:00:00,1.9755555706383687,0.37278767260552675,0.49579292872062963,1.9755555706383685,0.37278767260552675,0.4957929287206296,0.06298608337446189,0.008173999999999999,1.3628993761527959,0.521496111111111,0.020000000000000004,0.048796262053962924,0.44699666666666665,0.0,0.0,0.36695433927219345,0.0,0.005833333333333337,1.0,0.0,0.0,1.0458099839855062,0.1490198518079005,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0035216399396929823,0.0,0.0594644434347689,0.0,0.026510075548232297,0.0,0.25463794737446493,0.19097846053084863,9140.710931490641,20.000000000000057,0.37333333333333335,1860.9299606575053,13.100180976296295,0.521496111111111,0.4666666666666667,10480.144781037036,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,1078.850446251608,131.9856185773927,3.198865210170728e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.3944717513109274,1078.850446251608,1078.850446251608,3.198865210170728e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.671341483709863,-0.06540142153874064,7.521867133486494,-1.1249596470872723,-1.4,9.236100170605994,6557.298622896198,-3608.7443059005445,-255.01582691469613,-3049.547910386424,0.0,0.0,569.3687816715824,108.58873185595168,0.9990000000000001,0.10945857613831826,0.0,0.0,0.7982890827260337,65.933614608,-103.23317987960202,0.20371278498330436,9.191008691174261,0.0028324621239657535,62.21026658922428,1.2227191369013413,0.47355254593929874,-5585.400416924209,115.7261503661593,0.16992653328118662,-8.891583819384099,-246.12424309531207
2025-01-01 09:00:00,0.8404949524132151,0.22376782079762625,0.39307927982700314,0.8404949524132153,0.22376782079762625,0.3930792798270031,0.06323360757286699,0.008173999999999999,0.3207155392847928,0.42837180555555554,0.020000000000000004,0.025903446493669782,0.3671758333333333,0.0,0.0,0.21793448746429292,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0028400322094298243,0.0,0.06039357536343717,0.0,0.03013622266573542,0.0,0.25463794737446493,0.19097846053084863,7508.441122295884,20.000000000000057,0.3066666666666667,1528.6210391115224,10.760862944814814,0.42837180555555554,0.38333333333333336,8608.690355851852,22457.45310222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2866.821608888889,572.7066712250494,70.06443249633588,3.197923186822512e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.20940493130491677,572.7066712250494,572.7066712250494,3.197923186822512e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.682302595878745,-0.06740427389181007,7.440422020370289,-0.991881921957529,-0.85,9.236100170605994,4963.125491960045,-3484.7782538980773,-77.87634940906564,-2920.452574729933,0.0,0.0,432.0581051494472,279.0313059578679,0.9990000000000001,0.10768089008547967,0.0,0.0,0.7853242935010932,65.933614608,-56.92116075535342,0.20485861732782937,9.218740992009431,0.0028489325575249977,153.14637995609866,1.2232748811910306,0.4680395312684007,-5126.110861729347,112.71156871974708,0.1791631228684539,36.45349858852697,-114.32984799759262
