Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.1260513172773166,0.30105522253592965,0.6223567567567567,0.018767521954621943,0.005017587042265494,0.010372612612612611,0.07731212949191309,0.0,0.4190891877854034,0.62965,0.6223567567567567,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,On,12739.215926545354,16.666666666666686,0.9250000000000003,4761.951797899093,18.239478621021018,0.62965,1,16871.517724444446,16871.517724444446,Off,0.0,0.0,22.168764552284948,51.666666666666686,46.10666666666668,0.0,50.65007698795995,0.0,0.0,0.0,22.168764552284948,47.89822662689889,50.65007698795995,46.52230144636836,12.43753247303448,16.520857926850034,0.0,8.110244567933403,-1.7418539597390437,2.8,9.236100170605994,12171.386595728187,2131.0076146655842,3223.5930641803875,-1099.669687529397,-0.0,-0.0,604.5574358371055,0.0,2.0,0.06149833168852547,0.0,0,0.7958525157805596,131.99922844444444,-72.71707912487628,0.24379753355350567,7.639200801953448,0.00278790095735494,25.076059303284985,1.2330675816998875,0.3861099790528541,-2672.0415151380666,41.09733190455759,0.5436834545663999,3218.0807263837733,5.512337796614194
2025-01-01 00:01:00,1.1260513172773166,0.30105522253592965,0.6223567567567567,0.018767521954621943,0.005017587042265494,0.010372612612612611,0.07731212949191309,0.0,0.4190891877854034,0.62965,0.6223567567567567,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,On,12739.215926545354,16.666666666666686,0.9250000000000003,4761.951797899093,18.239478621021018,0.62965,1,16871.517724444446,16871.517724444446,Off,0.0,0.0,22.0016225921278,51.666666666666686,46.10666666666668,0.0,50.64775079505902,0.0,0.0,0.0,22.0016225921278,47.89635990667257,50.64775079505902,46.520664462479346,12.43753247303448,16.756309573543483,0.0,8.286661448325246,-1.315725920422744,2.8,9.236100170605994,12128.704806036483,2035.2971273427443,2921.3652068447595,-1128.4985334435885,-0.0,-0.0,604.5574358371055,0.0,2.0,0.062045852040849815,0.0,0,0.8029379998558892,131.99922844444444,-86.57002290238876,0.2408867634814482,7.775057464134374,0.00278802011573747,24.299943928471016,1.2356650637028495,0.38670191454581776,-2765.0445773014467,38.38990674509772,0.5436834545663999,2916.1523855671344,5.212821277625013
2025-01-01 00:02:00,0.4964013172773165,0.30105522253592965,0.0,0.008273355287955276,0.005017587042265494,0.0,0.07731212949191309,0.0,0.4190891877854034,0.0,0.0,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,16871.517724444446,Off,0.0,0.0,21.839546240313446,51.666666666666686,46.10666666666668,0.0,50.64543976774157,0.0,0.0,0.0,21.839546240313446,47.89450726063053,50.64543976774157,46.51904100707502,12.43753247303448,16.98458236109399,0.0,8.451831211615868,-0.9330120488650876,2.8,9.236100170605994,-652.1798820609597,-2816.47648517979,2650.0312740008553,-1156.733051802228,-0.0,-0.0,604.5574358371055,0.0,2.0,0.06257472357655722,0.0,0,0.8097821488053151,131.99922844444444,-100.00426609583721,0.23743175317603027,7.884480467186243,0.0027881353433847887,23.54984413881251,1.234692778304098,0.38725529222597516,-2852.3590765283802,35.88259134858964,0.5436834545663999,2644.9846763680102,5.046597632844864
2025-01-01 00:03:00,0.4964013172773165,0.30105522253592965,0.0,0.008273355287955276,0.005017587042265494,0.0,0.07731212949191309,0.0,0.4190891877854034,0.0,0.0,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,16871.517724444446,Off,0.0,0.0,21.907381730372027,51.666666666666686,46.10666666666668,0.0,50.64314344788191,0.0,0.0,0.0,21.907381730372027,47.89266826222337,50.64314344788191,46.5174306693941,12.43753247303448,16.886402656195184,0.0,8.369120607787455,-0.5891935281847833,2.8,9.236100170605994,-639.5959819411084,-2771.700416465717,2406.2743797040453,-1144.5551799278057,-0.0,-0.0,604.5574358371055,0.0,2.0,0.062347491523867815,0.0,0,0.8068415291846923,131.99922844444444,-99.59823785040817,0.23892463806006456,7.837743017651987,0.0027882471020793825,23.840211609092414,1.2351106486537788,0.3869782810875127,-2808.606304779973,36.905888314255606,0.5436834545663999,2401.375840728865,4.898538975180317
2025-01-01 00:04:00,0.4964013172773165,0.30105522253592965,0.0,0.008273355287955276,0.005017587042265494,0.0,0.07731212949191309,0.0,0.4190891877854034,0.0,0.0,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,16871.517724444446,Off,0.0,0.0,21.972904471567645,51.666666666666686,46.10666666666668,0.0,50.64084104828207,0.0,0.0,0.0,21.972904471567645,47.89082355173058,50.64084104828207,46.51581480345484,12.43753247303448,16.79150124234031,0.0,8.292293671295319,-0.28023598254579,2.8,9.236100170605994,-626.6885324397024,-2729.475937492785,2187.2559691327347,-1132.8330703524905,-0.0,-0.0,604.5574358371055,0.0,2.0,0.0621275105000831,0.0,0,0.8039947454363177,131.99922844444444,-98.41289792431724,0.24037812040563603,7.792137477372258,0.0027883602004715726,24.12049825304033,1.2355148312116502,0.38672079754432254,-2768.0181368979147,38.542199405130134,0.5436834545663999,2182.4673659727096,4.78860316002528
2025-01-01 00:05:00,0.4964013172773165,0.30105522253592965,0.0,0.008273355287955276,0.005017587042265494,0.0,0.07731212949191309,0.0,0.4190891877854034,0.0,0.0,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,16871.517724444446,Off,0.0,0.0,22.036298199427595,51.666666666666686,46.10666666666668,0.0,50.638532778088155,0.0,0.0,0.0,22.036298199427595,47.88897332389712,50.638532778088155,46.514193596801604,12.43753247303448,16.699617416936864,0.0,8.2207867893326,-0.0025038370652333553,2.8,9.236100170605994,-612.4720667442909,-2690.699688454734,1990.4005804001936,-1121.5298033393672,-0.0,-0.0,604.5574358371055,0.0,2.0,0.06191420779844093,0.0,0,0.8012343861377192,131.99922844444444,-95.49969924202924,0.24179526013997565,7.748144924976891,0.0027884745911149846,24.39149667606805,1.2359064104777584,0.3864809898947705,-2730.2858271735518,39.58613871881827,0.5436834545663999,1985.6833054566937,4.717274943499647
2025-01-01 00:06:00,0.4964013172773165,0.30105522253592965,0.0,0.008273355287955276,0.005017587042265494,0.0,0.07731212949191309,0.0,0.4190891877854034,0.0,0.0,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,16871.517724444446,Off,0.0,0.0,22.0976844602412,51.666666666666686,46.10666666666668,0.0,50.63621882983247,0.0,0.0,0.0,22.0976844602412,47.8871177579965,50.63621882983247,46.512567222078516,12.43753247303448,16.61057876888378,0.0,8.154082768866997,0.2472636513721731,2.8,9.236100170605994,-598.0253931648833,-2654.5066401874046,1813.3933130479063,-1110.6199093492712,-0.0,-0.0,604.5574358371055,0.0,2.0,0.06170721177571319,0.0,0,0.7985556418381373,131.99922844444444,-91.9629196527175,0.243177875200809,7.7056725746357095,0.002788590230308974,24.653722462657804,1.2362860978662702,0.38625715504703617,-2695.1272179780976,40.620577790693154,0.5436834545663999,1808.7132954689923,4.680017578913862
2025-01-01 00:07:00,0.4964013172773165,0.30105522253592965,0.0,0.008273355287955276,0.005017587042265494,0.0,0.07731212949191309,0.0,0.4190891877854034,0.0,0.0,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,16871.517724444446,Off,0.0,0.0,22.157175343521295,51.666666666666686,46.10666666666668,0.0,50.63389938505639,0.0,0.0,0.0,22.157175343521295,47.885257023067425,50.63389938505639,46.51093584207295,12.43753247303448,16.524226304519537,0.0,8.091775202333782,0.4719836332268581,2.8,9.236100170605994,-583.9993939404133,-2620.743097559697,1654.1617952483195,-1100.0800046966804,-0.0,-0.0,604.5574358371055,0.0,2.0,0.06150617906627421,0.0,0,0.7959540690284631,131.99922844444444,-88.4768250808384,0.24452765855631525,7.664026443114435,0.0027887070768089837,24.90765205115438,1.236654550017252,0.38604795589416513,-2662.3202530263356,41.57715546663862,0.5436834545663999,1649.4904210986715,4.671374149648084
2025-01-01 00:08:00,0.4964013172773165,0.30105522253592965,0.0,0.008273355287955276,0.005017587042265494,0.0,0.07731212949191309,0.0,0.4190891877854034,0.0,0.0,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,16871.517724444446,Off,0.0,0.0,22.2148750203537,51.666666666666686,46.10666666666668,0.0,50.63157461516542,0.0,0.0,0.0,22.2148750203537,47.88339127871012,50.63157461516542,46.50929961048248,12.43753247303448,16.440412264948794,0.0,8.033511518753816,0.6742644302600991,2.8,9.236100170605994,-570.4933311570537,-2589.17976564094,1510.853111568322,-1089.8884731702326,-0.0,-0.0,604.5574358371055,0.0,2.0,0.06131078983819446,0.0,0,0.7934255287501468,131.99922844444444,-85.16229382392648,0.24584620277031755,7.62374058172812,0.0027888250916380253,25.153729282920985,1.2370123778216335,0.3858522315562841,-2631.6725625742765,42.492796933336635,0.5436834545663999,1506.1665846167912,4.6865269515308405
2025-01-01 00:09:00,0.4964013172773165,0.30105522253592965,0.0,0.008273355287955276,0.005017587042265494,0.0,0.07731212949191309,0.0,0.4190891877854034,0.0,0.0,0.0,0.0,0.30105522253592965,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.02105986842105263,0.0,On,0.0034252303054859035,0.0,On,0.05282703076537456,0,On,0.017682224404163803,0,On,0.34061585549507933,0.25546189162130944,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,16871.517724444446,Off,0.0,0.0,22.270875910771547,51.666666666666686,46.10666666666668,0.0,50.629244682145256,0.0,0.0,0.0,22.270875910771547,47.88152067575307,50.629244682145256,46.507658672556985,12.43753247303448,16.359005568531153,0.0,7.978984747844744,0.856438541583736,2.8,9.236100170605994,-557.4958560520402,-2559.697336131736,1381.8105050134745,-1080.0260792819904,-0.0,-0.0,604.5574358371055,0.0,2.0,0.06112076079824085,0.0,0,0.7909663548934572,131.99922844444444,-82.02721260715514,0.24713490623108259,7.584744333207016,0.0027889442379292876,25.392347496172597,1.2373601229092983,0.3856689705974112,-2603.0168690222695,43.31953289053369,0.5436834545663999,1377.0891194024823,4.721385610992306
