Metric,Value
Total Electric Energy (kWh),516.4185612722074
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.7172480017669548
Peak Electric Power (kW),5.378501397948525
Other Electric Energy (kWh),173.75187182356999
HVAC Heating Electric Energy (kWh),202.71090348985183
Lighting Electric Energy (kWh),34.92645298796955
Water Heating Electric Energy (kWh),90.5795860014815
HVAC Cooling Electric Energy (kWh),14.449746969334589
Average Temperature - Indoor (C),19.127493311440535
Unmet Heating Load (C-hours),61.76507086091539
Unmet Cooling Load (C-hours),1.0848505940143713
Total Hot Water Unmet Demand (kWh),0.0
