Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.0807338812425769,0.5056317154768851,0.30501202800494737,1.080733881242577,0.5056317154768851,0.30501202800494737,0.029027834952534394,0.007772,0.7140194629567093,0.3199145833333334,0.010000000000000002,0.030799528004947268,0.2742125000000001,0.0,0.0,0.5027150488102184,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.005086641081871345,0.0,0.0005719840662518288,0.0,0.02336920980441122,0.0,0.043732731209751054,0.0,0.6041068217370338,0.45308011630277517,0.0,0.0,4909.437468717622,18.33333333333337,0.19999999999999998,1839.5780790601557,8.036376205555557,0.3199145833333334,0.25,6429.100964444445,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,680.9555308914831,87.61651195206939,3.357480805771868e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.24898513206248338,680.9555308914831,680.9555308914831,3.357480805771868e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.091979258768152,-0.0473898912183234,9.534378012831064,3.48523987528492,-0.8780133884476663,2.8,9.236100170605994,4331.269053625813,-1460.0131009703957,-142.96707589886384,930.0947074509666,-1427.1516585492307,0.0,0.0,1030.7578914987623,0.0,5.0,0.07159284681331285,0.0,0.0,0.4248412569770831,329.99807111111113,-181.77464804134073,0.23608043657470007,8.62415516989565,0.0029733199727550595,128.21993814146575,1.2298026524849375,0.3803549492120358,-3339.434952539664,39.84377250911275,0.18122781818879996,-166.03246413511883,23.06538823625498,0.22459839086624278,1083.9200332212656,-153.8253257702992
2025-01-01 01:00:00,1.1161385034087155,0.4996335960879415,0.366011362865358,1.1161385034087155,0.4996335960879414,0.36601136286535807,0.024316151922672263,0.007772,0.6901528514860431,0.38389750000000006,0.010000000000000002,0.036956362865357965,0.3290550000000001,0.0,0.0,0.4967169294212747,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06452541225967628,0.04839405919475721,0.0,0.0,0.0047051430007309936,0.0,0.00046853071267336096,0.0,0.019142478209267906,0.0,0.027863612257676515,0.0,0.5977638269686902,0.44832287022651757,0.0,0.0,5891.324962461147,18.33333333333337,0.23999999999999996,2207.493694872187,9.643651446666668,0.38389750000000006,0.3,7714.921157333333,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,817.078745192323,105.13107889762263,3.36737080049924e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.298757334433897,817.078745192323,817.078745192323,3.36737080049924e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.993085945579278,-0.06031276239533542,9.783086062486927,4.312144495094818,0.9105057215098903,2.5,9.236100170605994,5279.261997696829,-583.4972271694816,-408.17222331181006,228.69748943784998,-1422.6320167338454,0.0,0.0,1002.6236066320181,0.0,5.0,0.07038436202211498,0.0,0.0,0.41766995117513644,329.99807111111113,-192.05455466249074,0.23888940459706956,8.59771500142899,0.0029900652048067285,130.09766750569477,1.2302674254389445,0.30340625643905283,-2826.286749989943,35.2958279482746,0.18122781818879996,-428.5191698704333,20.346946558623223,0.16432468502365113,368.5309259176602,-139.83343647981025
2025-01-01 02:00:00,1.079131275827679,0.49268402748374623,0.3169310015270774,1.0791312758276792,0.4926840274837462,0.3169310015270775,0.022990206638588286,0.007772,0.6757992080779797,0.36256986111111117,0.010000000000000002,0.006156834860410695,0.31077416666666674,0.0,0.0,0.48976736081707956,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.0047051430007309936,0.0,0.0004368522767810249,0.0,0.01784821136107627,0.0,0.022776060321873428,0.0,0.5901522332466781,0.44261417493500843,0.0,0.0,5564.029131213305,18.33333333333337,0.22666666666666666,2084.8551562681764,9.107893032962966,0.36256986111111117,0.2833333333333333,7286.314426370371,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,136.12321430083983,17.514566945553245,3.357218259978367e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.049772202371413665,136.12321430083983,136.12321430083983,3.357218259978367e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.09458636225361,-0.042167923224375174,10.807405910731083,4.120421107391572,0.955521485981836,1.6500000000000001,9.236100170605994,4822.490503525228,-534.7591683396188,-566.6279320176722,-48.24273509583033,-1531.4091203803277,0.0,0.0,987.4768295004117,0.0,5.0,0.07110423041322954,0.0,0.0,0.42194174375989946,329.99807111111113,-197.60633680816179,0.2387576070176611,8.665395251700765,0.0030076090512517265,139.34658305766467,1.2298257012843523,0.2210281437275049,-2643.6560986839927,24.04177407619768,0.18122781818879996,-586.0241238992637,19.39619188159149,0.09988074186535384,100.61673124746704,-148.85946634329738
2025-01-01 03:00:00,1.1413951620246274,0.47660054641313643,0.3838975000000001,1.1413951620246274,0.47660054641313643,0.3838975000000001,0.02273587458449472,0.007772,0.653006870773466,0.4478804166666668,0.010000000000000002,0.0,0.3838975000000001,0.0,0.0,0.47368387974646975,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061216416759180055,0.04591231256938503,0.0,0.0,0.004450810946637427,0.0,0.0004368522767810249,0.0,0.01784821136107627,0.0,0.0214283644448395,0.0,0.5703620895694465,0.4277715671770847,0.0,0.0,6873.212456204671,18.33333333333337,0.27999999999999997,2575.409310684218,11.250926687777781,0.4478804166666668,0.35,9000.741350222223,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,0.0,0.0,3.366427952992505e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.366427952992505e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.002458545258285,-0.06461845464820021,10.582392218985538,3.8862366685228382,0.6103544903190335,1.6500000000000001,9.236100170605994,6111.389031734618,-431.2125223041587,-511.3025682203779,48.94091139838934,-1533.9149915437308,0.0,0.0,965.8154701992108,0.0,5.0,0.07164005038935861,0.0,0.0,0.4251213691317707,329.99807111111113,-193.7239031255339,0.241555013270677,8.642774020828082,0.003025337938300407,109.05328935657106,1.230201776488776,0.26347619823355367,-3037.1324111934937,30.51057820511668,0.18122781818879996,-530.5732756495381,19.2707074291602,0.12999658815636303,205.7033070646362,-156.76239566624685
2025-01-01 04:00:00,1.0394088993948478,0.4913440199166759,0.3128884775894628,1.039408899394848,0.4913440199166759,0.31288847758946275,0.025081777779412517,0.007772,0.676640538282102,0.3199145833333334,0.010000000000000002,0.038675977589462694,0.2742125000000001,0.0,0.0,0.48842735325000924,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.004450810946637427,0.0,0.0004928987402828502,0.0,0.02013806809249224,0.0,0.025404067282089594,0.0,0.5916745519910804,0.4437559139933102,0.0,0.0,4909.437468717622,18.33333333333337,0.19999999999999998,1839.5780790601557,8.036376205555557,0.3199145833333334,0.25,6429.100964444445,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,855.0981965681187,110.02292801957266,3.3640279011137866e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.31265879744037667,855.0981965681187,855.0981965681187,3.3640279011137866e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.02651535549206,-0.05613994027650175,10.269750017886857,3.8300976544284566,0.7366582137966146,0.55,9.236100170605994,3991.472089813201,-1040.599341640803,-762.9619609076702,-96.09263827913104,-1717.242965571078,0.0,0.0,990.30316853325,0.0,5.0,0.07448725598820771,0.0,0.0,0.442017057169452,329.99807111111113,-191.02558186659314,0.24208960796225576,8.665112244652,0.0030381386099709888,137.26393517084247,1.2295131361112763,0.24131373060407685,-2914.4239023980745,34.24648169711572,0.18122781818879996,-782.0967538689249,19.134792961254657,0.12042763943632377,65.52576306763187,-161.6184013467629
2025-01-01 05:00:00,1.1920508313206815,0.5054254683023984,0.43685784809386285,1.1920508313206812,0.5054254683023984,0.43685784809386285,0.041427606539455764,0.007772,0.7062984470034478,0.4265527777777779,0.010000000000000002,0.07124118142719607,0.36561666666666676,0.0,0.0,0.5025088016357317,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.004959475054824562,0.0,0.000871267750801101,0.0,0.0355968637338301,0.0,0.036286711489138576,0.0,0.6104498165053773,0.45783736237903283,0.0,0.0,6545.916624956831,18.33333333333337,0.26666666666666666,2452.7707720802077,10.715168274074076,0.4265527777777779,0.3333333333333333,8572.13461925926,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,1575.0915569972494,202.66232076650147,3.36182186797392e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.5759177531255847,1575.0915569972494,1575.0915569972494,3.36182186797392e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.04860687940658,-0.0486329170628269,10.735866881713385,2.8743733008082972,-0.3022860779372048,-0.25000000000000006,9.236100170605994,5552.012222838295,-610.1103099498109,-724.957153078573,-129.79835859280442,-1836.5426401796296,0.0,0.0,1034.9926374986383,0.0,5.0,0.07614479749973171,0.0,0.0,0.4518531239078486,329.99807111111113,-192.35439943754284,0.243393111619546,8.697095575258597,0.003060435589056382,141.2378667582598,1.2287864385426899,0.21815765396598993,-3091.559370818577,28.678288788558316,0.18122781818879996,-745.7179495763475,20.760796497774493,0.09290230059476837,57.724491260159716,-187.52284985296413
2025-01-01 06:00:00,1.279433266256907,0.5267459093897507,0.3900543348604108,1.279433266256907,0.5267459093897507,0.3900543348604108,0.06456741712554144,0.007772,0.7492134324646991,0.4478804166666668,0.010000000000000002,0.006156834860410695,0.3838975000000001,0.0,0.0,0.5238292427230841,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.0055953051900584794,0.0,0.0014089150508759223,0.0,0.05756319688460703,0.0,0.05077444216725334,0.0,0.6355680757880174,0.476676056841013,0.0,0.0,6873.212456204671,18.33333333333337,0.27999999999999997,2575.409310684218,11.250926687777781,0.4478804166666668,0.35,9000.741350222223,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,136.12321430083983,17.514566945553245,3.364132753907888e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.049772202371413665,136.12321430083983,136.12321430083983,3.364132753907888e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.025487433233494,-0.059243193074712215,10.171099728721833,3.177915211302992,-0.46729732266652896,0.3,9.236100170605994,6009.698862789998,-636.53673051902,-664.7297233804335,-36.674054944125494,-1746.1256154492037,0.0,0.0,1080.5617648606346,0.0,4.7162500000000005,0.07493828790434942,0.0,0.0,0.444693539174562,311.27068057555556,-197.94974282610403,0.24477076055961305,8.701032858035244,0.003073281059400941,76.30493754651101,1.228874661144398,0.2507801870745882,-3247.85432689509,35.90828569185176,0.18122781818879996,-685.342915080883,20.613191700449494,0.11863249712906823,124.17834491835917,-160.85239986248465
2025-01-01 07:00:00,1.3336723881981283,0.5457828723604995,0.4727186712405883,1.3336723881981283,0.5457828723604994,0.4727186712405883,0.07735264843880137,0.007772,0.7906673230926603,0.4478804166666668,0.010000000000000002,0.0888211712405882,0.3838975000000001,0.0,0.0,0.5428662056938328,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.005213807108918129,0.0,0.001723484134562056,0.0,0.07041535719532119,0.0,0.06684571550088296,0.0,0.6576416975818529,0.4932312731863895,0.0,0.0,6873.212456204671,18.33333333333337,0.27999999999999997,2575.409310684218,11.250926687777781,0.4478804166666668,0.35,9000.741350222223,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,1963.772555437303,252.67274259357993,3.3687553529186216e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.7180353883257559,1963.772555437303,1963.772555437303,3.3687553529186216e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.979257751266676,-0.06464027543024559,9.978932211442977,2.8282285628036608,-0.7368189628341567,-0.55,9.236100170605994,5883.546830531981,-917.272802289561,-785.7145842017492,-143.6493271968572,-1883.277483638153,0.0,0.0,1085.9835095896208,5.7103771915816575,4.0,0.07707295073798577,0.0,0.0,0.4573609058435976,263.9984568888889,-192.37165162415812,0.24616554537693333,8.689557298059563,0.0030819595266906594,77.14115421086903,1.2290631304444435,0.25379116577364896,-3530.098021493737,37.41590851995811,0.18122781818879996,-806.8644393952505,21.149855193501374,0.11472862529253396,24.321939648588064,-167.97126684544529
2025-01-01 08:00:00,1.6337337989158474,0.5592022956284051,0.6278641320358553,1.6337337989158471,0.5592022956284051,0.6278641320358553,0.08600239693735347,0.007772,0.8261473186451606,0.7038120833333334,0.010000000000000002,0.0245966320358552,0.6032675000000002,0.0,0.0,0.5562856289617384,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.0,0.0,0.003942146838450292,0.0,0.0019605185849452694,0.0,0.08009973151395791,0.0,0.08443314669617576,0.0,0.6738797641888122,0.505409823141609,0.0,0.0,10800.76243117877,20.000000000000057,0.44,4047.0717739323427,17.680027652222225,0.7038120833333334,0.55,14144.02212177778,25716.40385777778,0.0,29.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,543.8139384287917,69.97091333360676,3.202137105802194e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.19884056907482472,543.8139384287917,543.8139384287917,3.202137105802194e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.645390228094406,-0.09335210424438015,10.985854819511097,2.277686050260463,-1.1391559215454259,-1.4,9.236100170605994,9422.802563772619,-441.7030431084369,-858.8397097047947,-108.08152452303874,-2331.370206150775,0.0,0.0,1128.9765889781859,367.593294301213,4.0,0.0837631271270882,0.0,0.0,0.49706128197134436,263.9984568888889,-175.56625023356017,0.22294578903281892,9.47616702069265,0.003095852450964665,140.4827822763945,1.222633763175959,0.2755828787627601,-4513.95056399152,25.17574695074003,0.18122781818879996,-881.0188775153679,22.179167810573112,0.12142411138648215,46.69440005927177,-154.7759245823105
2025-01-01 09:00:00,1.4749091567906056,0.5592022956284051,0.4874211650630421,1.4749091567906056,0.5592022956284051,0.48742116506304217,0.08607391179302772,0.007772,0.8378722727753557,0.5331909722222223,0.010000000000000002,0.030400331729708668,0.4570208333333335,0.0,0.0,0.5562856289617384,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.0,0.0,0.0031791506761695907,0.0,0.001980456062080306,0.0,0.08091430505477781,0.0,0.09615810082637095,0.0,0.6738797641888122,0.505409823141609,0.0,0.0,8182.395781196037,20.000000000000057,0.3333333333333333,3065.9634651002593,13.393960342592596,0.5331909722222223,0.4166666666666667,10715.168274074074,25716.40385777778,0.0,26.666666666666686,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,2077.5811066666665,672.129586822102,86.48090412018813,3.1959367658313594e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.24575800672169346,672.129586822102,672.129586822102,3.1959367658313594e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.707431443328566,-0.05695248570765242,10.200794245374722,2.1978504126094576,-0.7502840979202284,-0.85,9.236100170605994,7044.687647361527,-828.3998946809388,-707.370196751433,-81.59204764539507,-2240.183852138142,0.0,0.0,1089.0458603173888,957.7029388553229,3.21625,0.08251762065021435,0.0,0.0,0.4896702846753717,212.27125924222221,13.429857986242066,0.22372002130871083,9.532983112767408,0.0031175132096337723,181.74052574364663,1.2229717357236514,0.26955872660068,-3934.044802932677,39.68144315147875,0.18122781818879996,-729.119775597213,21.74957884577998,0.12509957147984502,-28.484028415180866,-53.1080192302142
