Metric,Value
Total Electric Energy (kWh),9.451067989802823
Total Gas Energy (therms),1.9257106931495092
Average Electric Power (kW),0.39379449957511764
Peak Electric Power (kW),0.8919316522770644
Lighting Electric Energy (kWh),0.7702922262005814
Other Electric Energy (kWh),6.25221420110224
HVAC Heating Electric Energy (kWh),1.9485615625
HVAC Cooling Electric Energy (kWh),0.4800000000000002
Water Heating Gas Energy (therms),0.2555150681495089
HVAC Heating Gas Energy (therms),1.670195625
Average Temperature - Indoor (C),19.08187518633903
Unmet Heating Load (C-hours),1.3693717526555291
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),41.10744856983333
Average HVAC Heating COP (-),0.8
Average HVAC Heating Duct Efficiency (-),1.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
