Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 03:56:00,0.26456025345916734,0.16331174971625964,0.0,0.004409337557652789,0.002721862495270994,0.0,0.01972922113316586,0.2248310323260015,0.0,0.020000000000000004,0.0,0.0,0.0,0.1574784163829263,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.05623177479469822,0.042173831096023656,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,82.62670221352326,51.666666666666686,46.10666666666668,0.0,48.71639518423717,0.0,0.0,0.0,129.1042222086301,48.76802681230327,48.79384262633632,48.71639518423717,12.43753247303448,17.97186670383857,0.0,2.2,9.236100170605994,-208.9108525147733,-450.8989578716394,-0.0,-0.0,299.7981063879454,0.0,1.0,0.021882846003360924,0.0,0,0.5485069969824249,65.99961422222222,-57.81000103107922,0.2442120594277134,8.661551755348773,0.003053593534815896,-7.192300621651384,1.2303085169869787
2025-01-01 03:57:00,0.26456025345916734,0.16331174971625964,0.0,0.004409337557652789,0.002721862495270994,0.0,0.01972922113316586,0.2248310323260015,0.0,0.020000000000000004,0.0,0.0,0.0,0.1574784163829263,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.05623177479469822,0.042173831096023656,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,82.8033663311781,51.666666666666686,46.10666666666668,0.0,48.698224421513196,0.0,0.0,0.0,129.38025989246577,48.75086173191576,48.77718038711704,48.698224421513196,12.43753247303448,17.88882929261985,0.0,2.2,9.236100170605994,-203.34649030331406,-447.44206255303203,-0.0,-0.0,299.7981063879454,0.0,1.0,0.021830010330712687,0.0,0,0.547182638344002,65.99961422222222,-55.702534138227364,0.2454865537142051,8.62263266196257,0.0030535271887613858,-7.0388331086405245,1.2306595902949227
2025-01-01 03:58:00,0.26456025345916734,0.16331174971625964,0.0,0.004409337557652789,0.002721862495270994,0.0,0.01972922113316586,0.2248310323260015,0.0,0.020000000000000004,0.0,0.0,0.0,0.1574784163829263,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.05623177479469822,0.042173831096023656,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,82.97330051250084,51.666666666666686,46.10666666666668,0.0,48.680015370885485,0.0,0.0,0.0,129.64578205078257,48.733659950877,48.76048224087277,48.680015370885485,12.43753247303448,17.80826334962721,-0.025069983706160315,2.2,9.236100170605994,-198.00702417577673,-444.0981541611407,-0.0,-0.0,299.7981063879454,0.0,1.0,0.02177870511336587,0.0,0,0.5458966415092159,65.99961422222222,-53.70697640258131,0.24673022430017091,8.585005677476877,0.003053462276905254,-6.889798524278028,1.231000406430434
2025-01-01 03:59:00,0.26456025345916734,0.16331174971625964,0.0,0.004409337557652789,0.002721862495270994,0.0,0.01972922113316586,0.2248310323260015,0.0,0.020000000000000004,0.0,0.0,0.0,0.1574784163829263,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.05623177479469822,0.042173831096023656,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,83.13681083150716,51.666666666666686,46.10666666666668,0.0,48.66176951600344,0.0,0.0,0.0,129.90126692422993,48.71642286728103,48.74374954291983,48.66176951600344,12.43753247303448,17.73005620315452,-0.10327713017885287,2.2,9.236100170605994,-192.88229380975508,-440.86167377314393,-0.0,-0.0,299.7981063879454,0.0,1.0,0.021728862325376304,0.0,0,0.5446473013659279,65.99961422222222,-51.81872642455653,0.24794422228533586,8.547999372963247,0.0030533987570315483,-6.7450006873709185,1.2313314251678809
2025-01-01 04:00:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,83.29418207053173,51.666666666666686,46.10666666666668,0.0,48.64348827303245,0.0,0.0,0.0,130.14715948520583,48.69915181563726,48.72698358693967,48.64348827303245,12.43753247303448,17.654103053061505,-0.1792302802718666,2.2,9.236100170605994,-167.43808917535563,-437.7274651782001,-0.0,-0.0,320.32219984101357,0.0,1.334,0.021680418631036143,0.0,0,0.5434330303656579,88.04348537244445,-50.03282383816902,0.2491296253369713,8.512176047906062,0.0030533365888255584,10.506172414513948,1.2316530744413225
2025-01-01 04:01:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,83.44300700468743,51.666666666666686,46.10666666666668,0.0,48.625172995347064,0.0,0.0,0.0,130.3796984448241,48.681848071293714,48.71018560926705,48.625172995347064,12.43753247303448,17.581302338922324,-0.25203099441104726,2.2,9.236100170605994,-162.7809378931559,-434.73167022434546,-0.0,-0.0,320.32219984101357,0.0,1.334,0.021633950983270787,0.0,0,0.5422682901884114,88.04348537244445,-48.37146750982397,0.25028456923267833,8.478305609005817,0.003053433398203255,10.630371240476713,1.231961415209936
2025-01-01 04:02:00,0.52815089242868,0.16217191644339413,0.22723750000000004,0.008802514873811333,0.0027028652740565687,0.003787291666666667,0.01972922113316586,0.2233112546288475,0.2651104166666666,0.020000000000000004,0.0,0.22723750000000004,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,On,5592.850145555555,18.33333333333337,0.7999999999999999,0.0,6.6596746611111115,0.2651104166666666,1,5327.739728888889,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,83.58629578784947,51.666666666666686,46.10666666666668,0.0,48.606825566600946,0.0,0.0,0.0,130.6035871685148,48.66451340968142,48.69335733122167,48.606825566600946,12.43753247303448,17.5105339686631,-0.3227993646702707,2.2,9.236100170605994,5434.5458732967945,-431.82733041601153,-0.0,-0.0,320.32219984101357,0.0,1.334,0.02158874808039703,0.0,0,0.5411352516199197,88.04348537244445,-46.79914168376267,0.2514133432581079,8.44489540014867,0.0030535313274976978,10.750958827845281,1.2322612933816681
2025-01-01 04:03:00,0.52815089242868,0.16217191644339413,0.22723750000000004,0.008802514873811333,0.0027028652740565687,0.003787291666666667,0.01972922113316586,0.2233112546288475,0.2651104166666666,0.020000000000000004,0.0,0.22723750000000004,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,On,5592.850145555555,18.33333333333337,0.7999999999999999,0.0,6.6596746611111115,0.2651104166666666,1,5327.739728888889,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,82.99570840728073,51.666666666666686,46.10666666666668,0.0,48.58844720722211,0.0,0.0,0.0,129.68079438637614,48.647148980894414,48.67649986773056,48.58844720722211,12.43753247303448,17.71324812797363,-0.12008520535974299,2.2,9.236100170605994,5420.26300207629,-440.16732416601747,-0.0,-0.0,320.32219984101357,0.0,1.334,0.02171814514044073,0.0,0,0.5443786685325106,88.04348537244445,-52.74201915426133,0.2482258452527352,8.540517042877042,0.003053630343569231,10.379586101695786,1.2314024079757875
2025-01-01 04:04:00,0.52815089242868,0.16217191644339413,0.22723750000000004,0.008802514873811333,0.0027028652740565687,0.003787291666666667,0.01972922113316586,0.2233112546288475,0.2651104166666666,0.020000000000000004,0.0,0.22723750000000004,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,On,5592.850145555555,18.33333333333337,0.7999999999999999,0.0,6.6596746611111115,0.2651104166666666,1,5327.739728888889,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,82.42354106651854,51.666666666666686,46.10666666666668,0.0,48.57019959590983,0.0,0.0,0.0,128.78678291643521,48.62990724222562,48.65976106538352,48.57019959590983,12.43753247303448,17.909220155425963,0.0,2.2,9.236100170605994,5406.997179483035,-448.28996779233813,-0.0,-0.0,320.32219984101357,0.0,1.334,0.02184298886391784,0.0,0,0.5475079532629344,88.04348537244445,-57.88519812119527,0.24518747804852375,8.63218327280229,0.00305372600598356,10.02119506732808,1.2305732258980513
2025-01-01 04:05:00,0.52815089242868,0.16217191644339413,0.22723750000000004,0.008802514873811333,0.0027028652740565687,0.003787291666666667,0.01972922113316586,0.2233112546288475,0.2651104166666666,0.020000000000000004,0.0,0.22723750000000004,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,On,5592.850145555555,18.33333333333337,0.7999999999999999,0.0,6.6596746611111115,0.2651104166666666,1,5327.739728888889,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,81.868611555869,51.666666666666686,46.10666666666668,0.0,48.55207866953542,0.0,0.0,0.0,127.9197055560453,48.612784367049336,48.6431372158063,48.55207866953542,12.43753247303448,18.09888682144295,0.0,2.2,9.236100170605994,5394.095315543263,-456.2072883349527,-0.0,-0.0,320.32219984101357,0.0,1.334,0.021963582109215157,0.0,0,0.5505306971429689,88.04348537244445,-62.869741518353074,0.24228661320140993,8.720769100503535,0.003053818427556226,9.67493254785012,1.2297717852951353
2025-01-01 04:06:00,0.52815089242868,0.16217191644339413,0.22723750000000004,0.008802514873811333,0.0027028652740565687,0.003787291666666667,0.01972922113316586,0.2233112546288475,0.2651104166666666,0.020000000000000004,0.0,0.22723750000000004,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,On,5592.850145555555,18.33333333333337,0.7999999999999999,0.0,6.6596746611111115,0.2651104166666666,1,5327.739728888889,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,81.32998028593542,51.666666666666686,46.10666666666668,0.0,48.53408062556785,0.0,0.0,0.0,127.07809419677409,48.59577677433507,48.626624848718684,48.53408062556785,12.43753247303448,18.28259471905018,0.0,2.2,9.236100170605994,5381.61896512819,-463.928245639065,-0.0,-0.0,320.32219984101357,0.0,1.334,0.022080167691318705,0.0,0,0.5534529864796139,88.04348537244445,-67.62513462931378,0.2395136033686994,8.806492613971134,0.003053907713834608,9.340114292609428,1.2289965182916935
2025-01-01 04:07:00,0.52815089242868,0.16217191644339413,0.22723750000000004,0.008802514873811333,0.0027028652740565687,0.003787291666666667,0.01972922113316586,0.2233112546288475,0.2651104166666666,0.020000000000000004,0.0,0.22723750000000004,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,On,5592.850145555555,18.33333333333337,0.7999999999999999,0.0,6.6596746611111115,0.2651104166666666,1,5327.739728888889,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,80.80681271138465,51.666666666666686,46.10666666666668,0.0,48.51620186861341,0.0,0.0,0.0,126.26064486153851,48.57888107824502,48.61022068306083,48.51620186861341,12.43753247303448,18.460651487333596,0.0,2.2,9.236100170605994,5369.560436827868,-471.4607364565435,-0.0,-0.0,320.32219984101357,0.0,1.334,0.02219296146399615,0.0,0,0.556280231780345,88.04348537244445,-72.15117211215656,0.2368598834738335,8.889548823399494,0.0030539939645762523,9.016131770401003,1.2282460320639002
2025-01-01 04:08:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,80.29836035695573,51.666666666666686,46.10666666666668,0.0,48.4984389872662,0.0,0.0,0.0,125.46618805774331,48.56209406631194,48.593921605834815,48.4984389872662,12.43753247303448,18.633332861159282,0.0,2.2,9.236100170605994,-234.9386096177745,-478.8118083541213,-0.0,-0.0,320.32219984101357,0.0,1.334,0.022302157102257275,0.0,0,0.5590172876284275,88.04348537244445,-76.44900110466672,0.23431779114313384,8.969473718527393,0.003054077274393264,8.702438725661466,1.2275190775649931
2025-01-01 04:09:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,80.53251219925096,51.666666666666686,46.10666666666668,0.0,48.48078873513971,0.0,0.0,0.0,125.83205031132962,48.54541268155873,48.57772465476825,48.48078873513971,12.43753247303448,18.52935484351489,0.0,2.2,9.236100170605994,-227.13302638430463,-474.38003228495745,-0.0,-0.0,320.32219984101357,0.0,1.334,0.022236429007454168,0.0,0,0.5573697724975213,88.04348537244445,-73.07519394036072,0.23585482309641964,8.921197589236636,0.0030541577332808306,8.88201141656554,1.2279566046633437
2025-01-01 04:10:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,80.75650136761193,51.666666666666686,46.10666666666668,0.0,48.4630875070174,0.0,0.0,0.0,126.18203338689364,48.52868265350877,48.561480226754455,48.4630875070174,12.43753247303448,18.429115694724448,0.0,2.2,9.236100170605994,-220.17120723528944,-470.1231385634466,-0.0,-0.0,320.32219984101357,0.0,1.334,0.022172999187811567,0.0,0,0.555779865047368,88.04348537244445,-70.37026851285634,0.23734766109145916,8.874866611358165,0.0030542398231583686,9.055023004179631,1.2283786911138783
2025-01-01 04:11:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,80.97114166959763,51.666666666666686,46.10666666666668,0.0,48.445337543273155,0.0,0.0,0.0,126.5174088587463,48.51190609338167,48.545190368435925,48.445337543273155,12.43753247303448,18.332314227497587,0.0,2.2,9.236100170605994,-213.4014413111064,-466.0267213736554,-0.0,-0.0,320.32219984101357,0.0,1.334,0.022111683894922345,0.0,0,0.5542429595111046,88.04348537244445,-67.69691977846452,0.23879971967755723,8.830322054962028,0.0030543234832977836,9.22199504765387,1.2287865744873698
2025-01-01 04:12:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,81.1825112304712,51.666666666666686,46.10666666666668,0.0,48.49508494333461,0.0,0.0,0.0,126.84767379761125,48.495084943334604,48.49508494333461,48.49508494333461,12.43753247303448,18.238729642215908,0.0,2.2,9.236100170605994,-206.88871674590217,-462.07998890429377,-0.0,-0.0,320.32219984101357,0.0,1.334,0.022052349401069964,0.0,0,0.5527557039212493,88.04348537244445,-65.13092768262196,0.24021334734436187,8.786820330448094,0.0030544086578241088,9.383307796130758,1.2291811576445604
2025-01-01 04:13:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,81.38015774014104,51.666666666666686,46.10666666666668,0.0,48.4771998776083,0.0,0.0,0.0,127.15649646897039,48.47821988283964,48.47872988545531,48.4771998776083,12.43753247303448,18.148171775022785,0.0,2.2,9.236100170605994,-200.6294585269652,-458.2736059920014,-0.0,-0.0,320.32219984101357,0.0,1.334,0.021994880704736052,0.0,0,0.5513152156939973,88.04348537244445,-62.67805237597738,0.24159053566099753,8.744895428824766,0.0030544952944177232,9.539288482693891,1.2295632174099909
2025-01-01 04:14:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,81.57001672902378,51.666666666666686,46.10666666666668,0.0,48.45927191041979,0.0,0.0,0.0,127.45315113909965,48.46131376275817,48.462334688927356,48.45927191041979,12.43753247303448,18.060475166376733,0.0,2.2,9.236100170605994,-194.61994660955105,-454.5994158141919,-0.0,-0.0,320.32219984101357,0.0,1.334,0.02193917788881325,0.0,0,0.5499189903455857,88.04348537244445,-60.342730636372735,0.2429329906348151,8.703838318149838,0.0030545833438216175,9.690221616796016,1.2299334290454702
2025-01-01 04:15:00,0.26304047576201334,0.16217191644339413,0.0,0.004384007929366889,0.0027028652740565687,0.0,0.01972922113316586,0.2233112546288475,0.0,0.020000000000000004,0.0,0.0,0.0,0.1563385831100608,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.054711997097544214,0.04103399782315815,On,0,0,Off,0.0037591180098684217,0.0,On,0.015970103123297438,0,On,0.01485981048209968,0,On,0.1537394470492036,0.11530458528690266,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,5327.739728888889,Off,0.0,23.888888888888914,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1586.3939244444446,Off,0.0,0,81.75248718440446,51.666666666666686,46.10666666666668,0.0,48.44130275857174,0.0,0.0,0.0,127.73826122563196,48.444368200889485,48.44590092204836,48.44130275857174,12.43753247303448,17.97549273629306,0.0,2.2,9.236100170605994,-144.89714739167403,-451.05015223044234,-0.0,-0.0,364.27794291301353,0.0,2.0,0.021885152198966373,0.0,0,0.5485648031940029,131.99922844444444,-58.12493807424525,0.24424221465696783,8.664199766415843,0.003054672759444036,43.9547609911607,1.2302923925205307
