Metric,Value
Total Electric Energy (kWh),14.728009335300532
Total Gas Energy (therms),3.2463371742474023
Average Electric Power (kW),0.6136670556375222
Peak Electric Power (kW),1.1962039672372802
Lighting Electric Energy (kWh),5.704957184284224
Water Heating Electric Energy (kWh),0.15873599999999996
Other Electric Energy (kWh),5.437358963516309
HVAC Heating Electric Energy (kWh),3.426957187500001
Water Heating Gas Energy (therms),0.30894529924740144
HVAC Heating Gas Energy (therms),2.937391875000001
Average Temperature - Indoor (C),22.958914195335364
Unmet Heating Load (C-hours),1.6515272563929655
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),72.29613323350002
Average HVAC Heating COP (-),0.7999999999999999
Average HVAC Heating Duct Efficiency (-),1.0
Total Hot Water Unmet Demand (kWh),0.0
