Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Lighting Gas Power (therms/hour),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,3.2627142616960936,0.26307127085384174,0.003227965480815101,3.2627142616960936,0.26307127085384174,0.003227965480815101,0.024932057267093594,0.0,0.512101081836407,2.675681122592593,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.006816077302631578,0.0,0.000580999935064713,0.0,0.017534980029397303,0.0,0.0090926779502884,0.0,0.26513734001742023,0.1988530050130651,0.003227965480815101,0.08945967047212915,0.0,0.08223148338664488,0.0,0.0,0.0,1706.7469818204897,17.83333333333337,0.13333333333333333,968.9341407721029,2.579416539259259,0.09626458333333333,0.13333333333333333,2579.4165392592595,19345.624044444445,0.0,18.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,0.0,0.0,38.1623428214514,51.66666666666668,46.10666666666668,0.0,51.16542228422486,0.0,0.0,0.0,38.1623428214514,50.5282019331897,51.16542228422486,50.20959175767212,12.43753247303448,17.752394261195914,-0.033311066814794246,3.6934334841364915,2.8,9.236100170605994,1005.7410934748856,337.015753916871,-1283.5846333565662,0.0,-0.9222267705350469,676.7804425546184,0.0,5.0,0.06584147877241933,0.0,4.4489061947865214e-05,0.4805109903910179,329.99807111111113,-93.27947077312152,0.2537152634212415,8.643106803439077,0.003127613495857336,100.00251409142533,1.231125763558054,0.5436834545663999,-633.0324799282495,1.1140930730175738
2025-01-01 01:00:00,6.6409189517761344,0.26183039754115567,0.0016873455922442576,6.6409189517761344,0.26183039754115567,0.0016873455922442576,0.024420851469396224,0.0,0.5462155744734035,6.020282525833334,0.05,0.0016873455922442576,0.0,0.0,0.2472470642078223,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06452541225967628,0.04839405919475721,0.0,0.0,0.006304871504934209,0.0,0.000580999935064713,0.0,0.017534980029397303,0.0,0.0090926779502884,0.0,0.26513734001742023,0.1988530050130651,0.0016873455922442576,0.10809710182048939,0.0,0.09936304242552924,0.0,0.0,0.0,3840.180709096102,17.83333333333337,0.3,2180.1018167372317,5.803687213333333,0.2165953125,0.3,5803.687213333334,19345.624044444445,0.0,18.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,0.0,0.0,38.19491062509222,51.66666666666668,46.10666666666668,0.0,50.95175990666493,0.0,0.0,0.0,38.19491062509222,50.33471187082386,50.95175990666493,50.026187852903334,12.43753247303448,17.530169608988363,-0.05826644413626371,5.121935264725869,2.5,9.236100170605994,3202.9424990641533,319.7044243354879,-1189.3533427215357,0.0,0.0,674.6147390066728,0.0,5.0,0.060738402551088436,0.0,0.0,0.4429694352819116,329.99807111111113,-122.4996063170863,0.25857914387574155,8.559076820312896,0.0031441597896461567,112.19305600140153,1.2321123029315573,0.5436834545663999,-1859.942297572025,-0.45509482971878373
2025-01-01 02:00:00,7.272415744286789,0.2605895242284696,0.0013938941848974302,7.272415744286789,0.2605895242284696,0.0013938941848974302,0.024420851469396224,0.0,0.5087920863359109,6.6892028064814815,0.05,0.0013938941848974302,0.0,0.0,0.24600619089513623,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.006304871504934209,0.0,0.000580999935064713,0.0,0.017534980029397303,0.0,0.0090926779502884,0.0,0.26513734001742023,0.1988530050130651,0.0013938941848974302,0.08945967047212915,0.0,0.08223148338664488,0.0,0.0,0.0,4266.867454551224,17.83333333333337,0.3333333333333333,2422.3353519302573,6.448541348148149,0.24066145833333333,0.3333333333333333,6448.541348148148,19345.624044444445,0.0,18.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,0.0,0.0,37.98954605511991,51.66666666666668,46.10666666666668,0.0,50.73952492319629,0.0,0.0,0.0,37.98954605511991,50.142375437122546,50.73952492319629,49.84380069408568,12.43753247303448,17.513603846559228,-0.06563298022501586,4.8457854842914445,1.6500000000000001,9.236100170605994,3629.8322008405144,144.80788892608035,-1178.5074820275067,0.0,0.0,672.9602412564248,0.0,5.0,0.056729935022662804,0.0,0.0,0.4137354000943866,329.99807111111113,-131.48801293962896,0.2604714817312517,8.574115691285238,0.003163913890595195,130.28859389938407,1.2321678839837333,0.5436834545663999,-2274.0397211147324,-3.487741889444968
2025-01-01 03:00:00,8.644029994354952,0.25934865091578346,0.0011004427775506028,8.644029994354952,0.25934865091578346,0.0011004427775506028,0.024080047604264646,0.0,0.5429065789729073,8.027043367777779,0.05,0.0011004427775506028,0.0,0.0,0.24476531758245013,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061216416759180055,0.04591231256938503,0.0,0.0,0.005964067639802631,0.0,0.000580999935064713,0.0,0.017534980029397303,0.0,0.0090926779502884,0.0,0.26513734001742023,0.1988530050130651,0.0011004427775506028,0.10809710182048939,0.0,0.09936304242552924,0.0,0.0,0.0,5120.24094546147,17.83333333333337,0.4,2906.802422316309,7.738249617777778,0.28879375,0.4,7738.249617777778,19345.624044444445,0.0,18.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,0.0,0.0,37.7451693241158,51.66666666666668,46.10666666666668,0.0,50.52859988485232,0.0,0.0,0.0,37.7451693241158,49.95108563970662,50.52859988485232,49.66232851713377,12.43753247303448,17.53162411576064,-0.050572071758202775,4.676382109595321,1.6500000000000001,9.236100170605994,4423.049830850913,747.4972926241667,-1230.119434038132,0.0,0.0,670.9649396410449,0.0,5.0,0.059230429528844976,0.0,0.0,0.4319716821302431,329.99807111111113,-138.03662021346952,0.2618130908570813,8.605926917416294,0.0031840557882258096,99.08855101914227,1.2320762832068106,0.5436834545663999,-2153.8019258005165,-5.50320389162562
2025-01-01 04:00:00,7.433303300702487,0.2581077776030974,0.0011738056293873096,7.433303300702487,0.2581077776030974,0.0011738056293873096,0.024080047604264646,0.0,0.6700204466167397,6.6892028064814815,0.05,0.0011738056293873096,0.0,0.0,0.24352444426976405,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.005964067639802631,0.0,0.000580999935064713,0.0,0.017534980029397303,0.0,0.0090926779502884,0.0,0.26513734001742023,0.1988530050130651,0.0011738056293873096,0.17519185467458623,0.0,0.16103665496551287,0.0,0.0,0.0,4266.867454551224,17.83333333333337,0.3333333333333333,2422.3353519302573,6.448541348148149,0.24066145833333333,0.3333333333333333,6448.541348148148,19345.624044444445,0.0,18.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,0.0,0.0,37.481680701724784,51.66666666666668,46.10666666666668,0.0,50.31904724243741,0.0,0.0,0.0,37.481680701724784,49.760902941016205,50.31904724243741,49.48183079030561,12.43753247303448,17.567187315076374,-0.053207776081622346,4.737816812755743,0.55,9.236100170605994,3429.0487062088428,-577.6715178015966,-1365.283200504882,0.0,0.0,669.3104418907969,0.0,5.0,0.061055849406695825,0.0,0.0,0.445284597493202,329.99807111111113,-141.8459897282968,0.2622451330521057,8.634753562140618,0.003197953118166242,120.3934977258676,1.2313374019653087,0.5436834545663999,-2993.8241477454853,-6.182721986368675
2025-01-01 05:00:00,6.911860419720854,0.2590808127699763,0.001320531333060723,6.911860419720854,0.25908081276997624,0.001320531333060723,0.026626535624987128,0.0,0.8149513582625333,6.020282525833334,0.05,0.001320531333060723,0.0,0.0,0.2444974794366429,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.006645675370065789,0.0,0.00064080875190961,0.0,0.01934005150301173,0.0,0.009650247824598538,0.0,0.2664347202399254,0.199826040179944,0.001320531333060723,0.24974158006802719,0.0,0.2295628911210503,0.0,0.0,0.0,3840.180709096102,17.83333333333337,0.3,2180.1018167372317,5.803687213333333,0.2165953125,0.3,5803.687213333334,19345.624044444445,0.0,18.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,0.0,0.0,37.10733715941356,51.66666666666668,46.10666666666668,0.0,50.08282524874434,0.12139633977845245,317.23289783639,0.0,37.10733715941356,49.38495980715694,50.08282524874434,49.036027086363234,12.43753247303448,17.505192917596855,-0.050687364062445006,3.412938055909595,-0.25000000000000006,9.236100170605994,2953.0599555887184,-449.2947360045336,-1421.4287341855957,0.0,0.0,673.6210633927593,0.0,5.0,0.06079951520067686,0.0,0.0,0.44341513412711914,329.99807111111113,-139.31308271454728,0.26510551506255403,8.62980047603553,0.0032221535669675976,127.18945600595151,1.230963604959298,0.5436834545663999,-2622.4341623494174,-6.9623903923479
2025-01-01 06:00:00,10.62689151746231,0.27969639659627293,0.001907434147754378,10.62689151746231,0.279696396596273,0.001907434147754378,0.05967758675609162,1.3750163855555557,0.7806940370488102,8.361503508101853,0.05,0.001907434147754378,0.0,0.0,0.26511306326293965,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.007497685032894736,0.0,0.0016734683728030274,0.0,0.050506433350393856,0.0,0.019443462283635575,0.0,0.29061316984115815,0.21795987738086853,0.001907434147754378,0.2124667173713067,0.0,0.1952997730432816,0.0,0.0,0.0,5333.584318189031,17.83333333333337,0.4166666666666667,3027.9191899128214,8.060676685185186,0.3008268229166667,0.4166666666666667,8060.676685185185,19345.624044444445,0.0,18.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,1375.0163855555556,0.25,38.317497744378734,51.66666666666668,46.10666666666668,0.0,51.01302758752269,0.35871989135885834,946.8619587439514,1375.0163855555556,38.317497744378734,50.37263442366377,51.01302758752269,50.05243784173431,12.43753247303448,17.480734759143544,-0.06719218325652511,3.915752307871936,0.3,9.236100170605994,4557.250205476694,439.5434078110536,-1368.9642543068717,0.0,0.0,736.7328149214325,0.0,4.916250000000001,0.06062959839159923,0.0,0.0,0.44217591890576535,324.47060342000003,-144.10267332689818,0.266739750260098,8.635498498141402,0.0032369865315021234,81.52657824813919,1.2310563534369965,0.5436834545663999,-2583.1464682523747,-5.229313849393223
2025-01-01 07:00:00,9.149338004591597,0.29120083295088567,0.0024209741106113263,9.149338004591598,0.29120083295088567,0.0024209741106113263,0.07432427494488629,1.1000131084444444,0.5668775340726361,7.358123087129631,0.05,0.0024209741106113263,0.0,0.0,0.27661749961755233,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.006986479235197368,0.0,0.002159599150113766,0.0,0.06517819655957517,0.0,0.02636304739045882,0.0,0.30264342281347884,0.22698256711010903,0.0024209741106113263,0.08945967047212915,0.0,0.08223148338664488,0.0,0.0,0.0,4693.554200006347,17.83333333333337,0.36666666666666664,2664.5688871232833,7.093395482962963,0.2647276041666667,0.36666666666666664,7093.395482962963,19345.624044444445,0.0,18.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,1100.0131084444445,0.2,37.53960897232209,51.66666666666668,46.10666666666668,0.0,51.20837014483161,0.33639638042730374,907.5990530027659,1100.0131084444445,37.53960897232209,49.78306188441568,51.20837014483161,49.070407754207714,12.43753247303448,17.579116573981114,-0.04941988127490309,3.7460490154330457,-0.55,9.236100170605994,3752.5093562248344,-419.5670538482137,-1496.4831554452965,0.0,0.0,706.7966047595826,2.268117376450228,3.91625,0.06257462127566962,0.0,0.0,0.4563611073924456,258.4709891977778,-151.35829309579916,0.2659706625869211,8.693715956422077,0.003247739026272696,58.88101401782525,1.230631983337655,0.5436834545663999,-3078.0480140728973,-6.087926898599183
2025-01-01 08:00:00,14.388570462573291,0.31844828254197083,0.0024209741106113263,14.388570462573291,0.3184482825419708,0.0024209741106113263,0.11763460745790177,1.0083453494074075,0.8375653137172396,12.375025191990742,0.05,0.0024209741106113263,0.0,0.0,0.30386494920863744,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.21309870831548552,0.0,0.005282459909539473,0.0,0.003603260246369899,0.0,0.10874888730199239,0.0,0.04762218593146331,0.0,0.33731885785134424,0.2529891433885081,0.0024209741106113263,0.08945967047212915,0.0,0.08223148338664488,0.0,0.0,0.0,7893.704790919766,19.222222222222253,0.6166666666666667,4481.320401070976,11.929801494074074,0.4452236979166667,0.6166666666666667,11929.801494074074,19345.624044444445,0.0,20.222222222222253,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,1008.3453494074075,0.18333333333333332,36.12222313737295,51.66666666666668,46.10666666666668,0.0,51.415615131525996,0.5565046838487256,1512.1908986550784,1008.3453494074075,36.12222313737295,49.788612830990466,51.415615131526,48.97511168072271,12.43753247303448,18.781925007937996,-0.12902987105849928,4.42743887369178,-1.4,9.236100170605994,6874.273495741395,285.68416935654847,-1796.0327121340124,0.0,0.0,936.7549264073263,141.53402632983935,3.58375,0.06729392663435758,0.0,0.0,0.49077933279609426,236.52611746888888,-160.15350945168458,0.2475887735118755,9.265407873983568,0.0032585929200065647,109.17303566617771,1.2261301514547542,0.5436834545663999,-4187.58387906586,-8.05235264856747
2025-01-01 09:00:00,16.37025051545136,0.3169445009204307,0.0023476112587746192,16.37025051545136,0.3169445009204307,0.0023476112587746192,0.11642846381418592,2.383361734962963,1.4454351246834674,12.375025191990742,0.05,0.0023476112587746192,0.0,0.0,0.30236116758709736,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.8523948332619421,0.0,0.004260048314144736,0.0,0.003597367752099465,0.0,0.10857104774794173,0.0,0.053969904500532566,0.0,0.33531381568929075,0.251485361766968,0.0023476112587746192,0.07082223912376891,0.0,0.06509992434776053,0.0,0.0,0.0,7893.704790919766,20.0555555555556,0.6166666666666667,4481.320401070976,11.929801494074074,0.4452236979166667,0.6166666666666667,11929.801494074074,19345.624044444445,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12543.150484444444,2383.361734962963,0.43333333333333335,35.220351206215376,51.66666666666668,46.10666666666668,0.0,51.407308559722104,0.5759473259191368,1561.9808153558574,2383.361734962963,35.220351206215376,49.842712398933415,51.407308559722104,49.06041431853908,12.43753247303448,19.66258156402597,-0.09603003027559094,4.559257513409183,-0.85,9.236100170605994,7370.868429842311,599.7228206200641,-1840.6786195430877,0.0,0.0,1422.2698938123076,349.82292014065575,3.91625,0.06793908648158252,0.0,0.0,0.4954845288695572,258.4709891977778,-104.42763534667503,0.2366265873078369,9.703977672115677,0.0032888493721099765,240.73033756408648,1.2230332531200137,0.5436834545663999,-3881.3654411030016,-0.23213934791014446
