Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,36.882296684641446,51.666666666666686,46.10666666666668,0.0,51.26966990375768,0.0,0.0,0.0,36.882296684641446,50.622528978366404,51.26966990375768,50.29895851567077,12.43753247303448,18.94724520894884,0.0,2.9699509015375125,2.8,9.236100170605994,-883.034172272858,-128.69571491540438,-1431.7418453379053,-0.0,-0.0,676.7804425546184,0.0,5.0,0.06803754363517425,0.0,0.0,0.49620258380505394,329.99807111111113,-128.07276948957104,0.2339942384396083,9.165227363460566,0.0031197273321637155,96.4170277421292,1.222580027239102,0.5436834545663999,-120.41684420448418,-8.278870710920181
2025-01-01 00:01:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,36.971579153886374,51.666666666666686,46.10666666666668,0.0,51.26623369430063,0.0,0.0,0.0,36.971579153886374,50.619423305560325,51.26623369430063,50.29601811119018,12.43753247303448,18.867391960767566,0.0,2.9678828781089543,2.8,9.236100170605994,-883.7604885625084,-126.19547265972436,-1421.6047325811492,-0.0,-13.371408644635228,676.7804425546184,0.0,5.0,0.06789156506400824,0.0,0.0006385782483619263,0.4997951478446497,329.99807111111113,-125.56478989134237,0.23587095786465484,9.152534290549,0.003119987749426863,95.16353849698784,1.2264864449191062,0.5436834545663999,-118.95156892347636,-7.243903736248002
2025-01-01 00:02:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,37.05832363387942,51.666666666666686,46.10666666666668,0.0,51.262789464413956,0.0,0.0,0.0,37.05832363387942,50.61631011472631,51.262789464413956,50.2930704398825,12.43753247303448,18.789712495609194,0.0,2.9670086633923285,2.8,9.236100170605994,-870.1823771352591,-124.65463650940177,-1411.770801282968,-0.0,-11.417728871925359,676.7804425546184,0.0,5.0,0.06774946788769576,0.0,0.0005479253819784013,0.49809768543792643,329.99807111111113,-123.77428953498439,0.23703840840399096,9.117060477872972,0.003120243962424186,95.67356109371427,1.226812599527537,0.5436834545663999,-118.33215369013048,-6.32248281927128
2025-01-01 00:03:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,37.14247747606347,51.666666666666686,46.10666666666668,0.0,51.259337443644014,0.0,0.0,0.0,37.14247747606347,50.61318961957568,51.259337443644014,50.290115707541524,12.43753247303448,18.71425227742496,0.0,2.96715749269917,2.8,9.236100170605994,-857.0763318543985,-123.93695955620561,-1402.243558740987,-0.0,-9.52272496146413,676.7804425546184,0.0,5.0,0.06761134312907367,0.0,0.00045915292024691177,0.4964429080755729,329.99807111111113,-122.09049070656583,0.23817935917018543,9.082737130489305,0.0031205014800972306,96.16944689289984,1.2271295959927198,0.5436834545663999,-118.43760506045497,-5.499354495750632
2025-01-01 00:04:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,37.2242017793719,51.666666666666686,46.10666666666668,0.0,51.2558778662948,0.0,0.0,0.0,37.2242017793719,50.61006203825302,51.2558778662948,50.28715412423214,12.43753247303448,18.640873065778777,0.0,2.9681790052882486,2.8,9.236100170605994,-843.569728246303,-123.89946906064974,-1393.0034084188371,-0.0,-7.682687236631551,676.7804425546184,0.0,5.0,0.06747694521692442,0.0,0.00037214859823880776,0.4948282060334448,329.99807111111113,-119.66407514545259,0.23929538285939697,9.048859391132044,0.0031207602656428968,96.65206280805286,1.2274380015213195,0.5436834545663999,-119.16138658311333,-4.738082477536414
2025-01-01 00:05:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,37.30361810151381,51.666666666666686,46.10666666666668,0.0,51.252410952102316,0.0,0.0,0.0,37.30361810151381,50.606927575337586,51.252410952102316,50.28418588695523,12.43753247303448,18.569470590796705,0.0,2.969962874659026,2.8,9.236100170605994,-829.1255475768763,-124.44715582893193,-1384.0352521818968,-0.0,-5.89478237846141,676.7804425546184,0.0,5.0,0.0673460900232727,0.0,0.00028683557308357434,0.4932516760328366,329.99807111111113,-115.97595557113641,0.24038759261178747,9.016009657200014,0.003121020284527044,97.12204047237371,1.2277382418886706,0.5436834545663999,-120.4253276281958,-4.021828200736122
2025-01-01 00:06:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,37.380821535141585,51.666666666666686,46.10666666666668,0.0,51.24893690980978,0.0,0.0,0.0,37.380821535141585,50.60378642517287,51.24893690980978,50.28121118285442,12.43753247303448,18.499963318248316,0.0,2.9724185462500956,2.8,9.236100170605994,-814.8119684465715,-125.51108172229709,-1375.3270199873732,-0.0,-4.156765526897617,676.7804425546184,0.0,5.0,0.06721863447753697,0.0,0.00020316048365276977,0.49171188548349226,329.99807111111113,-112.10862548691924,0.24145679722553234,8.98414548330249,0.003121281503875696,97.57985469019012,1.2280306483277306,0.5436834545663999,-122.16526675605004,-3.345814966247045
2025-01-01 00:07:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,37.45591191669567,51.666666666666686,46.10666666666668,0.0,51.24545593956051,0.0,0.0,0.0,37.45591191669567,50.60063877409509,51.24545593956051,50.27823019136238,12.43753247303448,18.432265629008445,0.0,2.975465016241077,2.8,9.236100170605994,-800.9277056456687,-127.03211766459553,-1366.8662791326315,-0.0,-2.4663062454033335,676.7804425546184,0.0,5.0,0.06709442749174059,0.0,0.00012106188299534774,0.49020728435325883,329.99807111111113,-108.37556282225233,0.24250389918681217,8.953222149808873,0.0031215438920688915,98.02601965939611,1.2283155702357786,0.5436834545663999,-124.32380959965299,-2.7083080649425426
2025-01-01 00:08:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,37.52898383990276,51.666666666666686,46.10666666666668,0.0,51.241968232469155,0.0,0.0,0.0,37.52898383990276,50.59748480003374,51.241968232469155,50.27524308381603,12.43753247303448,18.36629640105395,0.0,2.979028249755078,2.8,9.236100170605994,-787.5334793850324,-128.95617630043606,-1358.641302735777,-0.0,-0.8212023666841813,676.7804425546184,0.0,5.0,0.06697332572287025,0.0,4.048062831417361e-05,0.48873639589890056,329.99807111111113,-104.8514168371895,0.2435297640336712,8.923197275749535,0.0031218074188389907,98.4610253253504,1.228593339003075,0.5436834545663999,-126.84849956032922,-2.107676740106858
2025-01-01 00:09:00,0.5870331391035006,0.26307127085384174,0.003227965480815101,0.00978388565172501,0.004384521180897362,5.379942468025168e-05,0.024932057267093594,0.0,0.512101081836407,0.0,0.05,0.003227965480815101,0.0,0.0,0.2484879375205084,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.006816077302631578,0.0,On,0.000580999935064713,0.0,On,0.017534980029397303,0,On,0.0090926779502884,0,On,0.26513734001742023,0.1988530050130651,On,0.003227965480815101,On,0.08945967047212915,0,On,0.08223148338664488,0,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,19345.624044444445,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12543.150484444444,Off,0.0,0.0,37.6001248404548,51.666666666666686,46.10666666666668,0.0,51.23847397109577,0.0,0.0,0.0,37.6001248404548,50.59432467295304,51.23847397109577,50.27225002388168,12.43753247303448,18.301980570719607,0.0,2.9830407339042124,2.8,9.236100170605994,-775.3923260734765,-131.23359717134144,-1350.6412509060274,-0.0,-0.0,676.7804425546184,0.0,5.0,0.0668551964869022,0.0,0.0,0.48757964301999274,329.99807111111113,-101.53151772206749,0.2445351937542907,8.893409795384159,0.003122072055205679,98.7911673298157,1.2288642613466698,0.5436834545663999,-129.69150112306372,-1.5420960482777222
