Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.26517769492603,51.666666666666686,46.10666666666668,0.0,50.315523027460515,0.0,0.0,0.0,40.26517769492603,48.49365477466919,50.315523027460515,47.58272064827353,12.43753247303448,13.954198621620671,0.0,-2.216118116850512,2.8,468.1470537106004,-147.58011304403595,-481.1698845969059,-0.0,-0.0,942.3322050115012,0.0,6.0,0.03310109893930018,0.0,0,0.42836272371366657,395.9976853333333,6.984733296005054,0.3863087969968519,7.548378582091416,0.0037514143166973686,171.29529704362437,1.24336872540545,0.0031540623634287728,20.618434266901602,-168.19854731093756
2025-01-01 00:01:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.266114716814776,51.666666666666686,46.10666666666668,0.0,50.3115965924468,0.0,0.0,0.0,40.266114716814776,48.490264246458096,50.3115965924468,47.57959807346376,12.43753247303448,13.949982998198221,0.0,-2.2279870865484233,2.8,464.9728441518314,-146.6295808854757,-480.9226273485188,-0.0,-0.0,942.3322050115012,0.0,6.0,0.03309659792699114,0.0,0,0.4283044759226882,395.9976853333333,3.5632664888489813,0.38762621898481664,7.569432102447747,0.003752221547436364,171.23033804787394,1.2470184708219163,0.0031540623634287728,20.667220911440566,-167.29680179691624
2025-01-01 00:02:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.26730595000043,51.666666666666686,46.10666666666668,0.0,50.30767015682243,0.0,0.0,0.0,40.26730595000043,48.486873639345106,50.30767015682243,47.57647538060645,12.43753247303448,13.94554881237746,0.0,-2.2394655874420275,2.8,461.79657417805277,-145.0594627713341,-480.6626026247385,-0.0,-0.0,942.3322050115012,0.0,6.0,0.03309186344642913,0.0,0,0.42824320680915723,395.9976853333333,0.12697179129001768,0.38782049099472016,7.568404868625793,0.0037530261103667665,171.16672004756634,1.2470371270487757,0.0031540623634287728,20.71440255881093,-165.77386533014504
2025-01-01 00:03:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.268739630463536,51.666666666666686,46.10666666666668,0.0,50.30374369759111,0.0,0.0,0.0,40.268739630463536,48.48348293192436,50.30374369759111,47.57335254909099,12.43753247303448,13.940906153451659,0.0,-2.250350270285157,2.8,458.6238900507037,-142.95341321345688,-480.39040973741425,-0.0,-0.0,942.3322050115012,0.0,6.0,0.03308690625407187,0.0,0,0.42817905557284863,395.9976853333333,-3.3179052233832778,0.38802006762453556,7.5664230485199875,0.003753830362342033,171.10414899442515,1.247056689645346,0.0031540623634287728,20.759143354878557,-163.71255656833543
2025-01-01 00:04:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.270405033299035,51.666666666666686,46.10666666666668,0.0,50.29981719282038,0.0,0.0,0.0,40.270405033299035,48.48009210378059,50.29981719282038,47.570229559260696,12.43753247303448,13.936064218677261,0.0,-2.2604755895572297,2.8,456.8824102024531,-140.30091772106107,-480.1065955755444,-0.0,-0.0,942.3322050115012,0.0,6.0,0.033081736154202804,0.0,0,0.4281121490914099,395.9976853333333,-5.343199233503714,0.3882247261265278,7.565175436026376,0.0037546343077063155,171.04258251711042,1.2470771187428624,0.0031540623634287728,20.800762835317286,-161.10168055637834
2025-01-01 00:05:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.272250963635514,51.666666666666686,46.10666666666668,0.0,50.29589062154769,0.0,0.0,0.0,40.272250963635514,48.47670113540161,50.29589062154769,47.567106392328576,12.43753247303448,13.931066988911859,0.0,-2.2697025464594676,2.8,456.5796031064407,-137.65442646092689,-479.8137450522282,-0.0,-0.0,942.3322050115012,0.0,6.0,0.03307640009400927,0.0,0,0.4280430949103813,395.9976853333333,-5.9388568528323304,0.38843336595128236,7.5638435441751115,0.00375543795063084,170.9818128601417,1.2470982233689356,0.0031540623634287728,20.83868965441137,-158.49311611533824
2025-01-01 00:06:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.27422836780788,51.666666666666686,46.10666666666668,0.0,50.29196396743942,0.0,0.0,0.0,40.27422836780788,48.47331001158612,50.29196396743942,47.563983033659476,12.43753247303448,13.925956608899735,0.0,-2.2779493344259416,2.8,456.45341578210895,-134.60113061433304,-479.5143333817036,-0.0,-0.0,942.3322050115012,0.0,6.0,0.03307094306452836,0.0,0,0.4279724752606798,395.9976853333333,-6.364455847688696,0.38864493041786147,7.562450042305713,0.003756241294434156,170.92164058781412,1.2471198205047216,0.0031540623634287728,20.872587551478148,-155.4737181658112
2025-01-01 00:07:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.27632678612531,51.666666666666686,46.10666666666668,0.0,50.288037218597225,0.0,0.0,0.0,40.27632678612531,48.46991872126337,50.288037218597225,47.56085947259644,12.43753247303448,13.920742057216474,0.0,-2.285127936556774,2.8,456.4522758551259,-131.8210691353408,-479.2088911109406,-0.0,-0.0,942.3322050115012,0.0,6.0,0.033065374644068446,0.0,0,0.4279004140955998,395.9976853333333,-6.671038045434706,0.38885919804130725,7.560999763257202,0.0037570443416159636,170.8620236723125,1.2471418711939164,0.0031540623634287728,20.902094738652547,-152.72316387399334
2025-01-01 00:08:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.278537540746306,51.666666666666686,46.10666666666668,0.0,50.28411036406857,0.0,0.0,0.0,40.278537540746306,48.46652725424335,50.28411036406857,47.55773569933075,12.43753247303448,13.915430782090196,0.0,-2.2912093107723432,2.8,456.4967176036634,-128.45517038419405,-478.89785876763057,-0.0,-0.0,942.3322050115012,0.0,6.0,0.03305970277755959,0.0,0,0.427827014230818,395.9976853333333,-6.937628640207244,0.38907598552444966,7.559496716630233,0.0037578470945038036,170.80292728734295,1.2471643431244424,0.0031540623634287728,20.927091840314677,-149.38226222450874
2025-01-01 00:09:00,0.582375640031422,0.41376835193271294,0.0,0.009706260667190365,0.006896139198878549,0.0,0.012085178327171067,0.0,0.5702904617042508,0.0,0.0,0.0,0.0,0.41376835193271294,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.008575200256995628,0,On,0.018599325793966698,0,On,0.5148731479036285,0.3861548609277212,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,7850.788924444445,Off,0.0,0.0,40.28085451385418,51.666666666666686,46.10666666666668,0.0,50.280183393685626,0.0,0.0,0.0,40.28085451385418,48.4631356010668,50.280183393685626,47.5546117047574,12.43753247303448,13.910028032052237,0.0,-2.2961253062914837,2.8,456.54395988177754,-125.0426690169924,-478.5815477645044,-0.0,-0.0,942.3322050115012,0.0,6.0,0.03305393306154497,0.0,0,0.4277523480914367,395.9976853333333,-7.206697365219259,0.38929516478720455,7.5579437288941635,0.003758649555282584,170.7443270153273,1.2471872135375046,0.0031540623634287728,20.947298727016022,-145.98996774400842
