Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.9384573364553959,1.2329762155736539,0.0002036886699776237,1.9384573364553959,1.2329762155736539,0.0002036886699776237,0.01300135520507769,0.0,0.07895992071532269,1.7964960605349958,0.05,0.0002036886699776237,0.0,0.0,0.05797106358004142,1.160421818660279,0.01458333333333334,1.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004654961622807018,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,0.0002036886699776237,2204.990846563892,22.000000000000032,1.4357162274585835,984.6946712051031,1.596598907757218,0.19989715277777784,0.7666666666666667,2989.7883649912173,3897.7225955417966,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,34.14903123169156,51.66666666666668,46.10666666666668,0.0,51.062317020125676,0.0,0.0,0.0,34.14903123169156,51.10707023066717,51.12944683593791,51.062317020125676,12.43753247303448,21.754803265367197,-0.03380608646211603,9.292944580796922,2.8,9.236100170605994,1744.4886789441634,-1278.670124618606,-628.9835481456618,0.0,0.0,154.88206344890693,0.0,1.0,0.025459409512418294,0.0,0.0,0.47375966374195194,65.99961422222222,13.599317077026575,0.1816058274152221,10.177871734718401,0.002869946655815039,10.516390257993429,1.2146032280607213,0.271263502480844,-2295.5177949862764,32.152999162567255
2025-01-01 01:00:00,1.9264789889992435,1.2253778150068002,5.092216749440592e-05,1.9264789889992435,1.2253778150068002,5.092216749440592e-05,0.012652233083367163,0.0,0.07812713289136261,1.7856996230245141,0.05,5.092216749440592e-05,0.0,0.0,0.05734647271207137,1.1534480089613954,0.01458333333333334,1.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.00430583950109649,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,5.092216749440592e-05,2176.257660439002,22.000000000000032,1.4253501616267708,971.8631370932885,1.5858024702467362,0.19989715277777784,0.7666666666666667,2948.2236447545124,3856.2060079067573,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,33.81737757907292,51.66666666666668,46.10666666666668,0.0,50.76991684807992,0.0,0.0,0.0,33.81737757907292,50.820871524254606,50.84634886234196,50.76991684807992,12.43753247303448,21.75347628434493,-0.036388812346231404,9.55959544162905,2.5,9.236100170605994,1717.862674896687,-957.0469546312082,-625.8277031071235,0.0,0.0,153.70015350323632,0.0,1.0,0.024917743475556847,0.0,0.0,0.46368010870126075,65.99961422222222,13.73256406157236,0.18191443996795015,10.182639840618473,0.0028744608847889323,12.233656282987132,1.2146643897974831,0.21601758820993783,-1959.0299962253096,30.119904500812943
2025-01-01 02:00:00,1.8940333198566999,1.2043333200607336,5.092216749440592e-05,1.8940333198566999,1.2043333200607336,5.092216749440592e-05,0.012652233083367163,0.0,0.07729434506740256,1.75408674170593,0.05,5.092216749440592e-05,0.0,0.0,0.05672188184410132,1.1330281048832989,0.01458333333333334,1.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.00430583950109649,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,5.092216749440592e-05,2096.3097827013935,22.000000000000032,1.3971693557266398,936.1603815444124,1.5541895889281523,0.19989715277777784,0.7666666666666667,2832.5730114680277,3718.161676019709,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,33.494686023248285,51.66666666666668,46.10666666666668,0.0,50.52688025043213,0.0,0.0,0.0,33.494686023248285,50.53751226644293,50.54282827444833,50.52688025043213,12.43753247303448,21.74865995485995,-0.03574394501941865,10.354969827402659,1.6500000000000001,9.236100170605994,1613.2669639081623,-810.6537842877201,-651.0587686849816,0.0,0.0,152.86736567927625,0.0,1.0,0.024749237853569285,0.0,0.0,0.4605444834711267,65.99961422222222,15.14858421247423,0.182346631126627,10.187028177724232,0.0028804367377126875,17.1990906374812,1.2146799099268795,0.15614368380450636,-1774.3263635257588,27.512197693626472
2025-01-01 03:00:00,1.8627697549287623,1.1842027294143944,0.00010184433498881185,1.862769754928762,1.1842027294143944,0.00010184433498881185,0.012419485002226812,0.0,0.07646155724344247,1.7238887126830928,0.05,0.00010184433498881185,0.0,0.0,0.05609729097613127,1.1135221051049298,0.01458333333333334,1.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.00407309141995614,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,0.00010184433498881185,2060.7455227547957,22.000000000000032,1.3665913164007235,920.278257902339,1.5283371501830927,0.19555156250000003,0.75,2785.4722181571346,3689.4748411040855,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,33.12633804213386,51.66666666666668,46.10666666666668,0.0,50.230219884374726,0.0,0.0,0.0,33.12633804213386,50.25716161978151,50.27063248748492,50.230219884374726,12.43753247303448,21.784421104299433,-0.041569140841485525,10.278131880413632,1.6500000000000001,9.236100170605994,1565.2730090001335,-1117.2128721881868,-662.3541439195722,0.0,0.0,151.80182977417584,0.0,1.0,0.02512377205774967,0.0,0.0,0.4675139773451228,65.99961422222222,15.0798003907339,0.18238177364125063,10.210338438512368,0.002887247686467129,7.480459660247038,1.2145278353097788,0.18745860215165025,-2070.766909088769,33.2757789982431
2025-01-01 04:00:00,1.8609320253286594,1.1829290102855077,0.00035645517246084155,1.8609320253286594,1.1829290102855077,0.0003564551724608415,0.012419485002226812,0.0,0.0756287694194824,1.7228837709069504,0.05,0.00035645517246084155,0.0,0.0,0.055472700108161216,1.112872976844013,0.01458333333333334,1.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.00407309141995614,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,0.00035645517246084155,2023.0392095791217,22.000000000000032,1.3704029424041948,903.4395459808195,1.5229866181291727,0.19989715277777784,0.7666666666666667,2726.5816027821634,3626.2196977729513,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,32.919489550482574,51.66666666666668,46.10666666666668,0.0,49.93620694151373,0.0,0.0,0.0,32.919489550482574,49.97910661597703,50.00055645320869,49.93620694151373,12.43753247303448,21.683680171164607,-0.05722940569768102,9.881821051664039,0.55,9.236100170605994,1473.2765689727826,-1040.049185630754,-717.5186123755433,0.0,0.0,150.96904195021577,0.0,1.0,0.025808204326849105,0.0,0.0,0.4802501879592978,65.99961422222222,16.78692981898832,0.18352249975631277,10.163465201505227,0.0028888344163083496,18.509381099997892,1.2143709894243555,0.17074385658899108,-1979.2395907896707,35.750859178097286
2025-01-01 05:00:00,2.3611527379088013,1.5057389901458997,0.0006110660099328711,2.3611527379088013,1.5057389901458997,0.0006110660099328711,0.012884981164507514,0.0,0.0756287694194824,2.2226389873248116,0.05,0.0006110660099328711,0.0,0.0,0.055472700108161216,1.4356829567044052,0.01458333333333334,1.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.004538587582236842,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,0.0006110660099328711,2557.9752578571806,22.000000000000032,1.7522308646526605,1142.3288261770479,1.9619035706581447,0.2607354166666667,1.0,3439.568667367562,3439.568667367562,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,32.4346070853093,51.66666666666668,46.10666666666668,0.0,49.64426045278848,0.0,0.0,0.0,32.4346070853093,49.70280261770236,49.732073700159305,49.64426045278848,12.43753247303448,21.82366856240262,0.0,10.346697325551055,-0.25000000000000006,9.236100170605994,1958.7066219255128,-933.5321901174011,-763.779664836713,0.0,0.0,151.43453811249645,0.0,1.0,0.026276741706302436,0.0,0.0,0.48896893342871145,65.99961422222222,13.07649079254829,0.18264683570092657,10.235762414875369,0.0029017407382237763,21.214567321696833,1.21317563826139,0.15416535832839717,-2107.7920749242026,31.93105862975354
2025-01-01 06:00:00,1.8675896761928625,1.1867262222229584,0.0014767428573377718,1.8675896761928623,1.1867262222229584,0.0014767428573377718,0.01346685136735839,0.0,0.07729434506740256,1.7268284797581015,0.05,0.0014767428573377718,0.0,0.0,0.05672188184410132,1.1154210070455237,0.01458333333333334,1.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.00512045778508772,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,0.0014767428573377718,2016.797191785987,22.000000000000032,1.3644685248702575,900.6520143826518,1.5269313269803237,0.19989715277777784,0.7666666666666667,2717.552053390861,3557.911461983219,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,32.26406397392472,51.66666666666668,46.10666666666668,0.0,49.42150736240167,0.0,0.0,0.0,32.26406397392472,49.43106658793858,49.43584620070704,49.42150736240167,12.43753247303448,21.699960309323945,-0.04057014472598037,9.688442601721968,0.3,9.236100170605994,1459.0656235245215,-1247.1334531126652,-728.5882343418742,0.0,0.0,153.6819839632675,0.0,1.0,0.025906893917981653,0.0,0.0,0.48208664640060533,65.99961422222222,17.17468211714081,0.18423672643682307,10.18384698455318,0.0029046209704199208,4.376870319512221,1.2136832727571096,0.17750946157396982,-2186.1756425005274,38.39017500521042
2025-01-01 07:00:00,2.366256660118739,1.5092321100972719,0.0023424197047426723,2.3662566601187396,1.5092321100972719,0.0023424197047426723,0.013117729245647865,0.0,0.07895992071532269,2.224179010157769,0.05,0.0023424197047426723,0.0,0.0,0.05797106358004142,1.436677713183897,0.01458333333333334,1.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004771335663377193,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,0.0023424197047426723,2530.643887154353,22.000000000000032,1.7312714183212803,1130.1233083492775,1.9634435934911023,0.2607354166666667,1.0,3400.0317788369634,3400.0317788369634,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,31.533418992209125,51.66666666666668,46.10666666666668,0.0,49.139036838101134,0.0,0.0,0.0,31.533418992209125,49.162057078901015,49.17356719930095,49.139036838101134,12.43753247303448,22.058539443384014,0.0,9.722313571959143,-0.55,9.236100170605994,1899.5405496433457,-1281.769174327394,-799.4160961848048,0.0,0.0,154.9984374894771,0.3675114224232512,1.0,0.026818787420644898,0.0,0.0,0.4990555536715883,65.99961422222222,13.314321184320798,0.18045440194232593,10.347175742197427,0.002908456289573374,17.838108397401868,1.2122051743535276,0.1804846034921814,-2448.4833565463964,36.59087386972474
2025-01-01 08:00:00,2.308203802337221,1.4725720335062364,0.0022405753697538606,2.3082038023372213,1.4725720335062364,0.0022405753697538606,0.01195398883994611,0.0,0.07979270853928275,2.166457104957993,0.05,0.0022405753697538606,0.0,0.0,0.05859565444801147,1.3993930457248918,0.01458333333333334,1.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0036075952576754386,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,0.0022405753697538606,2409.3160710250604,22.000000000000032,1.6918255349698794,1075.9412902254192,1.905721688291326,0.2607354166666667,1.0,3224.521944583813,3224.521944583813,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,31.19146548972036,51.66666666666668,46.10666666666668,0.0,48.85998119440425,0.0,0.0,0.0,31.19146548972036,48.8981795538082,48.91727873351018,48.85998119440425,12.43753247303448,22.0881211954959,0.0,9.047303303133644,-1.4,9.236100170605994,1729.1189413708234,-1516.613588519778,-855.6380707911029,0.0,0.0,154.6674849077354,11.588517241260288,1.0,0.027557166584033413,0.0,0.0,0.5127956313426899,65.99961422222222,20.773456229130378,0.1809555080154083,10.377336866488571,0.0029204870962942224,41.7898764121112,1.21264423356557,0.19068114008443224,-2633.3276671877493,40.772788442552184
2025-01-01 09:00:00,2.288185666817017,1.4600926165655463,0.002087808867270643,2.288185666817017,1.4600926165655463,0.002087808867270643,0.011255744596525057,0.0,0.07979270853928275,2.1471372136812095,0.05,0.002087808867270643,0.0,0.0,0.05859565444801147,1.3869136287842012,0.01458333333333334,1.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.002909351014254386,0.0,0.008346393582270671,0.0,0.0016651692752674343,0.0,0.04398323848165254,0.03298742886123939,0.002087808867270643,2404.3416307207635,22.000000000000032,1.705400662641154,1073.719827552455,1.8864017970145428,0.2607354166666667,1.0,3217.3260416065514,3217.3260416065514,0.0,0.0,23.000000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5239.818395555556,0.0,0.0,30.961895188641414,51.66666666666668,46.10666666666668,0.0,48.58328991035864,0.0,0.0,0.0,30.961895188641414,48.6363444510542,48.662871721401984,48.58328991035864,12.43753247303448,22.023162001035605,0.0,8.867138647048323,-0.85,9.236100170605994,1770.7279356999366,-1303.7844326813633,-818.4038664121032,0.0,0.0,153.96924066431436,45.81235738191335,1.0,0.02709767888426245,0.0,0.0,0.5042452862126948,65.99961422222222,30.820930726962025,0.18317877534836063,10.377752313708765,0.0029433362249581072,68.27081676251048,1.2135030647244316,0.18825039698341758,-2415.8845043014935,38.380244067675086
