Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,35.51637283164475,51.666666666666686,46.10666666666668,0.0,50.601099184639594,0.0,0.0,0.0,35.51637283164475,48.87537822973387,50.601099184639594,48.01251775228101,12.43753247303448,18.40017787124808,0.0,8.00963130539797,2.8,9.236100170605994,126.46726482836482,-1326.8283216467657,-230.26407118294424,-0.0,-0.0,410.01126708429535,0.0,4.0,0.011326063100350352,0.0,0,0.2838947391876028,263.9984568888889,-53.279931072986315,0.30963999652596663,9.895050481221595,0.003994910610104255,147.96590101394997,1.2242286423535307,0.19916892251702176,-1352.216448463839,25.38812681707326
2025-01-01 00:01:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,35.61681949435381,51.666666666666686,46.10666666666668,0.0,50.59543472637207,0.0,0.0,0.0,35.61681949435381,48.8703938043596,50.59543472637207,48.007873343353374,12.43753247303448,18.308839887422376,0.0,7.966090599685349,2.8,9.236100170605994,127.25167855982994,-1314.7028079103804,-228.19658619839893,-0.0,-0.0,410.01126708429535,0.0,4.0,0.011290474100121484,0.0,0,0.2830026790031942,263.9984568888889,-54.56300232606648,0.31243571262762465,9.879829348915782,0.0039962823141102164,148.10214597701284,1.2281885313207428,0.19909335831333924,-1340.4062450113665,25.703437100985997
2025-01-01 00:02:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,35.714160740648445,51.666666666666686,46.10666666666668,0.0,50.58975549050825,0.0,0.0,0.0,35.714160740648445,48.865395282137754,50.58975549050825,48.00321517795251,12.43753247303448,18.22015687865084,0.0,7.925567233266368,2.8,9.236100170605994,127.83927369893772,-1303.3782401058884,-226.1963546552155,-0.0,-0.0,410.01126708429535,0.0,4.0,0.011255872308340662,0.0,0,0.2821353638058476,263.9984568888889,-55.97563873014213,0.31428703130210245,9.84138705140742,0.0039976508544827555,148.2336608852361,1.228561338030126,0.19902300487761046,-1329.4220125766435,26.04377247075506
2025-01-01 00:03:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,35.80858589469858,51.666666666666686,46.10666666666668,0.0,50.5840619387632,0.0,0.0,0.0,35.80858589469858,48.86038309888751,50.5840619387632,47.998543678949666,12.43753247303448,18.13396655822201,0.0,7.887815624005568,2.8,9.236100170605994,128.2324024767231,-1292.8259061485771,-224.2591137282888,-0.0,-0.0,410.01126708429535,0.0,4.0,0.011222198280177627,0.0,0,0.28129130357432325,263.9984568888889,-57.51975087928342,0.3161010350049107,9.80417348128946,0.003999020194468924,148.36060100261628,1.2289238544461174,0.19895744116203293,-1319.195627922058,26.36972177348066
2025-01-01 00:04:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,35.900256952958166,51.666666666666686,46.10666666666668,0.0,50.57835450470663,0.0,0.0,0.0,35.900256952958166,48.85535766385797,50.57835450470663,47.99385924343365,12.43753247303448,18.050130100890176,0.0,7.852618360041183,2.8,9.236100170605994,130.0138791119194,-1282.9950206261585,-222.38119102077027,-0.0,-0.0,410.01126708429535,0.0,4.0,0.011189401337136905,0.0,0,0.2804692280209557,263.9984568888889,-57.616196951605694,0.3178796264206994,9.768119346622594,0.004000390302808195,148.4832205856873,1.2292766481838329,0.19889629414322463,-1309.6668629053236,26.671842279165
2025-01-01 00:05:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,35.98922866636338,51.666666666666686,46.10666666666668,0.0,50.572633597825046,0.0,0.0,0.0,35.98922866636338,48.85031936356342,50.572633597825046,47.98916224643261,12.43753247303448,17.968600835620354,0.0,7.8197820625013295,2.8,9.236100170605994,133.38503171897463,-1273.9069200426409,-220.56102379800865,-0.0,-0.0,410.01126708429535,0.0,4.0,0.011157466566256281,0.0,0,0.2796687633431728,263.9984568888889,-56.06521156731206,0.3196229363622477,9.732685630288344,0.004001761150001389,148.60158750703258,1.2296198994356402,0.19883923179747537,-1300.782216451482,26.875296408841457
2025-01-01 00:06:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,36.075535013086245,51.666666666666686,46.10666666666668,0.0,50.5668996194621,0.0,0.0,0.0,36.075535013086245,48.845268576834286,50.5668996194621,47.98445305552039,12.43753247303448,17.889349937771108,0.0,7.789125576272582,2.8,9.236100170605994,137.17539237612334,-1265.2588676155115,-218.7974724790936,-0.0,-0.0,410.01126708429535,0.0,4.0,0.01112638589529219,0.0,0,0.27888970720522377,263.9984568888889,-54.03840222907841,0.3213307691378642,9.698381415950998,0.004003132707017703,148.71573402769405,1.229953713855329,0.1987859427048223,-1292.4916821901948,27.232814574683324
2025-01-01 00:07:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,36.159268827309276,51.666666666666686,46.10666666666668,0.0,50.56115296590616,0.0,0.0,0.0,36.159268827309276,48.84020567773246,50.56115296590616,47.97973203364562,12.43753247303448,17.812297991575626,-0.02103534175774513,7.760509549827624,2.8,9.236100170605994,140.89412434646079,-1257.3591495517983,-217.08829790863882,-0.0,-0.0,410.01126708429535,0.0,4.0,0.011096131250084743,0.0,0,0.27813135591102023,263.9984568888889,-52.028844829195734,0.3230039842604294,9.665167481857317,0.0040045049450469624,148.8257973725223,1.230278411705683,0.19873618757770556,-1284.7567151593137,27.39756560751542
2025-01-01 00:08:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,36.24054231357555,51.666666666666686,46.10666666666668,0.0,50.55539401964258,0.0,0.0,0.0,36.24054231357555,48.835131027291325,50.55539401964258,47.9749995311157,12.43753247303448,17.737348919267028,-0.0959844140663435,7.733773141330255,2.8,9.236100170605994,144.43947305540246,-1249.8382992378074,-215.43092719244783,-0.0,-0.0,410.01126708429535,0.0,4.0,0.011066667787140529,0.0,0,0.2773928360869648,263.9984568888889,-50.140866836445085,0.32464383114188616,9.632995957657503,0.004005877836226605,148.93195071656083,1.2305943848545255,0.19868968931255865,-1277.5330934907547,27.694794252947418
2025-01-01 00:09:00,0.2029415144927178,0.11706465663544306,0.0,0.0033823585748786297,0.0019510776105907176,0.0,0.01091246770997551,0.0,0.14202904678274228,0.0,0.05,0.0,0.0,0.0,0.10248132330210973,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.002864089912280702,0.0,On,0.008048377797694807,0,On,0.005387282379929277,0,On,0.09898148996159009,0.07423611747119255,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6861.673924444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5305.466324444445,Off,0.0,0.0,36.319465588112784,51.666666666666686,46.10666666666668,0.0,50.549623146474744,0.0,0.0,0.0,36.319465588112784,48.83004497079729,50.549623146474744,47.97025588295856,12.43753247303448,17.664408422435844,-0.16892491089752681,7.708799564279162,2.8,9.236100170605994,147.82030583600223,-1242.9526788059827,-213.82286378328294,-0.0,-0.0,410.01126708429535,0.0,4.0,0.01103796112621801,0.0,0,0.2766732859711533,263.9984568888889,-48.36809746501021,0.32625157769387114,9.601312732159943,0.004007251353890357,149.0343653480771,1.230902018849226,0.1986462470206783,-1270.7886162232003,27.835937417217668
